osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,access,bridge,junction
368477115,True,RH 34,Laffenauer Straße,tertiary,30,False,23.937,"LINESTRING (11.1293094 49.132913, 11.1293953 49.1327052)",,,
368477117,False,RH 34,Laffenauer Straße,tertiary,30,False,12.889,"LINESTRING (11.1293094 49.132913, 11.1292626 49.1330248)",,,
368477106,True,St 2226,Bahnhofstraße,secondary,50,False,23.14,"LINESTRING (11.1299762 49.1328296, 11.1298393 49.1327789, 11.1296914 49.1327377)",,,
23306745,False,,Marktplatz,living_street,,False,76.649,"LINESTRING (11.1257735 49.1320315, 11.1256127 49.1325456, 11.1256101 49.1326612, 11.1256262 49.132709)",,,
27742527,False,St 2226,Hauptstraße,secondary,,True,98.331,"LINESTRING (11.1257735 49.1320315, 11.1253907 49.1319814, 11.1250041 49.1319546, 11.1244356 49.1319112)",,,
244758162,False,St 2226,Hauptstraße,secondary,50,False,69.523,"LINESTRING (11.1257735 49.1320315, 11.1261804 49.1321106, 11.126664 49.1322542)",,,
244035291,False,,Marktplatz,living_street,,False,9.311,"LINESTRING (11.1256262 49.132709, 11.1257416 49.1327452)",,,
23306745,False,,Marktplatz,living_street,,True,76.649,"LINESTRING (11.1256262 49.132709, 11.1256101 49.1326612, 11.1256127 49.1325456, 11.1257735 49.1320315)",,,
368791167,False,,Westenstraße,residential,,True,52.698,"LINESTRING (11.1256262 49.132709, 11.1254366 49.1327019, 11.124904 49.1326732)",,,
244035290,False,St 2226,Hauptstraße,secondary,50,False,130.434,"LINESTRING (11.126664 49.1322542, 11.1272697 49.1324664, 11.127746 49.1326311, 11.1281321 49.1327342, 11.1282772 49.132759)",,,
244758162,False,St 2226,Hauptstraße,secondary,50,True,69.523,"LINESTRING (11.126664 49.1322542, 11.1261804 49.1321106, 11.1257735 49.1320315)",,,
"[244035291, 1109638367]",False,,Marktplatz,living_street,,True,67.89099999999999,"LINESTRING (11.126664 49.1322542, 11.1266005 49.1323302, 11.1264608 49.1325271, 11.1264263 49.1326006, 11.1263613 49.1327335, 11.1263315 49.1328218)",,,
27743450,False,,Hopfenstraße,residential,,False,70.32,"LINESTRING (11.1203775 49.1302357, 11.1210449 49.1297783)",,,
244758167,False,RH 21,Schloßberger Straße,tertiary,,False,80.393,"LINESTRING (11.1203775 49.1302357, 11.1207658 49.1304782, 11.1212136 49.130707)",,,
244758167,False,RH 21,Schloßberger Straße,tertiary,,True,78.281,"LINESTRING (11.1203775 49.1302357, 11.1201106 49.1300319, 11.1197803 49.1296537)",,,
27743450,False,,Hopfenstraße,residential,,True,89.539,"LINESTRING (11.1212136 49.130707, 11.1214251 49.1305103, 11.1221483 49.1302021)",,,
244758167,False,RH 21,Schloßberger Straße,tertiary,,False,160.346,"LINESTRING (11.1212136 49.130707, 11.1223557 49.1312162, 11.1231119 49.1314267)",,,
244758167,False,RH 21,Schloßberger Straße,tertiary,,True,80.393,"LINESTRING (11.1212136 49.130707, 11.1207658 49.1304782, 11.1203775 49.1302357)",,,
27742527,False,St 2226,Hauptstraße,secondary,,False,38.925,"LINESTRING (11.1231119 49.1314267, 11.1235421 49.1316348)",,,
741668845,False,St 2226,Alleestraße,secondary,,True,60.543,"LINESTRING (11.1231119 49.1314267, 11.1226624 49.1318849)",,,
244035296,False,RH 22,Rudletzholzer Straße,tertiary,,True,28.369,"LINESTRING (11.1231119 49.1314267, 11.1233018 49.1312996, 11.1233662 49.1312347)",,,
244758167,False,RH 21,Schloßberger Straße,tertiary,,True,160.346,"LINESTRING (11.1231119 49.1314267, 11.1223557 49.1312162, 11.1212136 49.130707)",,,
27716419,False,,Ziegelmoos,residential,,False,93.345,"LINESTRING (11.1249252 49.1305436, 11.1257487 49.1298999)",,,
27716419,False,,Ziegelmoos,residential,,True,134.63400000000001,"LINESTRING (11.1249252 49.1305436, 11.1242151 49.1308801, 11.1241091 49.130918, 11.1239938 49.1309038, 11.1236505 49.1307889, 11.1235057 49.1307809, 11.1233125 49.130825)",,,
27740827,False,,Südlicher Stadtgraben,residential,,False,125.99,"LINESTRING (11.1249252 49.1305436, 11.1257572 49.1308837, 11.1259651 49.1309598, 11.1261169 49.1310704, 11.1262748 49.1312258)",,,
27716419,False,,Ziegelmoos,residential,,False,23.42,"LINESTRING (11.1257487 49.1298999, 11.125815 49.1296938)",,,
27716419,False,,Ziegelmoos,residential,,True,93.345,"LINESTRING (11.1257487 49.1298999, 11.1249252 49.1305436)",,,
27717196,False,,Rambacher Straße,unclassified,,False,135.26,"LINESTRING (11.1197803 49.1296537, 11.1194568 49.1297106, 11.1192056 49.1297063, 11.1189689 49.1296557, 11.1186624 49.1295615, 11.1183418 49.1294043, 11.118143 49.1292712)",,,
244758167,False,RH 21,Schloßberger Straße,tertiary,,False,78.281,"LINESTRING (11.1197803 49.1296537, 11.1201106 49.1300319, 11.1203775 49.1302357)",,,
27717079,False,,Industriestraße,residential,,False,132.015,"LINESTRING (11.1180362 49.1312264, 11.1194394 49.1317161, 11.1196589 49.1317458)",,,
27717196,False,,Rambacher Straße,unclassified,,True,135.26,"LINESTRING (11.118143 49.1292712, 11.1183418 49.1294043, 11.1186624 49.1295615, 11.1189689 49.1296557, 11.1192056 49.1297063, 11.1194568 49.1297106, 11.1197803 49.1296537)",,,
27717079,False,,Industriestraße,residential,,False,30.122,"LINESTRING (11.1196589 49.1317458, 11.1200686 49.1317848)",,,
27717079,False,,Industriestraße,residential,,True,59.532999999999994,"LINESTRING (11.1196589 49.1317458, 11.1197773 49.131603, 11.1199057 49.1315607, 11.1200266 49.1315968, 11.1200651 49.1316764, 11.1200686 49.1317848)",,,
