osmid,name,highway,oneway,reversed,length,maxspeed,geometry,lanes,ref,bridge,tunnel,junction,width
145632009,Kaiserstuhlstraße,living_street,False,True,48.549,,"LINESTRING (7.8856701 48.0685057, 7.8857977 48.0689339)",,,,,,
145632031,Kaiserstuhlstraße,living_street,False,False,75.155,5,"LINESTRING (7.8848691 48.0692018, 7.8857977 48.0689339)",,,,,,
145628270,Sommerhofweg,living_street,False,False,79.0,5,"LINESTRING (7.8848691 48.0692018, 7.8847792 48.0690504, 7.8846298 48.0687982, 7.8843988 48.068569)",,,,,,
145628272,Theodor-Heuss-Platz,living_street,False,True,54.818999999999996,5,"LINESTRING (7.8848691 48.0692018, 7.8848899 48.0692949, 7.884912 48.0693579, 7.8849148 48.0694929, 7.8849297 48.0696918)",,,,,,
145743296,Droste-Hülshoff-Straße,residential,False,False,147.955,30,"LINESTRING (7.8895422 48.0711623, 7.888538 48.0700133)",,,,,,
145631964,Gerhart-Hauptmann-Straße,residential,False,False,112.825,30,"LINESTRING (7.8895422 48.0711623, 7.8899726 48.0709069, 7.8902219 48.0706626, 7.8902828 48.0706029, 7.8904955 48.0703827)",,,,,,
145631952,Fröbelstraße,residential,False,True,81.677,30,"LINESTRING (7.886724 48.0688805, 7.8873223 48.0694967)",,,,,,
145632045,Kleinfeldele,residential,False,False,82.27,30,"LINESTRING (7.886724 48.0688805, 7.8876502 48.0684751)",,,,,,
"[145631956, 235975748]",Fröbelstraße,living_street,False,False,145.09699999999998,,"LINESTRING (7.886724 48.0688805, 7.8861657 48.0682729, 7.8862892 48.068212, 7.8868922 48.0679344)",,,,,,
145628270,Sommerhofweg,living_street,False,True,79.0,5,"LINESTRING (7.8843988 48.068569, 7.8846298 48.0687982, 7.8847792 48.0690504, 7.8848691 48.0692018)",,,,,,
145632161,Schwarzwaldstraße,tertiary,False,False,114.486,30,"LINESTRING (7.8843988 48.068569, 7.8843494 48.0686035, 7.88429 48.0686433, 7.8840799 48.0687897, 7.8838649 48.0689675, 7.8836709 48.0691436, 7.8834593 48.0693801)",2,,,,,
145632161,Schwarzwaldstraße,tertiary,False,True,145.18,30,"LINESTRING (7.8843988 48.068569, 7.8845906 48.0684602, 7.8851031 48.0681694, 7.8853245 48.0680398, 7.8853933 48.0679971, 7.8855481 48.0679117, 7.8856955 48.0678251, 7.8857339 48.067752, 7.8857467 48.0677164, 7.8857449 48.067667)",2,,,,,
145743311,Hauptstraße,secondary,False,False,9.534,50,"LINESTRING (7.8847373 48.0666725, 7.8846164 48.0667012)",2,L 112,,,,
"[145628931, 105694917, 105694903]",Mühlengasse,residential,False,True,106.63,30,"LINESTRING (7.8847373 48.0666725, 7.884661 48.0664951, 7.8846366 48.0664423, 7.8845915 48.0663185, 7.8844558 48.0660055, 7.8843111 48.0657579)",,,yes,,,
"[307806712, 1150816508]",Hauptstraße,secondary,False,True,156.181,"['50', '30']","LINESTRING (7.8847373 48.0666725, 7.8850638 48.0665954, 7.8852942 48.0665437, 7.8857339 48.066443, 7.8858093 48.0664166, 7.8866655 48.0661227)",2,L 112,,,,
79756400,Hindenburgstraße,tertiary,False,False,36.632,30,"LINESTRING (7.8868617 48.0696141, 7.8871346 48.0695468, 7.8872103 48.0695265, 7.8872327 48.0695205, 7.8873223 48.0694967)",2,,,,,
79756400,Hindenburgstraße,tertiary,False,True,73.53399999999999,30,"LINESTRING (7.8868617 48.0696141, 7.8864789 48.0696893, 7.8863654 48.0697005, 7.8862262 48.0697084, 7.8858908 48.069724)",2,,,,,
79756400,Hindenburgstraße,tertiary,False,True,82.44399999999999,30,"LINESTRING (7.8883583 48.0692314, 7.888144 48.069285, 7.8880981 48.0692949, 7.8873223 48.0694967)",2,,,,,
158258874,Hindenburgstraße,tertiary,False,False,30.612,30,"LINESTRING (7.8883583 48.0692314, 7.8885458 48.0691938, 7.8886698 48.0691779, 7.8887563 48.0691944)",2,,,,,
"[722710002, 722710003, 145632149]",Rosenstraße,residential,False,True,99.348,30,"LINESTRING (7.8883583 48.0692314, 7.8882696 48.0691247, 7.8881 48.0689267, 7.8879427 48.0687431, 7.8876502 48.0684751)",,,,,,
24295418,Eisenbahnstraße,residential,False,False,103.597,30,"LINESTRING (7.8802913 48.0651821, 7.8805741 48.0660944)",,,,,,
24511933,Sommerhofweg,residential,False,True,74.745,30,"LINESTRING (7.8831095 48.0671742, 7.8836726 48.0677312)",,,,,,
"[145508898, 938840661]",Hauptstraße,secondary,False,False,123.01300000000002,30,"LINESTRING (7.8831095 48.0671742, 7.88289 48.0672515, 7.882751 48.0673004, 7.8824731 48.067382, 7.8820654 48.0674875, 7.8818964 48.0675263, 7.881802 48.0675479, 7.8817642 48.0675566, 7.8815856 48.067602)",2,L 112,,,,
145508898,Hauptstraße,secondary,False,True,125.13,30,"LINESTRING (7.8831095 48.0671742, 7.8833769 48.0670423, 7.8835783 48.0669581, 7.8836697 48.0669206, 7.8837929 48.0668736, 7.8838591 48.0668483, 7.8840136 48.0668181, 7.8846164 48.0667012)",2,L 112,,,,
145628344,Weingartenstraße,residential,False,True,106.654,30,"LINESTRING (7.8848478 48.0706494, 7.8849297 48.0696918)",,,,,,
145628339,Unter dem Berg,residential,False,True,91.147,30,"LINESTRING (7.8848478 48.0706494, 7.884168 48.0706994, 7.8836282 48.0707375)",,,,,,
145632009,Kaiserstuhlstraße,living_street,False,False,48.549,,"LINESTRING (7.8857977 48.0689339, 7.8856701 48.0685057)",,,,,,
145632031,Kaiserstuhlstraße,living_street,False,False,18.386,5,"LINESTRING (7.8857977 48.0689339, 7.8860428 48.0689112)",,,,,,
145632031,Kaiserstuhlstraße,living_street,False,True,75.155,5,"LINESTRING (7.8857977 48.0689339, 7.8848691 48.0692018)",,,,,,
145628344,Weingartenstraße,residential,False,False,106.654,30,"LINESTRING (7.8849297 48.0696918, 7.8848478 48.0706494)",,,,,,
145628272,Theodor-Heuss-Platz,living_street,False,False,54.818999999999996,5,"LINESTRING (7.8849297 48.0696918, 7.8849148 48.0694929, 7.884912 48.0693579, 7.8848899 48.0692949, 7.8848691 48.0692018)",,,,,,
167065909,Hindenburgstraße,tertiary,False,False,71.725,30,"LINESTRING (7.8849297 48.0696918, 7.8853232 48.06973, 7.8858908 48.069724)",2,,,,,
167065909,Hindenburgstraße,tertiary,False,True,73.79,30,"LINESTRING (7.8849297 48.0696918, 7.884256 48.0696149, 7.883947 48.0696017)",2,,,,,
"[71186797, 71186799]",Hauptstraße,secondary,False,True,38.792,"['50', '30']","LINESTRING (7.8810255 48.0677382, 7.8811815 48.0676996, 7.8815173 48.0676212)",2,L 112,,yes,,
"[105694912, 24764835, 105694909]",Eisenbahnstraße,residential,False,True,119.253,30,"LINESTRING (7.8810255 48.0677382, 7.8810107 48.067699, 7.8809813 48.06761, 7.8807517 48.0666817)",,,yes,,,
145632031,Kaiserstuhlstraße,living_street,False,True,18.386,5,"LINESTRING (7.8860428 48.0689112, 7.8857977 48.0689339)",,,,,,
145743296,Droste-Hülshoff-Straße,residential,False,True,147.955,30,"LINESTRING (7.888538 48.0700133, 7.8895422 48.0711623)",,,,,,
