osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry,name,bridge
33744059,2,B 102,primary,100,False,False,296.663,"LINESTRING (12.4582158 52.4933419, 12.4582648 52.4936094, 12.4583906 52.4938927, 12.4589887 52.4949269, 12.459478 52.4958908)",,
33744059,2,B 102,primary,100,False,True,34.749,"LINESTRING (12.4582158 52.4933419, 12.4582013 52.4932241, 12.458211 52.4931243, 12.4582298 52.4930306)",,
47910974,,,residential,,False,False,66.593,"LINESTRING (12.4582158 52.4933419, 12.4582889 52.4933408, 12.4584043 52.4933424, 12.4584446 52.4933518, 12.4585089 52.4933801, 12.4585878 52.4934113, 12.4586793 52.4934354, 12.4587483 52.493439, 12.4588733 52.4934354, 12.4590383 52.4934143, 12.4590905 52.493407, 12.4591527 52.4934088)",An der Weme,
33744059,2,B 102,primary,100,False,False,34.748999999999995,"LINESTRING (12.4582298 52.4930306, 12.458211 52.4931243, 12.4582013 52.4932241, 12.4582158 52.4933419)",,
"[358314660, 30509096, 26175788, 358311533, 804576154]","['2', '3']",B 102,primary,"['50', '100']",False,True,518.8520000000001,"LINESTRING (12.4582298 52.4930306, 12.4582865 52.49287, 12.4583497 52.4927435, 12.4584275 52.4926043, 12.4584988 52.4924961, 12.4586635 52.4923271, 12.4588059 52.4922163, 12.4595687 52.4916267, 12.4602798 52.4910896, 12.4607294 52.4907198, 12.4611748 52.490314, 12.4612857 52.4902133, 12.461578 52.4899477, 12.4618077 52.4897023, 12.4619327 52.4895486, 12.4619507 52.489517, 12.4620294 52.4893789, 12.462074 52.4892753, 12.4620906 52.4892416, 12.4621309 52.4890801)",Pritzerber Straße,yes
"[843687840, 26175675, 546204004]",,,unclassified,,False,False,117.51199999999997,"LINESTRING (12.4582298 52.4930306, 12.4581148 52.4930229, 12.4579681 52.4930245, 12.4577953 52.4930461, 12.4577377 52.4930656, 12.4573658 52.4932379, 12.4570724 52.4933738, 12.4569146 52.4934469, 12.4568595 52.4934728, 12.4567753 52.4935308)",Havelstraße,
"[358311529, 358311531]",2,B 102,primary,"['50', '100']",False,True,207.99,"LINESTRING (12.4621309 52.4890801, 12.4622364 52.4884644, 12.4623122 52.4882198, 12.462425 52.4879554, 12.4626119 52.4876925, 12.4629685 52.4873065)",,
"[358314660, 30509096, 26175788, 358311533, 804576154]","['2', '3']",B 102,primary,"['50', '100']",False,False,518.852,"LINESTRING (12.4621309 52.4890801, 12.4620906 52.4892416, 12.462074 52.4892753, 12.4620294 52.4893789, 12.4619507 52.489517, 12.4619327 52.4895486, 12.4618077 52.4897023, 12.461578 52.4899477, 12.4612857 52.4902133, 12.4611748 52.490314, 12.4607294 52.4907198, 12.4602798 52.4910896, 12.4595687 52.4916267, 12.4588059 52.4922163, 12.4586635 52.4923271, 12.4584988 52.4924961, 12.4584275 52.4926043, 12.4583497 52.4927435, 12.4582865 52.49287, 12.4582298 52.4930306)",Pritzerber Straße,yes
"[583902288, 841479731]",,,residential,,False,True,188.12099999999998,"LINESTRING (12.4621309 52.4890801, 12.4623183 52.48909, 12.4624127 52.4890818, 12.4625007 52.4890572, 12.4628157 52.4887551, 12.4637945 52.4878277)",Pritzerber Straße,
26175683,,,unclassified,,False,True,46.717,"LINESTRING (12.4541913 52.4950421, 12.4541305 52.495015, 12.4539467 52.4949372, 12.4536488 52.4948268, 12.4536128 52.4948135)",Puschkinstraße,
