osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,junction
9212733,2,St 2275,Ringstraße,secondary,50,False,False,219.123,"LINESTRING (10.5234092 50.1347681, 10.5234949 50.1348022, 10.5236021 50.1348355, 10.5238432 50.1349019, 10.523986 50.1349441, 10.524312 50.1350406, 10.5245652 50.135122, 10.524673 50.1351669, 10.5247674 50.1352136, 10.5248496 50.1352626, 10.5249291 50.1353135, 10.5249979 50.1353643, 10.5251569 50.1354867, 10.5252757 50.1356031, 10.5253838 50.135728, 10.5255005 50.1358837, 10.525585 50.1360394)",,
"[329162317, 21802958]",,,Obere Torstraße,residential,,True,False,20.816000000000003,"LINESTRING (10.5234092 50.1347681, 10.5234095 50.1348691, 10.5234225 50.1349549)",building_passage,
104677815,2,St 2275,Rügheimer Straße,secondary,50,False,False,232.252,"LINESTRING (10.5234092 50.1347681, 10.5233199 50.1347034, 10.5228665 50.1341134, 10.5227398 50.1339503, 10.5223412 50.1334394, 10.5222969 50.1333826, 10.521927 50.1329112)",,
"[726780800, 442672438, 727214430]",2,St 2281,Poststraße,secondary,50,False,True,161.348,"LINESTRING (10.5234092 50.1347681, 10.523346 50.1347926, 10.5217597 50.1354062, 10.5215771 50.1354768, 10.5214561 50.1354939)",,
"[727214434, 569058149]",2,St 2281,Ostheimer Straße,secondary,50,False,True,200.289,"LINESTRING (10.5234092 50.1347681, 10.5234352 50.1347073, 10.5234589 50.1346038, 10.5235798 50.1339142, 10.5236229 50.1336482, 10.5236718 50.1334107, 10.5238517 50.1329937)",,
9212734,2,St 2275,Eichelsdorfer Straße,secondary,50,False,False,37.369,"LINESTRING (10.5252272 50.1388564, 10.5252771 50.1389111, 10.5254047 50.1389955, 10.5254965 50.1390907, 10.525532 50.1391275)",,
"[14352267, 319090796, 319090797]",,,Hauptstraße,residential,"['50', '30']",False,False,41.343,"LINESTRING (10.5252272 50.1388564, 10.5250777 50.1388005, 10.5250692 50.1387973, 10.5249612 50.1387581, 10.5247263 50.1386689)",building_passage,
163963670,2,St 2275,Ringstraße,secondary,50,False,True,103.70500000000001,"LINESTRING (10.5252272 50.1388564, 10.5252242 50.1388247, 10.5252285 50.1387494, 10.5252292 50.1387366, 10.5252912 50.1383809, 10.52537 50.1379289)",,
14351656,2,St 2281,Bahnhofstraße,secondary,50,False,False,101.224,"LINESTRING (10.5177675 50.1366408, 10.5183152 50.1360701, 10.5185674 50.1358923)",,
25730903,2,HAS 36,Lendershäuser Straße,tertiary,50,False,False,101.216,"LINESTRING (10.5177675 50.1366408, 10.5187072 50.1370268, 10.518961 50.1371341)",,
208005667,2,,Industriestraße,residential,50,False,False,4.269,"LINESTRING (10.5185674 50.1358923, 10.5185159 50.1358727)",,
14351656,2,St 2281,Bahnhofstraße,secondary,50,False,False,213.182,"LINESTRING (10.5185674 50.1358923, 10.5200067 50.1355946, 10.5206949 50.1354674, 10.521153 50.1354791, 10.5214561 50.1354939)",,
14351656,2,St 2281,Bahnhofstraße,secondary,50,False,True,101.224,"LINESTRING (10.5185674 50.1358923, 10.5183152 50.1360701, 10.5177675 50.1366408)",,
14351656,2,St 2281,Bahnhofstraße,secondary,50,False,True,213.18200000000002,"LINESTRING (10.5214561 50.1354939, 10.521153 50.1354791, 10.5206949 50.1354674, 10.5200067 50.1355946, 10.5185674 50.1358923)",,
21802963,2,,Bahnhofstraße,residential,30,False,True,152.697,"LINESTRING (10.5214561 50.1354939, 10.5214825 50.1355721, 10.5215438 50.1356632, 10.5216274 50.1357732, 10.5217732 50.1359036, 10.5226842 50.1362625, 10.5229843 50.1363808)",,
"[726780800, 727214430, 442672438]",2,St 2281,Poststraße,secondary,50,False,False,161.348,"LINESTRING (10.5214561 50.1354939, 10.5215771 50.1354768, 10.5217597 50.1354062, 10.523346 50.1347926, 10.5234092 50.1347681)",,
"[14351657, 317471705]",2,HAS 36,Reckertshäuser Straße,tertiary,,False,False,113.71,"LINESTRING (10.5196533 50.1374509, 10.5193712 50.1376248, 10.5185145 50.1381671)",,
25730903,2,HAS 36,Lendershäuser Straße,tertiary,50,False,True,60.664,"LINESTRING (10.5196533 50.1374509, 10.5194602 50.1373524, 10.5192196 50.1372439, 10.518961 50.1371341)",,
99172991,,,Lendershäuser Straße,residential,,False,True,141.80799999999996,"LINESTRING (10.5196533 50.1374509, 10.5202217 50.1378019, 10.5203704 50.1378937, 10.5208331 50.1381705, 10.521001 50.1381952, 10.5211864 50.1381723)",,
319090797,,,Hauptstraße,residential,30,False,True,58.940000000000005,"LINESTRING (10.5219595 50.1375717, 10.5220144 50.1375925, 10.5225816 50.1378039, 10.5226831 50.1378258)",,
727214433,,,Landgerichtsstraße,residential,30,True,False,113.749,"LINESTRING (10.5219595 50.1375717, 10.522292 50.1372791, 10.5228991 50.1367448)",,
"[946068137, 441457249, 99172991]",,,"['Lendershäuser Straße', 'Landgerichtsstraße']",residential,30,False,False,87.58800000000001,"LINESTRING (10.5219595 50.1375717, 10.5216052 50.1378783, 10.5215394 50.1379361, 10.5215049 50.1379624, 10.5212846 50.138147, 10.5211864 50.1381723)",building_passage,
14352268,,,Obere Torstraße,residential,30,False,True,75.144,"LINESTRING (10.5229843 50.1363808, 10.5234742 50.1357824)",,
21802959,,,Landgerichtsstraße,residential,30,False,False,51.019999999999996,"LINESTRING (10.5229843 50.1363808, 10.5231552 50.1364829, 10.5228991 50.1367448)",,
21802963,2,,Bahnhofstraße,residential,30,False,False,152.697,"LINESTRING (10.5229843 50.1363808, 10.5226842 50.1362625, 10.5217732 50.1359036, 10.5216274 50.1357732, 10.5215438 50.1356632, 10.5214825 50.1355721, 10.5214561 50.1354939)",,
21802959,,,Landgerichtsstraße,residential,30,False,True,51.019999999999996,"LINESTRING (10.5228991 50.1367448, 10.5231552 50.1364829, 10.5229843 50.1363808)",,
1094214172,,,Marktplatz,residential,30,False,False,34.87,"LINESTRING (10.5228991 50.1367448, 10.523307 50.1369087, 10.5233136 50.1369114)",,
14352269,,,Grüne Marktstraße,residential,30,True,False,111.402,"LINESTRING (10.5233136 50.1369114, 10.5230397 50.1372677, 10.5227223 50.1377205, 10.5226831 50.1378258)",,
21802957,,,Kirchgasse,residential,30,False,False,103.984,"LINESTRING (10.5233136 50.1369114, 10.5233795 50.1368313, 10.5238843 50.136943, 10.5241259 50.1369105, 10.5242299 50.1369066, 10.5244893 50.1369749, 10.5245594 50.1370615)",,
1094214172,,,Marktplatz,residential,30,False,True,34.87,"LINESTRING (10.5233136 50.1369114, 10.523307 50.1369087, 10.5228991 50.1367448)",,
329162316,,,Kirchgasse,residential,30,False,False,55.213,"LINESTRING (10.5245594 50.1370615, 10.5252539 50.1372815)",,
21802957,,,Kirchgasse,residential,30,False,True,103.984,"LINESTRING (10.5245594 50.1370615, 10.5244893 50.1369749, 10.5242299 50.1369066, 10.5241259 50.1369105, 10.5238843 50.136943, 10.5233795 50.1368313, 10.5233136 50.1369114)",,
45023515,,,Hintere Kirchgasse,residential,30,False,False,164.114,"LINESTRING (10.5245594 50.1370615, 10.5240443 50.1375496, 10.5242557 50.1378676, 10.5242087 50.1379306, 10.5237013 50.1382715)",,
45022227,,,Kirchgasse,residential,30,False,False,15.683,"LINESTRING (10.5252539 50.1372815, 10.5254737 50.1372883)",,
329162316,,,Kirchgasse,residential,30,False,True,55.213,"LINESTRING (10.5252539 50.1372815, 10.5245594 50.1370615)",,
21802962,,,Obere Sennigstraße,residential,30,False,False,237.447,"LINESTRING (10.5252539 50.1372815, 10.5253348 50.1368316, 10.5253314 50.1368101, 10.5253016 50.1366211, 10.5252129 50.1364782, 10.5249494 50.1363314, 10.5243094 50.1360932, 10.5234742 50.1357824)",,
45023410,,,Untere Sennigstraße,residential,30,False,False,159.04,"LINESTRING (10.5252539 50.1372815, 10.525087 50.1378885, 10.5247375 50.1386448, 10.5247263 50.1386689)",,
21802961,,,Obere Torstraße,residential,30,False,True,23.415,"LINESTRING (10.5232827 50.1356113, 10.5234742 50.1357824)",,
21802964,,,Sackgasse,residential,30,False,False,57.817,"LINESTRING (10.5232827 50.1356113, 10.5225035 50.1354667)",,
45022210,,,Obere Torstraße,residential,30,False,True,73.875,"LINESTRING (10.5232827 50.1356113, 10.5233904 50.1352903, 10.5234225 50.1349549)",,
14352268,,,Obere Torstraße,residential,30,False,False,75.144,"LINESTRING (10.5234742 50.1357824, 10.5229843 50.1363808)",,
21802961,,,Obere Torstraße,residential,30,False,False,23.415,"LINESTRING (10.5234742 50.1357824, 10.5232827 50.1356113)",,
21802962,,,Obere Sennigstraße,residential,30,False,True,237.44699999999997,"LINESTRING (10.5234742 50.1357824, 10.5243094 50.1360932, 10.5249494 50.1363314, 10.5252129 50.1364782, 10.5253016 50.1366211, 10.5253314 50.1368101, 10.5253348 50.1368316, 10.5252539 50.1372815)",,
21802964,,,Sackgasse,residential,30,False,True,57.817,"LINESTRING (10.5225035 50.1354667, 10.5232827 50.1356113)",,
45020001,,,Wiesenstraße,residential,,False,False,270.05,"LINESTRING (10.5204357 50.1402433, 10.5200014 50.1395581, 10.519641 50.1391425, 10.5186393 50.1382752, 10.5185145 50.1381671)",,
45020001,,,Wiesenstraße,residential,,False,True,270.05,"LINESTRING (10.5185145 50.1381671, 10.5186393 50.1382752, 10.519641 50.1391425, 10.5200014 50.1395581, 10.5204357 50.1402433)",,
"[317471705, 14351657]",2,HAS 36,Reckertshäuser Straße,tertiary,,False,True,113.71,"LINESTRING (10.5185145 50.1381671, 10.5193712 50.1376248, 10.5196533 50.1374509)",,
28566530,,,Am Sportplatz,residential,,False,False,269.439,"LINESTRING (10.5211864 50.1381723, 10.5211748 50.1383679, 10.5211282 50.1385611, 10.5206947 50.1389036, 10.5209431 50.1392481, 10.5217827 50.1400969, 10.5220658 50.1399986)",,
99172991,,,Lendershäuser Straße,residential,,False,False,141.808,"LINESTRING (10.5211864 50.1381723, 10.521001 50.1381952, 10.5208331 50.1381705, 10.5203704 50.1378937, 10.5202217 50.1378019, 10.5196533 50.1374509)",,
"[441457249, 946068137, 99172991]",,,"['Lendershäuser Straße', 'Landgerichtsstraße']",residential,30,False,True,87.588,"LINESTRING (10.5211864 50.1381723, 10.5212846 50.138147, 10.5215049 50.1379624, 10.5215394 50.1379361, 10.5216052 50.1378783, 10.5219595 50.1375717)",building_passage,
307945598,,,Dr.Wielandstraße,residential,,False,False,53.977,"LINESTRING (10.5226817 50.1407221, 10.5232402 50.14105)",,
