osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,junction,bridge
22778242,Karl-Marx-Straße,residential,30,False,False,52.792,"LINESTRING (10.6822175 51.8695234, 10.6821482 51.8694951, 10.6821159 51.8694815, 10.682091 51.8694724, 10.6820563 51.8694521, 10.6820319 51.8694253, 10.6820291 51.86939, 10.6820452 51.8693652, 10.6821041 51.8692745, 10.6822121 51.8691275)",,,,
"[1242304011, 583362986, 583362995]",Karl-Marx-Straße,residential,"['50', '30']",False,False,161.40400000000002,"LINESTRING (10.6822175 51.8695234, 10.6821623 51.8695734, 10.6820932 51.869628, 10.6820355 51.8696674, 10.6819438 51.8697197, 10.6814027 51.8700062, 10.6812085 51.8701086, 10.6808902 51.8702777, 10.6807903 51.8703278, 10.680702 51.8703656, 10.6806428 51.8703892, 10.6805885 51.8704093, 10.6805427 51.8704249, 10.6804432 51.8704657)",,,,
"[86165184, 583362995]",Karl-Marx-Straße,residential,30,False,True,60.96000000000001,"LINESTRING (10.6822175 51.8695234, 10.6822521 51.8694902, 10.6822883 51.86945, 10.6823256 51.8694034, 10.6825388 51.8691098, 10.6825703 51.8690663, 10.6825975 51.8690285)",,,,
37065133,Harzburger Straße,secondary,50,False,False,126.67799999999998,"LINESTRING (10.6762733 51.8698872, 10.6763054 51.8698367, 10.676353 51.8697615, 10.6765265 51.8694955, 10.6767009 51.8692135, 10.6768324 51.8690084, 10.6768519 51.8689112, 10.6768529 51.8688141)",2,L 85,,
37065133,Harzburger Straße,secondary,50,False,True,126.678,"LINESTRING (10.6768529 51.8688141, 10.6768519 51.8689112, 10.6768324 51.8690084, 10.6767009 51.8692135, 10.6765265 51.8694955, 10.676353 51.8697615, 10.6763054 51.8698367, 10.6762733 51.8698872)",2,L 85,,
"[583538528, 583538531, 712618724, 583538532, 1242304013]",Harzburger Straße,secondary,50,False,False,157.361,"LINESTRING (10.6768529 51.8688141, 10.6767835 51.8686718, 10.6766509 51.8684122, 10.6765344 51.8681625, 10.6765156 51.8681279, 10.6763545 51.8677939, 10.6763121 51.8677024, 10.6762765 51.8676296, 10.6762634 51.8675868, 10.6762602 51.8675483, 10.6762661 51.8675181, 10.6762789 51.8674886, 10.6763009 51.8674561)",2,L 85,,
"[23768253, 583538533]",Friedenstraße,secondary,,False,False,64.926,"LINESTRING (10.6763009 51.8674561, 10.6763379 51.8674282, 10.6763765 51.8674112, 10.6764109 51.8674009, 10.6764551 51.8673949, 10.6764914 51.867393, 10.6765357 51.8673951, 10.6765785 51.8673995, 10.6766463 51.8674113, 10.6767336 51.8674323, 10.676835 51.8674583, 10.6768909 51.8674752, 10.6769419 51.8674915, 10.676994 51.8675104, 10.6770607 51.867534, 10.677111 51.8675475, 10.6771559 51.8675545)","['2', '3']",L 85,,
"[583538528, 583538531, 712618724, 583538532, 1242304013]",Harzburger Straße,secondary,50,False,True,157.36100000000002,"LINESTRING (10.6763009 51.8674561, 10.6762789 51.8674886, 10.6762661 51.8675181, 10.6762602 51.8675483, 10.6762634 51.8675868, 10.6762765 51.8676296, 10.6763121 51.8677024, 10.6763545 51.8677939, 10.6765156 51.8681279, 10.6765344 51.8681625, 10.6766509 51.8684122, 10.6767835 51.8686718, 10.6768529 51.8688141)",2,L 85,,
"[541095036, 425419012, 1256311325, 1256311326]",Friedenstraße,unclassified,50,False,False,168.976,"LINESTRING (10.6771559 51.8675545, 10.6771874 51.8676038, 10.677243 51.8676507, 10.6772845 51.8676748, 10.6773739 51.8677268, 10.6778663 51.8680123, 10.678194 51.868172, 10.6788415 51.8685384, 10.6789084 51.8686073)",2,,,
"[583538533, 23768253]",Friedenstraße,secondary,,False,True,64.926,"LINESTRING (10.6771559 51.8675545, 10.677111 51.8675475, 10.6770607 51.867534, 10.676994 51.8675104, 10.6769419 51.8674915, 10.6768909 51.8674752, 10.676835 51.8674583, 10.6767336 51.8674323, 10.6766463 51.8674113, 10.6765785 51.8673995, 10.6765357 51.8673951, 10.6764914 51.867393, 10.6764551 51.8673949, 10.6764109 51.8674009, 10.6763765 51.8674112, 10.6763379 51.8674282, 10.6763009 51.8674561)","['2', '3']",L 85,,
