osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,junction,bridge
"[13226821, 315109727]","['2', '3']",K 101,Alexanderstraße,tertiary,50,False,False,125.346,"LINESTRING (11.5088658 51.0216372, 11.5087896 51.021566, 11.5087565 51.0215351, 11.5084363 51.0211919, 11.5079258 51.0206777)",,,
"[315109784, 29429967]","['2', '3']",,Reuschelstraße,tertiary,,False,False,107.292,"LINESTRING (11.5088658 51.0216372, 11.5087591 51.0216796, 11.5086891 51.0217074, 11.5082317 51.0218674, 11.507554 51.0221367)",,,
"[554033666, 315109726]","['2', '3']",L 1060,Reuschelstraße,secondary,50,False,True,73.32000000000001,"LINESTRING (11.5088658 51.0216372, 11.50897 51.0215957, 11.5090256 51.0215735, 11.5096518 51.0213032, 11.509734 51.0212678)",,,
"[315109769, 315109772]",3,L 1060,Alexanderstraße,secondary,50,False,True,112.78799999999998,"LINESTRING (11.5088658 51.0216372, 11.5089558 51.0217185, 11.5090063 51.0217656, 11.5094725 51.0222217, 11.509612 51.0223751, 11.5096538 51.022427, 11.5097123 51.0224995)",,,
147570615,,,Dornsgasse,living_street,,False,True,50.077,"LINESTRING (11.5169402 51.0255037, 11.5166547 51.0250907)",5,,
241002181,2,,Dornburger Straße,tertiary,50,False,True,48.666,"LINESTRING (11.5169402 51.0255037, 11.5163063 51.0256842)",,,
913605576,2,,Dornburger Straße,tertiary,30,False,False,55.071,"LINESTRING (11.5169402 51.0255037, 11.5176352 51.0252709)",,,
24026512,,,Dornsgasse,residential,,False,True,177.287,"LINESTRING (11.5169402 51.0255037, 11.5171055 51.0259491, 11.5175411 51.0270526)",5,,
554406664,2,L 1060,Heidenberg,secondary,50,False,False,2.731,"LINESTRING (11.5124047 51.0269885, 11.5123792 51.0269699)",,,
765964756,2,L 1060,Heidenberg,secondary,50,False,False,7.135,"LINESTRING (11.5095098 51.0238421, 11.5095053 51.023778)",,,
27702212,2,,Dr.-Theodor-Neubauer-Straße,tertiary,30,False,True,118.36099999999999,"LINESTRING (11.5095098 51.0238421, 11.5094441 51.023841, 11.509291 51.0238672, 11.508859 51.0242027, 11.5083592 51.0245806)",,,
