osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,junction,ref,width
50639480,Ewaldstraße,tertiary,30,False,True,182.987,"LINESTRING (7.2608086 51.6412824, 7.2610934 51.6412233, 7.2612306 51.6412153, 7.2613671 51.6412199, 7.2614295 51.6412281, 7.2618379 51.6412819, 7.2622613 51.6413375, 7.2627365 51.6414018, 7.263054 51.6414422, 7.2632305 51.641466, 7.2632424 51.6414676, 7.2633989 51.6414872)",,,,
230453108,Ewaldstraße,tertiary,30,True,False,37.045,"LINESTRING (7.2608086 51.6412824, 7.2605935 51.6413412, 7.2604482 51.6413556, 7.2602992 51.6413299)",1,,,
389792957,Stimbergstraße,tertiary,30,True,False,13.376999999999999,"LINESTRING (7.2602992 51.6413299, 7.2602793 51.6413426, 7.260262 51.6413507, 7.2602395 51.6413584, 7.2602208 51.6413629, 7.260192 51.6413669, 7.2601584 51.6413675, 7.2601242 51.6413637)",1,roundabout,,
"[112639656, 112639657, 112639650, 551475807]",Stimbergstraße,tertiary,30,True,False,135.15300000000002,"LINESTRING (7.2602128 51.6411639, 7.2602647 51.6410703, 7.2603286 51.6409464, 7.2603686 51.640817, 7.2603723 51.6407319, 7.2604016 51.640538, 7.260465 51.6402531, 7.260476 51.6401914, 7.2604938 51.6401122, 7.2605272 51.6399686)",1,,,
389792951,Stimbergstraße,tertiary,30,True,False,6.491,"LINESTRING (7.2602128 51.6411639, 7.2602419 51.6411705, 7.2602672 51.6411798, 7.2602925 51.6411936)",1,roundabout,,
389792928,Berliner Platz,secondary,30,True,False,14.361,"LINESTRING (7.2604028 51.6398201, 7.2604241 51.6397907, 7.2604915 51.63975, 7.2605495 51.6397362)",1,roundabout,L 798,
389792927,Berliner Platz,secondary,30,True,False,10.716000000000001,"LINESTRING (7.2605272 51.6399686, 7.2604731 51.639951, 7.260429 51.6399225, 7.2604137 51.6399061)",1,roundabout,L 798,
50639481,Ludwigstraße,secondary,30,True,False,79.366,"LINESTRING (7.2607289 51.6397704, 7.2608597 51.6397786, 7.2610063 51.639762, 7.2618569 51.6396498)",1,,L 798,
389792929,Berliner Platz,secondary,30,True,False,12.847999999999999,"LINESTRING (7.2607289 51.6397704, 7.2607668 51.6398053, 7.2607834 51.6398499, 7.2607799 51.6398775)",1,roundabout,L 798,
389792923,Berliner Platz,secondary,30,True,False,5.286,"LINESTRING (7.2605495 51.6397362, 7.2606261 51.6397359)",1,roundabout,L 798,
315397530,Stimbergstraße,residential,10,True,False,32.815,"LINESTRING (7.2605495 51.6397362, 7.2605681 51.639559, 7.2606409 51.6394505)",1,,,
183000436,Marktstraße,living_street,,False,False,5.609,"LINESTRING (7.2618569 51.6396498, 7.2618994 51.6396928)",,,,
183000442,Ludwigstraße,secondary,30,True,False,162.067,"LINESTRING (7.2618569 51.6396498, 7.2626006 51.6395371, 7.2627152 51.6395283, 7.2631854 51.6394943, 7.2635081 51.6394776, 7.263818 51.6394724, 7.2641779 51.6394623)",1,,L 798,
112499257,Stimbergstraße,tertiary,30,True,False,6.970000000000001,"LINESTRING (7.2600037 51.6412569, 7.2600077 51.6412406, 7.2600176 51.6412221, 7.26004 51.6411993)",1,roundabout,,
193632112,Schillerpark,residential,30,True,False,25.389,"LINESTRING (7.2600037 51.6412569, 7.2598628 51.6412318, 7.259643 51.6412157)",1,,,
24367211,Stimbergstraße,tertiary,30,True,False,36.327,"LINESTRING (7.2601242 51.6413637, 7.2600265 51.6414358, 7.2597725 51.6416067)",1,,,
389792945,Stimbergstraße,tertiary,30,True,False,6.936,"LINESTRING (7.2601242 51.6413637, 7.2601008 51.6413583, 7.2600678 51.6413459, 7.2600413 51.6413299)",1,roundabout,,
41081995,,secondary,30,True,False,9.549,"LINESTRING (7.2668371 51.6393895, 7.2668499 51.6394096, 7.2668551 51.6394309, 7.2668524 51.6394522, 7.2668422 51.6394726)",1,roundabout,,
183201318,Ludwigstraße,secondary,30,True,False,40.972,"LINESTRING (7.2668371 51.6393895, 7.2668998 51.6394074, 7.2669709 51.639412, 7.2671067 51.6394103, 7.2672872 51.6394142, 7.2674202 51.639434)",1,,L 798,
24830363,Schultenstraße,residential,30,False,False,409.748,"LINESTRING (7.2613644 51.6358632, 7.2628293 51.6363201, 7.2628504 51.6363267, 7.2631128 51.6364085, 7.263393 51.6364959, 7.2638095 51.6365701, 7.2638794 51.6365825, 7.2640124 51.6365923, 7.2640591 51.6365957, 7.2649831 51.6366618, 7.2653146 51.6366855, 7.2659689 51.6367234, 7.2667749 51.63677, 7.2670219 51.6367919)",,,,
168662199,Stimbergstraße,residential,30,False,False,130.561,"LINESTRING (7.2613644 51.6358632, 7.2612721 51.6363315, 7.2612631 51.6363822, 7.2612221 51.6366178, 7.2612128 51.6366712, 7.2611504 51.6370298)",,,,
24830356,Brechtstraße,residential,30,False,False,34.998,"LINESTRING (7.2547911 51.6393586, 7.2547711 51.6396731)",,,,
24830355,Freiligrathstraße,residential,30,False,True,69.176,"LINESTRING (7.2547911 51.6393586, 7.2554131 51.6394639, 7.2557582 51.6395223)",,,,
111675537,Freiligrathstraße,residential,30,False,False,80.58099999999999,"LINESTRING (7.2547911 51.6393586, 7.2542921 51.6392234, 7.2537501 51.6390325)",,,,
41084060,Halluinstraße,residential,,False,False,117.12799999999999,"LINESTRING (7.255013 51.6407346, 7.255094 51.6408458, 7.2551979 51.6409768, 7.2553346 51.6411286, 7.255447 51.6412765, 7.2555632 51.6414634, 7.2555388 51.6417105)",,,,
"[641811161, 111675539]",Schillerstraße,secondary,50,False,False,129.33100000000002,"LINESTRING (7.255013 51.6407346, 7.2542132 51.6409968, 7.2533518 51.6412731)","['2', '3']",,L 798,
"[641811162, 24830356]",Brechtstraße,residential,30,False,True,51.084,"LINESTRING (7.255013 51.6407346, 7.2548767 51.6405176, 7.2548332 51.6404006, 7.2548094 51.6402952)",3,,,
"[641811163, 641811164, 183000439]",Schillerstraße,secondary,30,False,True,277.925,"LINESTRING (7.255013 51.6407346, 7.2556286 51.6405819, 7.2556926 51.640566, 7.2559978 51.6405065, 7.256073 51.6404927, 7.2563783 51.6404339, 7.2570144 51.6403361, 7.2575686 51.6402509, 7.2579613 51.6401964, 7.2580681 51.6401823, 7.2583924 51.6401365, 7.2584611 51.640128, 7.2588884 51.6400709)","['2', '3']",,L 798,
24830355,Freiligrathstraße,residential,30,False,False,44.773,"LINESTRING (7.2584204 51.6391721, 7.258234 51.6393313, 7.258133 51.6393888, 7.2579671 51.639452)",,,,
38727947,Goethestraße,residential,,False,False,90.17999999999999,"LINESTRING (7.2584204 51.6391721, 7.2585847 51.6391923, 7.2593261 51.6392807, 7.2593679 51.6390436)",,,,
779973698,Freiligrathstraße,living_street,,False,True,55.031,"LINESTRING (7.2584204 51.6391721, 7.2584823 51.6390397, 7.2586096 51.6386915)",,,,
779973698,Freiligrathstraße,living_street,,False,False,17.607,"LINESTRING (7.2586524 51.6385354, 7.2586096 51.6386915)",,,,
"[779973697, 24830354, 24830357]","['Otto-Hue-Straße', 'Christoph-Stöver-Straße']","['living_street', 'residential']",30,False,True,230.269,"LINESTRING (7.2586524 51.6385354, 7.2583097 51.6385168, 7.2562722 51.6383873, 7.2562077 51.6383073, 7.2562635 51.6381334, 7.2563641 51.6378201)",,,,
"[24862296, 779973699]",Heinrich-Imig-Straße,"['living_street', 'residential']",30,False,False,59.059999999999995,"LINESTRING (7.2586524 51.6385354, 7.2587014 51.6382999, 7.2587423 51.63815, 7.2587909 51.6380116)",,,,
24830354,Otto-Hue-Straße,residential,30,False,False,88.069,"LINESTRING (7.2568785 51.6364745, 7.2565171 51.6372341)",,,,
260442205,Beethovenstraße,residential,30,False,False,101.776,"LINESTRING (7.2568785 51.6364745, 7.2554311 51.6362991)",,,,
260442205,Beethovenstraße,residential,30,False,True,45.708,"LINESTRING (7.2568785 51.6364745, 7.2571242 51.6365064, 7.2575268 51.6365586)",,,,
260442205,Beethovenstraße,residential,30,False,False,87.314,"LINESTRING (7.2611504 51.6370298, 7.2599064 51.6368867)",,,,
24830358,Hovelfeldweg,living_street,,False,True,212.506,"LINESTRING (7.2611504 51.6370298, 7.2619666 51.6373135, 7.2619975 51.6373255, 7.2622598 51.6374274, 7.2635396 51.6378495, 7.2637333 51.6378619, 7.2638851 51.6378775)",,,,
168662199,Stimbergstraße,residential,30,False,True,130.56099999999998,"LINESTRING (7.2611504 51.6370298, 7.2612128 51.6366712, 7.2612221 51.6366178, 7.2612631 51.6363822, 7.2612721 51.6363315, 7.2613644 51.6358632)",,,,
168662201,Stimbergstraße,residential,10,False,False,183.997,"LINESTRING (7.2611504 51.6370298, 7.2608526 51.6383612, 7.2607924 51.6386695)",,,,
260442205,Beethovenstraße,residential,30,False,True,101.776,"LINESTRING (7.2554311 51.6362991, 7.2568785 51.6364745)",,,,
260442205,Beethovenstraße,residential,30,False,False,146.191,"LINESTRING (7.2554311 51.6362991, 7.2549373 51.636413, 7.2546154 51.6365645, 7.2544974 51.6366295, 7.2537652 51.6370789)",,,,
513074141,Beethovenstraße,residential,30,False,True,57.94,"LINESTRING (7.2537652 51.6370789, 7.2533902 51.6375451)",,,,
260442205,Beethovenstraße,residential,30,False,True,146.191,"LINESTRING (7.2537652 51.6370789, 7.2544974 51.6366295, 7.2546154 51.6365645, 7.2549373 51.636413, 7.2554311 51.6362991)",,,,
24862298,Wiechertstraße,residential,30,False,False,35.718,"LINESTRING (7.2537501 51.6390325, 7.2534609 51.6392989)",,,,
111675537,Freiligrathstraße,residential,30,False,True,80.58099999999999,"LINESTRING (7.2537501 51.6390325, 7.2542921 51.6392234, 7.2547911 51.6393586)",,,,
24862298,Wiechertstraße,residential,30,False,True,35.718,"LINESTRING (7.2534609 51.6392989, 7.2537501 51.6390325)",,,,
55785240,Grimmweg,residential,30,False,False,125.554,"LINESTRING (7.2534609 51.6392989, 7.2534838 51.6395081, 7.2535128 51.6395366, 7.2535336 51.6395571, 7.2542297 51.6395453, 7.2542948 51.6396728, 7.2547711 51.6396731)",,,,4
260442205,Beethovenstraße,residential,30,False,False,46.753,"LINESTRING (7.2593191 51.6368077, 7.2586571 51.6367184)",,,,
260442205,Beethovenstraße,residential,30,False,True,41.472,"LINESTRING (7.2593191 51.6368077, 7.2599064 51.6368867)",,,,
24862296,Heinrich-Imig-Straße,residential,30,False,True,138.74099999999999,"LINESTRING (7.2593191 51.6368077, 7.2590963 51.6373198, 7.2590137 51.6375095, 7.2589116 51.6377404, 7.2587909 51.6380116)",,,,
24830354,Otto-Hue-Straße,residential,30,False,True,66.01,"LINESTRING (7.2563641 51.6378201, 7.2565171 51.6372341)",,,,
24960142,Adam-Stegerwald-Straße,residential,30,False,False,41.301,"LINESTRING (7.2563641 51.6378201, 7.2569615 51.6378423)",,,,
"[779973697, 24830354, 24830357]","['Otto-Hue-Straße', 'Christoph-Stöver-Straße']","['residential', 'living_street']",30,False,False,230.269,"LINESTRING (7.2563641 51.6378201, 7.2562635 51.6381334, 7.2562077 51.6383073, 7.2562722 51.6383873, 7.2583097 51.6385168, 7.2586524 51.6385354)",,,,
24960142,Adam-Stegerwald-Straße,residential,30,False,False,39.947,"LINESTRING (7.2569615 51.6378423, 7.2575389 51.6378677)",,,,
24960142,Adam-Stegerwald-Straße,residential,30,False,True,41.301,"LINESTRING (7.2569615 51.6378423, 7.2563641 51.6378201)",,,,
54934770,Karl-Legien-Straße,residential,30,False,False,148.22000000000003,"LINESTRING (7.2569615 51.6378423, 7.2570988 51.6375884, 7.2572749 51.6372647, 7.2574044 51.6369493, 7.2575268 51.6365586)",,,,
24960142,Adam-Stegerwald-Straße,residential,30,False,True,47.397,"LINESTRING (7.2587909 51.6380116, 7.2581214 51.6379165)",,,,
24862296,Heinrich-Imig-Straße,residential,30,False,False,138.74099999999999,"LINESTRING (7.2587909 51.6380116, 7.2589116 51.6377404, 7.2590137 51.6375095, 7.2590963 51.6373198, 7.2593191 51.6368077)",,,,
"[24862296, 779973699]",Heinrich-Imig-Straße,"['residential', 'living_street']",30,False,True,59.06,"LINESTRING (7.2587909 51.6380116, 7.2587423 51.63815, 7.2587014 51.6382999, 7.2586524 51.6385354)",,,,
260442205,Beethovenstraße,residential,30,False,False,38.017,"LINESTRING (7.2586571 51.6367184, 7.2581177 51.636649)",,,,
260442205,Beethovenstraße,residential,30,False,True,46.753,"LINESTRING (7.2586571 51.6367184, 7.2593191 51.6368077)",,,,
24960143,Fritz-Husemann-Straße,residential,30,False,False,138.453,"LINESTRING (7.2586571 51.6367184, 7.2585139 51.6371307, 7.2583934 51.6374263, 7.2581214 51.6379165)",,,,
