osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,lanes,access
22824195,True,Promenadenring,residential,30,False,94.742,"LINESTRING (12.217635 51.3039724, 12.2177545 51.3040323, 12.2180502 51.3043086, 12.2182948 51.3045557, 12.2183766 51.3046367, 12.2184077 51.3046687)",,,
26210722,False,Promenadenring,secondary,,True,109.017,"LINESTRING (12.217635 51.3039724, 12.2174896 51.303954, 12.2173078 51.3039699, 12.2171522 51.3039952, 12.2164885 51.3041022, 12.2161127 51.3041676)",S 77,,
242700785,False,Schkeuditzer Straße,primary,50,True,93.05300000000001,"LINESTRING (12.217635 51.3039724, 12.2173607 51.3043302, 12.2171404 51.3046218, 12.2170748 51.304732)",B 186,2,
346657203,False,Schkeuditzer Straße,primary,50,False,206.94600000000003,"LINESTRING (12.217635 51.3039724, 12.2178979 51.3037965, 12.2184724 51.3034854, 12.2185122 51.3034589, 12.2188465 51.3032361, 12.2191418 51.3030137, 12.2194477 51.3027123, 12.2195447 51.3025671)",B 186,2,
"[86382659, 1217854132, 333260102]",False,Schkeuditzer Straße,primary,50,False,137.05599999999998,"LINESTRING (12.2195447 51.3025671, 12.2197012 51.3021054, 12.2197191 51.3020525, 12.2197369 51.3020001, 12.2197509 51.3019623, 12.2197695 51.3019123, 12.2198813 51.3016125, 12.2199886 51.3015039, 12.2201562 51.3014315)",B 186,2,
346657203,False,Schkeuditzer Straße,primary,50,True,206.94600000000003,"LINESTRING (12.2195447 51.3025671, 12.2194477 51.3027123, 12.2191418 51.3030137, 12.2188465 51.3032361, 12.2185122 51.3034589, 12.2184724 51.3034854, 12.2178979 51.3037965, 12.217635 51.3039724)",B 186,2,
22824197,False,Ziegelstraße,residential,,False,111.06300000000002,"LINESTRING (12.2165366 51.3056165, 12.2169758 51.3057063, 12.2171505 51.3057419, 12.2172177 51.3057556, 12.2173055 51.3057736, 12.2175474 51.3058249, 12.2180525 51.3059319)",,,
"[26419176, 26419177, 590489235]",False,Schkeuditzer Straße,primary,50,False,105.57399999999998,"LINESTRING (12.2165366 51.3056165, 12.2167267 51.3052103, 12.2167848 51.3051161, 12.2168115 51.3050729, 12.2168372 51.3050312, 12.2168618 51.3049913, 12.2170748 51.304732)",B 186,2,
346657202,False,Schkeuditzer Straße,primary,50,True,117.76499999999999,"LINESTRING (12.2165366 51.3056165, 12.2162514 51.306237, 12.2162345 51.3062786, 12.21607 51.3066346)",B 186,2,
854040181,False,Leipziger Straße,primary,50,False,31.662,"LINESTRING (12.2268598 51.3071014, 12.2267787 51.3070306, 12.226741 51.3069976, 12.2267048 51.3069661, 12.2265946 51.3068699)",B 87,2,
22824212,False,Eisenbahnstraße,residential,30,False,103.14699999999999,"LINESTRING (12.2251242 51.3055708, 12.2250323 51.3056169, 12.2249328 51.3059253, 12.2248773 51.306095, 12.2247622 51.306454)",,,
30602242,False,Leipziger Straße,primary,50,False,27.387,"LINESTRING (12.2251242 51.3055708, 12.2250246 51.3054803, 12.224903 51.305367)",B 87,2,
"[37770781, 989227695]",False,Leipziger Straße,primary,50,True,176.968,"LINESTRING (12.2251242 51.3055708, 12.2253471 51.3057681, 12.2253963 51.3058139, 12.2256566 51.3060426, 12.2257336 51.3061101, 12.2257604 51.3061337, 12.2260142 51.3063565, 12.2261775 51.3064989, 12.2264141 51.3067053, 12.2264973 51.306778, 12.2265946 51.3068699)",B 87,2,
24245155,True,Karlstraße,residential,30,False,95.80799999999999,"LINESTRING (12.2231494 51.3038617, 12.2232324 51.3038237, 12.2233629 51.3037951, 12.2238709 51.3037668, 12.2240236 51.3037562, 12.2244941 51.3037237)",,,
545341972,False,Leipziger Straße,primary,50,False,68.318,"LINESTRING (12.2231494 51.3038617, 12.2230496 51.3037615, 12.2229623 51.3036597, 12.2228298 51.3034065, 12.2227776 51.3032968)",B 87,2,
"[30602242, 545341972]",False,Leipziger Straße,primary,50,True,134.896,"LINESTRING (12.2231494 51.3038617, 12.2233663 51.304053, 12.2236014 51.3042606, 12.2236844 51.3043376, 12.2239961 51.3046082, 12.2240484 51.304653, 12.2241118 51.3047074, 12.2241918 51.3047819, 12.2242727 51.3048508)",B 87,2,
387619587,False,Leipziger Straße,primary,50,False,8.187,"LINESTRING (12.2214287 51.3018031, 12.2213268 51.3017662)",B 87,3,
"[26123208, 333260103]",True,Schulstraße,residential,,False,160.427,"LINESTRING (12.2214287 51.3018031, 12.2213415 51.3018707, 12.2208439 51.3021255, 12.2206482 51.3022082, 12.2202483 51.3023673, 12.219725 51.3025886, 12.2195447 51.3025671)",,,
"[314367850, 387619588]",False,Leipziger Straße,primary,50,True,195.31099999999998,"LINESTRING (12.2214287 51.3018031, 12.2215664 51.3018612, 12.2216136 51.3018833, 12.2220263 51.3021705, 12.2221279 51.3022525, 12.2222862 51.3024172, 12.2223049 51.3024423, 12.2224726 51.3026665, 12.2225798 51.3029014, 12.2227022 51.3031429, 12.2227417 51.3032204, 12.2227776 51.3032968)",B 87,"['2', '3']",
22824173,False,Ranstädter Weg,residential,,False,29.869,"LINESTRING (12.2180525 51.3059319, 12.2179958 51.3059971, 12.217946 51.306189)",,,
22824197,False,Ziegelstraße,residential,,False,286.4360000000001,"LINESTRING (12.2180525 51.3059319, 12.2182179 51.3059783, 12.2183015 51.3060017, 12.2185301 51.3060989, 12.2187717 51.3062016, 12.219284 51.3063934, 12.2194258 51.3064465, 12.2197431 51.3065197, 12.2198835 51.3065521, 12.2199834 51.3065751, 12.2200018 51.3065793, 12.2201613 51.3066161, 12.2203111 51.3066507, 12.2204456 51.3066817, 12.2205432 51.3067051, 12.2207148 51.3067438, 12.2207653 51.3067554, 12.2212861 51.3068755, 12.2215161 51.3069285, 12.2217417 51.3069806, 12.2217869 51.306991)",,,
22824197,False,Ziegelstraße,residential,,True,111.06299999999999,"LINESTRING (12.2180525 51.3059319, 12.2175474 51.3058249, 12.2173055 51.3057736, 12.2172177 51.3057556, 12.2171505 51.3057419, 12.2169758 51.3057063, 12.2165366 51.3056165)",,,
22824173,False,Ranstädter Weg,residential,,True,48.19,"LINESTRING (12.2178662 51.3066195, 12.217946 51.306189)",,,
22824173,False,Ranstädter Weg,residential,,False,42.951,"LINESTRING (12.2178662 51.3066195, 12.2178307 51.3068166, 12.2178604 51.3070036)",,,
