osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,width,tunnel
20636002,2,B 56,Nideggener Straße,primary,50,False,False,329.2669999999999,"LINESTRING (6.6459904 50.6884557, 6.6460843 50.6885033, 6.6461175 50.6885269, 6.6462576 50.6886047, 6.6463606 50.6886539, 6.6463876 50.6886639, 6.6465015 50.6887053, 6.6466265 50.6887437, 6.6470625 50.688851, 6.6479228 50.6890589, 6.6480939 50.6891003, 6.648174 50.6891194, 6.6482229 50.68913, 6.6484243 50.6891762, 6.6486046 50.6892215, 6.6490733 50.6893304, 6.6491489 50.6893478, 6.6493562 50.6894041, 6.6494743 50.6894295, 6.6495484 50.6894481, 6.6495946 50.6894604, 6.6498284 50.6895229, 6.6501092 50.6896014, 6.6502548 50.6896232)",,,
514607630,1,B 56,,primary,50,True,False,20.566,"LINESTRING (6.6459904 50.6884557, 6.6459702 50.6884653, 6.645938 50.688474, 6.6459078 50.688479, 6.6458777 50.6884801, 6.6458474 50.6884768, 6.6458185 50.6884706, 6.6457983 50.6884614, 6.6457726 50.688445, 6.6457494 50.6884186)",roundabout,,
"[1223410272, 514607515, 1240744691]",2,K 82,Frankengraben,tertiary,50,False,True,265.23400000000004,"LINESTRING (6.6535016 50.6933071, 6.653525 50.6932635, 6.6535437 50.6932168, 6.6535668 50.6931459, 6.6535829 50.6930667, 6.6536452 50.6926449, 6.6536685 50.6924549, 6.6536779 50.6923701, 6.6536822 50.6922862, 6.6536796 50.6921635, 6.6536689 50.691895, 6.6536604 50.6917673, 6.6536407 50.6914719, 6.6536179 50.6911831, 6.6536018 50.6910709, 6.653574 50.690987, 6.6535607 50.6909584, 6.6535499 50.6909359)",,,
1223410275,2,K 82,Frankengraben,tertiary,50,False,False,26.787,"LINESTRING (6.6535016 50.6933071, 6.6534666 50.6933608, 6.6534334 50.6934023, 6.6534041 50.6934373, 6.6533719 50.6934706, 6.6533243 50.6935197)",,,
23224660,1,,Kölnstraße,residential,10,True,False,57.566,"LINESTRING (6.6498186 50.6919994, 6.6498518 50.6920146, 6.6498788 50.6920291, 6.6499168 50.6920531, 6.6500028 50.6921141, 6.6503798 50.6923748)",,,
23090735,,,Grüne Gasse,residential,,False,False,75.29499999999999,"LINESTRING (6.6510686 50.6927777, 6.6514961 50.6925311, 6.6517938 50.6923536, 6.6518534 50.692318)",,,
23224660,1,,Kölnstraße,residential,10,True,False,122.02400000000002,"LINESTRING (6.6510686 50.6927777, 6.6511369 50.6928351, 6.6512084 50.6928794, 6.6513082 50.692941, 6.6514199 50.6930101, 6.6515744 50.6931164, 6.6515977 50.6931306, 6.6516536 50.6931598, 6.6516908 50.693176, 6.6517292 50.6931977, 6.6517864 50.693239, 6.6519949 50.6933885, 6.6520065 50.6933968, 6.6522067 50.6935393, 6.6522326 50.6935546, 6.6522645 50.6935679)",,,
23090735,,,Grüne Gasse,residential,,False,True,102.74600000000001,"LINESTRING (6.6529196 50.691688, 6.6526059 50.6918888, 6.652159 50.6921455, 6.652064 50.692196, 6.6518534 50.692318)",,,
96578770,2,,Von-Lutzenberger-Straße,residential,10,False,False,139.181,"LINESTRING (6.6529196 50.691688, 6.6529222 50.6923765, 6.6528994 50.692622, 6.6528798 50.6927746, 6.652842 50.692937)",,,
"[96578770, 932717923]",2,,Von-Lutzenberger-Straße,residential,10,False,True,102.80999999999999,"LINESTRING (6.6529196 50.691688, 6.6529147 50.6914508, 6.6529119 50.6914143, 6.6529078 50.6913954, 6.6529007 50.6913784, 6.65289 50.6913638, 6.6528721 50.6913445, 6.6528523 50.6913257, 6.6528076 50.6912873, 6.6527809 50.6912721, 6.6527426 50.6912547, 6.6525455 50.6911853, 6.6522436 50.6910696, 6.6521254 50.6910265)",,,
43937526,,,Kleine Grüne Gasse,residential,,False,False,98.132,"LINESTRING (6.652842 50.692937, 6.6524901 50.6927555, 6.6521636 50.6925312, 6.6521207 50.6925017, 6.6518886 50.6923422, 6.6518534 50.692318)",,4,
96578770,2,,Von-Lutzenberger-Straße,residential,10,False,False,82.641,"LINESTRING (6.652842 50.692937, 6.6528102 50.6930378, 6.652797 50.6930707, 6.6527777 50.6931055, 6.6527549 50.6931399, 6.6527334 50.6931727, 6.6527164 50.6931966, 6.6526844 50.6932352, 6.6526553 50.6932677, 6.6526265 50.6932969, 6.6525883 50.6933304, 6.6522645 50.6935679)",,,
96578770,2,,Von-Lutzenberger-Straße,residential,10,False,True,139.181,"LINESTRING (6.652842 50.692937, 6.6528798 50.6927746, 6.6528994 50.692622, 6.6529222 50.6923765, 6.6529196 50.691688)",,,
96578770,2,,Von-Lutzenberger-Straße,residential,10,False,True,82.64100000000002,"LINESTRING (6.6522645 50.6935679, 6.6525883 50.6933304, 6.6526265 50.6932969, 6.6526553 50.6932677, 6.6526844 50.6932352, 6.6527164 50.6931966, 6.6527334 50.6931727, 6.6527549 50.6931399, 6.6527777 50.6931055, 6.652797 50.6930707, 6.6528102 50.6930378, 6.652842 50.692937)",,,
"[142013650, 150678359]",1,,Kölnstraße,residential,30,True,False,39.083,"LINESTRING (6.6522645 50.6935679, 6.6523197 50.6935883, 6.6523586 50.6936016, 6.6524 50.6936172, 6.6524375 50.6936341, 6.6524532 50.6936407, 6.6524801 50.6936541, 6.6526115 50.6937344, 6.6526925 50.6937878)",,,
28868938,2,,Im Wingert,residential,30,False,False,112.005,"LINESTRING (6.651685 50.6942738, 6.6516739 50.6943932, 6.6516734 50.6944193, 6.6516764 50.6944407, 6.651686 50.6944594, 6.6517008 50.6944768, 6.6517665 50.6945208, 6.6519229 50.6946436, 6.652067 50.6947661, 6.6520927 50.6947886, 6.6524157 50.6950504, 6.6524892 50.695102)",,3,
"[256729920, 256731539, 142013653]",2,K 82,Martinstraße,tertiary,50,False,False,39.080999999999996,"LINESTRING (6.651685 50.6942738, 6.6515838 50.6942701, 6.6514923 50.69426, 6.6514149 50.6942458, 6.6513552 50.694225, 6.6513072 50.6942045, 6.6512388 50.694174, 6.6511841 50.694146)",,,
142013653,,K 82,Martinstraße,tertiary,50,False,True,76.36200000000001,"LINESTRING (6.651685 50.6942738, 6.651747 50.6942713, 6.65181 50.6942662, 6.651867 50.6942557, 6.6519249 50.6942427, 6.6520297 50.6942094, 6.6521178 50.6941747, 6.6523306 50.6940861, 6.6525105 50.6940022, 6.6526196 50.693948)",,,
42128197,1,,Bachsteinweg,residential,30,False,False,128.199,"LINESTRING (6.6462025 50.696417, 6.6462624 50.6964213, 6.6467748 50.6964969, 6.6479783 50.6966688)",,,
"[97691744, 44953707]",,K 82,Bachsteinweg,tertiary,,False,True,41.06100000000001,"LINESTRING (6.6462025 50.696417, 6.6462006 50.6963513, 6.6461676 50.6962112, 6.646155 50.6961234, 6.6461525 50.6960923, 6.6461524 50.6960497)",,,
930648860,2,,Münsterstraße,residential,10,False,False,17.55,"LINESTRING (6.6499486 50.6900641, 6.6498055 50.6901933)",,,
23090746,1,,Münsterstraße,residential,10,True,False,49.892,"LINESTRING (6.6499486 50.6900641, 6.6499515 50.6900379, 6.6499466 50.6899814, 6.6499517 50.6899506, 6.6499897 50.6898971, 6.6500187 50.6898592, 6.6500617 50.6898206, 6.6501446 50.6897615, 6.6502223 50.6897109, 6.650262 50.6896835)",,,
