osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,tunnel,width,junction
"[487840500, 29985388]",False,"['Holzreiterwall', 'Bleicherwall']",residential,True,336.55600000000004,"LINESTRING (12.7213793 54.3685411, 12.7214408 54.3684865, 12.7214628 54.3683881, 12.7214642 54.3682836, 12.7214419 54.3681469, 12.7214188 54.3681135, 12.7212703 54.3679053, 12.7211972 54.3677684, 12.7212123 54.3675833, 12.7212695 54.3673365, 12.7212763 54.3673143, 12.7214006 54.3669159, 12.7216828 54.3664007, 12.7219119 54.3660631, 12.7220531 54.3658658, 12.7221801 54.3656895, 12.7222255 54.3656532)",,50,,,
"[31557457, 31557458, 31557460]",True,Barthestraße,"['residential', 'living_street']",False,40.179,"LINESTRING (12.7213793 54.3685411, 12.7217888 54.3685783, 12.7218125 54.3685806, 12.7219565 54.3685899, 12.7219931 54.3685927)",,,building_passage,,
31557459,True,Dammstraße,living_street,False,36.804,"LINESTRING (12.7219931 54.3685927, 12.7223205 54.3686335, 12.7225499 54.3686584)",,,,,
"[24655944, 116687890]",True,"['Papenstraße', 'Haackstraße']",living_street,False,175.77700000000002,"LINESTRING (12.7255569 54.3700448, 12.7254984 54.3696584, 12.7253839 54.369298, 12.7252339 54.3693244, 12.7250909 54.3693586, 12.7246103 54.3694308, 12.7244097 54.369434, 12.7240579 54.3694397, 12.7240074 54.3694227)",,,,,
28244056,True,Gartenstraße,living_street,False,129.63,"LINESTRING (12.7255569 54.3700448, 12.7249705 54.3700535, 12.7244223 54.370021, 12.7239031 54.3699416, 12.7235975 54.3698742)",,,,3,
28244056,True,Gartenstraße,living_street,False,181.98999999999998,"LINESTRING (12.7235812 54.3698691, 12.7234192 54.3698168, 12.7231206 54.3696704, 12.7228079 54.3694997, 12.7227805 54.3694782, 12.7224392 54.3692098, 12.7223722 54.3691572, 12.7223252 54.3691202, 12.7221001 54.368895, 12.7219938 54.3687819, 12.7219798 54.3687077, 12.7219874 54.3686411, 12.7219884 54.3686325, 12.7219931 54.3685927)",,,,3,
"[517438346, 28244067]",False,,"['living_street', 'residential']",True,38.492999999999995,"LINESTRING (12.7235812 54.3698691, 12.7235486 54.3698981, 12.7233184 54.37009, 12.723295 54.3701138, 12.7232516 54.3701569)",,50,,,
"[26441923, 332682158]",False,Hafenstraße,tertiary,"[False, True]",82.457,"LINESTRING (12.7232516 54.3701569, 12.722951 54.3700826, 12.7226801 54.3700006, 12.7225531 54.369961, 12.7224665 54.36992, 12.7221505 54.3697914)",2,50,,,
26441923,False,Hafenstraße,tertiary,True,73.94,"LINESTRING (12.7232516 54.3701569, 12.7234915 54.3701998, 12.7237737 54.3702427, 12.7240269 54.3702812, 12.7242824 54.3703201, 12.7243531 54.3703309)",2,50,,,
"[517438346, 28244067]",False,,"['residential', 'living_street']",False,38.492999999999995,"LINESTRING (12.7232516 54.3701569, 12.723295 54.3701138, 12.7233184 54.37009, 12.7235486 54.3698981, 12.7235812 54.3698691)",,50,,,
28244110,True,Bleicherstraße,living_street,False,120.49699999999999,"LINESTRING (12.7233276 54.3658859, 12.7234316 54.3658255, 12.7236104 54.3657634, 12.7240844 54.3656871, 12.7246139 54.3656449, 12.7249058 54.3656452, 12.7250689 54.3656984)",,,,,
30319171,True,Bleicherstraße,living_street,False,142.624,"LINESTRING (12.7224237 54.3670226, 12.7226765 54.3665579, 12.7228523 54.3662306, 12.7229864 54.3660743, 12.7230752 54.3659963, 12.7233276 54.3658859)",,,,,
30319175,True,Bleicherstraße,living_street,False,177.907,"LINESTRING (12.7224237 54.3670226, 12.7223807 54.367098, 12.7221201 54.3676705, 12.7219913 54.3681462, 12.7219933 54.3682125, 12.7219851 54.3683745, 12.7219931 54.3685927)",,,,,
682512884,False,Schwanenstraße,living_street,True,26.246000000000002,"LINESTRING (12.7224237 54.3670226, 12.7226191 54.3670531, 12.7228167 54.3670798)",,,,,
28244115,True,Pohlstraße,living_street,False,176.431,"LINESTRING (12.7228167 54.3670798, 12.7227586 54.3673526, 12.7226848 54.3676818, 12.7226407 54.3680113, 12.7226392 54.3680223, 12.7226345 54.3680572, 12.7225604 54.3685552, 12.7225499 54.3686584)",,,,,
28264132,True,Pohlstraße,living_street,False,136.827,"LINESTRING (12.7228167 54.3670798, 12.723018 54.3666144, 12.723044 54.3665543, 12.7232156 54.3661551, 12.7232178 54.36615, 12.7232951 54.365975, 12.7233276 54.3658859)",,,,,
682512884,False,Schwanenstraße,living_street,False,26.246000000000002,"LINESTRING (12.7228167 54.3670798, 12.7226191 54.3670531, 12.7224237 54.3670226)",,,,,
31557459,True,Dammstraße,living_street,False,89.991,"LINESTRING (12.7225499 54.3686584, 12.722878 54.3686862, 12.723922 54.3687849)",,,,,
28264075,False,Reifergang,tertiary,False,112.965,"LINESTRING (12.7290115 54.3671197, 12.7285251 54.3661441)",2,50,,,
28264075,False,Reifergang,tertiary,True,96.042,"LINESTRING (12.7290115 54.3671197, 12.7294335 54.3679477)",2,50,,,
31529938,False,Wendestraße,residential,False,27.762,"LINESTRING (12.7290115 54.3671197, 12.7286059 54.3672003)",,,,,
253197113,False,August-Bebel-Straße,residential,False,30.084,"LINESTRING (12.7291551 54.3659229, 12.7295534 54.3657838)",,,,,
253197113,False,August-Bebel-Straße,residential,True,47.652,"LINESTRING (12.7291551 54.3659229, 12.7285251 54.3661441)",,,,,
"[24654435, 682515142, 682515143]",False,Burgstraße,residential,False,227.63099999999997,"LINESTRING (12.7291551 54.3659229, 12.7293088 54.366089, 12.7295382 54.3663369, 12.7295735 54.3663751, 12.7299536 54.3669383, 12.7300316 54.3670538, 12.7301702 54.3672592, 12.7302854 54.3675423, 12.7304011 54.3678269)",,30,,,
28264075,False,Reifergang,tertiary,False,96.042,"LINESTRING (12.7294335 54.3679477, 12.7290115 54.3671197)",2,50,,,
24654436,False,Goethestraße,residential,True,64.104,"LINESTRING (12.7294335 54.3679477, 12.7295123 54.3679379, 12.7304011 54.3678269)",,30,,,
1050786697,False,Reifergang,tertiary,True,109.51,"LINESTRING (12.7294335 54.3679477, 12.7295836 54.3682291, 12.7298373 54.3687047, 12.7298828 54.3688142, 12.7299179 54.368891)",2,50,,,
24654437,False,Trebin,residential,False,65.626,"LINESTRING (12.7331245 54.3686627, 12.7330417 54.3686702, 12.7321235 54.3687536)",2,50,,,
267295051,False,Teergang,residential,False,132.08,"LINESTRING (12.7331245 54.3686627, 12.7331162 54.3686186, 12.733115 54.3686123, 12.7331139 54.3686066, 12.7330955 54.3685095, 12.7329602 54.3677969, 12.7329176 54.3675723, 12.7329153 54.36756, 12.7329644 54.367487)",,30,,,
"[1119874008, 28264088]",False,,residential,True,108.605,"LINESTRING (12.7331308 54.364699, 12.7329658 54.3647685, 12.7328131 54.3648329, 12.7327024 54.3648796, 12.7324591 54.3649822, 12.7319024 54.3652195, 12.731877 54.3652303, 12.7318569 54.3652389, 12.7317753 54.3652737)",,30,,,
28244107,True,Schwanenstraße,living_street,False,78.45599999999999,"LINESTRING (12.7240045 54.3672146, 12.7233927 54.3671596, 12.7228167 54.3670798)",,,,,
28264142,False,Baustraße,living_street,False,174.691,"LINESTRING (12.7240045 54.3672146, 12.723969 54.3678783, 12.723954 54.3681683, 12.7239511 54.3682236, 12.723922 54.3687849)",,,,,
28264142,False,Baustraße,living_street,True,195.086,"LINESTRING (12.7240045 54.3672146, 12.7240318 54.366998, 12.7240678 54.3667143, 12.7241027 54.3662971, 12.7241822 54.3661774, 12.7244768 54.3659821, 12.7248669 54.3658011, 12.7250689 54.3656984)",,,,,
28264142,False,Baustraße,living_street,True,174.69099999999997,"LINESTRING (12.723922 54.3687849, 12.7239511 54.3682236, 12.723954 54.3681683, 12.723969 54.3678783, 12.7240045 54.3672146)",,,,,
31557459,True,Dammstraße,living_street,False,85.403,"LINESTRING (12.723922 54.3687849, 12.7244302 54.3687847, 12.724561 54.3687847, 12.7250156 54.3687846, 12.7252404 54.3687845)",,,,,
28264529,False,Dorfstellenstraße,tertiary,True,70.369,"LINESTRING (12.7193721 54.368415, 12.7194428 54.3684945, 12.7194684 54.36854, 12.7194831 54.3686086, 12.719491 54.3687303, 12.7195051 54.3690347)",2,50,,,
30319179,False,Barthestraße,residential,False,88.39800000000001,"LINESTRING (12.7193721 54.368415, 12.7206166 54.3684861, 12.7207302 54.3684926)",,50,,,
30319177,True,Lange Straße,living_street,False,90.78,"LINESTRING (12.7254336 54.3657246, 12.7255847 54.3653572, 12.7256171 54.3652822, 12.7257983 54.3649367)",,,,,
28244110,True,Bleicherstraße,living_street,False,23.805,"LINESTRING (12.7250689 54.3656984, 12.7254336 54.3657246)",,,,,
28264142,False,Baustraße,living_street,False,195.086,"LINESTRING (12.7250689 54.3656984, 12.7248669 54.3658011, 12.7244768 54.3659821, 12.7241822 54.3661774, 12.7241027 54.3662971, 12.7240678 54.3667143, 12.7240318 54.366998, 12.7240045 54.3672146)",,,,,
"[376251292, 28264804]",True,Badstüberstraße,living_street,False,93.929,"LINESTRING (12.7267366 54.3660585, 12.7267319 54.3660559, 12.726618 54.365992, 12.7261923 54.3658404, 12.7256875 54.3657473, 12.7254336 54.3657246)",,,,,
67558695,True,Turmstraße,living_street,False,131.025,"LINESTRING (12.7276781 54.3670557, 12.7276936 54.3668711, 12.727455 54.3665702, 12.7269582 54.3661907, 12.7267366 54.3660585)",,,,,
211139549,False,,living_street,True,34.836,"LINESTRING (12.7276781 54.3670557, 12.7276709 54.3671818, 12.7277039 54.367321, 12.7277047 54.3673676)",,,,,
24655934,True,Großträgerstraße,living_street,False,86.152,"LINESTRING (12.7266907 54.3674252, 12.7253608 54.3674273)",,,,,
28264804,True,Badstüberstraße,living_street,False,152.063,"LINESTRING (12.7266907 54.3674252, 12.7267292 54.3670203, 12.7267444 54.3667483, 12.7267485 54.3664442, 12.7267366 54.3660585)",,,,,
28264824,False,Wendestraße,living_street,False,65.713,"LINESTRING (12.7266907 54.3674252, 12.7272256 54.3674314, 12.7272734 54.3674319, 12.7277049 54.3674366)",,,,,
28264824,False,Wendestraße,living_street,False,7.672,"LINESTRING (12.7277049 54.3674366, 12.7277047 54.3673676)",,,,,
28264824,False,Wendestraße,living_street,True,65.713,"LINESTRING (12.7277049 54.3674366, 12.7272734 54.3674319, 12.7272256 54.3674314, 12.7266907 54.3674252)",,,,,
29985380,False,Arndtstraße,residential,True,82.865,"LINESTRING (12.7219668 54.3655371, 12.7219251 54.3654956, 12.7216958 54.3652674, 12.7216509 54.3652227, 12.721458 54.3650505, 12.7213043 54.3649133, 12.7212936 54.3649037)",,30,,,
"[29985384, 759439593, 30089687]",False,"['Holzreiterwall', 'Spaldingstraße', 'Fritz-Worm-Straße']",residential,True,278.163,"LINESTRING (12.7219668 54.3655371, 12.7227073 54.3653243, 12.722787 54.3653013, 12.7228273 54.3652915, 12.7228896 54.3652763, 12.7229753 54.3652555, 12.7230172 54.3652428, 12.723243 54.3651904, 12.723325 54.365162, 12.7233446 54.3651282, 12.7233258 54.3650756, 12.7232547 54.3649671, 12.7232202 54.3649139, 12.7232096 54.3648977, 12.7231992 54.3648819, 12.7231957 54.3648765, 12.7231572 54.3648116, 12.7231432 54.3647914, 12.7231013 54.3647309, 12.7230383 54.3646367, 12.7230279 54.3646212, 12.7230005 54.3646265, 12.7228762 54.3646459, 12.7228021 54.3646571, 12.7226971 54.3646751, 12.7226592 54.3646813, 12.7224515 54.3647151, 12.7223241 54.3647358, 12.7222697 54.3647447, 12.7222222 54.3647524, 12.7220213 54.3647852, 12.7219264 54.3648006, 12.7218907 54.3648064, 12.7218764 54.3648087, 12.7218699 54.3648098, 12.7218528 54.3648126, 12.721841 54.3648145, 12.7217604 54.3648277, 12.721595 54.3648546, 12.7212936 54.3649037)",,50,,,
759439593,False,Holzreiterwall,residential,False,21.354,"LINESTRING (12.7219668 54.3655371, 12.7220798 54.365604, 12.7221709 54.3656328, 12.7222255 54.3656532)",,50,,,
31557454,False,Gertrudenstraße,residential,False,33.588,"LINESTRING (12.7195051 54.3690347, 12.7189871 54.3690481)",,,,,
31557454,False,Gertrudenstraße,residential,True,84.145,"LINESTRING (12.7195051 54.3690347, 12.720784 54.3689022)",,,,,
28264529,False,Dorfstellenstraße,tertiary,False,70.369,"LINESTRING (12.7195051 54.3690347, 12.719491 54.3687303, 12.7194831 54.3686086, 12.7194684 54.36854, 12.7194428 54.3684945, 12.7193721 54.368415)",2,50,,,
28264529,False,Dorfstellenstraße,tertiary,True,74.249,"LINESTRING (12.7195051 54.3690347, 12.7195258 54.3696088, 12.7195528 54.3696609, 12.7195856 54.369695)",2,50,,,
30319172,False,Barthestraße,residential,False,32.842,"LINESTRING (12.7207302 54.3684926, 12.7208999 54.3684986, 12.7212334 54.3685267)",,50,,,
30319179,False,Barthestraße,residential,True,88.39800000000001,"LINESTRING (12.7207302 54.3684926, 12.7206166 54.3684861, 12.7193721 54.368415)",,50,,,
24654437,False,Trebin,residential,False,70.748,"LINESTRING (12.7321235 54.3687536, 12.7310337 54.3687953)",2,50,,,
24654437,False,Trebin,residential,True,65.626,"LINESTRING (12.7321235 54.3687536, 12.7330417 54.3686702, 12.7331245 54.3686627)",2,50,,,
253197113,False,August-Bebel-Straße,residential,True,30.084,"LINESTRING (12.7295534 54.3657838, 12.7291551 54.3659229)",,,,,
31528630,True,Schilfgraben,living_street,False,165.216,"LINESTRING (12.7295534 54.3657838, 12.7293824 54.365627, 12.7289368 54.3653933, 12.7285582 54.3651368, 12.7283855 54.36499, 12.7283454 54.364956, 12.7283093 54.3648716, 12.7283338 54.3645657)",,,,,
253197113,False,August-Bebel-Straße,residential,False,157.816,"LINESTRING (12.7295534 54.3657838, 12.7301066 54.3655842, 12.7306643 54.3653831, 12.7309291 54.3653439, 12.7316903 54.3652718, 12.7317753 54.3652737)",,,,,
31529938,False,Wendestraße,residential,True,27.762,"LINESTRING (12.7286059 54.3672003, 12.7290115 54.3671197)",,,,,
24654445,False,Stadtwall,residential,True,138.66799999999998,"LINESTRING (12.7286059 54.3672003, 12.7287842 54.3674797, 12.7288574 54.3676003, 12.7289478 54.3677882, 12.7290126 54.3679228, 12.7290514 54.3680172, 12.729165 54.3682935, 12.7291813 54.3683332, 12.7291124 54.3683832)",,,,,
28264824,False,Wendestraße,living_street,True,39.845,"LINESTRING (12.7286059 54.3672003, 12.7285274 54.3672149, 12.7284702 54.3672254, 12.7280159 54.3673015)",,,,,
"[1119844186, 24654431]",False,Stadtwall,residential,"[False, True]",143.177,"LINESTRING (12.7286059 54.3672003, 12.7285217 54.3670735, 12.7283599 54.3668115, 12.7282859 54.3666916, 12.7280816 54.3664356, 12.7279497 54.3663004, 12.7280476 54.3662687, 12.7284229 54.3661633)",,,,,
28264824,False,Wendestraße,living_street,False,21.458,"LINESTRING (12.7277047 54.3673676, 12.7280159 54.3673015)",,,,,
28264824,False,Wendestraße,living_street,True,7.672,"LINESTRING (12.7277047 54.3673676, 12.7277049 54.3674366)",,,,,
211139549,False,,living_street,False,34.836,"LINESTRING (12.7277047 54.3673676, 12.7277039 54.367321, 12.7276709 54.3671818, 12.7276781 54.3670557)",,,,,
24654436,False,Goethestraße,residential,True,14.595,"LINESTRING (12.7304011 54.3678269, 12.7306202 54.3677963)",,30,,,
24654436,False,Goethestraße,residential,False,64.104,"LINESTRING (12.7304011 54.3678269, 12.7295123 54.3679379, 12.7294335 54.3679477)",,30,,,
"[24654435, 682515142, 682515143]",False,Burgstraße,residential,True,227.631,"LINESTRING (12.7304011 54.3678269, 12.7302854 54.3675423, 12.7301702 54.3672592, 12.7300316 54.3670538, 12.7299536 54.3669383, 12.7295735 54.3663751, 12.7295382 54.3663369, 12.7293088 54.366089, 12.7291551 54.3659229)",,30,,,
24654436,False,Goethestraße,residential,False,72.254,"LINESTRING (12.7317088 54.3676548, 12.7306202 54.3677963)",,30,,,
24654436,False,Goethestraße,residential,True,83.451,"LINESTRING (12.7317088 54.3676548, 12.732816 54.3675068, 12.7329644 54.367487)",,30,,,
