osmid,oneway,lanes,highway,reversed,length,geometry,ref,maxspeed,bridge,name,width
10511666,True,1,motorway_link,False,244.684,"LINESTRING (12.188966 49.489791, 12.189038 49.4899481, 12.1891661 49.4905208, 12.1892711 49.4908464, 12.1893293 49.491027, 12.1894689 49.4912673, 12.1895452 49.4913579, 12.1896472 49.4914346, 12.1897514 49.4914957, 12.1898616 49.4915385, 12.1899419 49.491562, 12.1901108 49.4915735, 12.1903219 49.4915752)",,,,,
"[171702472, 294359477]",True,2,motorway,False,324.54,"LINESTRING (12.188966 49.489791, 12.1889829 49.4901783, 12.1889987 49.4903967, 12.1890111 49.4906256, 12.1890508 49.4913479, 12.1890542 49.491711, 12.1890479 49.492077, 12.18905 49.4921809, 12.1890431 49.4927086)",A 93,none,yes,,
17265341,True,1,motorway_link,False,307.87899999999996,"LINESTRING (12.1889053 49.4917281, 12.1888004 49.4915928, 12.1887635 49.4912831, 12.1886971 49.4910092, 12.1886261 49.490742, 12.1885468 49.4906292, 12.1884712 49.4905657, 12.1883792 49.4904989, 12.1882901 49.4904561, 12.1881924 49.4904228, 12.1880749 49.4903991, 12.1879176 49.4903894, 12.1877271 49.4904114, 12.1873721 49.4905004, 12.1871036 49.4905812, 12.1869963 49.4906244, 12.186936 49.4906501, 12.1868893 49.4906823, 12.1868181 49.4907577, 12.1867845 49.4908484, 12.1867988 49.490957, 12.1868512 49.4910608)",,,,,
26817659,True,2,motorway,False,269.69,"LINESTRING (12.1889053 49.4917281, 12.1888927 49.491544, 12.1888825 49.4911448, 12.1888343 49.4903411, 12.1888101 49.4900561, 12.1887818 49.4897555, 12.1887325 49.4893057)",A 93,none,,,
196216599,False,2,residential,False,33.046,"LINESTRING (12.1904159 49.4904684, 12.190296 49.4901816)",,,,Schloßbergstraße,
219772314,False,2,secondary,True,34.513,"LINESTRING (12.1904159 49.4904684, 12.1899594 49.4905601)",St 2157,,,Hirtenstraße,
324566692,False,2,motorway_link,True,36.189,"LINESTRING (12.1904159 49.4904684, 12.1905471 49.4907825)",,,,,
324566692,False,2,motorway_link,False,36.189,"LINESTRING (12.1905471 49.4907825, 12.1904159 49.4904684)",,,,,
17265434,False,2,motorway_link,True,99.614,"LINESTRING (12.1905471 49.4907825, 12.190656 49.4910913, 12.1906784 49.4912104, 12.1906681 49.491285, 12.1905996 49.4914228, 12.1904895 49.4915088, 12.1903219 49.4915752)",,,,,
183689054,True,1,motorway_link,False,50.535,"LINESTRING (12.1905471 49.4907825, 12.1904165 49.4907058, 12.1903221 49.4906434, 12.1902195 49.4906047, 12.1900797 49.4905721, 12.1899594 49.4905601)",,,,,
219772312,False,2,secondary,False,45.635,"LINESTRING (12.1868365 49.4913435, 12.1874124 49.4911747)",St 2157,,,Hirtenstraße,
219772313,False,2,secondary,True,38.297,"LINESTRING (12.1868365 49.4913435, 12.1863634 49.491499)",St 2157,50,,Hirtenstraße,
17265480,True,1,motorway_link,False,37.455,"LINESTRING (12.1868365 49.4913435, 12.186699 49.4912484, 12.186656 49.4911604, 12.1866506 49.4910464)",,,,,
10512319,False,2,tertiary,False,52.824,"LINESTRING (12.1819704 49.494089, 12.1816019 49.4940402, 12.1812486 49.4940157)",SAD 54,50,,Leuchtenberger Straße,
26817649,False,2,secondary,True,119.94,"LINESTRING (12.1819704 49.494089, 12.1822456 49.4941546, 12.1834765 49.4945416)",St 2157,50,,Freyung,
152614027,False,2,secondary,False,29.253999999999998,"LINESTRING (12.1819704 49.494089, 12.1819874 49.4940375, 12.1820472 49.4938307)",St 2157,50,,Hirtenstraße,
179180935,False,,tertiary,True,39.527,"LINESTRING (12.1819704 49.494089, 12.1819279 49.4941518, 12.181796 49.494341, 12.1817446 49.4944128)",SAD 54,50,,Am Wall,
171702485,True,1,motorway_link,False,274.95,"LINESTRING (12.1866506 49.4910464, 12.1866535 49.490925, 12.1866932 49.4908193, 12.1867493 49.4907449, 12.1868105 49.4906683, 12.1869016 49.4906049, 12.187036 49.4905426, 12.1873578 49.4904528, 12.1877349 49.490344, 12.1878866 49.4903053, 12.1880542 49.4902569, 12.1882143 49.490209, 12.1883693 49.4901538, 12.1884846 49.4901005, 12.1885543 49.4900554, 12.1886065 49.4900009, 12.1886456 49.4899274, 12.1886831 49.4898281, 12.1886586 49.4894747, 12.1887325 49.4893057)",,,,,
324566691,False,2,residential,True,43.135999999999996,"LINESTRING (12.1900518 49.4898325, 12.1902318 49.4900194, 12.190296 49.4901816)",,,,Schloßbergstraße,
10512002,False,,residential,True,77.511,"LINESTRING (12.1853904 49.4926687, 12.1851198 49.4925355, 12.1848804 49.4924177, 12.1847137 49.4923356, 12.1845569 49.4922316)",,,,Koppelweg,
28998417,False,,residential,False,62.34900000000001,"LINESTRING (12.18553 49.4911334, 12.1853137 49.4911177, 12.1851059 49.4911081, 12.1848081 49.4910108, 12.1847352 49.4909627)",,,,Lohweg,
28998417,False,,residential,True,65.985,"LINESTRING (12.18553 49.4911334, 12.1857543 49.4912583, 12.1858685 49.4913907, 12.1859653 49.4914907, 12.1861175 49.4915776)",,,,Lohweg,
171702473,False,,residential,False,73.643,"LINESTRING (12.18553 49.4911334, 12.1856927 49.4909589, 12.1859326 49.490707, 12.1860642 49.4905693)",,,,Hirtenstraße,
171702473,False,,residential,True,176.369,"LINESTRING (12.18553 49.4911334, 12.1847871 49.4917642, 12.184627 49.4918843, 12.1844605 49.4919992, 12.1841041 49.4922724, 12.1839866 49.4923613)",,,,Hirtenstraße,
780034774,False,2,tertiary,True,197.463,"LINESTRING (12.1787352 49.4894168, 12.1787648 49.4899996, 12.1787652 49.4903004, 12.1787552 49.4904577, 12.1787451 49.4906158, 12.1787038 49.4907971, 12.178656 49.4909672, 12.1785715 49.4911614, 12.1785609 49.4911783)",SAD 54,50,,Nabburger Straße,
28946102,False,,residential,False,61.503,"LINESTRING (12.189831 49.4963039, 12.1904651 49.4966731)",,,,Hohe Straße,
28946102,False,,residential,True,53.181,"LINESTRING (12.189831 49.4963039, 12.1893728 49.4959295)",,,,Hohe Straße,
28946504,False,,residential,False,123.129,"LINESTRING (12.189831 49.4963039, 12.189369 49.4965348, 12.188643 49.4968976, 12.1884663 49.4969663)",,,,Pater-Mangold-Straße,
28946102,False,,residential,False,53.181,"LINESTRING (12.1893728 49.4959295, 12.189831 49.4963039)",,,,Hohe Straße,
28946102,False,,residential,True,97.06699999999998,"LINESTRING (12.1893728 49.4959295, 12.1891662 49.4957767, 12.1889665 49.4956291, 12.1888778 49.4955283, 12.1888422 49.4954031, 12.1888225 49.4952728, 12.1888079 49.4951745)",,,,Hohe Straße,
28946102,False,,residential,False,97.067,"LINESTRING (12.1888079 49.4951745, 12.1888225 49.4952728, 12.1888422 49.4954031, 12.1888778 49.4955283, 12.1889665 49.4956291, 12.1891662 49.4957767, 12.1893728 49.4959295)",,,,Hohe Straße,
195843598,False,2,secondary,True,120.249,"LINESTRING (12.1888079 49.4951745, 12.1880682 49.4952148, 12.187868 49.4952342, 12.1876692 49.495277, 12.1874639 49.495358, 12.1874009 49.4953828, 12.1872419 49.4954583)",St 2157,,,Tännesberger Straße,
28946435,False,,residential,False,63.983,"LINESTRING (12.1890358 49.4974766, 12.1894516 49.4979847)",,,,Ottmar-Reger-Straße,
319274377,False,,residential,False,139.722,"LINESTRING (12.1890358 49.4974766, 12.1907141 49.4968515)",,,,Ottmar-Reger-Straße,
28946102,False,,residential,False,47.681,"LINESTRING (12.1907141 49.4968515, 12.1911448 49.4971765)",,,,Hohe Straße,
28946102,False,,residential,True,26.775,"LINESTRING (12.1907141 49.4968515, 12.1904651 49.4966731)",,,,Hohe Straße,
319274377,False,,residential,True,139.722,"LINESTRING (12.1907141 49.4968515, 12.1890358 49.4974766)",,,,Ottmar-Reger-Straße,
28946435,False,,residential,True,63.983,"LINESTRING (12.1894516 49.4979847, 12.1890358 49.4974766)",,,,Ottmar-Reger-Straße,
29194328,False,,residential,False,137.223,"LINESTRING (12.1894516 49.4979847, 12.1910961 49.4973665)",,,,Bergstraße,
29194328,False,,residential,True,137.223,"LINESTRING (12.1910961 49.4973665, 12.1894516 49.4979847)",,,,Bergstraße,
196063168,False,,residential,False,16.468,"LINESTRING (12.1910961 49.4973665, 12.1912879 49.4972864)",,,,Bergstraße,
29194328,False,,residential,False,21.553,"LINESTRING (12.1910961 49.4973665, 12.1911343 49.497283, 12.1911448 49.4971765)",,,,Bergstraße,
28946102,False,,residential,True,16.004,"LINESTRING (12.1912879 49.4972864, 12.1911448 49.4971765)",,,,Hohe Straße,
196063168,False,,residential,True,16.468,"LINESTRING (12.1912879 49.4972864, 12.1910961 49.4973665)",,,,Bergstraße,
28946504,False,,residential,True,123.129,"LINESTRING (12.1884663 49.4969663, 12.188643 49.4968976, 12.189369 49.4965348, 12.189831 49.4963039)",,,,Pater-Mangold-Straße,
29194331,False,,residential,False,208.435,"LINESTRING (12.1859856 49.4938367, 12.185367 49.4935442, 12.1838176 49.4927818, 12.1836721 49.4927164)",,,,Gartenweg,
195062365,False,,residential,False,71.709,"LINESTRING (12.1859856 49.4938367, 12.1861426 49.4936921, 12.1864995 49.4932856)",,,,Steinener Steig,
195062365,False,,residential,True,44.701,"LINESTRING (12.1859856 49.4938367, 12.1858017 49.493982, 12.1855248 49.4940978)",,,,Steinener Steig,
28998417,False,,residential,False,66.083,"LINESTRING (12.1847352 49.4909627, 12.1846124 49.4909277, 12.1845005 49.4909175, 12.1843148 49.4909421, 12.1838485 49.4910112)",,,,Lohweg,
28998417,False,,residential,True,62.349000000000004,"LINESTRING (12.1847352 49.4909627, 12.1848081 49.4910108, 12.1851059 49.4911081, 12.1853137 49.4911177, 12.18553 49.4911334)",,,,Lohweg,
29194333,False,,residential,False,111.669,"LINESTRING (12.1847352 49.4909627, 12.1846622 49.4908613, 12.1845004 49.490689, 12.1839137 49.4901132)",,,,Sigertstraße,
29194333,False,,residential,True,111.66900000000001,"LINESTRING (12.1839137 49.4901132, 12.1845004 49.490689, 12.1846622 49.4908613, 12.1847352 49.4909627)",,,,Sigertstraße,
29194355,False,,residential,True,90.959,"LINESTRING (12.1839137 49.4901132, 12.183993 49.4900334, 12.1848487 49.489571)",,,,Wagnerstraße,
196813517,False,,residential,False,158.97699999999998,"LINESTRING (12.1839137 49.4901132, 12.1828903 49.490893, 12.1824874 49.4912021)",,,,Schulstraße,
28998417,False,,residential,False,197.92999999999998,"LINESTRING (12.1824874 49.4912021, 12.1821843 49.4911926, 12.181865 49.4911648, 12.1812886 49.4910421, 12.1809106 49.4909525, 12.1807049 49.4909037, 12.1802527 49.4908535, 12.1800421 49.4908509, 12.1798251 49.4908595)",,,,Lohweg,
28998417,False,,residential,True,100.598,"LINESTRING (12.1824874 49.4912021, 12.1829697 49.4911379, 12.1835323 49.4910499, 12.1838485 49.4910112)",,,,Lohweg,
29194359,False,,residential,False,222.849,"LINESTRING (12.1824874 49.4912021, 12.1823301 49.4913524, 12.1819977 49.4916597, 12.1816864 49.4919673, 12.180939 49.4926485, 12.1807426 49.4928544)",,,,Bürgermeister-Reichl-Straße,
196813517,False,,residential,True,158.97699999999998,"LINESTRING (12.1824874 49.4912021, 12.1828903 49.490893, 12.1839137 49.4901132)",,,,Schulstraße,
28998417,False,,residential,False,100.598,"LINESTRING (12.1838485 49.4910112, 12.1835323 49.4910499, 12.1829697 49.4911379, 12.1824874 49.4912021)",,,,Lohweg,
28998417,False,,residential,True,66.083,"LINESTRING (12.1838485 49.4910112, 12.1843148 49.4909421, 12.1845005 49.4909175, 12.1846124 49.4909277, 12.1847352 49.4909627)",,,,Lohweg,
171702483,False,,residential,True,134.06300000000002,"LINESTRING (12.1838485 49.4910112, 12.1839198 49.491277, 12.1839423 49.4913897, 12.1833402 49.4919582, 12.1831928 49.4920493)",,,,Stadtweiherwiesen,
171702473,False,,residential,False,109.544,"LINESTRING (12.1860642 49.4905693, 12.1870175 49.4898031)",,,,Hirtenstraße,
171702473,False,,residential,True,73.643,"LINESTRING (12.1860642 49.4905693, 12.1859326 49.490707, 12.1856927 49.4909589, 12.18553 49.4911334)",,,,Hirtenstraße,
196813516,False,,residential,False,141.728,"LINESTRING (12.1860642 49.4905693, 12.1855257 49.4901501, 12.1851699 49.489884, 12.1848487 49.489571)",,,,Brunner-Bey-Straße,
171702473,False,,residential,True,109.544,"LINESTRING (12.1870175 49.4898031, 12.1860642 49.4905693)",,,,Hirtenstraße,
