osmid,name,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,ref,width
144072524,Am Tiergarten,residential,30,,False,True,39.21600000000001,"LINESTRING (13.0697749 53.3582146, 13.0696348 53.3582116, 13.0695622 53.3582019, 13.0694849 53.3581765, 13.0692892 53.3580503)",,,
49031147,Carlstraße,residential,30,,False,False,18.012,"LINESTRING (13.0680384 53.3656612, 13.0681869 53.3657968)",,,
49031147,Carlstraße,residential,30,,False,True,86.314,"LINESTRING (13.0680384 53.3656612, 13.0686676 53.3649818)",,,
228607317,Milowsgang,residential,30,,False,True,254.83300000000003,"LINESTRING (13.0680384 53.3656612, 13.0671316 53.3651579, 13.0653808 53.36405, 13.065377 53.3640201)",,,
228607317,Milowsgang,residential,30,,False,True,9.142,"LINESTRING (13.065377 53.3640201, 13.0653697 53.363938)",,,
293797202,Glambecker Nebenstraße,residential,30,,False,False,101.267,"LINESTRING (13.065377 53.3640201, 13.0668405 53.3637618)",,,
228607317,Milowsgang,residential,30,,False,False,254.83300000000003,"LINESTRING (13.065377 53.3640201, 13.0653808 53.36405, 13.0671316 53.3651579, 13.0680384 53.3656612)",,,
49257448,Töpferberg,residential,30,,False,True,96.307,"LINESTRING (13.0692987 53.3636343, 13.0702922 53.3642657)",,,
158322956,Alte Gärtnerei,residential,,,False,False,53.681,"LINESTRING (13.0692987 53.3636343, 13.0687128 53.3639672)",,,
49257448,Töpferberg,residential,30,,False,False,114.55,"LINESTRING (13.0692987 53.3636343, 13.0692541 53.3636061, 13.068114 53.362885)",,,
158322956,Alte Gärtnerei,residential,,,False,True,53.681,"LINESTRING (13.0687128 53.3639672, 13.0692987 53.3636343)",,,
512355795,Alte Gärtnerei,residential,,,False,True,35.147999999999996,"LINESTRING (13.0687128 53.3639672, 13.0685517 53.364055, 13.0687608 53.3641928)",,,
512355797,Alte Gärtnerei,residential,,,False,False,35.201,"LINESTRING (13.0687128 53.3639672, 13.0689214 53.3641142, 13.0687608 53.3641928)",,,
49031146,Seegang zum Glambecker See,residential,30,,True,False,59.583,"LINESTRING (13.0680621 53.3645861, 13.0686676 53.3649818)",,,
512355796,Alte Gärtnerei,residential,,,False,True,63.733,"LINESTRING (13.0680621 53.3645861, 13.0687608 53.3641928)",,,
49482077,Venusberg,living_street,,,False,False,128.48600000000002,"LINESTRING (13.0660339 53.3619333, 13.0661103 53.3619153, 13.06621 53.3618583, 13.0663905 53.3617549, 13.0665705 53.3616519, 13.0667628 53.3615418, 13.0669633 53.361427, 13.0670044 53.3614035, 13.0672139 53.3612835, 13.0674483 53.3611493)",,,
144072524,Am Tiergarten,residential,30,,False,False,39.216,"LINESTRING (13.0692892 53.3580503, 13.0694849 53.3581765, 13.0695622 53.3582019, 13.0696348 53.3582116, 13.0697749 53.3582146)",,,
144072524,Am Tiergarten,residential,30,,False,True,61.69700000000001,"LINESTRING (13.0692892 53.3580503, 13.0690755 53.3579153, 13.0688554 53.3577763, 13.0688323 53.3577721, 13.0688113 53.3577755, 13.0687282 53.3578222, 13.0686278 53.3578787)",,,
345998830,Am Tiergarten,residential,30,,False,False,16.503,"LINESTRING (13.0692892 53.3580503, 13.0692378 53.3580862, 13.069116 53.3581566)",,,
27565242,Am Tiergarten,residential,30,,False,False,27.962999999999997,"LINESTRING (13.069116 53.3581566, 13.0693185 53.3582774, 13.0693454 53.3583, 13.0693894 53.3583459)",,,
27565242,Am Tiergarten,residential,30,,False,True,44.774,"LINESTRING (13.069116 53.3581566, 13.0689463 53.3580575, 13.0688901 53.3580259, 13.0686278 53.3578787)",,,
345998830,Am Tiergarten,residential,30,,False,True,16.503,"LINESTRING (13.069116 53.3581566, 13.0692378 53.3580862, 13.0692892 53.3580503)",,,
64012513,Friedrich-Wilhelm-Straße,residential,50,,False,False,7.766,"LINESTRING (13.0702411 53.3587718, 13.0703228 53.3588218)",3,,
127399659,Friedrich-Wilhelm-Straße,residential,30,,True,False,27.988,"LINESTRING (13.0702411 53.3587718, 13.0701655 53.3587255, 13.0700937 53.3586499, 13.0700319 53.3586033, 13.0699748 53.358581)",1,,
64012513,Friedrich-Wilhelm-Straße,residential,50,,False,True,7.766,"LINESTRING (13.0703228 53.3588218, 13.0702411 53.3587718)",3,,
192308813,Markt,residential,20,roundabout,True,False,30.076,"LINESTRING (13.0618233 53.3628724, 13.0619129 53.362831, 13.0620142 53.3628007, 13.0621233 53.3627825, 13.0622363 53.3627772)",,,
"[24666698, 1040693851]",Schloßstraße,residential,"['20', '50']",,True,False,284.195,"LINESTRING (13.0618233 53.3628724, 13.0616423 53.3627609, 13.0615935 53.3627296, 13.061558 53.3627069, 13.0589756 53.3610793, 13.0588773 53.3610173)",1,,
192308813,Markt,residential,20,roundabout,True,False,29.218999999999998,"LINESTRING (13.0626291 53.3633835, 13.0625606 53.3634165, 13.0624846 53.3634431, 13.0624028 53.3634626, 13.0623171 53.3634746, 13.0622293 53.3634788)",,,
"[624426273, 228607316, 512056378, 512053150, 512053151]",Glambecker Straße,residential,"['20', '50']",,False,True,162.26800000000003,"LINESTRING (13.0626291 53.3633835, 13.0628195 53.3635001, 13.0628423 53.3635141, 13.0628576 53.3635235, 13.0630308 53.3636318, 13.0631673 53.3637173, 13.0632634 53.3637774, 13.0634129 53.3638709, 13.0643194 53.3644381)",2,,
499994525,Am Carolinenstift,living_street,,,False,True,11.428,"LINESTRING (13.0586756 53.3637868, 13.0585037 53.3637805)",,,
499994528,Am Carolinenstift,living_street,,,False,True,125.38499999999999,"LINESTRING (13.0578484 53.3647805, 13.0579879 53.3648664, 13.0583862 53.3646307, 13.0583983 53.3645631, 13.0585921 53.3644446, 13.058804 53.3642386, 13.0585664 53.3641004)",,,
34747235,Wartburggang,residential,30,,True,False,85.593,"LINESTRING (13.0582454 53.3635632, 13.0574268 53.3635378, 13.0569572 53.3635232)",,,3.5
499994508,Am Carolinenstift,living_street,,,True,False,29.624,"LINESTRING (13.0585037 53.3637805, 13.0582454 53.3635632)",,,
499994525,Am Carolinenstift,living_street,,,False,False,11.428,"LINESTRING (13.0585037 53.3637805, 13.0586756 53.3637868)",,,
499994529,Am Carolinenstift,living_street,,,False,True,51.229,"LINESTRING (13.0585037 53.3637805, 13.0585444 53.3638148, 13.0585404 53.3638452, 13.0585015 53.3638708, 13.0584767 53.3639012, 13.0584781 53.3639205, 13.0585056 53.3639352, 13.0585606 53.3639409, 13.0586038 53.3639491, 13.0586456 53.3639633, 13.0586886 53.3639879, 13.0587111 53.3640007, 13.0587143 53.3640057, 13.0587111 53.3640111, 13.0585664 53.3641004)",,,
499994528,Am Carolinenstift,living_street,,,False,False,125.385,"LINESTRING (13.0585664 53.3641004, 13.058804 53.3642386, 13.0585921 53.3644446, 13.0583983 53.3645631, 13.0583862 53.3646307, 13.0579879 53.3648664, 13.0578484 53.3647805)",,,
499994529,Am Carolinenstift,living_street,,,False,False,51.229000000000006,"LINESTRING (13.0585664 53.3641004, 13.0587111 53.3640111, 13.0587143 53.3640057, 13.0587111 53.3640007, 13.0586886 53.3639879, 13.0586456 53.3639633, 13.0586038 53.3639491, 13.0585606 53.3639409, 13.0585056 53.3639352, 13.0584781 53.3639205, 13.0584767 53.3639012, 13.0585015 53.3638708, 13.0585404 53.3638452, 13.0585444 53.3638148, 13.0585037 53.3637805)",,,
499994529,Am Carolinenstift,living_street,,,False,True,72.37,"LINESTRING (13.0585664 53.3641004, 13.0582464 53.3642978, 13.0578081 53.3645682)",,,
509937000,Strelitzer Straße,residential,20,,True,False,20.037,"LINESTRING (13.0628561 53.3627529, 13.0628034 53.3627845, 13.0627771 53.3628003, 13.0626417 53.3628798)",1,,
512071627,Färbergang,residential,50,,False,False,8.579,"LINESTRING (13.0582635 53.3656879, 13.0581389 53.3656673)",,,
512355796,Alte Gärtnerei,residential,,,False,False,63.733,"LINESTRING (13.0687608 53.3641928, 13.0680621 53.3645861)",,,
512355795,Alte Gärtnerei,residential,,,False,False,35.147999999999996,"LINESTRING (13.0687608 53.3641928, 13.0685517 53.364055, 13.0687128 53.3639672)",,,
512355797,Alte Gärtnerei,residential,,,False,True,35.201,"LINESTRING (13.0687608 53.3641928, 13.0689214 53.3641142, 13.0687128 53.3639672)",,,
638535468,Am Tiergarten,residential,,,False,False,12.26,"LINESTRING (13.0680902 53.3573405, 13.0682726 53.357323)",,,
27565242,Am Tiergarten,residential,30,,False,False,41.833999999999996,"LINESTRING (13.0680902 53.3573405, 13.0681026 53.3573834, 13.0681151 53.3574268, 13.0681477 53.3575396, 13.0681717 53.3576226, 13.0681648 53.3576476, 13.0681393 53.3576739, 13.0680976 53.3576974)",,,
638535468,Am Tiergarten,residential,,,False,True,46.1,"LINESTRING (13.0688462 53.3574948, 13.0686605 53.3573717, 13.0684804 53.3573121, 13.0684439 53.3573065, 13.0682726 53.357323)",,,
638535468,Am Tiergarten,residential,,,False,True,12.26,"LINESTRING (13.0682726 53.357323, 13.0680902 53.3573405)",,,
638535468,Am Tiergarten,residential,,,False,False,46.1,"LINESTRING (13.0682726 53.357323, 13.0684439 53.3573065, 13.0684804 53.3573121, 13.0686605 53.3573717, 13.0688462 53.3574948)",,,
893308032,,residential,,,False,True,55.148,"LINESTRING (13.0663635 53.3626345, 13.0657913 53.3629942)",,,
893308032,,residential,,,False,False,55.148,"LINESTRING (13.0657913 53.3629942, 13.0663635 53.3626345)",,,
49031142,Neuer Markt,residential,30,,True,False,52.343999999999994,"LINESTRING (13.0657913 53.3629942, 13.0657346 53.3629719, 13.0653573 53.3626696, 13.0652872 53.3626366)",,,
47670831,,residential,,,False,True,101.563,"LINESTRING (13.0672084 53.3580627, 13.067731 53.3585404, 13.0680159 53.3587898, 13.0680531 53.3588243)",,,
34747235,Wartburggang,residential,30,,True,False,67.616,"LINESTRING (13.0569572 53.3635232, 13.0564259 53.3635066, 13.0559399 53.3635252)",,,3.5
499994529,Am Carolinenstift,living_street,,,False,False,72.37,"LINESTRING (13.0578081 53.3645682, 13.0582464 53.3642978, 13.0585664 53.3641004)",,,
499994529,Am Carolinenstift,living_street,,,False,True,45.400000000000006,"LINESTRING (13.0578081 53.3645682, 13.0577775 53.364587, 13.0575153 53.3646429, 13.0571745 53.3647155)",,,
1160750213,,living_street,,,True,False,130.39799999999997,"LINESTRING (13.0578081 53.3645682, 13.0576536 53.3643396, 13.0576409 53.3643149, 13.0576337 53.364291, 13.0576319 53.3642692, 13.0576329 53.3642366, 13.0576297 53.364217, 13.0576253 53.3642068, 13.0576113 53.3641896, 13.0572443 53.3638157, 13.0569572 53.3635232)",,,
12497241,Semmelweisstraße,secondary,50,,False,False,156.44099999999995,"LINESTRING (13.0571745 53.3647155, 13.057068 53.3646093, 13.0570143 53.3645537, 13.0568575 53.3643979, 13.0567374 53.3642896, 13.0566195 53.3641927, 13.05647 53.3640716, 13.0562586 53.3639164, 13.0561623 53.3638292, 13.0560862 53.3637495, 13.0560041 53.3636419, 13.0559399 53.3635252)",2,L 25,
12497241,Semmelweisstraße,secondary,50,,False,True,16.71,"LINESTRING (13.0571745 53.3647155, 13.0572172 53.3647582, 13.0573075 53.3648431)",2,L 25,
499994529,Am Carolinenstift,living_street,,,False,False,45.400000000000006,"LINESTRING (13.0571745 53.3647155, 13.0575153 53.3646429, 13.0577775 53.364587, 13.0578081 53.3645682)",,,
