osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,access
402019056,2,K 9239,Bischofswerdaer Straße,tertiary,50,False,True,14.736,"LINESTRING (14.1337045 51.2196432, 14.133839 51.2195409)",,
23696325,2,K 9239,Stadtring,tertiary,50,False,False,186.404,"LINESTRING (14.1337045 51.2196432, 14.1336123 51.2196748, 14.1335296 51.2196972, 14.1334312 51.2197062, 14.1328677 51.2197076, 14.1323341 51.2197268, 14.13212 51.2197257, 14.1321024 51.2197246, 14.1317593 51.2197032, 14.1314568 51.21969, 14.1313703 51.219695, 14.1312364 51.2197023, 14.131058 51.219727)",,
74297686,2,K 9239,Stadtring,tertiary,50,False,True,14.057,"LINESTRING (14.12953 51.221317, 14.1295786 51.2211943)",,
74297688,2,K 9236,Stadtring,tertiary,50,False,False,23.076,"LINESTRING (14.12953 51.221317, 14.1294054 51.2215093)",,
56090668,,,Lessinggasse,residential,20,True,False,82.509,"LINESTRING (14.1337513 51.2206122, 14.1341831 51.2207867, 14.1343805 51.2208844, 14.1344362 51.2209183, 14.1346209 51.2210307, 14.1346653 51.2210754)",,
80370528,,,Bischofswerdaer Straße,residential,20,False,False,67.94,"LINESTRING (14.1337513 51.2206122, 14.1336989 51.2207093, 14.1335552 51.2208758, 14.1333788 51.2211753)",,
80370528,,,Bischofswerdaer Straße,residential,20,False,True,98.261,"LINESTRING (14.1337513 51.2206122, 14.1338225 51.2204556, 14.1338924 51.2201999, 14.1339178 51.2199582, 14.1339197 51.2198523, 14.1339042 51.2197394)",,
1175407992,,,Am Markt,residential,20,False,True,6.011,"LINESTRING (14.1327605 51.2218692, 14.1328126 51.2218261)",,
23697178,,,Pulsnitzer Straße,residential,20,False,False,96.78600000000002,"LINESTRING (14.1327605 51.2218692, 14.1321721 51.2217074, 14.1315519 51.2215382, 14.131487 51.2215207)",,
30077355,,,Marktgasse,residential,20,True,False,75.196,"LINESTRING (14.1327605 51.2218692, 14.1325875 51.2221522, 14.1323669 51.2224989)",,
23697178,,,Pulsnitzer Straße,residential,20,False,True,34.928,"LINESTRING (14.1295786 51.2211943, 14.1300801 51.221198)",,
74297686,2,K 9239,Stadtring,tertiary,50,False,False,14.057,"LINESTRING (14.1295786 51.2211943, 14.12953 51.221317)",,
26336299,2,K 9239,Stadtring,tertiary,50,False,True,21.619999999999997,"LINESTRING (14.1295786 51.2211943, 14.1296509 51.2210352, 14.1296636 51.2210073)",,
"[24046424, 375764530]",2,S 105,Stadtring,secondary,50,False,False,199.627,"LINESTRING (14.1290882 51.2217813, 14.1290166 51.2218666, 14.1289746 51.2219488, 14.1289398 51.2220824, 14.1289536 51.2221814, 14.128984 51.2222562, 14.1290343 51.2223216, 14.1291877 51.2224621, 14.129228 51.2224991, 14.1294608 51.222707, 14.1296591 51.2228354, 14.1298029 51.2229043, 14.1299791 51.2229763, 14.1302946 51.2230762, 14.1304635 51.2231186)",,
74297688,2,K 9236,Stadtring,tertiary,50,False,True,37.693,"LINESTRING (14.1290882 51.2217813, 14.1293565 51.221578, 14.1294054 51.2215093)",,
24587117,,,Kamenzer Straße,residential,20,False,False,46.910000000000004,"LINESTRING (14.1323892 51.2236586, 14.1327741 51.2234753, 14.1329245 51.2234025)",,
