osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,tunnel
24875848,Amberger Straße,tertiary,50,False,True,41.729,"LINESTRING (11.8006545 49.6085473, 11.8004264 49.6084535, 11.8003306 49.6084073, 11.8001971 49.6083201)",AS 5,,
29309513,Jahnstraße,residential,,False,False,157.598,"LINESTRING (11.8070875 49.6089417, 11.8072808 49.6089181, 11.8077766 49.608931, 11.8080641 49.6089554, 11.8084667 49.6089978, 11.8088614 49.6090865, 11.8092105 49.6091816)",,,
29342351,Krankenhausstraße,residential,,False,False,72.94,"LINESTRING (11.8097227 49.6082707, 11.8096315 49.6083787, 11.8095011 49.6085833, 11.8097207 49.6087128, 11.8098421 49.6088022)",,,
205803494,,residential,,False,True,32.939,"LINESTRING (11.8097227 49.6082707, 11.8094411 49.6081036, 11.8094411 49.6080548)",,,
34570052,Am Ebersbacher Weg,residential,,False,True,39.784,"LINESTRING (11.8103687 49.6089074, 11.8099634 49.6088364, 11.8098421 49.6088022)",,,
29973741,Breite Gasse,residential,,False,True,30.261,"LINESTRING (11.8087951 49.6115144, 11.8085786 49.6117476)",,,
"[29973741, 585999103]","['Klostergasse', 'Breite Gasse']",residential,,False,False,105.725,"LINESTRING (11.8087951 49.6115144, 11.8087015 49.6114422, 11.8086722 49.6113273, 11.8083498 49.6110287, 11.8079463 49.610759)",,,
205803495,Breite Gasse,residential,,False,False,35.739,"LINESTRING (11.8087951 49.6115144, 11.8088998 49.6116392, 11.8087375 49.6117845)",,,
"[29973741, 585999103]","['Klostergasse', 'Breite Gasse']",residential,,False,True,105.725,"LINESTRING (11.8079463 49.610759, 11.8083498 49.6110287, 11.8086722 49.6113273, 11.8087015 49.6114422, 11.8087951 49.6115144)",,,
"[1257116214, 24888894]","['Froschau', 'Marktplatz']",tertiary,50,False,False,19.77,"LINESTRING (11.8078328 49.6124456, 11.8076822 49.6123764, 11.8075928 49.6123711)",AS 5,,
24888894,Froschau,tertiary,50,False,True,87.518,"LINESTRING (11.8078328 49.6124456, 11.8080144 49.6124842, 11.8086877 49.612569, 11.8090048 49.6126442)",AS 5,,
29973778,Schloßgasse,residential,,False,False,107.11699999999999,"LINESTRING (11.8078328 49.6124456, 11.8078209 49.6125352, 11.8083702 49.6129727, 11.8086264 49.6132338)",,,
29973778,Schloßgasse,residential,,False,True,107.117,"LINESTRING (11.8086264 49.6132338, 11.8083702 49.6129727, 11.8078209 49.6125352, 11.8078328 49.6124456)",,,
27392121,Josef-Kopf-Straße,residential,,False,False,78.751,"LINESTRING (11.8005576 49.6148217, 11.8007763 49.6155156)",,,
25108206,Josef-Kopf-Straße,residential,,False,False,66.294,"LINESTRING (11.8005576 49.6148217, 11.7998973 49.6150951, 11.7997822 49.6151427)",,,
27392121,Josef-Kopf-Straße,residential,,False,True,101.98300000000002,"LINESTRING (11.8005576 49.6148217, 11.8004308 49.6144854, 11.8003944 49.6144247, 11.8003441 49.6143786, 11.8002764 49.6143403, 11.8002173 49.6143178, 11.8001305 49.6143088, 11.8000229 49.6142998, 11.7999708 49.6142818, 11.799884 49.614238, 11.7998314 49.6141935, 11.7997936 49.6141455)",,,
25108206,Josef-Kopf-Straße,residential,,False,True,66.294,"LINESTRING (11.7997822 49.6151427, 11.7998973 49.6150951, 11.8005576 49.6148217)",,,
27392121,Josef-Kopf-Straße,residential,,False,False,74.726,"LINESTRING (11.8007763 49.6155156, 11.8010349 49.6161664)",,,
27392121,Josef-Kopf-Straße,residential,,False,True,78.751,"LINESTRING (11.8007763 49.6155156, 11.8005576 49.6148217)",,,
29973854,Josef-Kopf-Straße,residential,,False,False,43.201,"LINESTRING (11.8007763 49.6155156, 11.8002856 49.6157389)",,,
29973854,Josef-Kopf-Straße,residential,,False,True,43.201,"LINESTRING (11.8002856 49.6157389, 11.8007763 49.6155156)",,,
24931959,Martin-Mertz-Straße,residential,,False,False,112.981,"LINESTRING (11.8050833 49.6098386, 11.804671 49.6096578, 11.8042125 49.6095006, 11.8037146 49.609347)",,,
24931959,Martin-Mertz-Straße,residential,,False,True,100.694,"LINESTRING (11.8050833 49.6098386, 11.8052572 49.6099177, 11.8053161 49.6099586, 11.8053287 49.6100058, 11.8053231 49.6100485, 11.8053063 49.6100876, 11.8052495 49.6101278, 11.8049445 49.6103093, 11.8046593 49.610489)",,,
30558701,St.-Ägidius-Straße,residential,,False,False,114.70700000000001,"LINESTRING (11.8050833 49.6098386, 11.8052634 49.6096351, 11.8053111 49.6095442, 11.80537 49.6093934, 11.8054233 49.6093061, 11.8055046 49.6091953, 11.8050727 49.6090226)",,,
30558701,St.-Ägidius-Straße,residential,,False,True,114.707,"LINESTRING (11.8050727 49.6090226, 11.8055046 49.6091953, 11.8054233 49.6093061, 11.80537 49.6093934, 11.8053111 49.6095442, 11.8052634 49.6096351, 11.8050833 49.6098386)",,,
30558772,Am Bach,residential,,False,False,314.725,"LINESTRING (11.8048263 49.6106032, 11.8049185 49.6105167, 11.805014 49.6104504, 11.805189 49.6103604, 11.8053491 49.6102736, 11.8055173 49.6102157, 11.8057055 49.6101761, 11.8058841 49.6101527, 11.8060983 49.6101208, 11.8063101 49.6100907, 11.8065017 49.6100661, 11.8068555 49.6099677, 11.8071119 49.6099028, 11.8071017 49.6098147, 11.8074849 49.6097587, 11.8078499 49.6097445, 11.8081751 49.6097175, 11.8085043 49.6097085, 11.8087225 49.6097175)",,,
"[107546393, 205828921, 292459955, 25066009]","['Vorstadt', 'Schlichter Straße']",tertiary,50,False,"[False, True]",87.428,"LINESTRING (11.8048263 49.6106032, 11.8049036 49.610676, 11.8049535 49.6107255, 11.8053616 49.6110848, 11.8055297 49.6112437)",AS 5,,building_passage
"[205828920, 205828921, 29549414]",Schlichter Straße,tertiary,50,False,True,17.5,"LINESTRING (11.8048263 49.6106032, 11.8048103 49.610591, 11.8047217 49.6105291, 11.8046593 49.610489)",AS 5,yes,
"[205803474, 205803475, 24926365]",Krankenhausstraße,residential,,False,False,86.511,"LINESTRING (11.8087225 49.6097175, 11.8086927 49.6097548, 11.8086086 49.6098709, 11.808536 49.6099799, 11.8084312 49.6101113, 11.8083126 49.6102339, 11.8081387 49.6103948)",,yes,
24926365,Krankenhausstraße,residential,,False,True,69.41,"LINESTRING (11.8087225 49.6097175, 11.808794 49.6096314, 11.8089031 49.6094772, 11.809022 49.6093487, 11.8092105 49.6091816)",,,
30558772,Am Bach,residential,,False,True,314.725,"LINESTRING (11.8087225 49.6097175, 11.8085043 49.6097085, 11.8081751 49.6097175, 11.8078499 49.6097445, 11.8074849 49.6097587, 11.8071017 49.6098147, 11.8071119 49.6099028, 11.8068555 49.6099677, 11.8065017 49.6100661, 11.8063101 49.6100907, 11.8060983 49.6101208, 11.8058841 49.6101527, 11.8057055 49.6101761, 11.8055173 49.6102157, 11.8053491 49.6102736, 11.805189 49.6103604, 11.805014 49.6104504, 11.8049185 49.6105167, 11.8048263 49.6106032)",,,
24926355,Grabenstraße,unclassified,,False,False,94.53,"LINESTRING (11.8064912 49.6106743, 11.8063505 49.6107924, 11.8062088 49.610896, 11.8060588 49.6109914, 11.805872 49.6110944, 11.8055297 49.6112437)",,,
24926355,Grabenstraße,unclassified,,False,True,40.979,"LINESTRING (11.8064912 49.6106743, 11.8066102 49.6105883, 11.8068537 49.6103905)",,,
30559884,Grabenstraße,residential,,False,False,78.017,"LINESTRING (11.8064912 49.6106743, 11.8064105 49.6106319, 11.806274 49.6104922, 11.8062412 49.6104335, 11.8063011 49.610405, 11.8068537 49.6103905)",,,
107546374,Ziegelanger,residential,,False,True,110.92899999999997,"LINESTRING (11.8017723 49.6109246, 11.8018597 49.6110151, 11.8019121 49.6111137, 11.801961 49.6112496, 11.8020252 49.6113905, 11.8020715 49.6114512, 11.8021877 49.6115139, 11.8022473 49.6115324, 11.8023666 49.611553, 11.8024838 49.6115592, 11.8026861 49.6115253)",,,
27350252,,tertiary,50,False,False,124.261,"LINESTRING (11.7997936 49.6141455, 11.7994915 49.6142578, 11.7991576 49.6143914, 11.7988581 49.614533, 11.7986224 49.6146825, 11.7984091 49.6148034)",St 2123,,
"[27350252, 46849191]",Bahnhofstraße,tertiary,50,False,"[False, True]",170.89100000000002,"LINESTRING (11.7997936 49.6141455, 11.8001437 49.6140599, 11.8006175 49.6139533, 11.8007894 49.6139183, 11.8010545 49.6138563, 11.8012927 49.6138004, 11.8014767 49.613737, 11.8017296 49.6136304, 11.8019424 49.613522)",St 2123,,
27392121,Josef-Kopf-Straße,residential,,False,False,101.983,"LINESTRING (11.7997936 49.6141455, 11.7998314 49.6141935, 11.799884 49.614238, 11.7999708 49.6142818, 11.8000229 49.6142998, 11.8001305 49.6143088, 11.8002173 49.6143178, 11.8002764 49.6143403, 11.8003441 49.6143786, 11.8003944 49.6144247, 11.8004308 49.6144854, 11.8005576 49.6148217)",,,
24931973,Frühlingstraße,residential,,False,True,54.419,"LINESTRING (11.8042397 49.6077377, 11.8048949 49.6079811)",,,
205803494,,residential,,False,False,32.939,"LINESTRING (11.8094411 49.6080548, 11.8094411 49.6081036, 11.8097227 49.6082707)",,,
29973741,Breite Gasse,residential,,False,False,30.261,"LINESTRING (11.8085786 49.6117476, 11.8087951 49.6115144)",,,
570998442,Breite Gasse,residential,,False,True,26.163,"LINESTRING (11.8085786 49.6117476, 11.8083138 49.6119086)",,,
585999104,,residential,,False,True,12.162,"LINESTRING (11.8085786 49.6117476, 11.8087375 49.6117845)",,,
585999104,,residential,,False,False,12.162,"LINESTRING (11.8087375 49.6117845, 11.8085786 49.6117476)",,,
205803495,Breite Gasse,residential,,False,True,35.739,"LINESTRING (11.8087375 49.6117845, 11.8088998 49.6116392, 11.8087951 49.6115144)",,,
205803503,,residential,,False,True,103.41300000000001,"LINESTRING (11.8087375 49.6117845, 11.8088792 49.6119337, 11.8090073 49.6121646, 11.8091101 49.6123314, 11.8091321 49.6124347, 11.809094 49.6125156, 11.8090048 49.6126442)",,,
205803479,Dippelgasse,residential,,False,False,129.357,"LINESTRING (11.8083138 49.6119086, 11.806971 49.6111364)",,,
570998442,Breite Gasse,residential,,False,False,26.163,"LINESTRING (11.8083138 49.6119086, 11.8085786 49.6117476)",,,
570998442,Breite Gasse,residential,,False,True,73.099,"LINESTRING (11.8083138 49.6119086, 11.8075928 49.6123711)",,,
24888894,Froschau,tertiary,50,False,False,87.51799999999999,"LINESTRING (11.8090048 49.6126442, 11.8086877 49.612569, 11.8080144 49.6124842, 11.8078328 49.6124456)",AS 5,,
24888894,Froschau,tertiary,50,False,True,87.406,"LINESTRING (11.8090048 49.6126442, 11.8092148 49.6126996, 11.8100003 49.6128589, 11.8101252 49.6129271)",AS 5,,
205803503,,residential,,False,False,103.413,"LINESTRING (11.8090048 49.6126442, 11.809094 49.6125156, 11.8091321 49.6124347, 11.8091101 49.6123314, 11.8090073 49.6121646, 11.8088792 49.6119337, 11.8087375 49.6117845)",,,
24931789,Kirchgasse,residential,,False,False,42.647999999999996,"LINESTRING (11.8073105 49.6108234, 11.8072716 49.6108701, 11.8070915 49.6110451, 11.806971 49.6111364)",,,
976273015,Rinostraße,residential,,False,True,143.009,"LINESTRING (11.7998425 49.6146896, 11.798878 49.6151855, 11.7984856 49.6148581, 11.7984091 49.6148034)",,,
27350252,,tertiary,50,False,True,124.26100000000001,"LINESTRING (11.7984091 49.6148034, 11.7986224 49.6146825, 11.7988581 49.614533, 11.7991576 49.6143914, 11.7994915 49.6142578, 11.7997936 49.6141455)",St 2123,,
976273015,Rinostraße,residential,,False,False,143.00900000000001,"LINESTRING (11.7984091 49.6148034, 11.7984856 49.6148581, 11.798878 49.6151855, 11.7998425 49.6146896)",,,
