osmid,highway,maxspeed,junction,oneway,reversed,length,geometry,name,bridge,ref,tunnel,lanes
148337933,residential,30,,False,True,67.446,"LINESTRING (10.2565755 49.7037406, 10.2564979 49.7039551, 10.2563433 49.7043282)",Am Stadtgraben West,,,,
26637121,residential,30,,False,True,145.851,"LINESTRING (10.260863 49.7082606, 10.2607611 49.7081695, 10.2606082 49.708042, 10.2604056 49.707865, 10.260112 49.7076422, 10.2598827 49.7074956, 10.2595109 49.7072899)",Schwanbergweg,,,,
987876589,residential,30,,False,False,58.115,"LINESTRING (10.260863 49.7082606, 10.2609419 49.7081626, 10.2613731 49.7078591)",Manegoldstraße,,,,
83523471,tertiary,,,False,False,8.296,"LINESTRING (10.2595109 49.7072899, 10.2595195 49.7072155)",Rödelseer Straße,,,,
26637121,residential,30,,False,False,145.851,"LINESTRING (10.2595109 49.7072899, 10.2598827 49.7074956, 10.260112 49.7076422, 10.2604056 49.707865, 10.2606082 49.708042, 10.2607611 49.7081695, 10.260863 49.7082606)",Schwanbergweg,,,,
45185445,tertiary,50,,False,True,143.059,"LINESTRING (10.2595109 49.7072899, 10.259358 49.7080517, 10.2590501 49.7085303)",Rödelseer Straße,,,,
26637150,residential,30,,False,True,162.91000000000003,"LINESTRING (10.2625893 49.7084944, 10.2628939 49.707757, 10.26289 49.7077214, 10.2628555 49.7076827, 10.2628056 49.7076608, 10.262162 49.7075128, 10.2619943 49.7074231)",Valentin-Arnold-Straße,,,,
45185446,tertiary,,,False,True,308.56699999999995,"LINESTRING (10.2667253 49.7065962, 10.2665104 49.7065858, 10.2660696 49.7065771, 10.2653262 49.7065509, 10.264751 49.7065019, 10.2644738 49.7064584, 10.2637791 49.70625, 10.2636687 49.7062207, 10.2634375 49.7061561, 10.2632744 49.7061332, 10.2631167 49.7061187, 10.2625555 49.7061284)",Schützenstraße,,,,
26637230,residential,30,,False,False,99.938,"LINESTRING (10.2590485 49.7071995, 10.2587727 49.7075882, 10.2586635 49.707677, 10.2586054 49.7077065, 10.2582385 49.7079058)",Neubergstraße,,,,
26647673,residential,30,,False,False,33.952,"LINESTRING (10.2590485 49.7071995, 10.2593746 49.7072171, 10.2595195 49.7072155)",Mühlenweg,,,,
26647673,residential,30,,False,True,157.272,"LINESTRING (10.2590485 49.7071995, 10.2588796 49.7071656, 10.257454 49.7068795, 10.2574043 49.7068657, 10.2569575 49.706786)",Mühlenweg,,,,
26648278,living_street,,,False,True,26.936,"LINESTRING (10.2555158 49.7069946, 10.2553072 49.7071958)",Am Hündlein,,,,
26648278,living_street,,,False,False,37.31,"LINESTRING (10.2555158 49.7069946, 10.2557333 49.7067471, 10.2557538 49.706698)",Am Hündlein,,,,
26648286,living_street,,,False,True,62.984,"LINESTRING (10.2555158 49.7069946, 10.2559028 49.7070874, 10.2562248 49.7071428, 10.2563526 49.707158)",Am Hündlein,,,,
26648278,living_street,,,False,False,64.676,"LINESTRING (10.2546414 49.708014, 10.2549794 49.7075301, 10.2550239 49.7074884)",Am Hündlein,,,,
26648278,living_street,,,False,True,75.848,"LINESTRING (10.2546414 49.708014, 10.2545676 49.7081486, 10.2545246 49.7082586, 10.2544872 49.7083966, 10.2544715 49.708519, 10.2544751 49.7086819)",Am Hündlein,,,,
26648281,living_street,,,False,True,85.848,"LINESTRING (10.2546414 49.708014, 10.2546999 49.7080384, 10.2552668 49.7081592, 10.2557801 49.7082374)",Am Hündlein,,,,
26648279,living_street,,,False,False,81.411,"LINESTRING (10.2560891 49.7077338, 10.2555437 49.7076273, 10.2550239 49.7074884)",Am Hündlein,,,,
26647666,living_street,,,False,True,7.372,"LINESTRING (10.2542238 49.7069831, 10.2542488 49.7069188)",Pfaffensteig,,,,
26647666,living_street,,,False,False,62.45099999999999,"LINESTRING (10.2542238 49.7069831, 10.2541341 49.7071083, 10.2540971 49.7071597, 10.2538586 49.7074334, 10.253826 49.7074818)",Pfaffensteig,,,,
"[26648280, 70762568]",living_street,,,False,False,82.244,"LINESTRING (10.2542238 49.7069831, 10.2543388 49.7069947, 10.2545886 49.707014, 10.2548626 49.707058, 10.2549646 49.7070838, 10.2553072 49.7071958)","['Pfaffensteig', 'Am Hündlein']",,,,
26647666,living_street,,,False,True,62.45099999999999,"LINESTRING (10.253826 49.7074818, 10.2538586 49.7074334, 10.2540971 49.7071597, 10.2541341 49.7071083, 10.2542238 49.7069831)",Pfaffensteig,,,,
129822669,residential,,,False,True,124.58699999999999,"LINESTRING (10.2598294 49.7007561, 10.2596518 49.7007315, 10.2587685 49.7005325, 10.2586629 49.7005213, 10.2585593 49.7005166, 10.258465 49.7005233, 10.2583761 49.7005386, 10.2581682 49.7005802)",Am Stadtgraben West,,,,
"[26637538, 446626005, 446626007]",residential,30,,False,False,76.168,"LINESTRING (10.2598294 49.7007561, 10.2597104 49.7008056, 10.2596806 49.7008389, 10.2596097 49.7009185, 10.2595838 49.7009633, 10.2595821 49.7009996, 10.2595785 49.7010367, 10.2595944 49.7010797, 10.2596119 49.7011207, 10.2596131 49.7011657, 10.2596005 49.7012092, 10.2595623 49.7012856, 10.2595105 49.7013643)",Bahnhofstraße,yes,,,
"[4599456, 1102776530, 1104862402]",tertiary,,,False,False,441.30500000000006,"LINESTRING (10.2598294 49.7007561, 10.2598703 49.7007705, 10.2599917 49.7007917, 10.260409 49.7008647, 10.2605702 49.700893, 10.2609881 49.7009662, 10.2610518 49.7009803, 10.2611704 49.7010064, 10.2612907 49.7010452, 10.2619607 49.7013441, 10.2628674 49.7016559, 10.2631543 49.7017409, 10.2634815 49.7018498, 10.2638268 49.7019634, 10.2640347 49.7020375, 10.2642607 49.7021143, 10.2644337 49.7021768, 10.2647214 49.7022926, 10.2652739 49.7025298)",Birklinger Straße,,KT 19,,
45185449,residential,30,,False,False,36.849,"LINESTRING (10.257915 49.7002921, 10.2581682 49.7005802)",Dr.-Karlheinz-Spielmann-Straße,,,,
26647677,residential,,,False,False,83.553,"LINESTRING (10.257915 49.7002921, 10.2582979 49.7001416, 10.2587775 49.7000445, 10.2589671 49.6999844)",Dr.-Karlheinz-Spielmann-Straße,,,,
45185449,residential,30,,False,True,36.849,"LINESTRING (10.2581682 49.7005802, 10.257915 49.7002921)",Dr.-Karlheinz-Spielmann-Straße,,,,
129822669,residential,,,False,False,124.58699999999999,"LINESTRING (10.2581682 49.7005802, 10.2583761 49.7005386, 10.258465 49.7005233, 10.2585593 49.7005166, 10.2586629 49.7005213, 10.2587685 49.7005325, 10.2596518 49.7007315, 10.2598294 49.7007561)",Am Stadtgraben West,,,,
129822669,residential,,,False,True,284.40400000000005,"LINESTRING (10.2581682 49.7005802, 10.2580767 49.7006109, 10.2579332 49.7006774, 10.2579106 49.7006879, 10.2577282 49.7008036, 10.2575152 49.7009712, 10.2573717 49.7011313, 10.2572575 49.7013217, 10.2572267 49.7013731, 10.2569642 49.7017943, 10.2568787 49.7020198, 10.2568329 49.7024013, 10.256768 49.7028627)",Am Stadtgraben West,,,,
26637544,residential,,,False,False,87.40299999999999,"LINESTRING (10.2583475 49.7033098, 10.2583756 49.7033845, 10.2584334 49.7035252, 10.2585092 49.7036485, 10.2585693 49.7036941, 10.2586424 49.7037163, 10.2587446 49.703726, 10.2589999 49.7037377, 10.2591324 49.7037487)",Maxstraße,,,,
45185447,residential,,,False,False,56.515,"LINESTRING (10.2583475 49.7033098, 10.2581073 49.7031953, 10.2579228 49.7030569, 10.2578323 49.702938)",Julius-Echter-Platz,,,,
92005568,residential,,,False,True,43.569,"LINESTRING (10.2583475 49.7033098, 10.2583326 49.7032222, 10.2583264 49.7030004, 10.2583212 49.7029186)",Julius-Echter-Platz,,,,
31291168,residential,,,False,False,35.227000000000004,"LINESTRING (10.2578323 49.702938, 10.2582286 49.7029212, 10.2583212 49.7029186)",Julius-Echter-Platz,,,,
"[31291168, 92005563, 92005575]",residential,,,False,"[False, True]",77.241,"LINESTRING (10.2578323 49.702938, 10.2576411 49.7029363, 10.2574161 49.702933, 10.257305 49.702925, 10.257156 49.7029014, 10.256768 49.7028627)",Julius-Echter-Platz,,,yes,
45185447,residential,,,False,True,56.515,"LINESTRING (10.2578323 49.702938, 10.2579228 49.7030569, 10.2581073 49.7031953, 10.2583475 49.7033098)",Julius-Echter-Platz,,,,
26637544,residential,,,False,True,93.06300000000002,"LINESTRING (10.2603775 49.7039675, 10.2600686 49.70389, 10.2596982 49.7038425, 10.259491 49.703813, 10.259361 49.7037854, 10.2592243 49.7037579, 10.2591324 49.7037487)",Maxstraße,,,,
"[991326140, 26637574]",residential,,,False,"[False, True]",31.467,"LINESTRING (10.2603775 49.7039675, 10.260654 49.7040333, 10.260756 49.7040393, 10.2607964 49.7040413)",Marktplatz,,,,
26638084,residential,,,False,False,74.826,"LINESTRING (10.2603775 49.7039675, 10.2603643 49.7039895, 10.2602447 49.7042209, 10.2599997 49.7045183, 10.2599594 49.7045815)",Pfarrgasse,,,,
26637601,residential,,,False,False,21.061,"LINESTRING (10.2604402 49.7054915, 10.260289 49.7055375, 10.2601643 49.7055481)",Kirchplatz,,,,
"[26637601, 91256756]",residential,,,False,True,98.293,"LINESTRING (10.2604402 49.7054915, 10.2604584 49.7054319, 10.2604483 49.7053805, 10.2604165 49.70534, 10.2603822 49.7052976, 10.2603699 49.7052553, 10.2603783 49.7051053, 10.2603801 49.7050729, 10.2604069 49.7049129, 10.2604718 49.7046243)","['Kirchplatz', 'Marktplatz']",,,,
26637604,residential,,,False,False,89.55799999999999,"LINESTRING (10.2604402 49.7054915, 10.2605725 49.7054905, 10.2606756 49.7054941, 10.261684 49.7055288)",Kirchgasse,,,,
26637613,residential,,,False,False,64.258,"LINESTRING (10.2630468 49.7046622, 10.2624854 49.7045263, 10.2622103 49.704459)",Geräthengasse,,,,
26638011,residential,,,False,True,33.316,"LINESTRING (10.2622103 49.704459, 10.262298 49.7041648)",Geräthengasse,,,,
26637613,residential,,,False,True,64.258,"LINESTRING (10.2622103 49.704459, 10.2624854 49.7045263, 10.2630468 49.7046622)",Geräthengasse,,,,
26638011,residential,,,False,False,47.001999999999995,"LINESTRING (10.2622103 49.704459, 10.2619833 49.7045116, 10.2618029 49.7045533, 10.2615868 49.7045829)",Geräthengasse,,,,
26637653,residential,,,False,False,231.225,"LINESTRING (10.2670099 49.703515, 10.266931 49.7035648, 10.2668719 49.7035887, 10.2668047 49.7036054, 10.2667424 49.70361, 10.2656519 49.7036125, 10.2647991 49.7035789, 10.2642372 49.7035568, 10.2642032 49.7035517, 10.2641794 49.7035365, 10.26417 49.7035185, 10.2641183 49.7033306)",Holzgasse,,,,
124176429,residential,30,,False,True,56.818,"LINESTRING (10.2670099 49.703515, 10.2673361 49.7033101, 10.2674133 49.7032758, 10.2675097 49.7032569, 10.2676506 49.7032547)",Ringsbühlweg,,,,
1104566105,tertiary,,,False,True,166.15100000000004,"LINESTRING (10.2670099 49.703515, 10.2661466 49.7030222, 10.2656246 49.70271, 10.2654315 49.7026108, 10.2652739 49.7025298)",Birklinger Straße,,KT 19,,
26637653,residential,,,False,True,231.22500000000002,"LINESTRING (10.2641183 49.7033306, 10.26417 49.7035185, 10.2641794 49.7035365, 10.2642032 49.7035517, 10.2642372 49.7035568, 10.2647991 49.7035789, 10.2656519 49.7036125, 10.2667424 49.70361, 10.2668047 49.7036054, 10.2668719 49.7035887, 10.266931 49.7035648, 10.2670099 49.703515)",Holzgasse,,,,
"[1102776529, 91856422]",residential,,,False,False,121.81700000000001,"LINESTRING (10.2641183 49.7033306, 10.2645532 49.7030339, 10.2650115 49.702704, 10.2650482 49.7026797, 10.2651078 49.7026401, 10.2652375 49.702554, 10.2652739 49.7025298)",Einersheimer Straße,,,,
"[1104566104, 26637656, 91856413]",residential,30,,False,"[False, True]",151.553,"LINESTRING (10.2641183 49.7033306, 10.2640661 49.7033513, 10.2640127 49.7033658, 10.2638498 49.7033953, 10.2637975 49.7034048, 10.2636894 49.7034148, 10.2636427 49.7034156, 10.2635613 49.7034169, 10.2632532 49.7034149, 10.2632201 49.7034146, 10.2620351 49.7033804)","['Einersheimer Straße', 'Lange Gasse']",,,building_passage,
26637660,tertiary,60,,False,True,114.47200000000001,"LINESTRING (10.2664567 49.701841, 10.266275 49.7019528, 10.2657739 49.7022416, 10.2653118 49.7025079, 10.2652739 49.7025298)",Einersheimer Straße,,,,
26637671,residential,30,,False,False,18.812,"LINESTRING (10.2664567 49.701841, 10.2665601 49.7018804, 10.2666006 49.7018828, 10.2667011 49.7018886)",Kalbweg,,,,
26637671,residential,30,,False,True,40.969,"LINESTRING (10.267268 49.7018523, 10.2667011 49.7018886)",Kalbweg,,,,
26648992,residential,30,,False,False,230.75400000000002,"LINESTRING (10.267268 49.7018523, 10.2672593 49.7025523, 10.2671857 49.7027186, 10.2666168 49.70272, 10.2666777 49.70243, 10.2666989 49.7019402, 10.2667011 49.7018886)",Kalbweg,,,,
124176429,residential,30,,False,False,56.818,"LINESTRING (10.2676506 49.7032547, 10.2675097 49.7032569, 10.2674133 49.7032758, 10.2673361 49.7033101, 10.2670099 49.703515)",Ringsbühlweg,,,,
26637538,residential,30,,False,False,38.88100000000001,"LINESTRING (10.25848 49.7025863, 10.2584078 49.7027035, 10.2583468 49.7028086, 10.2583276 49.7028932, 10.2583212 49.7029186)",Bahnhofstraße,,,,
26637538,residential,30,,False,True,34.512,"LINESTRING (10.25848 49.7025863, 10.2586368 49.7023631, 10.2586842 49.7023158, 10.2586917 49.7023084)",Bahnhofstraße,,,,
987961592,residential,,,False,False,117.374,"LINESTRING (10.25848 49.7025863, 10.2588501 49.7026336, 10.259972 49.7027769, 10.2600788 49.7027971)",Ludwigstraße,,,,
91856419,residential,,,False,True,15.964,"LINESTRING (10.2619887 49.70324, 10.2620351 49.7033804)",Lange Gasse,,,,
"[26637936, 987961593]",residential,,,False,True,146.89000000000001,"LINESTRING (10.2619887 49.70324, 10.2614111 49.7031296, 10.2612191 49.7030894, 10.2610152 49.7030216, 10.2608046 49.7029852, 10.2606181 49.7029692, 10.260528 49.7029516, 10.2603927 49.7029091, 10.2600788 49.7027971)",Ludwigstraße,,,,
26648985,residential,,,False,False,90.007,"LINESTRING (10.2619887 49.70324, 10.2619992 49.7028865, 10.2619983 49.7025335, 10.2620179 49.7024314)",Obere Gasse,,,,
26637942,residential,,,False,True,58.601000000000006,"LINESTRING (10.2600788 49.7027971, 10.2602713 49.7025461, 10.2603356 49.7024407, 10.2604381 49.7023248)",Obere Gräbengasse,,,,
987961592,residential,,,False,True,117.374,"LINESTRING (10.2600788 49.7027971, 10.259972 49.7027769, 10.2588501 49.7026336, 10.25848 49.7025863)",Ludwigstraße,,,,
"[26637936, 987961593]",residential,,,False,False,146.89000000000001,"LINESTRING (10.2600788 49.7027971, 10.2603927 49.7029091, 10.260528 49.7029516, 10.2606181 49.7029692, 10.2608046 49.7029852, 10.2610152 49.7030216, 10.2612191 49.7030894, 10.2614111 49.7031296, 10.2619887 49.70324)",Ludwigstraße,,,,
26637942,residential,,,False,False,58.601,"LINESTRING (10.2604381 49.7023248, 10.2603356 49.7024407, 10.2602713 49.7025461, 10.2600788 49.7027971)",Obere Gräbengasse,,,,
26637942,residential,,,False,True,26.983,"LINESTRING (10.2604381 49.7023248, 10.260314 49.7022985, 10.2600713 49.7022788)",Obere Gräbengasse,,,,
26637947,residential,,,False,True,134.344,"LINESTRING (10.2604381 49.7023248, 10.2605609 49.7022478, 10.2608303 49.7020465, 10.2609144 49.7019531, 10.2610185 49.7015764, 10.2605012 49.7015127)",Untere Gräbengasse,,,,
26637942,residential,,,False,False,26.983,"LINESTRING (10.2600713 49.7022788, 10.260314 49.7022985, 10.2604381 49.7023248)",Obere Gräbengasse,,,,
26637942,residential,,,False,True,100.223,"LINESTRING (10.2600713 49.7022788, 10.2599485 49.702284, 10.2596168 49.7023367, 10.2592683 49.7023388, 10.2588724 49.7023323, 10.2586917 49.7023084)",Obere Gräbengasse,,,,
26637945,residential,,,False,True,91.161,"LINESTRING (10.2600713 49.7022788, 10.2601119 49.7021743, 10.2601599 49.7020998, 10.260211 49.7020588, 10.2604744 49.7016065, 10.2605012 49.7015127)",Mittlere Gräbengasse,,,,
26637538,residential,30,,False,False,34.512,"LINESTRING (10.2586917 49.7023084, 10.2586842 49.7023158, 10.2586368 49.7023631, 10.25848 49.7025863)",Bahnhofstraße,,,,
26637538,residential,30,,False,True,120.394,"LINESTRING (10.2586917 49.7023084, 10.258775 49.702226, 10.2595105 49.7013643)",Bahnhofstraße,,,,
26637942,residential,,,False,False,100.22299999999998,"LINESTRING (10.2586917 49.7023084, 10.2588724 49.7023323, 10.2592683 49.7023388, 10.2596168 49.7023367, 10.2599485 49.702284, 10.2600713 49.7022788)",Obere Gräbengasse,,,,
26637945,residential,,,False,False,91.16099999999999,"LINESTRING (10.2605012 49.7015127, 10.2604744 49.7016065, 10.260211 49.7020588, 10.2601599 49.7020998, 10.2601119 49.7021743, 10.2600713 49.7022788)",Mittlere Gräbengasse,,,,
26637947,residential,,,False,False,134.344,"LINESTRING (10.2605012 49.7015127, 10.2610185 49.7015764, 10.2609144 49.7019531, 10.2608303 49.7020465, 10.2605609 49.7022478, 10.2604381 49.7023248)",Untere Gräbengasse,,,,
26637947,residential,,,False,True,73.179,"LINESTRING (10.2605012 49.7015127, 10.2600499 49.7014568, 10.2595105 49.7013643)",Untere Gräbengasse,,,,
26637538,residential,30,,False,False,120.394,"LINESTRING (10.2595105 49.7013643, 10.258775 49.702226, 10.2586917 49.7023084)",Bahnhofstraße,,,,
"[26637538, 446626005, 446626007]",residential,30,,False,True,76.168,"LINESTRING (10.2595105 49.7013643, 10.2595623 49.7012856, 10.2596005 49.7012092, 10.2596131 49.7011657, 10.2596119 49.7011207, 10.2595944 49.7010797, 10.2595785 49.7010367, 10.2595821 49.7009996, 10.2595838 49.7009633, 10.2596097 49.7009185, 10.2596806 49.7008389, 10.2597104 49.7008056, 10.2598294 49.7007561)",Bahnhofstraße,yes,,,
26637947,residential,,,False,False,73.179,"LINESTRING (10.2595105 49.7013643, 10.2600499 49.7014568, 10.2605012 49.7015127)",Untere Gräbengasse,,,,
26637544,residential,,,False,False,93.06299999999999,"LINESTRING (10.2591324 49.7037487, 10.2592243 49.7037579, 10.259361 49.7037854, 10.259491 49.703813, 10.2596982 49.7038425, 10.2600686 49.70389, 10.2603775 49.7039675)",Maxstraße,,,,
26637544,residential,,,False,True,87.40299999999999,"LINESTRING (10.2591324 49.7037487, 10.2589999 49.7037377, 10.2587446 49.703726, 10.2586424 49.7037163, 10.2585693 49.7036941, 10.2585092 49.7036485, 10.2584334 49.7035252, 10.2583756 49.7033845, 10.2583475 49.7033098)",Maxstraße,,,,
91856430,residential,,,False,True,83.28999999999999,"LINESTRING (10.2591324 49.7037487, 10.2591057 49.703853, 10.2590432 49.7040201, 10.2589682 49.7041637, 10.2589418 49.7041942, 10.2589182 49.7042145, 10.25887 49.7042323, 10.258555 49.7041402)",Maxstraße,,,,
328677033,residential,,,False,True,37.154,"LINESTRING (10.2599594 49.7045815, 10.2604718 49.7046243)",Marktplatz,,,,
26638084,residential,,,False,True,74.826,"LINESTRING (10.2599594 49.7045815, 10.2599997 49.7045183, 10.2602447 49.7042209, 10.2603643 49.7039895, 10.2603775 49.7039675)",Pfarrgasse,,,,
"[691222595, 691222596, 708213445, 91256760, 91256762, 83523453]",residential,,,False,False,180.50100000000003,"LINESTRING (10.2599594 49.7045815, 10.2599318 49.704626, 10.2599346 49.7046349, 10.2598672 49.7048313, 10.2598418 49.7049053, 10.2598002 49.7050164, 10.2597528 49.7051433, 10.2596928 49.7052726, 10.2596847 49.7052906, 10.2596482 49.7053919, 10.2596454 49.7054171, 10.2596605 49.7055192, 10.2596839 49.7056115, 10.2596829 49.7056947, 10.259669 49.7057593, 10.2596655 49.7058106, 10.2596701 49.7059654, 10.2596799 49.7060331, 10.2596866 49.7060699, 10.2596879 49.7060795, 10.2596995 49.7061752)","['Rödelseer Tor', 'Pfarrgasse']",,,yes,
328677033,residential,,,False,False,37.154,"LINESTRING (10.2604718 49.7046243, 10.2599594 49.7045815)",Marktplatz,,,,
"[26637601, 91256756]",residential,,,False,False,98.29299999999999,"LINESTRING (10.2604718 49.7046243, 10.2604069 49.7049129, 10.2603801 49.7050729, 10.2603783 49.7051053, 10.2603699 49.7052553, 10.2603822 49.7052976, 10.2604165 49.70534, 10.2604483 49.7053805, 10.2604584 49.7054319, 10.2604402 49.7054915)","['Kirchplatz', 'Marktplatz']",,,,
"[328677033, 991326139]",residential,,,False,True,14.963999999999999,"LINESTRING (10.2604718 49.7046243, 10.2606315 49.7046128, 10.2606783 49.7046079)",Marktplatz,,,,
26648985,residential,,,False,True,90.007,"LINESTRING (10.2620179 49.7024314, 10.2619983 49.7025335, 10.2619992 49.7028865, 10.2619887 49.70324)",Obere Gasse,,,,
26638006,residential,,,False,False,38.429,"LINESTRING (10.2617979 49.704053, 10.2618815 49.704089, 10.2620579 49.7041102, 10.262298 49.7041648)",Breite Gasse,,,,
91856413,residential,,,False,False,77.157,"LINESTRING (10.2617979 49.704053, 10.2618255 49.7040347, 10.2619368 49.7036546, 10.2620351 49.7033804)",Lange Gasse,,,,
"[328677034, 991326140, 91856413]",residential,,,False,"[False, True]",72.484,"LINESTRING (10.2617979 49.704053, 10.261755 49.7040668, 10.2613866 49.7040662, 10.2612084 49.7040586, 10.261188 49.7040565, 10.2609676 49.7040499, 10.2607964 49.7040413)","['Lange Gasse', 'Marktplatz']",,,,
26638006,residential,,,False,True,59.726,"LINESTRING (10.2631226 49.7042284, 10.2626697 49.7041971, 10.262298 49.7041648)",Breite Gasse,,,,
26638011,residential,,,False,False,33.316,"LINESTRING (10.262298 49.7041648, 10.2622103 49.704459)",Geräthengasse,,,,
26638006,residential,,,False,False,59.726,"LINESTRING (10.262298 49.7041648, 10.2626697 49.7041971, 10.2631226 49.7042284)",Breite Gasse,,,,
26638006,residential,,,False,True,38.429,"LINESTRING (10.262298 49.7041648, 10.2620579 49.7041102, 10.2618815 49.704089, 10.2617979 49.704053)",Breite Gasse,,,,
148337950,residential,,,False,False,6.42,"LINESTRING (10.2596995 49.7061752, 10.2597582 49.7062187)",Rödelseer Tor,,,,
348314718,residential,,,False,True,99.813,"LINESTRING (10.2596995 49.7061752, 10.2596436 49.706167, 10.2586995 49.7060293, 10.2584636 49.7059949, 10.2583455 49.7059777)",,,,,
"[691222595, 691222596, 708213445, 91256760, 91256762, 83523453]",residential,,,False,True,180.501,"LINESTRING (10.2596995 49.7061752, 10.2596879 49.7060795, 10.2596866 49.7060699, 10.2596799 49.7060331, 10.2596701 49.7059654, 10.2596655 49.7058106, 10.259669 49.7057593, 10.2596829 49.7056947, 10.2596839 49.7056115, 10.2596605 49.7055192, 10.2596454 49.7054171, 10.2596482 49.7053919, 10.2596847 49.7052906, 10.2596928 49.7052726, 10.2597528 49.7051433, 10.2598002 49.7050164, 10.2598418 49.7049053, 10.2598672 49.7048313, 10.2599346 49.7046349, 10.2599318 49.704626, 10.2599594 49.7045815)","['Rödelseer Tor', 'Pfarrgasse']",,,yes,
148337933,residential,30,,False,False,73.277,"LINESTRING (10.2560973 49.7049677, 10.2563433 49.7043282)",Am Stadtgraben West,,,,
26637049,residential,,,False,True,96.08699999999999,"LINESTRING (10.2560973 49.7049677, 10.2560632 49.705027, 10.2560047 49.7050982, 10.2555423 49.7054783, 10.2553011 49.7056562)",Am Stadtgraben West,,,,
348314718,residential,,,False,False,99.813,"LINESTRING (10.2583455 49.7059777, 10.2584636 49.7059949, 10.2586995 49.7060293, 10.2596436 49.706167, 10.2596995 49.7061752)",,,,,
987876589,residential,30,,False,False,65.923,"LINESTRING (10.2613731 49.7078591, 10.2619943 49.7074231)",Manegoldstraße,,,,
26648977,residential,,,False,True,35.937,"LINESTRING (10.2613731 49.7078591, 10.2614495 49.7078958, 10.2618247 49.7079937)",Manegoldstraße,,,,
987876589,residential,30,,False,True,58.115,"LINESTRING (10.2613731 49.7078591, 10.2609419 49.7081626, 10.260863 49.7082606)",Manegoldstraße,,,,
26637172,residential,30,,True,False,110.707,"LINESTRING (10.2623442 49.7071696, 10.2623804 49.7071244, 10.2624022 49.7070723, 10.2624601 49.7065295, 10.2624781 49.7064699, 10.2625036 49.7064187, 10.2625448 49.7061881)",Manegoldstraße,,,,1
987876589,residential,30,,False,True,37.841,"LINESTRING (10.2623442 49.7071696, 10.2622697 49.7072356, 10.2619943 49.7074231)",Manegoldstraße,,,,
