osmid,lanes,name,highway,oneway,reversed,length,width,ref,maxspeed,geometry,access,junction
14520353,1,Dorper Straße,tertiary,False,True,10.186,,,,"LINESTRING (7.0867011 51.1711596, 7.0865563 51.1711718)",,
1126577644,2,Wupperstraße,tertiary,False,True,9.513,6.5,,,"LINESTRING (7.0867011 51.1711596, 7.0868365 51.171149)",,
222141843,2,Goerdelerstraße,primary,True,False,129.973,,B 224,50,"LINESTRING (7.0867011 51.1711596, 7.086723 51.1713102, 7.0867615 51.1718022, 7.0867654 51.1719812, 7.0867447 51.172327)",,
14520377,,Wupperstraße,residential,False,False,68.137,6.5,,,"LINESTRING (7.0909045 51.1722587, 7.0913311 51.1724745, 7.0914515 51.1725382, 7.0916535 51.1726521)",,
210789022,2,Wupperstraße,tertiary,False,False,76.253,6.5,,50,"LINESTRING (7.0909045 51.1722587, 7.0903477 51.1720651, 7.0902221 51.1720204, 7.0901232 51.1719847, 7.0899499 51.171924)",,
9778487,2,Schwesternstraße,primary_link,True,False,12.579,,L 427,50,"LINESTRING (7.0848052 51.1748589, 7.0846265 51.1748432)",,
52672755,,Max-Leven-Gasse,residential,True,False,129.02700000000002,,,30,"LINESTRING (7.0801699 51.1697306, 7.0804931 51.1696255, 7.0806552 51.1695718, 7.0811363 51.1694195, 7.0812389 51.1693888, 7.081777 51.1692303, 7.0818026 51.1692211, 7.0818257 51.1692129)",,
122107485,,Am Neumarkt,residential,True,False,73.039,,,30,"LINESTRING (7.0801699 51.1697306, 7.0808782 51.1700002, 7.0810635 51.1700734)",,
474357578,,,residential,False,True,49.646,,,,"LINESTRING (7.0801699 51.1697306, 7.0800671 51.1698374, 7.0798379 51.1700887, 7.0798124 51.1701167)",,
25965088,2,Heinestraße,residential,False,False,59.709,,,30,"LINESTRING (7.0795401 51.1693831, 7.0792371 51.1695578, 7.0789096 51.1697465)",,
1184504491,,Am Neumarkt,residential,True,False,58.727000000000004,,,30,"LINESTRING (7.0795401 51.1693831, 7.0796672 51.1694706, 7.079734 51.1695179, 7.0799376 51.1696263, 7.0801699 51.1697306)",,
25965088,2,Heinestraße,residential,False,True,59.709,,,30,"LINESTRING (7.0789096 51.1697465, 7.0792371 51.1695578, 7.0795401 51.1693831)",,
30049359,1,Heinestraße,residential,True,False,142.111,,,30,"LINESTRING (7.0789096 51.1697465, 7.0786382 51.1699373, 7.0783779 51.1701204, 7.0781634 51.1702673, 7.0780913 51.1703205, 7.0778415 51.1705036, 7.0777309 51.1705796, 7.0775544 51.170701)",,
"[1238436468, 122107486]",,Bergstraße,residential,False,False,150.89000000000001,,,30,"LINESTRING (7.0789096 51.1697465, 7.0788135 51.1696781, 7.0781946 51.169164, 7.0780687 51.1690533, 7.0780349 51.1690236, 7.0778304 51.168844, 7.0777315 51.1687572, 7.0776185 51.168658)",,
137122031,,Bergstraße,residential,False,True,48.211000000000006,,,30,"LINESTRING (7.0808018 51.1704271, 7.0813223 51.1705857, 7.0813466 51.1706037, 7.0813618 51.17062, 7.0813831 51.1706449)",,
"[1126475173, 80321414]",,Bergstraße,residential,True,False,77.15700000000001,,,30,"LINESTRING (7.0808018 51.1704271, 7.0798718 51.1701399, 7.0798124 51.1701167)",,
30042152,,Blumenstraße,residential,False,True,132.822,,,30,"LINESTRING (7.0833096 51.172181, 7.0832914 51.1721863, 7.0832323 51.1722033, 7.0831648 51.1722266, 7.0830934 51.1722617, 7.0829837 51.1723269, 7.0829031 51.172382, 7.0827679 51.1725251, 7.0827072 51.1726146, 7.0826525 51.1727481, 7.0826111 51.1728879, 7.0825924 51.1730619, 7.082561 51.1731451, 7.0825111 51.1731997)",,
