osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,access,width
32047927,Heinrichstraße,residential,30,False,False,103.649,"LINESTRING (10.0325428 51.8695427, 10.0335154 51.8694059, 10.0340269 51.8694216)",,,,
1024948571,Roswithastraße,tertiary,30,False,False,119.688,"LINESTRING (10.0325428 51.8695427, 10.032762 51.8703227, 10.0327368 51.870607)",,,,
1024948571,Roswithastraße,tertiary,30,False,True,15.655999999999999,"LINESTRING (10.0325428 51.8695427, 10.0325068 51.8694234, 10.0325009 51.8694043)",,,,
8097543,Hohenhöfen,tertiary,50,False,False,72.807,"LINESTRING (10.0299778 51.8671114, 10.0309801 51.8668977)",,,,
8097543,Hohenhöfen,tertiary,50,False,True,198.716,"LINESTRING (10.0299778 51.8671114, 10.0291016 51.8672897, 10.0281844 51.8674503, 10.0271897 51.8675847)",,,,
32113366,Brackebuschweg,residential,,True,False,141.265,"LINESTRING (10.0299778 51.8671114, 10.0293783 51.8664473, 10.029159 51.866229, 10.0289779 51.8660018)",,,,
29214926,Baderstraße,residential,30,False,True,122.091,"LINESTRING (10.0241574 51.871765, 10.0242309 51.8716581, 10.0243101 51.8714304, 10.0244318 51.8712168, 10.0246872 51.871097, 10.0247794 51.8708708, 10.0248836 51.8708061)",,,,
30436805,Moritzstraße,living_street,,False,False,75.6,"LINESTRING (10.0243785 51.8699452, 10.0243926 51.8701623, 10.024421 51.8702451, 10.0244892 51.8704215, 10.0246318 51.8705973)",,,,
30436805,Moritzstraße,living_street,,False,True,135.484,"LINESTRING (10.0243785 51.8699452, 10.024419 51.8696544, 10.0245048 51.8692164, 10.0245091 51.8691029, 10.0243838 51.8687392)",,,,
30436805,Moritzstraße,living_street,,False,True,75.6,"LINESTRING (10.0246318 51.8705973, 10.0244892 51.8704215, 10.024421 51.8702451, 10.0243926 51.8701623, 10.0243785 51.8699452)",,,,
32047969,Burgstraße,secondary,30,False,False,30.607,"LINESTRING (10.0246318 51.8705973, 10.0246922 51.8706024, 10.0247257 51.8706191, 10.0247595 51.8706663, 10.0248416 51.8707603, 10.0248836 51.8708061)",,,,
32047955,Am Küchengraben,residential,30,False,True,173.435,"LINESTRING (10.0265872 51.8682318, 10.02668 51.8682443, 10.0270634 51.8683668, 10.0274467 51.8683806, 10.0290263 51.8681718)",,,,
31986377,An der Stadtmauer,residential,30,False,False,181.738,"LINESTRING (10.0255184 51.8686663, 10.025853 51.8686716, 10.0265012 51.8687342, 10.0266625 51.8687864, 10.0267455 51.868887, 10.0270613 51.8693694, 10.0272401 51.8696234)",,,,
31986377,An der Stadtmauer,residential,30,False,True,78.60900000000001,"LINESTRING (10.0255184 51.8686663, 10.0251551 51.8686638, 10.0248739 51.8686814, 10.0243838 51.8687392)",,,,
32113411,Barfüßerkloster,residential,30,False,False,68.873,"LINESTRING (10.0255184 51.8686663, 10.0255507 51.8687144, 10.025548 51.869198, 10.0255009 51.8692765)",,,,
32113411,Barfüßerkloster,residential,30,False,True,57.871,"LINESTRING (10.025896 51.8697349, 10.0258598 51.8696675, 10.0255009 51.8692765)",,,,
14863570,Moritzstraße,tertiary,50,False,False,51.18,"LINESTRING (10.0241185 51.8680146, 10.0241347 51.8678533, 10.0241546 51.8676561, 10.0242001 51.867559)",K 641,,,
14863570,Moritzstraße,tertiary,50,False,True,45.67399999999999,"LINESTRING (10.0241185 51.8680146, 10.0241191 51.8681119, 10.024135 51.8682571, 10.0242042 51.8684195)",K 641,,,
44173996,Hennebergstraße,residential,,False,True,13.877,"LINESTRING (10.0254932 51.8717341, 10.0254918 51.8718589)",,,,
88524896,Hennebergstraße,residential,,True,False,68.98599999999999,"LINESTRING (10.0254932 51.8717341, 10.025532 51.8713822, 10.0255729 51.8711157)",,,,
32047912,Am Stadtwall,residential,,True,False,105.426,"LINESTRING (10.0268835 51.8714724, 10.0265794 51.8715383, 10.0262951 51.8716073, 10.025992 51.8717075, 10.0258797 51.8717606, 10.0257888 51.871785, 10.0257224 51.8717861, 10.0256058 51.871782, 10.0255414 51.8717663, 10.0254932 51.8717341)",,,,
32047966,Am Plan,residential,,False,False,47.131,"LINESTRING (10.0268835 51.8714724, 10.0269431 51.8716807, 10.02728 51.8717233)",,,,
32047966,Am Plan,residential,,False,True,51.926,"LINESTRING (10.0268835 51.8714724, 10.0268521 51.8710692, 10.0268437 51.8710061)",,,,
32047966,Am Plan,residential,,False,True,47.131,"LINESTRING (10.02728 51.8717233, 10.0269431 51.8716807, 10.0268835 51.8714724)",,,,
32048025,Hagenmühlenweg,residential,30,False,False,38.741,"LINESTRING (10.0302039 51.8714584, 10.0304474 51.8711441)",,,destination,4
32047917,Hagenmühlenweg,residential,,False,True,91.043,"LINESTRING (10.0302039 51.8714584, 10.0295135 51.8720371, 10.0293834 51.8720967)",,,,
32047920,Ochsenwall,residential,30,False,True,164.45,"LINESTRING (10.0302039 51.8714584, 10.0298997 51.8713124, 10.0295343 51.8709755, 10.0290872 51.8707874, 10.0289743 51.8707026, 10.0286792 51.8703908, 10.0286444 51.870369)",,,,
32047970,Tennisplatzweg,residential,30,False,False,139.542,"LINESTRING (10.0302039 51.8714584, 10.0308968 51.8716467, 10.0316302 51.872291)",,,,
32048025,Hagenmühlenweg,residential,30,False,True,38.741,"LINESTRING (10.0304474 51.8711441, 10.0302039 51.8714584)",,,destination,4
32047971,Petristraße,residential,30,True,False,67.194,"LINESTRING (10.031689 51.8695726, 10.03076 51.8697627)",,,,
32047925,Jahnstraße,residential,30,False,True,113.975,"LINESTRING (10.031689 51.8695726, 10.0317093 51.8695893, 10.0318444 51.86978, 10.0317807 51.870575)",,,,
24878942,Roswithastraße,tertiary,30,False,True,36.778000000000006,"LINESTRING (10.0325009 51.8694043, 10.0324931 51.8691685, 10.0324808 51.8690739)",,,,
32047971,Petristraße,residential,30,True,False,58.80500000000001,"LINESTRING (10.0325009 51.8694043, 10.0319869 51.8695075, 10.031689 51.8695726)",,,,
1024948571,Roswithastraße,tertiary,30,False,False,15.655999999999999,"LINESTRING (10.0325009 51.8694043, 10.0325068 51.8694234, 10.0325428 51.8695427)",,,,
32047920,Ochsenwall,residential,30,False,False,164.45000000000002,"LINESTRING (10.0286444 51.870369, 10.0286792 51.8703908, 10.0289743 51.8707026, 10.0290872 51.8707874, 10.0295343 51.8709755, 10.0298997 51.8713124, 10.0302039 51.8714584)",,,,
32047971,Petristraße,residential,30,True,False,32.71,"LINESTRING (10.0286444 51.870369, 10.0284543 51.8703679, 10.0281848 51.8704276)",,,,
32047970,Tennisplatzweg,residential,30,False,True,139.542,"LINESTRING (10.0316302 51.872291, 10.0308968 51.8716467, 10.0302039 51.8714584)",,,,
947818061,Roswithastraße,tertiary,30,False,False,6.376,"LINESTRING (10.0326381 51.8716843, 10.0326317 51.8717415)",,,,
"[32047928, 32047980]","['Odastraße', 'Ottostraße']",residential,30,False,"[False, True]",205.743,"LINESTRING (10.0326381 51.8716843, 10.0338361 51.8717327, 10.0338869 51.871714, 10.033904 51.8716803, 10.0340109 51.8706452)",,,,
947818061,Roswithastraße,tertiary,30,False,True,119.984,"LINESTRING (10.0326381 51.8716843, 10.0326527 51.8714828, 10.0327368 51.870607)",,,,
32047928,Odastraße,residential,30,False,True,136.063,"LINESTRING (10.0340109 51.8706452, 10.0340269 51.8694216)",,,,
947818062,Ludolfstraße,residential,30,False,False,47.025,"LINESTRING (10.0340109 51.8706452, 10.0346889 51.8707052)",,,,
947818062,Ludolfstraße,residential,30,False,True,87.578,"LINESTRING (10.0340109 51.8706452, 10.0327368 51.870607)",,,,
"[32047928, 32047980]","['Odastraße', 'Ottostraße']",residential,30,False,"[False, True]",205.743,"LINESTRING (10.0340109 51.8706452, 10.033904 51.8716803, 10.0338869 51.871714, 10.0338361 51.8717327, 10.0326381 51.8716843)",,,,
947818062,Ludolfstraße,residential,30,False,False,87.578,"LINESTRING (10.0327368 51.870607, 10.0340109 51.8706452)",,,,
"[947818060, 32047982, 947818063]",Ludolfstraße,residential,30,False,True,65.741,"LINESTRING (10.0327368 51.870607, 10.032269 51.8705926, 10.0319517 51.8705825, 10.0317807 51.870575)",,,,
947818061,Roswithastraße,tertiary,30,False,False,119.984,"LINESTRING (10.0327368 51.870607, 10.0326527 51.8714828, 10.0326381 51.8716843)",,,,
1024948571,Roswithastraße,tertiary,30,False,True,119.688,"LINESTRING (10.0327368 51.870607, 10.032762 51.8703227, 10.0325428 51.8695427)",,,,
32047925,Jahnstraße,residential,30,False,False,113.975,"LINESTRING (10.0317807 51.870575, 10.0318444 51.86978, 10.0317093 51.8695893, 10.031689 51.8695726)",,,,
"[947818060, 32047982, 947818063]",Ludolfstraße,residential,30,False,False,65.741,"LINESTRING (10.0317807 51.870575, 10.0319517 51.8705825, 10.032269 51.8705926, 10.0327368 51.870607)",,,,
32047982,Ludolfstraße,residential,30,False,True,110.683,"LINESTRING (10.0317807 51.870575, 10.0311873 51.8705543, 10.0311165 51.8709224, 10.0310253 51.8711739)",,,,
32047982,Ludolfstraße,residential,30,False,False,110.683,"LINESTRING (10.0310253 51.8711739, 10.0311165 51.8709224, 10.0311873 51.8705543, 10.0317807 51.870575)",,,,
32047928,Odastraße,residential,30,False,False,136.063,"LINESTRING (10.0340269 51.8694216, 10.0340109 51.8706452)",,,,
32047928,Odastraße,residential,30,False,True,62.672,"LINESTRING (10.0340269 51.8694216, 10.034035 51.868858)",,,,
32047927,Heinrichstraße,residential,30,False,True,103.649,"LINESTRING (10.0340269 51.8694216, 10.0335154 51.8694059, 10.0325428 51.8695427)",,,,
32047928,Odastraße,residential,30,False,False,62.672,"LINESTRING (10.034035 51.868858, 10.0340269 51.8694216)",,,,
947818062,Ludolfstraße,residential,30,False,True,47.025,"LINESTRING (10.0346889 51.8707052, 10.0340109 51.8706452)",,,,
1115585173,Königsberger Straße,residential,,False,False,46.022,"LINESTRING (10.0368842 51.8707434, 10.0362139 51.8707397)",,,,
1115585173,Königsberger Straße,residential,,False,True,46.022,"LINESTRING (10.0362139 51.8707397, 10.0368842 51.8707434)",,,,
32047929,Breslauer Straße,residential,,False,False,164.49200000000002,"LINESTRING (10.0362139 51.8707397, 10.0361962 51.8700147, 10.0361045 51.8692626)",,,,
32047929,Breslauer Straße,residential,,False,False,60.987,"LINESTRING (10.0360538 51.8677492, 10.035994 51.8676818, 10.0355845 51.8672837)",,,,
32047929,Breslauer Straße,residential,,False,True,59.126999999999995,"LINESTRING (10.0360538 51.8677492, 10.0360875 51.867823, 10.0360749 51.868278)",,,,
"[24878944, 24878945, 32047923, 1190463167]","['Roswithastraße', 'Lohmühlenweg']",tertiary,50,False,False,211.78300000000002,"LINESTRING (10.0331007 51.8730533, 10.0329881 51.8731791, 10.0329765 51.8731928, 10.0328692 51.8733269, 10.0328579 51.873338, 10.0327527 51.8733979, 10.032629 51.8734312, 10.0324895 51.8734341, 10.0320269 51.8733954, 10.0311653 51.8732957, 10.0306684 51.8732459, 10.0305914 51.8732414, 10.0305005 51.8732487, 10.0303845 51.873285)",,yes,,
"[24878945, 947818061]",Roswithastraße,tertiary,30,False,True,78.89699999999999,"LINESTRING (10.0331007 51.8730533, 10.0330413 51.8729034, 10.0326886 51.8726304, 10.0325773 51.8724362)",,,,
"[32047948, 32047949, 116639823, 143955538, 40931669]",Am Osterbergsee,residential,,False,True,377.8140000000001,"LINESTRING (10.0331007 51.8730533, 10.0332716 51.8731013, 10.0334606 51.8731699, 10.033637 51.873322, 10.0336965 51.8733689, 10.0337581 51.8734014, 10.0340274 51.8734627, 10.0342736 51.8734925, 10.0345154 51.8735135, 10.0347465 51.8735147, 10.0348869 51.8735104, 10.035047 51.8735016, 10.0350741 51.8733373, 10.035124 51.873162, 10.0351688 51.8730044, 10.0352561 51.8725975, 10.0352782 51.8725583, 10.0353531 51.8725292, 10.0359085 51.872389, 10.036123 51.8723587, 10.0364191 51.8722441, 10.036611 51.8722108, 10.0369068 51.8721949)",,,,
32047944,Stettiner Straße,residential,,False,False,40.509,"LINESTRING (10.0360749 51.868278, 10.0366582 51.8682233)",,,,
32047929,Breslauer Straße,residential,,False,False,59.126999999999995,"LINESTRING (10.0360749 51.868278, 10.0360875 51.867823, 10.0360538 51.8677492)",,,,
32047929,Breslauer Straße,residential,,False,True,109.552,"LINESTRING (10.0360749 51.868278, 10.0360785 51.8688382, 10.0360822 51.869044, 10.0360878 51.8691686, 10.0361045 51.8692626)",,,,
32047944,Stettiner Straße,residential,,False,True,40.509,"LINESTRING (10.0366582 51.8682233, 10.0360749 51.868278)",,,,
32047945,Danziger Straße,residential,,False,False,46.228,"LINESTRING (10.0361045 51.8692626, 10.0367778 51.8692638)",,,,
32047929,Breslauer Straße,residential,,False,False,109.552,"LINESTRING (10.0361045 51.8692626, 10.0360878 51.8691686, 10.0360822 51.869044, 10.0360785 51.8688382, 10.0360749 51.868278)",,,,
32047929,Breslauer Straße,residential,,False,True,164.49200000000002,"LINESTRING (10.0361045 51.8692626, 10.0361962 51.8700147, 10.0362139 51.8707397)",,,,
32047945,Danziger Straße,residential,,False,True,46.228,"LINESTRING (10.0367778 51.8692638, 10.0361045 51.8692626)",,,,
"[83400864, 307739212]",Marienstraße,tertiary,"['50', '30']",False,False,96.914,"LINESTRING (10.0315192 51.8673876, 10.031629 51.8674853, 10.0316796 51.8675323, 10.0319822 51.8678111, 10.0322707 51.8681246)",,,,
"[8097546, 307739212]",Marienstraße,tertiary,50,False,True,65.887,"LINESTRING (10.0315192 51.8673876, 10.0313746 51.8672452, 10.0312266 51.8671077, 10.0309801 51.8668977)",,,,
32047954,Marienstraße,residential,30,True,False,202.273,"LINESTRING (10.0290263 51.8681718, 10.0291801 51.8680812, 10.0295105 51.8678866, 10.0301037 51.8675372, 10.0305503 51.8674475, 10.0314251 51.8674249, 10.0315192 51.8673876)",,,,
32047955,Am Küchengraben,residential,30,False,False,173.43499999999997,"LINESTRING (10.0290263 51.8681718, 10.0274467 51.8683806, 10.0270634 51.8683668, 10.02668 51.8682443, 10.0265872 51.8682318)",,,,
"[851557521, 14865010]",Bismarckstraße,residential,30,False,False,141.684,"LINESTRING (10.0287508 51.8693391, 10.0284773 51.869462, 10.0280475 51.869668, 10.0279116 51.8697305, 10.0276877 51.8697897, 10.0274195 51.8698249, 10.0272037 51.8698533, 10.0270691 51.8698695, 10.0270041 51.8698915, 10.02697 51.8699236)",,,,
14865010,Bismarckstraße,residential,30,False,True,46.87,"LINESTRING (10.0287508 51.8693391, 10.0292368 51.8691472, 10.0293243 51.8691105)",,,,
32047956,Marienkloster,residential,,False,False,71.166,"LINESTRING (10.0287508 51.8693391, 10.0285496 51.8692014, 10.0284903 51.8691469, 10.0282703 51.8691743, 10.0280725 51.8689558)",,,,
32047956,Marienkloster,residential,,False,True,71.166,"LINESTRING (10.0280725 51.8689558, 10.0282703 51.8691743, 10.0284903 51.8691469, 10.0285496 51.8692014, 10.0287508 51.8693391)",,,,
32047971,Petristraße,residential,30,True,False,160.703,"LINESTRING (10.03076 51.8697627, 10.0296686 51.8700143, 10.0290645 51.8702037, 10.0286444 51.870369)",,,,
32047961,Hinter der Münze,residential,,True,False,21.327,"LINESTRING (10.0306336 51.8695875, 10.03076 51.8697627)",,,,
32047962,Hinter der Münze,residential,,False,False,72.842,"LINESTRING (10.0306336 51.8695875, 10.0316503 51.8694003)",,,,
32047962,Hinter der Münze,residential,,False,True,72.842,"LINESTRING (10.0316503 51.8694003, 10.0306336 51.8695875)",,,,
32047963,Wieseleck,residential,,False,True,89.009,"LINESTRING (10.033773 51.8726701, 10.0331332 51.8726512, 10.0325773 51.8724362)",,,,
32113365,Brackebuschweg,residential,,False,False,52.63,"LINESTRING (10.0289779 51.8660018, 10.0282359 51.8661205)",,,,
32113365,Brackebuschweg,residential,,False,True,52.63,"LINESTRING (10.0282359 51.8661205, 10.0289779 51.8660018)",,,,
8097543,Hohenhöfen,tertiary,50,False,False,198.716,"LINESTRING (10.0271897 51.8675847, 10.0281844 51.8674503, 10.0291016 51.8672897, 10.0299778 51.8671114)",,,,
8097543,Hohenhöfen,tertiary,50,False,True,206.374,"LINESTRING (10.0271897 51.8675847, 10.0265255 51.8676381, 10.0260275 51.8676587, 10.0255332 51.8676568, 10.0242001 51.867559)",,,,
31986377,An der Stadtmauer,residential,30,False,True,181.738,"LINESTRING (10.0272401 51.8696234, 10.0270613 51.8693694, 10.0267455 51.868887, 10.0266625 51.8687864, 10.0265012 51.8687342, 10.025853 51.8686716, 10.0255184 51.8686663)",,,,
77459745,Barfüßerkloster,residential,30,False,False,30.426000000000002,"LINESTRING (10.0251109 51.8692063, 10.0254202 51.869211, 10.0254742 51.8692493, 10.0255009 51.8692765)",,,,
32113411,Barfüßerkloster,residential,30,False,False,57.871,"LINESTRING (10.0255009 51.8692765, 10.0258598 51.8696675, 10.025896 51.8697349)",,,,
32113411,Barfüßerkloster,residential,30,False,True,68.873,"LINESTRING (10.0255009 51.8692765, 10.025548 51.869198, 10.0255507 51.8687144, 10.0255184 51.8686663)",,,,
77459745,Barfüßerkloster,residential,30,False,True,30.426000000000002,"LINESTRING (10.0255009 51.8692765, 10.0254742 51.8692493, 10.0254202 51.869211, 10.0251109 51.8692063)",,,,
44173996,Hennebergstraße,residential,,False,False,13.877,"LINESTRING (10.0254918 51.8718589, 10.0254932 51.8717341)",,,,
"[116639824, 176763672, 176763670]",Unter dem Hagenberge,residential,,False,False,196.558,"LINESTRING (10.0288325 51.8740011, 10.029503 51.8738478, 10.0291719 51.8732448, 10.0280613 51.8731721)",,,,
"[1115688000, 24878943]",Albert-Rohloff-Straße,residential,,False,True,155.25,"LINESTRING (10.0280613 51.8731721, 10.0281993 51.8727936, 10.0284038 51.8726284, 10.0286687 51.8725472, 10.0294083 51.8724362, 10.0295134 51.8724213, 10.0296377 51.8723948)",,,,
153941400,Albert-Rohloff-Straße,residential,,False,False,102.947,"LINESTRING (10.0280613 51.8731721, 10.0279572 51.8733123, 10.0278167 51.8735017, 10.027606 51.8736235, 10.0273955 51.8736908, 10.0271801 51.8737204, 10.0270142 51.8737176)",,,,
"[176763672, 116639824, 176763670]",Unter dem Hagenberge,residential,,False,True,196.558,"LINESTRING (10.0280613 51.8731721, 10.0291719 51.8732448, 10.029503 51.8738478, 10.0288325 51.8740011)",,,,
153941400,Albert-Rohloff-Straße,residential,,False,True,102.947,"LINESTRING (10.0270142 51.8737176, 10.0271801 51.8737204, 10.0273955 51.8736908, 10.027606 51.8736235, 10.0278167 51.8735017, 10.0279572 51.8733123, 10.0280613 51.8731721)",,,,
32047919,Roswithastraße,residential,50,False,True,69.486,"LINESTRING (10.0334716 51.8689465, 10.0324808 51.8690739)",,,,
32047924,Roswithastraße,residential,30,False,False,56.001,"LINESTRING (10.0318188 51.8716999, 10.0326317 51.8717415)",,,,
32047924,Roswithastraße,residential,30,False,True,56.001,"LINESTRING (10.0326317 51.8717415, 10.0318188 51.8716999)",,,,
947818061,Roswithastraße,tertiary,30,False,True,6.376,"LINESTRING (10.0326317 51.8717415, 10.0326381 51.8716843)",,,,
947818061,Roswithastraße,tertiary,30,False,False,77.432,"LINESTRING (10.0326317 51.8717415, 10.0325657 51.8723054, 10.0325773 51.8724362)",,,,
345998320,Am Brink,living_street,,False,False,56.541000000000004,"LINESTRING (10.0352956 51.8663629, 10.035891 51.8661791, 10.0359635 51.8661973, 10.0360342 51.8662198)",,,,
