osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,width,ref,access,junction
1214294117,2,Hildesheimer Straße,unclassified,50,False,True,13.256,"LINESTRING (10.3722356 52.2607497, 10.3724295 52.260761)",,,,
23130928,,Dornberg,residential,30,False,False,112.10400000000001,"LINESTRING (10.3722356 52.2607497, 10.3722069 52.2608065, 10.3721613 52.2608685, 10.3720329 52.2610331, 10.3719834 52.2610894, 10.3714921 52.261648)",,,,
"[34922993, 1214294118]",,Hildesheimer Straße,unclassified,50,False,False,157.579,"LINESTRING (10.3722356 52.2607497, 10.3721806 52.260744, 10.3716879 52.2606536, 10.3716363 52.2606445, 10.3715376 52.2606259, 10.3714747 52.2606141, 10.3712588 52.2605734, 10.3710298 52.2605303, 10.370732 52.2604742, 10.3705512 52.2604401, 10.3704633 52.2604236, 10.3702 52.260374, 10.3700864 52.2603526, 10.3700192 52.2603409)",7,,,
5406215,,Am Schützenplatz,residential,,True,False,23.206,"LINESTRING (10.3679584 52.258832, 10.3679736 52.2587987, 10.3679921 52.2587655, 10.3680185 52.2587394, 10.3680364 52.2587236, 10.3680897 52.2586873, 10.3681455 52.2586659)",,,,
44170369,,Am Schützenplatz,residential,,True,False,34.835,"LINESTRING (10.3679584 52.258832, 10.3679195 52.2587728, 10.3678991 52.2587383, 10.3678965 52.2587276, 10.3678962 52.2587144, 10.3679009 52.2587001, 10.3679107 52.2586821, 10.367931 52.258666, 10.3679705 52.2586547, 10.3680174 52.2586532, 10.3681455 52.2586659)",,,,
5406215,,Am Schützenplatz,residential,,True,False,53.145,"LINESTRING (10.3681455 52.2586659, 10.3682816 52.2586785, 10.3683786 52.2586964, 10.3684272 52.2587057, 10.3684687 52.2587192, 10.3685189 52.2587739, 10.3685574 52.2588301, 10.3686191 52.2589424, 10.3686369 52.2589699)",,,,
34006668,,Peiner Straße,secondary_link,50,True,False,39.071,"LINESTRING (10.372729 52.2610501, 10.3726789 52.260949, 10.3726359 52.2608975, 10.3725963 52.2608562, 10.3725431 52.2608189, 10.3724295 52.260761)",,L 475,,
"[5406216, 512403817]",,Peiner Straße,secondary,50,False,False,86.885,"LINESTRING (10.372729 52.2610501, 10.3726167 52.2612582, 10.3725255 52.2613576, 10.3720975 52.2617213)",,L 475,,
512403818,2,Peiner Straße,secondary,50,False,True,35.238,"LINESTRING (10.372729 52.2610501, 10.37278 52.2609331, 10.3727945 52.2608923, 10.3728758 52.2607465)",,L 475,,
"[5406216, 127029774]",2,Peiner Straße,secondary,50,False,False,102.934,"LINESTRING (10.3720975 52.2617213, 10.3718718 52.2619487, 10.371805 52.2620159, 10.3716698 52.2621342, 10.3714366 52.2623205, 10.3712388 52.2624821)",,L 475,,
"[5406216, 512403817]",,Peiner Straße,secondary,50,False,True,86.885,"LINESTRING (10.3720975 52.2617213, 10.3725255 52.2613576, 10.3726167 52.2612582, 10.372729 52.2610501)",,L 475,,
11135494,,Appelkamp,residential,30,False,True,220.858,"LINESTRING (10.3720975 52.2617213, 10.37218 52.2617436, 10.3722575 52.2617646, 10.3729705 52.2617797, 10.373056 52.2617815, 10.3738196 52.261805, 10.3744801 52.2618253, 10.3753242 52.2618535)",,,,
23135061,,Kolpingstraße,residential,30,False,False,53.546,"LINESTRING (10.3667459 52.2626355, 10.3667607 52.2627796, 10.3667583 52.2628167, 10.3667925 52.263116)",,,,
26374361,,Peiner Straße,unclassified,50,False,True,138.31099999999998,"LINESTRING (10.3667459 52.2626355, 10.3676727 52.2626134, 10.3687762 52.2625805)",,,,
244059426,,Peiner Straße,unclassified,50,False,False,143.615,"LINESTRING (10.3667459 52.2626355, 10.3655794 52.2626759, 10.3651725 52.26269, 10.3648193 52.2627145, 10.3646409 52.2627225)",,,,
11135476,,Taubenstraße,residential,30,False,True,42.86,"LINESTRING (10.3756456 52.2615249, 10.3755934 52.2615688, 10.3753723 52.2617687, 10.3753242 52.2618535)",,,,
"[896586242, 26548527]",2,Hildesheimer Straße,unclassified,50,False,False,214.14899999999997,"LINESTRING (10.3756456 52.2615249, 10.3753291 52.2614152, 10.3752875 52.2613953, 10.3751407 52.2613249, 10.3749318 52.2612187, 10.3748748 52.2611897, 10.3747015 52.2611017, 10.3744913 52.2610125, 10.3743049 52.2609422, 10.3740979 52.2608641, 10.3739323 52.2608225, 10.3737016 52.2607748, 10.3735461 52.2607519, 10.3733373 52.2607368, 10.3732692 52.2607346, 10.3728758 52.2607465)",,,,
11135333,,Falkenring,residential,30,False,True,55.27,"LINESTRING (10.3723754 52.2626386, 10.3723422 52.2629858, 10.3723309 52.2631349)",,,,
127029776,,Fasanenstraße,residential,30,False,False,69.876,"LINESTRING (10.3723754 52.2626386, 10.3728902 52.2626595, 10.3733999 52.2626801)",,,,
127029776,,Fasanenstraße,residential,30,False,True,79.933,"LINESTRING (10.3723754 52.2626386, 10.3720882 52.2625893, 10.3718785 52.2625417, 10.3717606 52.262522, 10.3716532 52.262504, 10.3715632 52.2624897, 10.3714824 52.2624801, 10.3713923 52.2624787, 10.3712388 52.2624821)",,,,
127029776,,Fasanenstraße,residential,30,False,False,69.292,"LINESTRING (10.3740969 52.2627009, 10.3751136 52.2627343)",,,,
127029776,,Fasanenstraße,residential,30,False,True,47.491,"LINESTRING (10.3740969 52.2627009, 10.3733999 52.2626801)",,,,
11135333,,Falkenring,residential,30,False,False,149.88700000000003,"LINESTRING (10.3740969 52.2627009, 10.374014 52.263446, 10.3740016 52.2635581, 10.3739988 52.263583, 10.3739807 52.2636104, 10.373951 52.263633, 10.3739124 52.2636482, 10.3738661 52.2636563, 10.3735797 52.2636464, 10.3735389 52.2636449, 10.3733771 52.2636393, 10.3732989 52.2636366)",,,,
127029776,,Fasanenstraße,residential,30,False,False,40.874,"LINESTRING (10.375231 52.2627379, 10.37583 52.2627646)",,,,
127029776,,Fasanenstraße,residential,30,False,True,8.0,"LINESTRING (10.375231 52.2627379, 10.3751136 52.2627343)",,,,
11135476,,Taubenstraße,residential,30,False,False,98.58500000000001,"LINESTRING (10.375231 52.2627379, 10.3752498 52.2625269, 10.3752628 52.2623847, 10.3752709 52.2622963, 10.375304 52.2619328, 10.3753242 52.2618535)",,,,
127029776,,Fasanenstraße,residential,30,False,True,40.874,"LINESTRING (10.37583 52.2627646, 10.375231 52.2627379)",,,,
11135303,,Amselring,residential,30,False,True,107.117,"LINESTRING (10.37583 52.2627646, 10.3758056 52.2630292, 10.3757801 52.2633065, 10.3757538 52.2635916, 10.3757414 52.2637264)",,,,
11135303,,Amselring,residential,30,False,False,69.15,"LINESTRING (10.3767549 52.2637709, 10.376664 52.2637669, 10.3757414 52.2637264)",,,,
11135303,,Amselring,residential,30,False,False,107.11699999999999,"LINESTRING (10.3757414 52.2637264, 10.3757538 52.2635916, 10.3757801 52.2633065, 10.3758056 52.2630292, 10.37583 52.2627646)",,,,
11135303,,Amselring,residential,30,False,True,69.15,"LINESTRING (10.3757414 52.2637264, 10.376664 52.2637669, 10.3767549 52.2637709)",,,,
"[24352168, 30166940]",,"['Amselring', 'Drosselweg']",residential,30,False,True,155.787,"LINESTRING (10.3757414 52.2637264, 10.3753277 52.2637122, 10.3751412 52.2637057, 10.3750439 52.2637024, 10.375023 52.2636824, 10.3751136 52.2627343)",,,,
26531315,,Sperlingsweg,residential,30,False,True,106.58,"LINESTRING (10.3732989 52.2636366, 10.3733999 52.2626801)",,,,
11135333,,Falkenring,residential,30,False,False,115.697,"LINESTRING (10.3732989 52.2636366, 10.3728847 52.2636199, 10.3726528 52.2636106, 10.3724281 52.2636016, 10.3723731 52.2635865, 10.3723421 52.2635753, 10.3723189 52.2635556, 10.3723033 52.2635288, 10.3722966 52.2634901, 10.3723087 52.263365, 10.3723269 52.2631759, 10.3723309 52.2631349)",,,,
11135333,,Falkenring,residential,30,False,True,149.887,"LINESTRING (10.3732989 52.2636366, 10.3733771 52.2636393, 10.3735389 52.2636449, 10.3735797 52.2636464, 10.3738661 52.2636563, 10.3739124 52.2636482, 10.373951 52.263633, 10.3739807 52.2636104, 10.3739988 52.263583, 10.3740016 52.2635581, 10.374014 52.263446, 10.3740969 52.2627009)",,,,
11135333,,Falkenring,residential,30,False,False,55.27,"LINESTRING (10.3723309 52.2631349, 10.3723422 52.2629858, 10.3723754 52.2626386)",,,,
11135333,,Falkenring,residential,30,False,True,115.697,"LINESTRING (10.3723309 52.2631349, 10.3723269 52.2631759, 10.3723087 52.263365, 10.3722966 52.2634901, 10.3723033 52.2635288, 10.3723189 52.2635556, 10.3723421 52.2635753, 10.3723731 52.2635865, 10.3724281 52.2636016, 10.3726528 52.2636106, 10.3728847 52.2636199, 10.3732989 52.2636366)",,,,
11135452,,Meisenweg,residential,30,False,False,142.651,"LINESTRING (10.3723309 52.2631349, 10.3722899 52.2631334, 10.3718161 52.2631167, 10.3716549 52.2631119, 10.3715027 52.2631082, 10.3714555 52.2631067, 10.3713746 52.2631048, 10.3713241 52.2631202, 10.3710579 52.2633191, 10.3708819 52.2634507, 10.3706864 52.2635968, 10.3706641 52.263641)",,,destination,
26531315,,Sperlingsweg,residential,30,False,False,106.58,"LINESTRING (10.3733999 52.2626801, 10.3732989 52.2636366)",,,,
127029776,,Fasanenstraße,residential,30,False,False,47.491,"LINESTRING (10.3733999 52.2626801, 10.3740969 52.2627009)",,,,
127029776,,Fasanenstraße,residential,30,False,True,69.876,"LINESTRING (10.3733999 52.2626801, 10.3728902 52.2626595, 10.3723754 52.2626386)",,,,
11135452,,Meisenweg,residential,30,False,True,142.65099999999998,"LINESTRING (10.3706641 52.263641, 10.3706864 52.2635968, 10.3708819 52.2634507, 10.3710579 52.2633191, 10.3713241 52.2631202, 10.3713746 52.2631048, 10.3714555 52.2631067, 10.3715027 52.2631082, 10.3716549 52.2631119, 10.3718161 52.2631167, 10.3722899 52.2631334, 10.3723309 52.2631349)",,,destination,
