osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,width,junction
180723518,False,2,L 426,Schillerstraße,secondary,50,False,41.261,"LINESTRING (9.2397587 51.9852533, 9.2402593 51.9850468)",,
27605415,False,,,Kampstraße,residential,30,True,363.09499999999997,"LINESTRING (9.2397587 51.9852533, 9.2398247 51.9853222, 9.2398485 51.9853476, 9.2401287 51.9856196, 9.2402253 51.9857084, 9.2402662 51.9857586, 9.2403156 51.9859334, 9.2404231 51.9863134, 9.2405286 51.9867049, 9.2406905 51.9873057, 9.2407285 51.9874561, 9.2408618 51.9879841, 9.2409239 51.9883048, 9.2409417 51.9883965)",,
180723518,False,2,L 426,Schillerstraße,secondary,50,True,73.321,"LINESTRING (9.2397587 51.9852533, 9.2395091 51.9853509, 9.2393093 51.9854293, 9.2392486 51.9854534, 9.2390013 51.9855576, 9.2388614 51.9856129)",,
37447142,False,2,L 426,Schillerstraße,secondary,50,True,42.039,"LINESTRING (9.2466453 51.9824215, 9.2461339 51.9826306)",,
"[26626996, 26626998]",False,,,Zimmermannstraße,residential,30,False,251.39000000000004,"LINESTRING (9.2457475 51.9827926, 9.245792 51.9828418, 9.2457923 51.9829579, 9.2457089 51.9832913, 9.245339 51.9842266, 9.2442509 51.9842547, 9.2440626 51.9842747)",,
180723518,False,2,L 426,Schillerstraße,secondary,50,False,32.013,"LINESTRING (9.2457475 51.9827926, 9.2459469 51.9827075, 9.2461339 51.9826306)",,
180723518,False,2,L 426,Schillerstraße,secondary,50,True,247.95999999999998,"LINESTRING (9.2457475 51.9827926, 9.2454389 51.9829165, 9.2444631 51.983315, 9.2441716 51.9834379, 9.2438579 51.983562, 9.2427212 51.9840167)",,
26626997,False,,,Herderstraße,residential,30,False,57.39,"LINESTRING (9.2429939 51.9845016, 9.2429064 51.984285, 9.2428789 51.984221, 9.242842 51.984157, 9.2427212 51.9840167)",,
26626997,False,,,Herderstraße,residential,30,True,223.29399999999998,"LINESTRING (9.2429939 51.9845016, 9.243048 51.9847004, 9.2431729 51.9850291, 9.2432016 51.9851092, 9.2433554 51.9855034, 9.2434053 51.9856718, 9.2433919 51.9857824, 9.2433518 51.9858554, 9.2433361 51.9858841, 9.2429039 51.9863852, 9.2428851 51.986407)",,
26626998,False,,,Zimmermannstraße,residential,30,True,77.442,"LINESTRING (9.2429939 51.9845016, 9.2439038 51.9843014, 9.2440626 51.9842747)",,
