osmid,bridge,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,est_width
33446595,,,,Clemens-Pfau-Platz,living_street,,True,False,6.337,"LINESTRING (12.8056495 51.0462559, 12.8056816 51.0462141, 12.805689 51.0462046)",3,
131551275,,,,Clemens-Pfau-Platz,living_street,,False,False,16.163,"LINESTRING (12.8056495 51.0462559, 12.8055917 51.0463514, 12.8055629 51.0463906)",4,
849251772,,1,,Burgstraße,living_street,,True,False,3.046,"LINESTRING (12.7960806 51.0457657, 12.796042 51.0457784)",4,
"[335899706, 78467086]",,,,"['Burgstraße', 'Hohe Gasse']",living_street,,False,False,55.624,"LINESTRING (12.7960806 51.0457657, 12.796073 51.0457298, 12.7960625 51.0456876, 12.7960373 51.0455793, 12.7960064 51.0453908, 12.7959847 51.0452692)",4,
77839854,,,,Hohe Gasse,living_street,,False,True,45.511,"LINESTRING (12.7965721 51.0452883, 12.7965445 51.0452499, 12.7964532 51.0452224, 12.7963745 51.0452114, 12.7962023 51.0452254, 12.7959847 51.0452692)",,
130518440,,,,Dresdner Straße,living_street,,False,True,43.479,"LINESTRING (12.8059459 51.0458485, 12.8057319 51.0461444, 12.805689 51.0462046)",3,
100053834,,,,Sörnziger Weg,living_street,,False,False,4.314,"LINESTRING (12.7931206 51.0454106, 12.7931801 51.0454003)",,
33058905,,,,Mühlplatz,living_street,,False,True,15.869,"LINESTRING (12.7941811 51.0457641, 12.7942099 51.0458646, 12.7942241 51.0459042)",,
100053820,,,,Mühlplatz,living_street,,False,False,27.914999999999996,"LINESTRING (12.7941811 51.0457641, 12.794182 51.0457415, 12.7941815 51.045699, 12.7941841 51.0456347, 12.794168 51.0455688, 12.7941575 51.0455423, 12.7941375 51.0455177)",,
235818454,,,,Mühlplatz,living_street,,False,True,9.370999999999999,"LINESTRING (12.7941811 51.0457641, 12.7941068 51.0457599, 12.7940476 51.0457565)",,
206148094,,,,Clemens-Pfau-Platz,living_street,,False,True,16.041,"LINESTRING (12.8060194 51.0465131, 12.8058933 51.0464806, 12.8058076 51.0464576)",4,
130518440,,,,Dresdner Straße,living_street,,False,False,43.479,"LINESTRING (12.805689 51.0462046, 12.8057319 51.0461444, 12.8059459 51.0458485)",3,
447286880,,,,Clemens-Pfau-Platz,living_street,,False,True,36.246,"LINESTRING (12.805117 51.0462573, 12.8046267 51.0461513)",4,
447286881,,,,Clemens-Pfau-Platz,living_street,,False,False,37.226,"LINESTRING (12.805117 51.0462573, 12.8056495 51.0462559)",4,
206148095,,,,Clemens-Pfau-Platz,living_street,,False,False,34.516,"LINESTRING (12.805117 51.0462573, 12.805445 51.0463549, 12.8055629 51.0463906)",4,
447286880,,,,Clemens-Pfau-Platz,living_street,,False,False,36.246,"LINESTRING (12.8046267 51.0461513, 12.805117 51.0462573)",4,
"[33446592, 248877248, 248877250, 248877241, 239201465, 248877238, 96977209, 248877243, 248877245]",,2,,"['Gärtnerstraße', 'Clemens-Pfau-Platz', 'Fleischerstraße']",living_street,,False,True,291.33099999999996,"LINESTRING (12.8046267 51.0461513, 12.8044942 51.0462753, 12.804384 51.046372, 12.8042511 51.0463841, 12.8042121 51.0463912, 12.804169 51.0463992, 12.8041153 51.0464187, 12.8040899 51.0464472, 12.8040059 51.0465548, 12.803867 51.0467459, 12.803767 51.0468885, 12.8037509 51.0469393, 12.8037407 51.0469735, 12.8037189 51.0470459, 12.8036859 51.047156, 12.8036811 51.047172, 12.8036687 51.0472026, 12.8036132 51.0473388, 12.8035807 51.0474185, 12.8035547 51.0474519, 12.8035247 51.0474829, 12.8034699 51.0475099, 12.8034005 51.0475228, 12.8032677 51.0475128, 12.8031413 51.0474956, 12.8030342 51.047473, 12.8027667 51.0474359, 12.8025998 51.0474152, 12.8021647 51.0473613, 12.8019215 51.0473312)","['4.5', '4', '3']",
"[25596346, 277854179, 1219105700]",,,,"['Clemens-Pfau-Platz', 'Kunigundenstraße']","['living_street', 'residential']",30,False,False,48.058,"LINESTRING (12.8046267 51.0461513, 12.8043498 51.046052, 12.8043042 51.0460401, 12.8042239 51.0460201, 12.8041635 51.0460046, 12.8040083 51.0459647)",,
131551275,,,,Clemens-Pfau-Platz,living_street,,False,True,16.163,"LINESTRING (12.8055629 51.0463906, 12.8055917 51.0463514, 12.8056495 51.0462559)",4,
"[206148094, 206148095]",,,,Clemens-Pfau-Platz,living_street,,False,False,18.659,"LINESTRING (12.8055629 51.0463906, 12.8056971 51.046428, 12.8058076 51.0464576)",4,
206148095,,,,Clemens-Pfau-Platz,living_street,,False,True,34.516,"LINESTRING (12.8055629 51.0463906, 12.805445 51.0463549, 12.805117 51.0462573)",4,
100053834,,,,Sörnziger Weg,living_street,,False,True,4.314,"LINESTRING (12.7931801 51.0454003, 12.7931206 51.0454106)",,
77839856,,,,Sörnziger Weg,living_street,,False,True,68.855,"LINESTRING (12.7931801 51.0454003, 12.7933641 51.0454162, 12.7936568 51.0454301, 12.7938239 51.0454501, 12.7939521 51.0454698, 12.793987 51.0454755, 12.7940759 51.0454901, 12.7941375 51.0455177)",,
25596343,,2,,Bismarckstraße,unclassified,50,False,True,25.758000000000003,"LINESTRING (12.7978341 51.0476061, 12.7978146 51.0476716, 12.797806 51.0477005, 12.7977664 51.0478338)",4,
"[239208643, 239208644, 239208645, 239208647, 185149353, 235855051]",,1,,"['Gärtnerstraße', 'Kunigundenplatz']",living_street,,False,False,257.863,"LINESTRING (12.7978341 51.0476061, 12.7977494 51.0475988, 12.7976671 51.0475962, 12.7975968 51.0475939, 12.7974009 51.0476009, 12.7972433 51.047592, 12.7966341 51.0475122, 12.7964224 51.0474866, 12.7963827 51.0474818, 12.7963105 51.0474675, 12.79621 51.0474409, 12.7961403 51.0474209, 12.7960385 51.0473895, 12.7959178 51.0473547, 12.7957834 51.0473286, 12.7954938 51.0472931, 12.7952813 51.0472665, 12.7952297 51.047259, 12.7951812 51.047252, 12.7951302 51.0472358, 12.7950894 51.0472033, 12.7950752 51.0471618, 12.7950951 51.047059, 12.7951241 51.0469258, 12.7951943 51.0466872)",3.5,
"[286514083, 286514084]",,2,,Bismarckstraße,unclassified,50,False,False,75.45700000000001,"LINESTRING (12.7978341 51.0476061, 12.7980031 51.0470843, 12.7980491 51.0469411)",4,
"[25596344, 849251773]",,,,Markt,unclassified,30,False,False,46.419999999999995,"LINESTRING (12.7981784 51.045404, 12.7981384 51.04543, 12.7981201 51.0454613, 12.7981051 51.0455208, 12.7980879 51.0455912, 12.7980717 51.0456692, 12.7980727 51.0457215, 12.7980814 51.0457556, 12.7981298 51.0457965)",4,
"[227940196, 77839844, 39251366, 30437331, 242146004]",,1,,"['Mühlgraben', 'Muldengasse']",residential,30,True,False,160.76400000000004,"LINESTRING (12.7981784 51.045404, 12.7981337 51.0453323, 12.7981256 51.0453194, 12.798112 51.0452832, 12.7981081 51.0452351, 12.7981172 51.0450734, 12.7981358 51.0449128, 12.7981484 51.0448918, 12.7981735 51.0448626, 12.7982073 51.0448486, 12.7982861 51.0448281, 12.7984509 51.0447927, 12.7986077 51.0447541, 12.7988142 51.0446906, 12.7989496 51.0446417, 12.7990494 51.0446065, 12.799155 51.0445742, 12.7992401 51.0445531, 12.7993197 51.0445414, 12.7993948 51.0445333, 12.7994762 51.0445289)",3,
"[849331197, 25596345, 288475516, 253260445]",,,,"['Hauptstraße', 'Markt', 'Topfmarkt']",unclassified,30,False,True,276.08,"LINESTRING (12.7981784 51.045404, 12.7982279 51.0453915, 12.7982841 51.0453827, 12.7983632 51.0453841, 12.798926 51.045439, 12.7994629 51.0454879, 12.7997043 51.0455083, 12.7997407 51.0455108, 12.8001378 51.0455387, 12.8002092 51.0455422, 12.8007548 51.0455691, 12.8016282 51.0456266, 12.8017113 51.0456321, 12.8019149 51.0456528, 12.802094 51.0456647)",4,
25142614,,,,Markt,unclassified,30,False,False,17.347,"LINESTRING (12.7981298 51.0457965, 12.7982368 51.045822, 12.798368 51.0458382)",,
"[130518541, 39251367]",,1,,Burgstraße,living_street,,True,False,146.776,"LINESTRING (12.7981298 51.0457965, 12.7980527 51.0458226, 12.7979913 51.0458253, 12.7979128 51.0458256, 12.7973497 51.0457602, 12.7968352 51.0456993, 12.7964703 51.0456873, 12.7962962 51.0457121, 12.7960806 51.0457657)",4,
"[25596344, 849251773]",,,,Markt,unclassified,30,False,True,46.419999999999995,"LINESTRING (12.7981298 51.0457965, 12.7980814 51.0457556, 12.7980727 51.0457215, 12.7980717 51.0456692, 12.7980879 51.0455912, 12.7981051 51.0455208, 12.7981201 51.0454613, 12.7981384 51.04543, 12.7981784 51.045404)",4,
190722099,,,,Clemens-Pfau-Platz,living_street,,False,False,37.518,"LINESTRING (12.8058076 51.0464576, 12.8056551 51.0467811)",4,
206148094,,,,Clemens-Pfau-Platz,living_street,,False,False,16.041,"LINESTRING (12.8058076 51.0464576, 12.8058933 51.0464806, 12.8060194 51.0465131)",4,
"[206148094, 206148095]",,,,Clemens-Pfau-Platz,living_street,,False,True,18.659,"LINESTRING (12.8058076 51.0464576, 12.8056971 51.046428, 12.8055629 51.0463906)",4,
190722099,,,,Clemens-Pfau-Platz,living_street,,False,True,37.518,"LINESTRING (12.8056551 51.0467811, 12.8058076 51.0464576)",4,
235818454,,,,Mühlplatz,living_street,,False,False,9.370999999999999,"LINESTRING (12.7940476 51.0457565, 12.7941068 51.0457599, 12.7941811 51.0457641)",,
87127624,,1,B 107;B 175,Lindenallee,primary,50,True,False,140.53,"LINESTRING (12.8060953 51.0477876, 12.8060924 51.0478388, 12.8059149 51.0480167, 12.8057722 51.0481011, 12.8055607 51.04819, 12.8053125 51.04827, 12.8047072 51.0484261, 12.8044967 51.0484374)",,
286514084,,2,,Bismarckstraße,unclassified,50,False,True,2.064,"LINESTRING (12.7980549 51.0469229, 12.7980491 51.0469411)",4,
"[286514084, 767864838, 239065171, 239065174, 239065181]",,2,,Bismarckstraße,unclassified,"['50', '30']",False,False,122.596,"LINESTRING (12.7980549 51.0469229, 12.7980775 51.0468524, 12.7981378 51.0466647, 12.7982397 51.0463165, 12.7982741 51.0461999, 12.7983312 51.0459781, 12.7983511 51.0458999, 12.798368 51.0458382)",4,
"[1208701801, 33058903, 1208701566, 1208701999]",,2,,Lindenallee,living_street,,False,False,138.104,"LINESTRING (12.8017656 51.0495448, 12.8018758 51.0493824, 12.8018906 51.0493606, 12.8020981 51.0490996, 12.8021224 51.049069, 12.8022335 51.0489346, 12.8022639 51.0488992, 12.8023881 51.0487547, 12.8025388 51.0485792, 12.8025909 51.0484721, 12.8026047 51.0484245)",4,
"[25144945, 261223795]",,,,Gärtnerstraße,living_street,,False,False,79.564,"LINESTRING (12.799175 51.0470427, 12.7991268 51.0470416, 12.7990941 51.0470396, 12.7990295 51.0470357, 12.798889 51.0470272, 12.7987738 51.0470155, 12.7986833 51.0470063, 12.7984142 51.0469786, 12.7983774 51.0469752, 12.7982901 51.0469664, 12.7982481 51.0469621, 12.7980491 51.0469411)",,
848163664,,,,Mühlplatz,living_street,,False,False,13.75,"LINESTRING (12.794244 51.0453156, 12.7941959 51.0452958, 12.7941238 51.0452857, 12.7940602 51.0452763)",,
"[77839846, 77839847, 76907976, 986361961, 77839851, 852622542, 852622543, 311264048, 848906076]",yes,,,"['Mühlplatz', 'Mühlgraben', 'Am Mühlgraben']",living_street,,False,"[False, True]",591.7860000000001,"LINESTRING (12.794244 51.0453156, 12.7943715 51.0453188, 12.7945364 51.0452979, 12.7946416 51.0452851, 12.7947159 51.0452906, 12.7947694 51.0453068, 12.794849 51.0453164, 12.7949237 51.0453068, 12.7950046 51.0452812, 12.7950852 51.045247, 12.7952461 51.0451613, 12.7956166 51.0449761, 12.7956953 51.0449451, 12.7957893 51.0449204, 12.7957923 51.0448897, 12.7957767 51.0448544, 12.7957376 51.0447608, 12.7957363 51.0447131, 12.7957526 51.0446922, 12.7957982 51.04467, 12.7959618 51.044603, 12.7959964 51.0445889, 12.7960781 51.0445554, 12.7962222 51.0445052, 12.7962751 51.0444863, 12.7963492 51.0444725, 12.7964763 51.0444604, 12.7967102 51.0444427, 12.79686 51.0444271, 12.7971591 51.0443695, 12.7974729 51.0443127, 12.7976662 51.0442863, 12.7978812 51.044259, 12.7981127 51.0442309, 12.7984038 51.0441847, 12.7985777 51.0441431, 12.7990031 51.0440354, 12.7992811 51.0439609, 12.7994646 51.0438819, 12.8004942 51.0434744, 12.8006785 51.0434081, 12.8008163 51.0433586, 12.8008717 51.0433414, 12.8010232 51.0432943, 12.8011392 51.0432745, 12.8012345 51.0432769, 12.8013918 51.0432909, 12.8014644 51.0433138, 12.8015375 51.0433388)","['3', '3.6', '4', '3.0', '3.5', '1.8', '3.7']",2
849251770,,,,Mühlplatz,living_street,,False,True,23.679000000000002,"LINESTRING (12.794244 51.0453156, 12.794212 51.0453701, 12.794189 51.0454148, 12.7941726 51.0454478, 12.7941375 51.0455177)",13.0,
848163664,,,,Mühlplatz,living_street,,False,True,13.75,"LINESTRING (12.7940602 51.0452763, 12.7941238 51.0452857, 12.7941959 51.0452958, 12.794244 51.0453156)",,
