osmid,name,highway,maxspeed,oneway,reversed,length,ref,geometry,bridge,lanes,width,junction
5065308,Ziegelstraße,residential,30,False,False,5.303,,"LINESTRING (7.6610929 47.7156997, 7.6611623 47.71569)",,,,
5065308,Ziegelstraße,residential,30,False,True,137.093,,"LINESTRING (7.6610929 47.7156997, 7.6610418 47.7156851, 7.6606773 47.7155484, 7.660442 47.7154602, 7.6603398 47.7153982, 7.6602809 47.7153624, 7.6601019 47.7152537, 7.6599004 47.7151635, 7.6597872 47.7151128, 7.6597116 47.715079, 7.6595552 47.7150472)",,,,
132623291,Zielstraße,residential,30,False,True,229.465,,"LINESTRING (7.6610929 47.7156997, 7.6610055 47.7157576, 7.6605628 47.7160255, 7.6606835 47.7165416, 7.6608094 47.7170197, 7.6608336 47.7172538, 7.6608406 47.7175916)",,,,
5065308,Ziegelstraße,residential,30,False,True,68.705,,"LINESTRING (7.6618245 47.7152619, 7.6614396 47.7155107, 7.6611623 47.71569)",,,,
42514486,Tonwerke-Straße,residential,30,False,True,85.46099999999998,,"LINESTRING (7.6618245 47.7152619, 7.6625735 47.7156135, 7.6626286 47.715634, 7.662774 47.715688)",,,,
1015784523,Ziegelstraße,residential,30,False,False,61.992000000000004,,"LINESTRING (7.6618245 47.7152619, 7.6619129 47.7151853, 7.6621508 47.7149791, 7.6622732 47.7147974)",,,,
1015784523,Ziegelstraße,residential,30,False,True,23.805,,"LINESTRING (7.6624911 47.7146414, 7.6622732 47.7147974)",,,,
"[911054035, 54269150]",Hauptstraße,unclassified,30,False,False,57.550999999999995,,"LINESTRING (7.6624911 47.7146414, 7.6622134 47.7145741, 7.6620825 47.7145459, 7.6620202 47.7145336, 7.6619562 47.7145209, 7.6618768 47.7145052, 7.6617595 47.7144821)",,2,,
54269150,Hauptstraße,unclassified,30,False,True,48.309999999999995,,"LINESTRING (7.6624911 47.7146414, 7.6627039 47.714694, 7.6628761 47.7147202, 7.6631167 47.7147405)",,,,
131192028,Hauptstraße,secondary,,False,True,36.56,L 132,"LINESTRING (7.6631167 47.7147405, 7.6636051 47.7147514)",,,,
5065310,Sitzenkircher Straße,secondary,,False,False,108.434,L 132,"LINESTRING (7.6631167 47.7147405, 7.6628465 47.715478, 7.662774 47.715688)",,,,
54269150,Hauptstraße,unclassified,30,False,False,48.309999999999995,,"LINESTRING (7.6631167 47.7147405, 7.6628761 47.7147202, 7.6627039 47.714694, 7.6624911 47.7146414)",,,,
5065310,Sitzenkircher Straße,secondary,,False,True,108.434,L 132,"LINESTRING (7.662774 47.715688, 7.6628465 47.715478, 7.6631167 47.7147405)",,,,
25968783,Sitzenkircher Straße,secondary,,False,False,282.484,L 132,"LINESTRING (7.662774 47.715688, 7.6622984 47.7168241, 7.6621374 47.7171005, 7.6620623 47.7173387, 7.6619382 47.7181542)",,,,
32043448,Tonwerke-Straße,residential,,True,False,90.493,,"LINESTRING (7.662774 47.715688, 7.6632964 47.7158707, 7.6635353 47.7159784, 7.6637157 47.7160734, 7.663819 47.7160824)",,,,
42514486,Tonwerke-Straße,residential,30,False,False,85.461,,"LINESTRING (7.662774 47.715688, 7.6626286 47.715634, 7.6625735 47.7156135, 7.6618245 47.7152619)",,,,
4662768,Blauenstraße,residential,30,False,False,55.287,,"LINESTRING (7.6583614 47.7154731, 7.6581941 47.7149888)",,,,
"[148092210, 763502492, 763502493]",Feuerbacher Straße,unclassified,30,False,False,112.00800000000001,,"LINESTRING (7.6583614 47.7154731, 7.6585584 47.7154463, 7.6588212 47.7154447, 7.6590246 47.7154268, 7.6591982 47.7153898, 7.6593082 47.7153527, 7.6593366 47.7153319, 7.6594091 47.7152787, 7.6594241 47.715255, 7.6594668 47.7151874, 7.6595552 47.7150472)",yes,,4,
148092210,Feuerbacher Straße,unclassified,30,False,True,102.209,,"LINESTRING (7.6583614 47.7154731, 7.6583043 47.7154867, 7.6581643 47.7155202, 7.6579548 47.7155968, 7.6578171 47.7156894, 7.6576913 47.7158304, 7.6575656 47.7159714, 7.6574302 47.7161007)",,,4,
54377164,Bahnhofstraße,secondary,50,False,False,33.821,L 134,"LINESTRING (7.6573276 47.714041, 7.657753 47.7139381)",,,,
"[5065305, 54269078]",Bahnhofstraße,secondary,50,False,True,60.827999999999996,L 134,"LINESTRING (7.6573276 47.714041, 7.6571261 47.7140839, 7.6569514 47.7141186, 7.6568638 47.714137, 7.6565487 47.7141977)",,,,
"[910309284, 854209064, 149861484, 54269077, 910544538]",Bahnhofstraße,residential,,False,False,100.661,,"LINESTRING (7.6573276 47.714041, 7.657256 47.7138712, 7.6572395 47.7138323, 7.6572119 47.7137472, 7.6571938 47.713698, 7.6570945 47.7134273, 7.6570504 47.7132988, 7.6569963 47.7131638)",,,,
"[910309284, 854209064, 149861484, 54269077, 910544538]",Bahnhofstraße,residential,,False,True,100.66100000000002,,"LINESTRING (7.6569963 47.7131638, 7.6570504 47.7132988, 7.6570945 47.7134273, 7.6571938 47.713698, 7.6572119 47.7137472, 7.6572395 47.7138323, 7.657256 47.7138712, 7.6573276 47.714041)",,,,
347879085,Bahnhofstraße,residential,,False,False,64.418,,"LINESTRING (7.6569963 47.7131638, 7.6568927 47.7130896, 7.6568555 47.7130632, 7.6568397 47.7130284, 7.6568485 47.7129925, 7.65688 47.7129629, 7.6569278 47.7129459, 7.6569819 47.712945, 7.657031 47.7129603, 7.6570648 47.7129886, 7.6570764 47.7130242, 7.6570633 47.7130595, 7.6569963 47.7131638)",,1,,turning_circle
347879085,Bahnhofstraße,residential,,False,True,64.418,,"LINESTRING (7.6569963 47.7131638, 7.6570633 47.7130595, 7.6570764 47.7130242, 7.6570648 47.7129886, 7.657031 47.7129603, 7.6569819 47.712945, 7.6569278 47.7129459, 7.65688 47.7129629, 7.6568485 47.7129925, 7.6568397 47.7130284, 7.6568555 47.7130632, 7.6568927 47.7130896, 7.6569963 47.7131638)",,1,,turning_circle
5065305,Bahnhofstraße,secondary,50,False,False,34.933,L 134,"LINESTRING (7.6561035 47.7142924, 7.6565487 47.7141977)",,,,
5121859,Hebelstraße,residential,30,False,False,59.887,,"LINESTRING (7.6561035 47.7142924, 7.6561724 47.7144059, 7.6562488 47.7145295, 7.6564253 47.7147854)",,,,
148092210,Feuerbacher Straße,unclassified,30,False,False,61.428,,"LINESTRING (7.6560844 47.7167715, 7.6563262 47.7166724, 7.6567606 47.7164589)",,,4,
"[368731800, 276120827]",Flühweg,residential,,False,"[False, True]",218.855,,"LINESTRING (7.6560844 47.7167715, 7.6565738 47.7172247, 7.6573905 47.7179697, 7.6579722 47.7176878)",,,,
149907564,Hammersteiner Straße,residential,,False,False,146.434,,"LINESTRING (7.6630035 47.7134135, 7.6629755 47.7134427, 7.6628851 47.713468, 7.6623438 47.7134825, 7.662174 47.713482, 7.661521 47.7135462, 7.6610849 47.7135535)",,,,
854209063,Waldeckstraße,secondary,,False,True,302.13599999999997,L 135,"LINESTRING (7.6630035 47.7134135, 7.6624245 47.7131149, 7.6614113 47.7125896, 7.6611752 47.7124665, 7.6604064 47.712059, 7.6598162 47.7117451)",,,,
911054043,Waldeckstraße,secondary,,False,False,44.115,L 135,"LINESTRING (7.6630035 47.7134135, 7.6631331 47.7134612, 7.6632596 47.7134892, 7.663564 47.713524)",,,,
149907568,Waldeckstraße,secondary,,False,True,30.503,L 135,"LINESTRING (7.6661274 47.7137511, 7.6657236 47.7137132)",,2,,
547979474,Waldeckstraße,residential,,False,True,72.57100000000001,,"LINESTRING (7.6661274 47.7137511, 7.6660727 47.7140967, 7.6660323 47.7141985, 7.6660122 47.7143411, 7.666027 47.7143967)",,,,
149907546,Bibelisgasse,residential,,False,True,48.271,,"LINESTRING (7.6651258 47.71366, 7.6650719 47.7137618, 7.6647705 47.7140171)",,,,
149907568,Waldeckstraße,secondary,,False,False,45.119,L 135,"LINESTRING (7.6651258 47.71366, 7.6655345 47.7136939, 7.6657236 47.7137132)",,2,,
149907568,Waldeckstraße,secondary,,False,True,117.825,L 135,"LINESTRING (7.6651258 47.71366, 7.6646678 47.7136177, 7.6646442 47.7136155, 7.6638303 47.7135466, 7.6636834 47.7135349, 7.663564 47.713524)",,2,,
25968783,Sitzenkircher Straße,secondary,,False,False,17.85,L 132,"LINESTRING (7.6619382 47.7181542, 7.6619208 47.7183143)",,,,
25968783,Sitzenkircher Straße,secondary,,False,True,282.484,L 132,"LINESTRING (7.6619382 47.7181542, 7.6620623 47.7173387, 7.6621374 47.7171005, 7.6622984 47.7168241, 7.662774 47.715688)",,,,
41575919,Papierweg,residential,,False,True,73.46199999999999,,"LINESTRING (7.6592625 47.7119881, 7.6591632 47.7119452, 7.6589409 47.7117732, 7.6585508 47.7115367)",,,,
148092246,Hammersteiner Straße,secondary,30,False,True,126.86399999999999,L 134,"LINESTRING (7.6592625 47.7119881, 7.6591667 47.7122324, 7.6590997 47.7124033, 7.6590933 47.7124486, 7.6591007 47.7124858, 7.6592159 47.7126083, 7.6594613 47.7128207, 7.6595777 47.7129281, 7.6596136 47.712976, 7.6596287 47.713002)",,2,,
854209062,Hammersteiner Straße,secondary,50,False,False,45.346999999999994,L 134,"LINESTRING (7.6592625 47.7119881, 7.6593328 47.7118477, 7.65943 47.7116512, 7.6594522 47.7116008)",,,,
25968783,Sitzenkircher Straße,secondary,,False,True,17.85,L 132,"LINESTRING (7.6619208 47.7183143, 7.6619382 47.7181542)",,,,
5065305,Bahnhofstraße,secondary,50,False,True,34.933,L 134,"LINESTRING (7.6565487 47.7141977, 7.6561035 47.7142924)",,,,
"[5065305, 54269078]",Bahnhofstraße,secondary,50,False,False,60.827999999999996,L 134,"LINESTRING (7.6565487 47.7141977, 7.6568638 47.714137, 7.6569514 47.7141186, 7.6571261 47.7140839, 7.6573276 47.714041)",,,,
27371489,Schützenstraße,residential,,False,False,88.094,,"LINESTRING (7.6565487 47.7141977, 7.6564836 47.714105, 7.6563837 47.7140251, 7.6562465 47.7139337, 7.6560613 47.7138247, 7.6557057 47.7136611)",,,,
27371489,Schützenstraße,residential,,False,False,41.538,,"LINESTRING (7.6557057 47.7136611, 7.6551998 47.7135072)",,,,
27371489,Schützenstraße,residential,,False,True,88.094,,"LINESTRING (7.6557057 47.7136611, 7.6560613 47.7138247, 7.6562465 47.7139337, 7.6563837 47.7140251, 7.6564836 47.714105, 7.6565487 47.7141977)",,,,
27371490,Böscherzenweg,residential,,False,False,238.398,,"LINESTRING (7.6557057 47.7136611, 7.6557558 47.7134953, 7.655777 47.7130945, 7.6556912 47.7126656, 7.6556448 47.7124334, 7.6555539 47.7121029, 7.6555291 47.7115326)",,,,
27371489,Schützenstraße,residential,,False,True,41.538,,"LINESTRING (7.6551998 47.7135072, 7.6557057 47.7136611)",,,,
27371490,Böscherzenweg,residential,,False,False,71.123,,"LINESTRING (7.6555291 47.7115326, 7.6555283 47.7113033, 7.6556705 47.7112647, 7.6557109 47.711326, 7.6555291 47.7115326)",,,,
27371490,Böscherzenweg,residential,,False,True,71.123,,"LINESTRING (7.6555291 47.7115326, 7.6557109 47.711326, 7.6556705 47.7112647, 7.6555283 47.7113033, 7.6555291 47.7115326)",,,,
27371490,Böscherzenweg,residential,,False,True,238.398,,"LINESTRING (7.6555291 47.7115326, 7.6555539 47.7121029, 7.6556448 47.7124334, 7.6556912 47.7126656, 7.655777 47.7130945, 7.6557558 47.7134953, 7.6557057 47.7136611)",,,,
27379498,Heinrich-Bösiger-Straße,residential,,False,False,68.894,,"LINESTRING (7.6659873 47.7162427, 7.6660236 47.7156236)",,,,
331192414,Karl-Berner-Straße,residential,30,False,False,92.07900000000001,,"LINESTRING (7.6659873 47.7162427, 7.6651591 47.7162094, 7.6647589 47.7162277)",,,,
32043449,Am Häßler,residential,30,False,True,71.39399999999999,,"LINESTRING (7.6647589 47.7162277, 7.6648435 47.7163501, 7.6653042 47.716609, 7.6654131 47.7166817)",,,,
331192414,Karl-Berner-Straße,residential,30,False,False,54.901,,"LINESTRING (7.6647589 47.7162277, 7.66428 47.7162194, 7.6641409 47.7162081, 7.6640332 47.7161816)",,,,
331192414,Karl-Berner-Straße,residential,30,False,True,92.07900000000001,,"LINESTRING (7.6647589 47.7162277, 7.6651591 47.7162094, 7.6659873 47.7162427)",,,,
27379498,Heinrich-Bösiger-Straße,residential,,False,True,92.363,,"LINESTRING (7.6660758 47.7147937, 7.6660236 47.7156236)",,,,
"[127567385, 547979473]",,residential,,False,False,46.096000000000004,,"LINESTRING (7.6660758 47.7147937, 7.6660606 47.7146546, 7.6660162 47.714637, 7.666027 47.7143967)",yes,,,
911054036,Hauptstraße,secondary,,False,False,137.488,L 132,"LINESTRING (7.6660758 47.7147937, 7.6651904 47.7147172, 7.6647139 47.714712, 7.6642462 47.7147302)",,,,
"[911054036, 911054037, 314000975]",Hauptstraße,secondary,,False,True,113.748,L 132,"LINESTRING (7.6660758 47.7147937, 7.6662013 47.7148026, 7.6662691 47.7148053, 7.6663349 47.7148061, 7.6664323 47.7148053, 7.6667214 47.7147917, 7.6669207 47.7147869, 7.6671486 47.7148041, 7.6675883 47.714848)",,2,,
1015784523,Ziegelstraße,residential,30,False,False,23.805,,"LINESTRING (7.6622732 47.7147974, 7.6624911 47.7146414)",,,,
"[276121012, 27379500]","['Marktplatz', 'Hafnergasse']",residential,,False,False,84.807,,"LINESTRING (7.6622732 47.7147974, 7.6620067 47.7147648, 7.6617815 47.7147372, 7.6613564 47.7147444, 7.6612945 47.7147455, 7.6611479 47.7147436)",,,,
1015784523,Ziegelstraße,residential,30,False,True,61.992,,"LINESTRING (7.6622732 47.7147974, 7.6621508 47.7149791, 7.6619129 47.7151853, 7.6618245 47.7152619)",,,,
29431223,,residential,,False,False,38.846,,"LINESTRING (7.6610498 47.7143511, 7.6612025 47.7140172)",,,,
911054034,Hauptstraße,unclassified,,False,True,6.407,,"LINESTRING (7.6610498 47.7143511, 7.661131 47.7143694)",,,,
131192029,Hauptstraße,unclassified,,False,False,19.75,,"LINESTRING (7.6610498 47.7143511, 7.6610051 47.7143414, 7.6607986 47.7142965)",,,,
"[276121009, 276121015]",Marktplatz,residential,,False,True,51.707,,"LINESTRING (7.6610498 47.7143511, 7.6610117 47.7144649, 7.6610171 47.7145911, 7.6610215 47.7146949, 7.6610652 47.7147498, 7.6611479 47.7147436)",,,,
187086971,An der Fischermühle,residential,,False,False,12.661,,"LINESTRING (7.661107 47.7139232, 7.6612025 47.7140172)",,,,
181251847,An der Fischermühle,residential,,False,True,48.249,,"LINESTRING (7.661107 47.7139232, 7.6610185 47.713971, 7.6607986 47.7142965)",,,,
"[181255840, 180469971, 180469957]",,residential,,False,False,43.386,,"LINESTRING (7.661107 47.7139232, 7.6610769 47.7138616, 7.6609941 47.713672, 7.6609667 47.7136007, 7.6609515 47.7135476)",yes,,,
131192029,Hauptstraße,unclassified,,False,False,49.311,,"LINESTRING (7.6603004 47.7141733, 7.6597057 47.7139821)",,,,
27379502,Blumenmühlgasse,residential,30,False,False,117.564,,"LINESTRING (7.6603004 47.7141733, 7.6603866 47.7140073, 7.6603073 47.7138192, 7.6602301 47.7137504, 7.6599715 47.7135667, 7.6596049 47.7133231)",,,,
131192029,Hauptstraße,unclassified,,False,True,39.712999999999994,,"LINESTRING (7.6603004 47.7141733, 7.6603833 47.714194, 7.6604536 47.7142115, 7.6607547 47.7142866, 7.6607986 47.7142965)",,,,
29431222,Hammersteiner Straße,residential,30,False,False,119.33399999999999,,"LINESTRING (7.6609515 47.7135476, 7.6608178 47.7135012, 7.66072 47.7134467, 7.6606199 47.7133884, 7.6604945 47.7133267, 7.6600057 47.7130531, 7.6598702 47.7130076, 7.6597771 47.7129985, 7.6596287 47.713002)",,,,
149907564,Hammersteiner Straße,residential,,False,True,10.019,,"LINESTRING (7.6609515 47.7135476, 7.6609794 47.713551, 7.6610849 47.7135535)",,,,
"[181255840, 180469971, 180469957]",,residential,,False,True,43.386,,"LINESTRING (7.6609515 47.7135476, 7.6609667 47.7136007, 7.6609941 47.713672, 7.6610769 47.7138616, 7.661107 47.7139232)",yes,,,
911054034,Hauptstraße,unclassified,,False,False,6.407,,"LINESTRING (7.661131 47.7143694, 7.6610498 47.7143511)",,,,
27379503,Marktplatz,residential,,False,False,41.744,,"LINESTRING (7.661131 47.7143694, 7.6611174 47.7144699, 7.6611209 47.7145245, 7.6611479 47.7147436)",,,,
911054034,Hauptstraße,unclassified,,False,True,48.663,,"LINESTRING (7.661131 47.7143694, 7.6611845 47.7143785, 7.6617595 47.7144821)",,,,
27379503,Marktplatz,residential,,False,True,41.744,,"LINESTRING (7.6611479 47.7147436, 7.6611209 47.7145245, 7.6611174 47.7144699, 7.661131 47.7143694)",,,,
"[276121009, 276121015]",Marktplatz,residential,,False,False,51.706999999999994,,"LINESTRING (7.6611479 47.7147436, 7.6610652 47.7147498, 7.6610215 47.7146949, 7.6610171 47.7145911, 7.6610117 47.7144649, 7.6610498 47.7143511)",,,,
"[276121012, 27379500]","['Marktplatz', 'Hafnergasse']",residential,,False,True,84.807,,"LINESTRING (7.6611479 47.7147436, 7.6612945 47.7147455, 7.6613564 47.7147444, 7.6617815 47.7147372, 7.6620067 47.7147648, 7.6622732 47.7147974)",,,,
41575917,An der Kander,residential,,False,False,243.48599999999996,,"LINESTRING (7.6585508 47.7115367, 7.6584145 47.7116208, 7.6582947 47.7117075, 7.658258 47.711734, 7.6581084 47.7118268, 7.6579135 47.7119413, 7.6576921 47.7120473, 7.6576153 47.7120546, 7.6575424 47.7120274, 7.657446 47.7118387, 7.6573141 47.7116248, 7.6572609 47.7115314, 7.6572216 47.7114016, 7.6571802 47.7113406, 7.657129 47.7113102, 7.6571113 47.7112698, 7.6571555 47.7111766, 7.6573324 47.7110188, 7.6575651 47.7109037)",,,,
41575919,Papierweg,residential,,False,True,103.649,,"LINESTRING (7.6585508 47.7115367, 7.658218 47.7113799, 7.6579362 47.7112471, 7.6579217 47.7112403, 7.6577934 47.7111514, 7.6575651 47.7109037)",,,,
41575919,Papierweg,residential,,False,False,73.46199999999999,,"LINESTRING (7.6585508 47.7115367, 7.6589409 47.7117732, 7.6591632 47.7119452, 7.6592625 47.7119881)",,,,
41181717,Schwarzwaldstraße,residential,30,False,True,85.317,,"LINESTRING (7.6564253 47.7147854, 7.6553938 47.7151126)",,,,
5121859,Hebelstraße,residential,30,False,False,164.449,,"LINESTRING (7.6564253 47.7147854, 7.6568024 47.7152784, 7.6570151 47.7155593, 7.6572873 47.715919, 7.6574302 47.7161007)",,,,
5121859,Hebelstraße,residential,30,False,True,59.887,,"LINESTRING (7.6564253 47.7147854, 7.6562488 47.7145295, 7.6561724 47.7144059, 7.6561035 47.7142924)",,,,
149907555,Ochsengasse,residential,,True,False,19.55,,"LINESTRING (7.663819 47.7160824, 7.6639349 47.7161465, 7.6640332 47.7161816)",,,,
41575917,An der Kander,residential,,False,True,243.48599999999996,,"LINESTRING (7.6575651 47.7109037, 7.6573324 47.7110188, 7.6571555 47.7111766, 7.6571113 47.7112698, 7.657129 47.7113102, 7.6571802 47.7113406, 7.6572216 47.7114016, 7.6572609 47.7115314, 7.6573141 47.7116248, 7.657446 47.7118387, 7.6575424 47.7120274, 7.6576153 47.7120546, 7.6576921 47.7120473, 7.6579135 47.7119413, 7.6581084 47.7118268, 7.658258 47.711734, 7.6582947 47.7117075, 7.6584145 47.7116208, 7.6585508 47.7115367)",,,,
41575919,Papierweg,residential,,False,False,103.649,,"LINESTRING (7.6575651 47.7109037, 7.6577934 47.7111514, 7.6579217 47.7112403, 7.6579362 47.7112471, 7.658218 47.7113799, 7.6585508 47.7115367)",,,,
41181717,Schwarzwaldstraße,residential,30,False,False,85.317,,"LINESTRING (7.6553938 47.7151126, 7.6564253 47.7147854)",,,,
41735759,Belchenstraße,residential,,False,False,181.649,,"LINESTRING (7.6553938 47.7151126, 7.6559453 47.7156041, 7.6561732 47.7158052, 7.6562026 47.7158311, 7.6563007 47.7159177, 7.6567606 47.7164589)",,,,
41735759,Belchenstraße,residential,,False,True,181.649,,"LINESTRING (7.6567606 47.7164589, 7.6563007 47.7159177, 7.6562026 47.7158311, 7.6561732 47.7158052, 7.6559453 47.7156041, 7.6553938 47.7151126)",,,,
148092210,Feuerbacher Straße,unclassified,30,False,False,64.089,,"LINESTRING (7.6567606 47.7164589, 7.6571165 47.7162776, 7.65738 47.7161205, 7.6574302 47.7161007)",,,4,
148092210,Feuerbacher Straße,unclassified,30,False,True,61.428,,"LINESTRING (7.6567606 47.7164589, 7.6563262 47.7166724, 7.6560844 47.7167715)",,,4,
54436562,Soufflenheimer Straße,residential,,False,False,29.518,,"LINESTRING (7.6634449 47.7114106, 7.6632732 47.7116496)",,,,
54436577,Soufflenheimer Straße,residential,,False,False,46.593,,"LINESTRING (7.6634449 47.7114106, 7.6639914 47.7116115)",,,,
54436577,Soufflenheimer Straße,residential,,False,True,61.077,,"LINESTRING (7.6634449 47.7114106, 7.6631187 47.7112807, 7.6627279 47.7111487)",,,,
54436562,Soufflenheimer Straße,residential,,False,True,29.518,,"LINESTRING (7.6632732 47.7116496, 7.6634449 47.7114106)",,,,
54436564,Soufflenheimer Straße,residential,,False,False,29.958,,"LINESTRING (7.6632732 47.7116496, 7.6636373 47.7117617)",,,,
54436564,Soufflenheimer Straße,residential,,False,True,12.545,,"LINESTRING (7.6632732 47.7116496, 7.6631205 47.711603)",,,,
54436564,Soufflenheimer Straße,residential,,False,False,12.545,,"LINESTRING (7.6631205 47.711603, 7.6632732 47.7116496)",,,,
54436564,Soufflenheimer Straße,residential,,False,True,29.958,,"LINESTRING (7.6636373 47.7117617, 7.6632732 47.7116496)",,,,
54436611,Staiggasse,residential,,False,False,32.057,,"LINESTRING (7.6627279 47.7111487, 7.6629496 47.710902)",,,,
54436577,Soufflenheimer Straße,residential,,False,False,61.077,,"LINESTRING (7.6627279 47.7111487, 7.6631187 47.7112807, 7.6634449 47.7114106)",,,,
54436611,Staiggasse,residential,,False,True,79.107,,"LINESTRING (7.6627279 47.7111487, 7.6624481 47.7114569, 7.6623153 47.711681, 7.6622829 47.7117878)",,,,
54436577,Soufflenheimer Straße,residential,,False,True,46.593,,"LINESTRING (7.6639914 47.7116115, 7.6634449 47.7114106)",,,,
54436578,Ida-Preusch-Straße,residential,,False,False,108.095,,"LINESTRING (7.6654357 47.7123712, 7.665382 47.7121836, 7.6651672 47.7119868, 7.664792 47.7118226, 7.6644808 47.7117143)",,,,
54436605,Deckemattstraße,residential,,False,False,176.34,,"LINESTRING (7.6654357 47.7123712, 7.6661278 47.7124112, 7.6661867 47.7124146, 7.667281 47.712586, 7.6675476 47.7126661, 7.667671 47.7127612)",,,,
54436605,Deckemattstraße,residential,,False,True,155.65400000000002,,"LINESTRING (7.6654357 47.7123712, 7.663712 47.7123634, 7.6633626 47.7124117)",,,,
54436578,Ida-Preusch-Straße,residential,,False,True,108.095,,"LINESTRING (7.6644808 47.7117143, 7.664792 47.7118226, 7.6651672 47.7119868, 7.665382 47.7121836, 7.6654357 47.7123712)",,,,
"[911054036, 911054037, 314000975]",Hauptstraße,secondary,,False,False,113.74800000000002,L 132,"LINESTRING (7.6675883 47.714848, 7.6671486 47.7148041, 7.6669207 47.7147869, 7.6667214 47.7147917, 7.6664323 47.7148053, 7.6663349 47.7148061, 7.6662691 47.7148053, 7.6662013 47.7148026, 7.6660758 47.7147937)",,2,,
54436604,Von-Teuffel-Straße,residential,,False,False,123.215,,"LINESTRING (7.6636443 47.7129226, 7.6641588 47.7129006, 7.6647965 47.7129386, 7.6652748 47.7130137)",,,,
54436626,August-Macke-Straße,residential,,False,False,61.169,,"LINESTRING (7.6636443 47.7129226, 7.6636145 47.7127931, 7.6635543 47.7126636, 7.6634695 47.7125362, 7.6633626 47.7124117)",,,,
54436626,August-Macke-Straße,residential,,False,True,67.455,,"LINESTRING (7.6636443 47.7129226, 7.6636571 47.7130437, 7.6636518 47.7131681, 7.6635896 47.7134152, 7.663564 47.713524)",,,,
