osmid,oneway,name,highway,maxspeed,area,reversed,length,lanes,ref,geometry,junction,bridge,width
24972992,False,Ohner Straße,tertiary,30,no,False,20.603,,,"LINESTRING (7.2242185 52.3190824, 7.2243481 52.3189149)",,,
42043945,False,Bahnhofstraße,secondary,50,,True,11.473,2,L 39,"LINESTRING (7.2242185 52.3190824, 7.22409 52.3190155)",,,
"[231435578, 34692083]",False,Graf-Egbert-Straße,secondary,50,,False,65.63499999999999,2,L 39,"LINESTRING (7.2242185 52.3190824, 7.2243104 52.3191386, 7.2243852 52.3192007, 7.224811 52.3195476)",,,
42043943,False,Nordring,secondary,50,,False,149.178,2,K 37,"LINESTRING (7.2212685 52.3246607, 7.2202614 52.3241473, 7.220158 52.3240937, 7.2199085 52.3239624, 7.219656 52.3237582)",,,
110286703,False,Am Rüthkamp,residential,,,False,45.711,,,"LINESTRING (7.2212685 52.3246607, 7.2211128 52.3247683, 7.2209564 52.3249199, 7.2209378 52.3250074)",,,
572825015,False,Färberstraße,secondary,50,,False,71.77199999999999,2,K 37,"LINESTRING (7.2212685 52.3246607, 7.2215587 52.3244133, 7.2218824 52.3241355)",,,
24974639,False,Hessenweg,residential,30,,False,91.852,,,"LINESTRING (7.218025 52.3225234, 7.2180197 52.3224686, 7.2180244 52.3223883, 7.218254 52.3220892, 7.2185044 52.3217629)",,,
"[572825012, 28817015]",False,Schevestraße,residential,30,,True,142.845,,,"LINESTRING (7.218025 52.3225234, 7.2186988 52.3233306, 7.2189065 52.3234668, 7.2191393 52.3235961)",,,
103700030,False,Schevestraße,residential,,,False,113.195,,,"LINESTRING (7.218025 52.3225234, 7.2179425 52.3225224, 7.2178451 52.3225036, 7.21649 52.3221386)",,,
34475836,False,Steinstraße,residential,30,,False,35.081,,,"LINESTRING (7.224811 52.3195476, 7.2244996 52.3197117, 7.2244346 52.3197621)",,,
"[47717926, 47717927, 325195445, 449009367, 889550680]",False,"['Graf-Egbert-Straße', 'Kuhmplatz']",secondary,50,,False,345.762,2,L 39,"LINESTRING (7.224811 52.3195476, 7.2250753 52.3198323, 7.2252887 52.3200916, 7.2254089 52.3202856, 7.2254318 52.3203206, 7.2255186 52.3204601, 7.2256386 52.3207624, 7.2256851 52.3209058, 7.2257234 52.3210261, 7.2257414 52.3211236, 7.2257403 52.3212283, 7.2257164 52.3215835, 7.2255903 52.3220838, 7.2255648 52.32217, 7.2254289 52.322526)",,,
"[231435578, 34692083]",False,Graf-Egbert-Straße,secondary,50,,True,65.63499999999999,2,L 39,"LINESTRING (7.224811 52.3195476, 7.2243852 52.3192007, 7.2243104 52.3191386, 7.2242185 52.3190824)",,,
"[47641433, 35324235]",False,Neuer Weg,residential,,,False,70.168,1,,"LINESTRING (7.2194001 52.3197672, 7.2198037 52.3198617, 7.2201707 52.319962, 7.2203349 52.3200298)",,,
47641431,False,Neuer Weg,residential,30,,True,77.72,1,,"LINESTRING (7.2194001 52.3197672, 7.2192883 52.3197298, 7.2192048 52.3196634, 7.2190565 52.3191338)",,,
772994905,False,Hessenweg,residential,30,,False,106.57,,,"LINESTRING (7.2194001 52.3197672, 7.2195104 52.3196638, 7.219643 52.319552, 7.2199163 52.3194037, 7.2202218 52.3193303, 7.2206426 52.3192393)",,,
772994921,False,Hessenweg,residential,30,,True,24.799,,,"LINESTRING (7.2194001 52.3197672, 7.2193119 52.3198802, 7.2192549 52.3199716)",,,
28659418,False,Sportplatzstraße,residential,30,,False,33.009,1,,"LINESTRING (7.215198 52.3209744, 7.2148161 52.320791)",,,
772994912,False,Jahnstraße,residential,30,,False,27.823,1,,"LINESTRING (7.215198 52.3209744, 7.2150216 52.3212002)",,,
772994912,False,Jahnstraße,residential,30,,True,189.54100000000003,1,,"LINESTRING (7.215198 52.3209744, 7.2156315 52.3204139, 7.2159783 52.3201296, 7.2160893 52.320079, 7.2168351 52.3198824, 7.2168847 52.3198648, 7.2170186 52.3197857)",,,
28659418,False,Sportplatzstraße,residential,30,,True,33.009,1,,"LINESTRING (7.2148161 52.320791, 7.215198 52.3209744)",,,
28659408,False,Jahnstraße,residential,30,,True,78.463,1,,"LINESTRING (7.2170186 52.3197857, 7.2171051 52.3196878, 7.2175016 52.319213, 7.2175263 52.3191536)",,,
28827277,False,Tannenbergstraße,residential,30,,True,35.685,,,"LINESTRING (7.2170186 52.3197857, 7.2171362 52.3198046, 7.2175367 52.3198342)",,,
772994912,False,Jahnstraße,residential,30,,False,189.541,1,,"LINESTRING (7.2170186 52.3197857, 7.2168847 52.3198648, 7.2168351 52.3198824, 7.2160893 52.320079, 7.2159783 52.3201296, 7.2156315 52.3204139, 7.215198 52.3209744)",,,
28659426,False,Hermann-Schlikker-Straße,residential,30,,True,36.65,1,,"LINESTRING (7.2175263 52.3191536, 7.2180651 52.3191666)",,,
28659408,False,Jahnstraße,residential,30,,False,78.46300000000001,1,,"LINESTRING (7.2175263 52.3191536, 7.2175016 52.319213, 7.2171051 52.3196878, 7.2170186 52.3197857)",,,
35376014,False,Johann-Wenning-Straße,residential,30,,False,141.108,,,"LINESTRING (7.2187083 52.3178337, 7.2177957 52.3179135, 7.21755 52.3179009, 7.2174049 52.3178729, 7.2172905 52.3178345, 7.2172132 52.3177965, 7.2171619 52.3177712, 7.2171279 52.317705, 7.2171593 52.3174942)",,,
"[1195192868, 1195192869]",False,Neuer Weg,residential,30,,False,60.602000000000004,1,,"LINESTRING (7.2187083 52.3178337, 7.2187174 52.3178673, 7.2187341 52.3179292, 7.218753 52.3179992, 7.2188577 52.318371)",,,
24974639,False,Hessenweg,residential,30,,True,199.329,,,"LINESTRING (7.2192549 52.3199716, 7.2190754 52.3202951, 7.2188547 52.3206911, 7.218695 52.3212572, 7.2185878 52.3216266, 7.2185445 52.3217053)",,,
28827277,False,Tannenbergstraße,residential,30,,False,86.357,,,"LINESTRING (7.2192549 52.3199716, 7.2190776 52.3199445, 7.2179974 52.3198661)",,,
772994921,False,Hessenweg,residential,30,,False,24.799,,,"LINESTRING (7.2192549 52.3199716, 7.2193119 52.3198802, 7.2194001 52.3197672)",,,
28817032,False,Buschenstraße,residential,30,,False,77.917,,,"LINESTRING (7.2179974 52.3198661, 7.2180651 52.3191666)",,,
28827277,False,Tannenbergstraße,residential,30,,False,31.513,,,"LINESTRING (7.2179974 52.3198661, 7.2175367 52.3198342)",,,
28827277,False,Tannenbergstraße,residential,30,,True,86.357,,,"LINESTRING (7.2179974 52.3198661, 7.2190776 52.3199445, 7.2192549 52.3199716)",,,
28659426,False,Hermann-Schlikker-Straße,residential,30,,False,36.65,1,,"LINESTRING (7.2180651 52.3191666, 7.2175263 52.3191536)",,,
28659426,False,Hermann-Schlikker-Straße,residential,30,,True,67.483,1,,"LINESTRING (7.2180651 52.3191666, 7.2190565 52.3191338)",,,
28817032,False,Buschenstraße,residential,30,,True,77.917,,,"LINESTRING (7.2180651 52.3191666, 7.2179974 52.3198661)",,,
28817033,False,Kantstraße,residential,30,,True,179.14200000000002,,,"LINESTRING (7.2188577 52.318371, 7.2194006 52.3183298, 7.2202699 52.3182638, 7.2207673 52.318226, 7.2209371 52.3181889, 7.2210683 52.318054, 7.2211661 52.3178974)",,,
1195192869,False,Neuer Weg,residential,30,,False,85.889,1,,"LINESTRING (7.2188577 52.318371, 7.2189582 52.3187577, 7.219042 52.3190802, 7.2190565 52.3191338)",,,
"[1195192868, 1195192869]",False,Neuer Weg,residential,30,,True,60.602000000000004,1,,"LINESTRING (7.2188577 52.318371, 7.218753 52.3179992, 7.2187341 52.3179292, 7.2187174 52.3178673, 7.2187083 52.3178337)",,,
"[896082321, 33532943]",True,,secondary,50,,False,17.165,,,"LINESTRING (7.2193664 52.3236716, 7.2193513 52.3236966, 7.2193367 52.3237094, 7.2193123 52.3237231, 7.2192836 52.3237327, 7.2192525 52.3237378, 7.2192189 52.3237381, 7.2191933 52.3237349, 7.2191696 52.3237289)",roundabout,,
42043943,False,Nordring,secondary,50,,True,21.915,2,K 37,"LINESTRING (7.2193664 52.3236716, 7.2195089 52.3237124, 7.219656 52.3237582)",,,
"[33552717, 572825013]",False,Föhnstraße,residential,,,True,77.272,,,"LINESTRING (7.2192214 52.3235732, 7.2192441 52.3234159, 7.2192542 52.3233716, 7.2193332 52.3232125, 7.2194326 52.3231035, 7.2195908 52.3229534, 7.2196157 52.3229366)",,,
896082323,True,,secondary,50,,False,17.022000000000002,,,"LINESTRING (7.2192214 52.3235732, 7.2192499 52.3235735, 7.2192777 52.3235774, 7.2193089 52.3235869, 7.2193407 52.323605, 7.2193589 52.3236243, 7.2193655 52.3236371, 7.2193685 52.3236487, 7.2193664 52.3236716)",roundabout,,
47641438,False,Nordhorner Straße,secondary,50,,True,139.86,,K 37,"LINESTRING (7.2191696 52.3237289, 7.2191111 52.3238115, 7.2189605 52.3239966, 7.2189054 52.3240708, 7.2188604 52.3241262, 7.2185706 52.324422, 7.218425 52.3245636, 7.2182411 52.3246519, 7.2180017 52.3247232)",,,
"[896082322, 896082324]",True,,secondary,50,,False,17.35,,,"LINESTRING (7.2191696 52.3237289, 7.2191512 52.3237217, 7.2191352 52.3237129, 7.2191217 52.3237027, 7.2191119 52.3236925, 7.219104 52.3236806, 7.2190992 52.3236676, 7.2190979 52.3236535, 7.2191005 52.3236394, 7.219107 52.3236258, 7.2191157 52.3236146, 7.2191268 52.3236045, 7.2191393 52.3235961)",roundabout,,
572825014,False,Föhnstraße,residential,,,False,9.903,,,"LINESTRING (7.2197182 52.3228733, 7.2196157 52.3229366)",,,
33551132,False,Mauerstraße,residential,,,False,125.70499999999998,,,"LINESTRING (7.2197182 52.3228733, 7.2195828 52.3226079, 7.2195767 52.3225527, 7.2196038 52.3223763, 7.2197308 52.3217612)",,,
572825014,False,Föhnstraße,residential,,,True,93.42099999999999,,,"LINESTRING (7.2197182 52.3228733, 7.2198951 52.3228203, 7.2201677 52.3227783, 7.2207132 52.322727, 7.221057 52.3227134)",,,
33551130,True,Föhnstraße,residential,,,False,77.001,,,"LINESTRING (7.2217311 52.3221797, 7.2217207 52.3222576, 7.2215673 52.3224111, 7.2212254 52.3226195, 7.221057 52.3227134)",,,
