osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,bridge,tunnel,junction
227642094,,St 2223,Hauptstraße,secondary,30,False,True,33.772999999999996,"LINESTRING (10.9252334 49.174933, 10.9253899 49.1748267, 10.925588 49.1747394)",,,,
244962105,,St 2223,Hauptstraße,secondary,30,False,False,60.195,"LINESTRING (10.9249634 49.1757546, 10.9248599 49.1762917)",,,,
34960423,,,Stiftsgasse,residential,,False,True,48.993,"LINESTRING (10.9249634 49.1757546, 10.9252465 49.1757795, 10.9256341 49.1757949)",,,,
34960424,,,Alte Rathausgasse,residential,,False,False,58.712,"LINESTRING (10.9249634 49.1757546, 10.9246895 49.1757381, 10.9241803 49.175636)",,,,
537515389,2,St 2223,Hauptstraße,secondary,30,False,True,32.115,"LINESTRING (10.9249634 49.1757546, 10.9249686 49.1757096, 10.9249938 49.1754912, 10.9249966 49.1754666)",,,,
244962105,,St 2223,Hauptstraße,secondary,30,False,False,30.676,"LINESTRING (10.9248599 49.1762917, 10.9248895 49.1765669)",,,,
244962105,,St 2223,Hauptstraße,secondary,30,False,True,60.195,"LINESTRING (10.9248599 49.1762917, 10.9249634 49.1757546)",,,,
28776191,,,Gänsgasse,residential,,False,True,36.204,"LINESTRING (10.9248599 49.1762917, 10.9247783 49.176292, 10.9243642 49.1763208)",,,,
"[24769164, 1109611294, 28811315, 230159925, 82512862]",,RH 6,Güsseldorfer Straße,tertiary,,False,False,130.02,"LINESTRING (10.9239388 49.1767584, 10.923922 49.1768024, 10.9238774 49.1769317, 10.9238441 49.1770788, 10.9238574 49.177228, 10.9239283 49.1773832, 10.9241128 49.1775584, 10.9242396 49.1777487, 10.9242708 49.1778578)",,yes,,
"[259917492, 48174460, 972669846]",2,St 2223,Windsbacher Straße,secondary,50,False,False,139.755,"LINESTRING (10.9239388 49.1767584, 10.9233327 49.1766566, 10.9229099 49.1765656, 10.9225025 49.1764664, 10.9221231 49.1763534)",,,,
"[4995274, 259917493, 221597111]",,St 2223,"['Windsbacher Straße', 'Hauptstraße']",secondary,30,False,True,89.155,"LINESTRING (10.9239388 49.1767584, 10.9243412 49.1768234, 10.9244077 49.1768341, 10.9245331 49.176842, 10.9246596 49.1768314, 10.9247741 49.1767829, 10.92486 49.1766715, 10.9248895 49.1765669)",,,,
"[24769164, 1109611294, 28811315, 230159925, 82512862]",,RH 6,Güsseldorfer Straße,tertiary,,False,True,130.01999999999998,"LINESTRING (10.9242708 49.1778578, 10.9242396 49.1777487, 10.9241128 49.1775584, 10.9239283 49.1773832, 10.9238574 49.177228, 10.9238441 49.1770788, 10.9238774 49.1769317, 10.923922 49.1768024, 10.9239388 49.1767584)",,yes,,
82512887,,RH 6,Güsseldorfer Straße,tertiary,,False,False,36.253,"LINESTRING (10.9242708 49.1778578, 10.9243158 49.1780074, 10.9243837 49.1781752)",,,,
"[598415451, 34997317]",,,Lange Gasse,residential,,False,False,242.44599999999997,"LINESTRING (10.9242708 49.1778578, 10.9240476 49.1779699, 10.9236252 49.1782533, 10.9229427 49.1787783, 10.9221486 49.1795278)",,,,
179091762,,RH 6,Güsseldorfer Straße,tertiary,,False,True,19.858,"LINESTRING (10.9252818 49.1794325, 10.9251639 49.1792714)",,,,
221754071,,,Weingarter Straße,residential,50,False,True,23.959,"LINESTRING (10.9282364 49.172792, 10.9285196 49.1726818)",5.6,,,
34960343,,RH 13,Weingarter Straße,tertiary,50,False,False,44.969,"LINESTRING (10.9282364 49.172792, 10.9282104 49.172884, 10.9280001 49.1731628)",6.5,,,
598218741,,,Höllgasse,residential,30,False,False,40.483,"LINESTRING (10.9273097 49.174978, 10.9273482 49.1753412)",4.8,,,
28776140,,,Turmgasse,residential,30,False,True,150.547,"LINESTRING (10.9270648 49.1740173, 10.9267101 49.1736952, 10.926463 49.1735145, 10.9263778 49.1734796, 10.9263025 49.1734773, 10.9256707 49.17373, 10.9256418 49.1737929, 10.9255878 49.1738279)",4,,,
34913406,2,St 2223,Hauptstraße,secondary,30,False,False,54.068,"LINESTRING (10.9270648 49.1740173, 10.9269376 49.1741117, 10.9265548 49.1743711)",,,,
"[972669845, 34913406]",2,St 2223,Hauptstraße,secondary,"['50', '30']",False,True,29.895000000000003,"LINESTRING (10.9270648 49.1740173, 10.9271509 49.1739658, 10.9271601 49.1739605, 10.9273719 49.1738385)",,,,
28776180,,,Spitzenberg,residential,,False,False,27.792,"LINESTRING (10.9248229 49.1750688, 10.9250176 49.1752839)",,,,
28776180,,,Spitzenberg,residential,,False,True,40.817,"LINESTRING (10.9248229 49.1750688, 10.9245613 49.174744)",,,,
34960425,,,Webergasse,residential,,False,True,33.444,"LINESTRING (10.9248229 49.1750688, 10.9252334 49.174933)",,,,
34960425,,,Webergasse,residential,,False,False,55.32000000000001,"LINESTRING (10.9248229 49.1750688, 10.9247132 49.1750913, 10.9241846 49.1753341)",,,,
28776180,,,Spitzenberg,residential,,False,True,27.792,"LINESTRING (10.9250176 49.1752839, 10.9248229 49.1750688)",,,,
227642094,,St 2223,Hauptstraße,secondary,30,False,False,20.372999999999998,"LINESTRING (10.9250176 49.1752839, 10.9250144 49.1753116, 10.9249966 49.1754666)",,,,
227642094,,St 2223,Hauptstraße,secondary,30,False,True,42.485,"LINESTRING (10.9250176 49.1752839, 10.9251023 49.1750741, 10.9252334 49.174933)",,,,
28776191,,,Gänsgasse,residential,,False,False,21.291,"LINESTRING (10.9237862 49.1751912, 10.9236376 49.1753562)",,,,
34960425,,,Webergasse,residential,,False,True,33.034,"LINESTRING (10.9237862 49.1751912, 10.9241846 49.1753341)",,,,
28776191,,,Gänsgasse,residential,,False,True,76.39099999999999,"LINESTRING (10.9237862 49.1751912, 10.9239854 49.1750004, 10.9241664 49.1749103, 10.9243414 49.1748306, 10.9245613 49.174744)",,,,
28776191,,,Gänsgasse,residential,,False,True,21.291,"LINESTRING (10.9236376 49.1753562, 10.9237862 49.1751912)",,,,
28776191,,,Gänsgasse,residential,,False,False,69.02,"LINESTRING (10.9236376 49.1753562, 10.9234733 49.1755683, 10.9233603 49.1757666, 10.9233179 49.1759357)",,,,
34960424,,,Alte Rathausgasse,residential,,False,True,59.974000000000004,"LINESTRING (10.9236376 49.1753562, 10.9237639 49.1754045, 10.9237941 49.1755882, 10.9239406 49.1756222, 10.9241803 49.175636)",,,,
28776180,,,Spitzenberg,residential,,False,False,40.817,"LINESTRING (10.9245613 49.174744, 10.9248229 49.1750688)",,,,
"[28776180, 28776228]",,,"['Brauereigasse', 'Spitzenberg']",residential,30,False,True,151.557,"LINESTRING (10.9245613 49.174744, 10.9244852 49.174611, 10.9243832 49.1744322, 10.9243679 49.174302, 10.9244341 49.1742242, 10.9244895 49.174193, 10.9247298 49.1741144, 10.9249477 49.174036, 10.9250637 49.1740055, 10.9251862 49.1741507, 10.9253949 49.1742633)",3.4,,,
28776228,,,Brauereigasse,residential,30,False,False,82.812,"LINESTRING (10.9245613 49.174744, 10.9246995 49.1747192, 10.9248905 49.1746503, 10.9253949 49.1742633)",3.4,,,
28776191,,,Gänsgasse,residential,,False,False,76.39099999999999,"LINESTRING (10.9245613 49.174744, 10.9243414 49.1748306, 10.9241664 49.1749103, 10.9239854 49.1750004, 10.9237862 49.1751912)",,,,
28776191,,,Gänsgasse,residential,,False,False,36.204,"LINESTRING (10.9243642 49.1763208, 10.9247783 49.176292, 10.9248599 49.1762917)",,,,
28776191,,,Gänsgasse,residential,,False,True,127.125,"LINESTRING (10.9243642 49.1763208, 10.9242883 49.1763461, 10.9241797 49.1763592, 10.9240467 49.17636, 10.9236531 49.1763782, 10.9234085 49.1763365, 10.9231802 49.1762536, 10.9231696 49.1762277, 10.9232558 49.1760536, 10.9233179 49.1759357)",,,,
28776208,,,Färbergasse,residential,,False,True,94.23,"LINESTRING (10.9243642 49.1763208, 10.9243466 49.1762767, 10.9243072 49.1762226, 10.9242588 49.1762014, 10.924195 49.1761919, 10.9238761 49.176178, 10.9237382 49.1761579, 10.92365 49.1761365, 10.9236071 49.1761108, 10.9235232 49.1760657, 10.9234353 49.1759893, 10.9233179 49.1759357)",,,,
28776191,,,Gänsgasse,residential,,False,False,127.125,"LINESTRING (10.9233179 49.1759357, 10.9232558 49.1760536, 10.9231696 49.1762277, 10.9231802 49.1762536, 10.9234085 49.1763365, 10.9236531 49.1763782, 10.9240467 49.17636, 10.9241797 49.1763592, 10.9242883 49.1763461, 10.9243642 49.1763208)",,,,
28776208,,,Färbergasse,residential,,False,False,94.23,"LINESTRING (10.9233179 49.1759357, 10.9234353 49.1759893, 10.9235232 49.1760657, 10.9236071 49.1761108, 10.92365 49.1761365, 10.9237382 49.1761579, 10.9238761 49.176178, 10.924195 49.1761919, 10.9242588 49.1762014, 10.9243072 49.1762226, 10.9243466 49.1762767, 10.9243642 49.1763208)",,,,
28776191,,,Gänsgasse,residential,,False,True,69.02000000000001,"LINESTRING (10.9233179 49.1759357, 10.9233603 49.1757666, 10.9234733 49.1755683, 10.9236376 49.1753562)",,,,
34913365,,,Am Oberen Tor,residential,30,False,False,17.846,"LINESTRING (10.9255722 49.1743743, 10.9253949 49.1742633)",2.5,,,
221325425,,,Am Oberen Tor,residential,50,False,True,17.054,"LINESTRING (10.9255722 49.1743743, 10.9254747 49.1742348)",3.9,,,
221325425,,,Am Oberen Tor,residential,50,False,False,34.701,"LINESTRING (10.9255722 49.1743743, 10.9256805 49.1745324, 10.925709 49.1745786, 10.9257854 49.1746523)",3.9,,,
28776140,,,Turmgasse,residential,30,False,False,150.547,"LINESTRING (10.9255878 49.1738279, 10.9256418 49.1737929, 10.9256707 49.17373, 10.9263025 49.1734773, 10.9263778 49.1734796, 10.926463 49.1735145, 10.9267101 49.1736952, 10.9270648 49.1740173)",4,,,
28776224,,,Am Oberen Tor,residential,30,False,False,47.89,"LINESTRING (10.9255878 49.1738279, 10.9256055 49.1738702, 10.9255661 49.1739966, 10.9255797 49.174059, 10.9255691 49.1741424, 10.9254747 49.1742348)",2.9,,,
"[249597056, 598415450, 221325424]",,,Albrecht-Achilles-Straße,residential,,False,True,56.988,"LINESTRING (10.9255878 49.1738279, 10.9255787 49.1738136, 10.9255352 49.1737579, 10.9254367 49.1737067, 10.9253059 49.1736175, 10.9252134 49.1735243, 10.9251146 49.1734261)",,,building_passage,
34913365,,,Am Oberen Tor,residential,30,False,True,17.846,"LINESTRING (10.9253949 49.1742633, 10.9255722 49.1743743)",2.5,,,
34960421,,,Am Oberen Tor,residential,30,False,False,6.61,"LINESTRING (10.9253949 49.1742633, 10.9254747 49.1742348)",2.5,,,
"[28776180, 28776228]",,,"['Brauereigasse', 'Spitzenberg']",residential,30,False,False,151.557,"LINESTRING (10.9253949 49.1742633, 10.9251862 49.1741507, 10.9250637 49.1740055, 10.9249477 49.174036, 10.9247298 49.1741144, 10.9244895 49.174193, 10.9244341 49.1742242, 10.9243679 49.174302, 10.9243832 49.1744322, 10.9244852 49.174611, 10.9245613 49.174744)",3.4,,,
28776228,,,Brauereigasse,residential,30,False,True,82.81200000000001,"LINESTRING (10.9253949 49.1742633, 10.9248905 49.1746503, 10.9246995 49.1747192, 10.9245613 49.174744)",3.4,,,
34913366,,,Hofgasse,residential,,False,True,39.14,"LINESTRING (10.9254747 49.1742348, 10.9259966 49.1741483)",,,,
34960421,,,Am Oberen Tor,residential,30,False,True,6.61,"LINESTRING (10.9254747 49.1742348, 10.9253949 49.1742633)",2.5,,,
221325425,,,Am Oberen Tor,residential,50,False,False,17.054,"LINESTRING (10.9254747 49.1742348, 10.9255722 49.1743743)",3.9,,,
28776224,,,Am Oberen Tor,residential,30,False,True,47.89,"LINESTRING (10.9254747 49.1742348, 10.9255691 49.1741424, 10.9255797 49.174059, 10.9255661 49.1739966, 10.9256055 49.1738702, 10.9255878 49.1738279)",2.9,,,
598218741,,,Höllgasse,residential,30,False,True,40.483,"LINESTRING (10.9273482 49.1753412, 10.9273097 49.174978)",4.8,,,
34913409,,,Gabrieliplatz,living_street,,False,True,54.41000000000001,"LINESTRING (10.9273482 49.1753412, 10.9272792 49.1753348, 10.9272276 49.1753354, 10.9271426 49.1753416, 10.9270358 49.1753658, 10.9268464 49.1754228, 10.9266525 49.1754909)",5.4,,,
"[28776253, 221325429, 221754070]",,,Obeltshauserstraße,residential,30,False,True,275.154,"LINESTRING (10.9273482 49.1753412, 10.9275162 49.1753603, 10.9277459 49.1753982, 10.9279001 49.1754375, 10.9279738 49.1754545, 10.928179 49.1755017, 10.9284501 49.1755831, 10.9286782 49.1756291, 10.9288314 49.1756227, 10.9288965 49.1756163, 10.9291097 49.1755194, 10.929541 49.1751637, 10.9299408 49.1747575, 10.930118 49.1744748)",5.4,,,
244962110,,,Stiftsgasse,residential,,False,True,17.797,"LINESTRING (10.9257295 49.1756475, 10.9256341 49.1757949)",,,,
537472184,,,Stiftsgasse,residential,,False,False,19.81,"LINESTRING (10.9257295 49.1756475, 10.925751 49.1754699)",,,,
28811219,,,Herrengasse,living_street,,False,False,71.674,"LINESTRING (10.9257295 49.1756475, 10.9258481 49.1755795, 10.9264273 49.1755591, 10.9266525 49.1754909)",,,,
244962105,,St 2223,Hauptstraße,secondary,30,False,True,30.676,"LINESTRING (10.9248895 49.1765669, 10.9248599 49.1762917)",,,,
"[4995274, 259917493, 221597111]",,St 2223,"['Hauptstraße', 'Windsbacher Straße']",secondary,30,False,False,89.155,"LINESTRING (10.9248895 49.1765669, 10.92486 49.1766715, 10.9247741 49.1767829, 10.9246596 49.1768314, 10.9245331 49.176842, 10.9244077 49.1768341, 10.9243412 49.1768234, 10.9239388 49.1767584)",,,,
"[598218745, 28811197]",,,"['Josefsplatz', 'Stiftsgasse']",residential,50,False,False,105.774,"LINESTRING (10.9248895 49.1765669, 10.925111 49.1764868, 10.9253094 49.1763507, 10.9253626 49.1762828, 10.9254117 49.1762353, 10.9255195 49.1759924, 10.9256341 49.1757949)",,,,
28811219,,,Herrengasse,living_street,,False,True,71.674,"LINESTRING (10.9266525 49.1754909, 10.9264273 49.1755591, 10.9258481 49.1755795, 10.9257295 49.1756475)",,,,
34913409,,,Gabrieliplatz,living_street,,False,False,54.410000000000004,"LINESTRING (10.9266525 49.1754909, 10.9268464 49.1754228, 10.9270358 49.1753658, 10.9271426 49.1753416, 10.9272276 49.1753354, 10.9272792 49.1753348, 10.9273482 49.1753412)",5.4,,,
221325428,,,Herrengasse,living_street,,False,False,34.061,"LINESTRING (10.9266525 49.1754909, 10.9265275 49.1753793, 10.926554 49.1752122)",3.8,,,
221325425,,,Am Oberen Tor,residential,50,False,True,34.701,"LINESTRING (10.9257854 49.1746523, 10.925709 49.1745786, 10.9256805 49.1745324, 10.9255722 49.1743743)",3.9,,,
227642094,,St 2223,Hauptstraße,secondary,30,False,False,17.314999999999998,"LINESTRING (10.9257854 49.1746523, 10.9256854 49.1746947, 10.925588 49.1747394)",,,,
227642095,2,St 2223,Hauptstraße,secondary,30,False,True,64.194,"LINESTRING (10.9257854 49.1746523, 10.9260259 49.1745644, 10.9263101 49.174477, 10.9265548 49.1743711)",,,,
34913367,,,Hans-Gruber-Straße,residential,,False,True,36.539,"LINESTRING (10.9248247 49.1731607, 10.9248423 49.1731738, 10.925022 49.1733073, 10.9251146 49.1734261)",,,,
34913368,,,Hans-Gruber-Straße,residential,,False,True,39.132,"LINESTRING (10.9248247 49.1731607, 10.9251558 49.1730558, 10.9253142 49.1730148)",,,,
221325427,,,Hans-Gruber-Straße,residential,,False,False,98.767,"LINESTRING (10.9248247 49.1731607, 10.9243577 49.1731263, 10.9238795 49.1731079, 10.9237165 49.1730899, 10.9236935 49.1730519, 10.92355 49.1729789)",,,,
34913368,,,Hans-Gruber-Straße,residential,,False,False,12.448,"LINESTRING (10.9254853 49.1730105, 10.9253142 49.1730148)",,,,
42866417,,,Albrecht-Achilles-Straße,residential,,False,False,54.335,"LINESTRING (10.9254853 49.1730105, 10.9252829 49.1731554, 10.9251718 49.1733201, 10.9251146 49.1734261)",,,,
221325423,,,Albrecht-Achilles-Straße,residential,,False,True,31.441000000000003,"LINESTRING (10.9254853 49.1730105, 10.9257378 49.1729708, 10.9259106 49.1729707)",,,,
34913367,,,Hans-Gruber-Straße,residential,,False,False,36.539,"LINESTRING (10.9251146 49.1734261, 10.925022 49.1733073, 10.9248423 49.1731738, 10.9248247 49.1731607)",,,,
42866417,,,Albrecht-Achilles-Straße,residential,,False,True,54.335,"LINESTRING (10.9251146 49.1734261, 10.9251718 49.1733201, 10.9252829 49.1731554, 10.9254853 49.1730105)",,,,
"[221325424, 598415450, 249597056]",,,Albrecht-Achilles-Straße,residential,,False,False,56.988,"LINESTRING (10.9251146 49.1734261, 10.9252134 49.1735243, 10.9253059 49.1736175, 10.9254367 49.1737067, 10.9255352 49.1737579, 10.9255787 49.1738136, 10.9255878 49.1738279)",,,building_passage,
34913366,,,Hofgasse,residential,,False,False,39.14,"LINESTRING (10.9259966 49.1741483, 10.9254747 49.1742348)",,,,
34913366,,,Hofgasse,residential,,False,True,48.235,"LINESTRING (10.9259966 49.1741483, 10.9261769 49.1741818, 10.9265548 49.1743711)",,,,
34913369,,,Hofgasse,residential,,False,False,44.324,"LINESTRING (10.9259966 49.1741483, 10.9261125 49.1739987, 10.9261362 49.1739137, 10.9262143 49.1737785)",,,,
34913369,,,Hofgasse,residential,,False,True,44.324,"LINESTRING (10.9262143 49.1737785, 10.9261362 49.1739137, 10.9261125 49.1739987, 10.9259966 49.1741483)",,,,
34960346,,,Irrlacher Weg,residential,,False,False,39.431,"LINESTRING (10.9227613 49.1722798, 10.9224002 49.1720152)",,,,
34960345,,,Egerländer Straße,residential,,False,True,96.80399999999999,"LINESTRING (10.9227613 49.1722798, 10.9232187 49.1726398, 10.9234688 49.1728956, 10.9235172 49.1729509, 10.92355 49.1729789)",,,,
244753763,,,Egerländer Straße,residential,,False,False,65.99799999999999,"LINESTRING (10.9227613 49.1722798, 10.9227463 49.1719938, 10.922711 49.1716873)",,,,
244753763,,,Egerländer Straße,residential,,False,True,25.665,"LINESTRING (10.9227084 49.1714565, 10.922711 49.1716873)",,,,
34960427,,,Saazer Straße,residential,,False,False,258.21700000000004,"LINESTRING (10.9227084 49.1714565, 10.9229054 49.171573, 10.9230917 49.171695, 10.923238 49.1717265, 10.9233881 49.1717106, 10.923641 49.171662, 10.9237601 49.1716751, 10.9239496 49.1717263, 10.9240952 49.1718551, 10.9244917 49.17219, 10.9247404 49.1724084, 10.9250555 49.1726289, 10.9253129 49.17279)",,,,
221325426,,,Egerländer Straße,residential,,False,False,71.91199999999999,"LINESTRING (10.9227084 49.1714565, 10.9226115 49.171148, 10.9225477 49.1710189, 10.922486 49.1709402, 10.9223637 49.1708681)",,,,
34960345,,,Egerländer Straße,residential,,False,False,96.804,"LINESTRING (10.92355 49.1729789, 10.9235172 49.1729509, 10.9234688 49.1728956, 10.9232187 49.1726398, 10.9227613 49.1722798)",,,,
"[34960355, 34960356, 42866367]",,,"['Am Galgenberg', 'Hans-Gruber-Keller']",residential,,False,"[False, True]",485.0680000000001,"LINESTRING (10.92355 49.1729789, 10.9234046 49.1729981, 10.9231941 49.1730012, 10.9229408 49.1730051, 10.922641 49.172996, 10.922496 49.1729707, 10.9218007 49.1730298, 10.9214687 49.173101, 10.9213637 49.1731476, 10.9213181 49.173224, 10.9213421 49.1733418, 10.9213952 49.1734582, 10.9213851 49.173543, 10.9213299 49.1736236, 10.9211961 49.173696, 10.9210738 49.1737174, 10.9209067 49.1737047, 10.920823 49.1736497, 10.9207815 49.1735339, 10.9207879 49.1734055, 10.9208451 49.1732752, 10.9208715 49.1731644, 10.9209079 49.1730429, 10.9209363 49.1727638, 10.9208765 49.1726548, 10.920792 49.1725571, 10.9200912 49.1721681, 10.9200373 49.1720742, 10.920175 49.1719065)",,,,
221325427,,,Hans-Gruber-Straße,residential,,False,True,98.767,"LINESTRING (10.92355 49.1729789, 10.9236935 49.1730519, 10.9237165 49.1730899, 10.9238795 49.1731079, 10.9243577 49.1731263, 10.9248247 49.1731607)",,,,
34960351,,,Stuhlweg,residential,,False,True,68.807,"LINESTRING (10.9220017 49.1717795, 10.9211444 49.1720417)",,,,
34960346,,,Irrlacher Weg,residential,,False,True,39.335,"LINESTRING (10.9220017 49.1717795, 10.9222303 49.1718869, 10.9224002 49.1720152)",,,,
34960346,,,Irrlacher Weg,residential,,False,True,39.431,"LINESTRING (10.9224002 49.1720152, 10.9227613 49.1722798)",,,,
34960346,,,Irrlacher Weg,residential,,False,False,39.335,"LINESTRING (10.9224002 49.1720152, 10.9222303 49.1718869, 10.9220017 49.1717795)",,,,
34960349,,,An der Linde,residential,,False,False,138.852,"LINESTRING (10.9224002 49.1720152, 10.9217341 49.1724985, 10.9215808 49.1723752, 10.9214526 49.1722641, 10.9211444 49.1720417)",,,,
34960351,,,Stuhlweg,residential,,False,False,68.807,"LINESTRING (10.9211444 49.1720417, 10.9220017 49.1717795)",,,,
34960349,,,An der Linde,residential,,False,True,138.852,"LINESTRING (10.9211444 49.1720417, 10.9214526 49.1722641, 10.9215808 49.1723752, 10.9217341 49.1724985, 10.9224002 49.1720152)",,,,
34960351,,,Stuhlweg,residential,,False,True,77.271,"LINESTRING (10.9211444 49.1720417, 10.9208434 49.1720986, 10.9206931 49.1721032, 10.920175 49.1719065)",,,,
34960351,,,Stuhlweg,residential,,False,True,62.063,"LINESTRING (10.920175 49.1719065, 10.9193938 49.1716814)",,,,
34960351,,,Stuhlweg,residential,,False,False,77.271,"LINESTRING (10.920175 49.1719065, 10.9206931 49.1721032, 10.9208434 49.1720986, 10.9211444 49.1720417)",,,,
"[34960355, 34960356, 42866367]",,,"['Hans-Gruber-Keller', 'Am Galgenberg']",residential,,False,"[False, True]",485.068,"LINESTRING (10.920175 49.1719065, 10.9200373 49.1720742, 10.9200912 49.1721681, 10.920792 49.1725571, 10.9208765 49.1726548, 10.9209363 49.1727638, 10.9209079 49.1730429, 10.9208715 49.1731644, 10.9208451 49.1732752, 10.9207879 49.1734055, 10.9207815 49.1735339, 10.920823 49.1736497, 10.9209067 49.1737047, 10.9210738 49.1737174, 10.9211961 49.173696, 10.9213299 49.1736236, 10.9213851 49.173543, 10.9213952 49.1734582, 10.9213421 49.1733418, 10.9213181 49.173224, 10.9213637 49.1731476, 10.9214687 49.173101, 10.9218007 49.1730298, 10.922496 49.1729707, 10.922641 49.172996, 10.9229408 49.1730051, 10.9231941 49.1730012, 10.9234046 49.1729981, 10.92355 49.1729789)",,,,
34960351,,,Stuhlweg,residential,,False,False,62.063,"LINESTRING (10.9193938 49.1716814, 10.920175 49.1719065)",,,,
34960353,,,Stuhlweg,residential,,False,False,42.675,"LINESTRING (10.9193938 49.1716814, 10.9191803 49.1720389)",,,,
34960353,,,Stuhlweg,residential,,False,True,42.675,"LINESTRING (10.9191803 49.1720389, 10.9193938 49.1716814)",,,,
244753763,,,Egerländer Straße,residential,,False,False,25.665,"LINESTRING (10.922711 49.1716873, 10.9227084 49.1714565)",,,,
34960358,,,Böhmerwaldstraße,residential,,False,False,166.007,"LINESTRING (10.922711 49.1716873, 10.9224768 49.1716243, 10.9222382 49.1715322, 10.9219399 49.1713117, 10.9217074 49.171088, 10.921695 49.1710192, 10.921748 49.1709316, 10.9218622 49.170885, 10.9219955 49.1708663, 10.9223637 49.1708681)",,,,
