osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,tunnel,width,bridge,access
"[15093097, 22992954, 37644285, 15093098]","['Am Brixener Hof', 'Drei-Kronen-Gasse', 'Grasgasse', 'Schäffnerstraße']",residential,30,True,False,357.05099999999993,"LINESTRING (12.1006166 49.0178488, 12.1005142 49.0178466, 12.099786 49.0178307, 12.0997801 49.0175804, 12.099764 49.0174168, 12.0997218 49.0172954, 12.0995033 49.0165877, 12.0994773 49.0165272, 12.099357 49.0162475, 12.0992634 49.0161245, 12.0990699 49.0159826, 12.0989474 49.015908, 12.0988525 49.0158905, 12.0987337 49.0158674, 12.0980256 49.0159277)",,,,,
"[116798096, 9934129]","['Alter Kornmarkt', 'Speichergasse']",residential,50,False,True,108.107,"LINESTRING (12.1006166 49.0178488, 12.1006177 49.0178884, 12.1006274 49.0182412, 12.1006147 49.0184253, 12.1005918 49.0185939, 12.1005498 49.0187044, 12.100473 49.0188048)",,,,,
144116990,Ostengasse,residential,30,False,True,42.322,"LINESTRING (12.1036161 49.0192032, 12.1030915 49.019366)",2,,,,
10799821,Gichtlgasse,living_street,,False,False,64.157,"LINESTRING (12.1036161 49.0192032, 12.1038529 49.0195629, 12.1039743 49.0197301)",,,,,
5365110,Ostengasse,living_street,,False,False,17.459,"LINESTRING (12.1024007 49.0195913, 12.1021997 49.0196766)",,,,,
37938476,Ostengasse,living_street,,False,True,18.881,"LINESTRING (12.1024007 49.0195913, 12.1025832 49.0195263, 12.1026281 49.0195101)",,,,,
"[22921256, 363350294]","['Kalmünzergasse', 'Schwanenplatz']",living_street,,True,False,145.74599999999998,"LINESTRING (12.1024007 49.0195913, 12.102331 49.0195679, 12.1022862 49.0195406, 12.1022453 49.0194897, 12.1022088 49.0194068, 12.1021686 49.0192366, 12.1021103 49.0189434, 12.1021041 49.0189159, 12.1019759 49.0183423)",,,,,
5064738,Fahrbeckgasse,living_street,,False,True,123.97800000000001,"LINESTRING (12.1038278 49.0182002, 12.1038491 49.018153, 12.1038402 49.0180828, 12.1038427 49.0179788, 12.103856 49.0179017, 12.1038637 49.0178813, 12.1038701 49.0178449, 12.1038686 49.0177985, 12.1038262 49.0175874, 12.1037885 49.0174754, 12.1036413 49.0171058)",,,6,,
"[469685011, 976761139, 5054883]",Minoritenweg,residential,30,False,False,136.85799999999998,"LINESTRING (12.1036413 49.0171058, 12.103568 49.0171234, 12.1034056 49.0171828, 12.1029088 49.0173644, 12.1028518 49.0173798, 12.1028103 49.0173846, 12.1026682 49.0173838, 12.1020223 49.0173814, 12.1018702 49.0173794)",3,,,,
5064738,Fahrbeckgasse,living_street,,False,False,123.978,"LINESTRING (12.1036413 49.0171058, 12.1037885 49.0174754, 12.1038262 49.0175874, 12.1038686 49.0177985, 12.1038701 49.0178449, 12.1038637 49.0178813, 12.103856 49.0179017, 12.1038427 49.0179788, 12.1038402 49.0180828, 12.1038491 49.018153, 12.1038278 49.0182002)",,,6,,
6010820,Proskestraße,living_street,,False,False,92.36500000000001,"LINESTRING (12.101848 49.0225631, 12.1018635 49.0224595, 12.1019257 49.021948, 12.1019744 49.021813, 12.1020006 49.0217403)",,,,,
"[708973546, 34009813, 21632215, 954244508, 287674143]",Eiserne Brücke,tertiary,50,False,True,131.146,"LINESTRING (12.1021608 49.0216037, 12.1021082 49.021559, 12.1020686 49.0215174, 12.1020275 49.0214519, 12.102008 49.0214074, 12.1020002 49.0213876, 12.1019928 49.0213687, 12.1017507 49.0206457, 12.1017291 49.0205926, 12.1017249 49.0205821, 12.1017089 49.0205416, 12.1016882 49.020474)",2,,,yes,
143831615,Wöhrdstraße,living_street,,False,True,19.162,"LINESTRING (12.1021608 49.0216037, 12.102092 49.0216623, 12.1020006 49.0217403)",,,,,
983708202,Wöhrdstraße,tertiary,30,False,False,153.078,"LINESTRING (12.1021608 49.0216037, 12.102211 49.0216284, 12.102271 49.0216458, 12.1027204 49.0217075, 12.1028453 49.0217229, 12.10334 49.021784, 12.10362 49.0218207, 12.1037201 49.0218265, 12.1039464 49.0218303, 12.1042147 49.0218185)",2,,,,
6010820,Proskestraße,living_street,,False,True,92.36500000000001,"LINESTRING (12.1020006 49.0217403, 12.1019744 49.021813, 12.1019257 49.021948, 12.1018635 49.0224595, 12.101848 49.0225631)",,,,,
23139272,Wöhrdstraße,living_street,,False,True,98.143,"LINESTRING (12.1020006 49.0217403, 12.1018858 49.0217519, 12.1014625 49.0217472, 12.1006757 49.0218631)",,,,,
143831615,Wöhrdstraße,living_street,,False,False,19.162,"LINESTRING (12.1020006 49.0217403, 12.102092 49.0216623, 12.1021608 49.0216037)",,,,,
6010050,Küffnerstraße,living_street,,False,True,48.906,"LINESTRING (12.1008008 49.0222952, 12.1006757 49.0218631)",,,,,
6010050,Küffnerstraße,living_street,,False,False,48.906,"LINESTRING (12.1006757 49.0218631, 12.1008008 49.0222952)",,,,,
23139272,Wöhrdstraße,living_street,,False,False,98.143,"LINESTRING (12.1006757 49.0218631, 12.1014625 49.0217472, 12.1018858 49.0217519, 12.1020006 49.0217403)",,,,,
"[23139272, 960819143]",Wöhrdstraße,living_street,,False,True,132.256,"LINESTRING (12.1006757 49.0218631, 12.1004132 49.0219043, 12.1000764 49.0219571, 12.0999941 49.02197, 12.0997343 49.0220107, 12.099486 49.0220496, 12.0993515 49.0220707, 12.0993241 49.022075, 12.0991253 49.0220987, 12.0989033 49.0221001)",,,,,permit
983708202,Wöhrdstraße,tertiary,30,False,True,153.07799999999997,"LINESTRING (12.1042147 49.0218185, 12.1039464 49.0218303, 12.1037201 49.0218265, 12.10362 49.0218207, 12.10334 49.021784, 12.1028453 49.0217229, 12.1027204 49.0217075, 12.102271 49.0216458, 12.102211 49.0216284, 12.1021608 49.0216037)",2,,,,
8115420,Glockengasse,living_street,,True,False,42.623999999999995,"LINESTRING (12.0914274 49.0185912, 12.0915053 49.0188066, 12.0915671 49.0189634)",,,,,
42438138,Gesandtenstraße,living_street,walk,True,False,116.19,"LINESTRING (12.0914274 49.0185912, 12.0924469 49.0185475, 12.0925819 49.0185421, 12.0929224 49.018527, 12.0930173 49.0185228)",,,,,
"[1165460833, 722419773]",Am Ölberg,living_street,,True,False,71.311,"LINESTRING (12.0914274 49.0185912, 12.0912932 49.0181104, 12.0912545 49.01796)",,,,,
22921099,Am Römling,living_street,5,False,True,77.538,"LINESTRING (12.0917527 49.0197198, 12.0918447 49.0204145)",,,,,
37644286,Königsstraße,living_street,,True,False,38.067,"LINESTRING (12.1003865 49.016525, 12.1009061 49.0164923)",1,,3.2,,
9934317,Maximilianstraße,living_street,,False,True,148.156,"LINESTRING (12.1003865 49.016525, 12.1005221 49.0173388, 12.1006166 49.0178488)",,,,,
9933751,Roter-Lilien-Winkel,residential,,False,False,55.003,"LINESTRING (12.0919875 49.0161686, 12.0922391 49.016154, 12.0925756 49.016128, 12.0927376 49.0161174)",,,,,
9933751,Roter-Lilien-Winkel,residential,,False,True,55.003,"LINESTRING (12.0927376 49.0161174, 12.0925756 49.016128, 12.0922391 49.016154, 12.0919875 49.0161686)",,,,,
133432894,Sankt-Peters-Weg,residential,50,True,False,45.226,"LINESTRING (12.0927376 49.0161174, 12.0928665 49.0161158, 12.0932307 49.0160813, 12.0933489 49.0160584)",,,,,
133432891,Emmeramsplatz,residential,,True,False,34.442,"LINESTRING (12.0932664 49.016207, 12.092797 49.0162412)",,,,,
"[1165460832, 37644287]",Emmeramsplatz,living_street,,False,False,47.418000000000006,"LINESTRING (12.0932664 49.016207, 12.0932984 49.0162919, 12.0933944 49.0165354, 12.0934473 49.0166157)",,,,,
388945369,Sankt-Peters-Weg,residential,50,False,False,10.916,"LINESTRING (12.0978737 49.0152409, 12.0979064 49.0151451)",2,,,,
34009808,Fröhliche-Türken-Straße,residential,30,False,True,77.17699999999999,"LINESTRING (12.0978737 49.0152409, 12.0979115 49.0153828, 12.0980256 49.0159277)",,,,,
388945369,Sankt-Peters-Weg,residential,50,False,True,365.36599999999993,"LINESTRING (12.0978737 49.0152409, 12.0977471 49.0152312, 12.097507 49.0152193, 12.097196 49.0152033, 12.0971181 49.015198, 12.0965623 49.0151723, 12.0963924 49.0151682, 12.0960065 49.0151716, 12.0956715 49.0151822, 12.0952874 49.0152067, 12.0949457 49.0152299, 12.09457 49.0153735, 12.0942736 49.0155701, 12.0941001 49.0157505, 12.0939854 49.0158251, 12.0938043 49.0158948, 12.093582 49.015962, 12.0933489 49.0160584)",2,,,,
"[231496433, 1101198993]",Obermünsterplatz,residential,30,False,False,62.111000000000004,"LINESTRING (12.0962634 49.0165098, 12.096189 49.0163087, 12.0960994 49.015962)",,,,,
"[1101199016, 37644281, 1101199034, 1101199033]",Obermünsterstraße,residential,30,False,False,144.754,"LINESTRING (12.0962634 49.0165098, 12.0965718 49.0164471, 12.0966276 49.0164358, 12.0967413 49.0164055, 12.0968672 49.0163654, 12.0969821 49.0163196, 12.0972589 49.0161891, 12.0973528 49.0161449, 12.0975039 49.016092, 12.0975831 49.016067, 12.0980256 49.0159277)",,,,,
"[1101199016, 9933830]",Obermünsterstraße,residential,30,False,True,53.209,"LINESTRING (12.0962634 49.0165098, 12.0962125 49.0165203, 12.0956285 49.0166429, 12.0955667 49.0166512)",,,,,
9933830,Obermünsterstraße,residential,30,False,False,39.808,"LINESTRING (12.0950276 49.016706, 12.0952225 49.0166922, 12.0955667 49.0166512)",,,,,
231496430,Obermünsterplatz,residential,30,False,True,27.546,"LINESTRING (12.0954846 49.0164094, 12.0955667 49.0166512)",,,,,
685707688,Pfluggasse,residential,50,False,False,51.25,"LINESTRING (12.100473 49.0188048, 12.1011692 49.0187418)",,,,,
"[116798096, 9934129]","['Alter Kornmarkt', 'Speichergasse']",residential,50,False,False,108.107,"LINESTRING (12.100473 49.0188048, 12.1005498 49.0187044, 12.1005918 49.0185939, 12.1006147 49.0184253, 12.1006274 49.0182412, 12.1006177 49.0178884, 12.1006166 49.0178488)",,,,,
"[111409639, 22992490, 111409643, 9934129, 22992305]","['Domplatz', 'Alter Kornmarkt', 'Domstraße']","['residential', 'living_street']","['50', '20']",False,"[False, True]",260.665,"LINESTRING (12.100473 49.0188048, 12.1001739 49.0189258, 12.099927 49.0190081, 12.0998304 49.0190343, 12.0997249 49.0190454, 12.0996648 49.0190502, 12.0996212 49.0190517, 12.0991526 49.0190685, 12.0990916 49.0190705, 12.0988158 49.0191083, 12.0982543 49.0191419, 12.0979744 49.0191612, 12.097766 49.0191883, 12.0977089 49.0192067, 12.097165 49.0194926)",,building_passage,,,
1165460833,Am Ölberg,living_street,,True,False,48.392,"LINESTRING (12.0912545 49.01796, 12.0911659 49.0175287)",,,,,
10420088,Dänzergasse,living_street,,False,False,96.911,"LINESTRING (12.0912545 49.01796, 12.0917391 49.0179176, 12.0925768 49.0178765)",,,,,
10419244,Silberne-Fisch-Gasse,living_street,,False,False,52.913,"LINESTRING (12.0911659 49.0175287, 12.0918872 49.0174771)",,,,,
10419103,Am Ölberg,living_street,,True,False,87.071,"LINESTRING (12.0911659 49.0175287, 12.0911578 49.0172496, 12.0912278 49.0167478)",,,,,
"[10419105, 1054206367]",Marschallstraße,residential,,True,False,39.553000000000004,"LINESTRING (12.0912278 49.0167478, 12.0911815 49.0167706, 12.0908292 49.0167749, 12.0906971 49.0167765)",,,,,
398378989,Waffnergasse,residential,30,True,False,110.99499999999999,"LINESTRING (12.0912278 49.0167478, 12.0912353 49.0164192, 12.091262 49.0160186, 12.0913078 49.0157517)",,,,,
10419108,Marschallstraße,residential,,True,False,99.512,"LINESTRING (12.0925786 49.0167082, 12.0919212 49.0167252, 12.0912893 49.01672, 12.0912278 49.0167478)",,,,,
"[42195037, 385559700, 385559701]",Emmeramsplatz,residential,,False,False,54.507,"LINESTRING (12.0925786 49.0167082, 12.0925885 49.0166924, 12.0926254 49.0166332, 12.0926676 49.0165655, 12.09275 49.0164044, 12.0927774 49.0163094, 12.092797 49.0162412)",,building_passage,,,
10419244,Silberne-Fisch-Gasse,living_street,,False,False,40.502,"LINESTRING (12.0918872 49.0174771, 12.092441 49.0174495)",,,,,
10419244,Silberne-Fisch-Gasse,living_street,,False,True,52.913,"LINESTRING (12.0918872 49.0174771, 12.0911659 49.0175287)",,,,,
10419344,Gäßchen ohne End,living_street,,False,False,31.678,"LINESTRING (12.0918872 49.0174771, 12.091881 49.0174393, 12.0918524 49.0172873, 12.0918304 49.0171947)",,,,,
10419344,Gäßchen ohne End,living_street,,False,True,31.678,"LINESTRING (12.0918304 49.0171947, 12.0918524 49.0172873, 12.091881 49.0174393, 12.0918872 49.0174771)",,,,,
10419715,Rote-Stern-Gasse,living_street,,False,False,56.358999999999995,"LINESTRING (12.0957785 49.0170441, 12.0951405 49.0171464, 12.0950799 49.0172113)",,,,,
42195036,Blaue-Stern-Gasse,living_street,30,False,False,59.855,"LINESTRING (12.0941388 49.0174084, 12.0933224 49.0174639)",,,,,
10419789,Spiegelgasse,living_street,,False,False,107.411,"LINESTRING (12.0941388 49.0174084, 12.0940507 49.0178589, 12.0940936 49.0183699)",,,,,
"[10419715, 42195036]","['Rote-Stern-Gasse', 'Blaue-Stern-Gasse']",living_street,30,False,True,77.185,"LINESTRING (12.0941388 49.0174084, 12.0941958 49.0173865, 12.0942461 49.0172948, 12.094648 49.0172473, 12.0950799 49.0172113)",,,,,
"[116909432, 116909433]","['Augustinerplatz', 'Augustinergasse']",living_street,,False,True,103.815,"LINESTRING (12.0948104 49.0179691, 12.095127 49.0179192, 12.0950558 49.0177039, 12.0950376 49.0175218, 12.0951019 49.0173809, 12.0950799 49.0172113)",,,,,
10419789,Spiegelgasse,living_street,,False,True,107.411,"LINESTRING (12.0940936 49.0183699, 12.0940507 49.0178589, 12.0941388 49.0174084)",,,,,
"[42438142, 34282503]","['Gesandtenstraße', 'Neupfarrplatz']",living_street,,True,False,92.33200000000001,"LINESTRING (12.0940936 49.0183699, 12.0942451 49.018366, 12.0947335 49.0183535, 12.0948251 49.0183512, 12.094852 49.0183507, 12.0948802 49.0183501, 12.0951336 49.0183452, 12.0953565 49.018323)",,,,,
42195036,Blaue-Stern-Gasse,living_street,30,False,True,59.855,"LINESTRING (12.0933224 49.0174639, 12.0941388 49.0174084)",,,,,
"[10420269, 10420255]","['Deischgasse', 'Hinter der Pfannenschmiede']",living_street,,False,False,76.786,"LINESTRING (12.0933224 49.0174639, 12.0933569 49.0177796, 12.0933656 49.0178592, 12.0929296 49.0179286)",,,,,
"[10419244, 10420255]","['Deischgasse', 'Silberne-Fisch-Gasse']",living_street,,False,True,79.982,"LINESTRING (12.0933224 49.0174639, 12.0932878 49.0173173, 12.0928929 49.0173836, 12.092441 49.0174495)",,,,,
10419244,Silberne-Fisch-Gasse,living_street,,False,True,40.502,"LINESTRING (12.092441 49.0174495, 12.0918872 49.0174771)",,,,,
"[10419244, 10420255]","['Deischgasse', 'Silberne-Fisch-Gasse']",living_street,,False,False,79.982,"LINESTRING (12.092441 49.0174495, 12.0928929 49.0173836, 12.0932878 49.0173173, 12.0933224 49.0174639)",,,,,
10420087,Ortnergasse,living_street,,False,False,49.033,"LINESTRING (12.092441 49.0174495, 12.0925466 49.017627, 12.0925703 49.0177677, 12.0925768 49.0178765)",,,,,
"[1165460832, 37644287]",Emmeramsplatz,living_street,,False,True,47.418,"LINESTRING (12.0934473 49.0166157, 12.0933944 49.0165354, 12.0932984 49.0162919, 12.0932664 49.016207)",,,,,
"[10420269, 10420087]","['Ortnergasse', 'Hinter der Pfannenschmiede']",living_street,,False,"[False, True]",33.02,"LINESTRING (12.0929296 49.0179286, 12.0925895 49.017949, 12.0925768 49.0178765)",,,,,
"[10420269, 10420255]","['Deischgasse', 'Hinter der Pfannenschmiede']",living_street,,False,True,76.786,"LINESTRING (12.0929296 49.0179286, 12.0933656 49.0178592, 12.0933569 49.0177796, 12.0933224 49.0174639)",,,,,
10420358,Gutenbergplatz,living_street,,False,True,66.381,"LINESTRING (12.0929296 49.0179286, 12.0929333 49.0179565, 12.0930121 49.0184877, 12.0930173 49.0185228)",,,,,
10420358,Gutenbergplatz,living_street,,False,False,66.381,"LINESTRING (12.0930173 49.0185228, 12.0930121 49.0184877, 12.0929333 49.0179565, 12.0929296 49.0179286)",,,,,
"[42438138, 8115421, 8115326]","['Gesandtenstraße', 'Rote-Hahnen-Gasse', 'Haidplatz']",living_street,walk,True,False,214.204,"LINESTRING (12.0930173 49.0185228, 12.0932494 49.0185016, 12.0932947 49.0184985, 12.0935415 49.0184807, 12.0936495 49.0184729, 12.0936574 49.0185041, 12.0936345 49.0187216, 12.0935912 49.0188726, 12.0935652 49.0189184, 12.0934943 49.0189906, 12.0934433 49.0190172, 12.0933283 49.0190872, 12.0928978 49.0193266, 12.0927828 49.0194182, 12.0927006 49.0195158, 12.0926554 49.0196057, 12.0925003 49.0196868)",,,,,
"[9933828, 8115423]","['Obermünsterstraße', 'Obere Bachgasse']",residential,,True,False,102.601,"LINESTRING (12.0944196 49.0161226, 12.0945151 49.0166939, 12.0949788 49.0166767, 12.0950276 49.016706)",,,,,
10420359,An der Hülling,residential,,False,False,25.099,"LINESTRING (12.0944196 49.0161226, 12.0943976 49.015968, 12.0944097 49.015898)",,,,,
388945368,Emmeramsplatz,residential,,False,True,75.682,"LINESTRING (12.0944196 49.0161226, 12.094067 49.0161525, 12.0933881 49.0161968)",,,,,
10420359,An der Hülling,residential,,False,True,25.099,"LINESTRING (12.0944097 49.015898, 12.0943976 49.015968, 12.0944196 49.0161226)",,,,,
886194361,Ostengasse,residential,30,False,True,37.399,"LINESTRING (12.1026281 49.0195101, 12.1030915 49.019366)",,,,,
10799818,Trunzergasse,living_street,,False,False,88.104,"LINESTRING (12.1026281 49.0195101, 12.1028059 49.0198758, 12.1028712 49.0200094, 12.1029861 49.0202668)",,,,,
37938476,Ostengasse,living_street,,False,False,18.881,"LINESTRING (12.1026281 49.0195101, 12.1025832 49.0195263, 12.1024007 49.0195913)",,,,,
"[37937731, 25651819, 25651820, 478156313, 42276991]","['Sankt-Georgen-Platz', 'Schwanenplatz', 'Adolph-Kolping-Straße']",tertiary,50,True,False,190.169,"LINESTRING (12.1016683 49.0200332, 12.1016831 49.0200142, 12.10173 49.0199581, 12.1017498 49.0199295, 12.1017608 49.019904, 12.1017693 49.0198696, 12.1017717 49.0198403, 12.1017549 49.0197091, 12.1017387 49.0196193, 12.1017203 49.019503, 12.1016857 49.019087, 12.1016411 49.0188017, 12.1016304 49.0187029, 12.1016319 49.0186355, 12.1016391 49.0183416)",2,building_passage,,,
770856702,Unter den Schwibbögen,residential,30,True,False,301.62199999999996,"LINESTRING (12.1016683 49.0200332, 12.1016194 49.0200298, 12.1015574 49.020028, 12.1001834 49.0200973, 12.0999269 49.0201235, 12.099174 49.0201744, 12.0990155 49.0201728, 12.0989619 49.0201722, 12.0985863 49.0201754, 12.0980684 49.0201993, 12.0979763 49.0202036, 12.0975465 49.0202267)",1,,,,
34009808,Fröhliche-Türken-Straße,residential,30,False,False,77.17699999999999,"LINESTRING (12.0980256 49.0159277, 12.0979115 49.0153828, 12.0978737 49.0152409)",,,,,
"[1101199016, 1101199033, 1101199034, 37644281]",Obermünsterstraße,residential,30,False,True,144.754,"LINESTRING (12.0980256 49.0159277, 12.0975831 49.016067, 12.0975039 49.016092, 12.0973528 49.0161449, 12.0972589 49.0161891, 12.0969821 49.0163196, 12.0968672 49.0163654, 12.0967413 49.0164055, 12.0966276 49.0164358, 12.0965718 49.0164471, 12.0962634 49.0165098)",,,,,
20544983,Von-der-Tann-Straße,residential,30,True,False,183.09499999999997,"LINESTRING (12.10429 49.0162568, 12.1035922 49.0161458, 12.1032761 49.0161219, 12.1030783 49.0161141, 12.1028737 49.0161092, 12.1027581 49.0161133, 12.1026117 49.0161205, 12.1019006 49.0161655, 12.1018113 49.0161451)",,,,,
43300346,D.-Martin-Luther-Straße,tertiary,50,False,False,32.441,"LINESTRING (12.1018113 49.0161451, 12.1018255 49.0163076, 12.1018326 49.0164365)",3,,,,
"[898365240, 43300346, 1148595866]",D.-Martin-Luther-Straße,tertiary,"['50', '30']",False,True,89.283,"LINESTRING (12.1018113 49.0161451, 12.1017804 49.015834, 12.1017786 49.0158133, 12.1017529 49.0155155, 12.1017381 49.0153436)",3,,,,
21632213,Donaulände,living_street,,False,False,9.868,"LINESTRING (12.1041869 49.019999, 12.1042348 49.020082)",,,,,
1237102200,,living_street,,False,True,4.181,"LINESTRING (12.1041869 49.019999, 12.1041348 49.0200147)",,,,,
"[270595227, 10799821]",Gichtlgasse,living_street,,False,True,33.958999999999996,"LINESTRING (12.1041869 49.019999, 12.1041327 49.01992, 12.1040661 49.0198262, 12.1040193 49.0197962, 12.1039743 49.0197301)",,,,,
22921099,Am Römling,living_street,5,False,False,24.197,"LINESTRING (12.0918714 49.0206314, 12.0918447 49.0204145)",,,,,
105614335,Am Römling,living_street,5,False,True,11.054,"LINESTRING (12.0918714 49.0206314, 12.0917224 49.0206497)",,,,,
22921098,Sankt-Albans-Gasse,living_street,5,False,True,96.005,"LINESTRING (12.0918714 49.0206314, 12.0919173 49.0206389, 12.0919817 49.0206901, 12.092069 49.0207999, 12.0921584 49.020937, 12.0922627 49.0214253)",,,,,
22921247,Bertoldstraße,living_street,,False,False,24.56,"LINESTRING (12.1016391 49.0183416, 12.1017189 49.0183418, 12.1019759 49.0183423)",,,,,
"[34235010, 34235011]",Dachauplatz,tertiary,50,True,False,52.452000000000005,"LINESTRING (12.1016391 49.0183416, 12.1016345 49.0182348, 12.1016228 49.0179889, 12.1016172 49.0178701)",2,,,,
22921247,Bertoldstraße,living_street,,False,False,52.510999999999996,"LINESTRING (12.1019759 49.0183423, 12.1023112 49.0183383, 12.1025348 49.0183316, 12.1026945 49.0183188)",,,,,
22921247,Bertoldstraße,living_street,,False,True,24.56,"LINESTRING (12.1019759 49.0183423, 12.1017189 49.0183418, 12.1016391 49.0183416)",,,,,
22921247,Bertoldstraße,living_street,,False,True,52.510999999999996,"LINESTRING (12.1026945 49.0183188, 12.1025348 49.0183316, 12.1023112 49.0183383, 12.1019759 49.0183423)",,,,,
697586409,Trothengasse,living_street,,True,False,63.666,"LINESTRING (12.1026945 49.0183188, 12.1027565 49.0184843, 12.1029048 49.0188745)",,,4,,
22992491,Weiße-Hahnen-Gasse,residential,50,True,False,69.25800000000001,"LINESTRING (12.0975465 49.0202267, 12.097598 49.020478, 12.0976884 49.0208425)",1,,,,
685707688,Pfluggasse,residential,50,False,True,51.25,"LINESTRING (12.1011692 49.0187418, 12.100473 49.0188048)",,,,,
23317337,Am Wiedfang,living_street,,False,False,126.566,"LINESTRING (12.0955648 49.0210523, 12.0955933 49.0211704, 12.0956406 49.0213055, 12.0956561 49.0213254, 12.0956843 49.0213374, 12.0957198 49.02134, 12.095925 49.0213262, 12.0962003 49.0212992, 12.0965679 49.0212443, 12.0965006 49.0210011)",,,,,
28953421,Goldene-Bären-Straße,residential,30,False,False,68.731,"LINESTRING (12.0955648 49.0210523, 12.0958285 49.0210618, 12.0964369 49.0210078, 12.0965006 49.0210011)",,,,,
"[105499217, 28953420]","['Fischmarkt', 'Keplerstraße']",residential,30,False,True,83.876,"LINESTRING (12.0955648 49.0210523, 12.0953827 49.0210464, 12.0948982 49.0210595, 12.094794 49.0210604, 12.094571 49.0210646, 12.0945262 49.0210653, 12.0944165 49.0210759)",,,,,
105499217,Keplerstraße,residential,30,False,True,18.919,"LINESTRING (12.0944165 49.0210759, 12.0941583 49.0210926)",,,,,
"[23317450, 42176906, 299068656, 111113206, 111113213]","['Scheugäßchen', 'Silberne-Kranz-Gasse', 'Baumhackergasse']",living_street,,False,False,180.714,"LINESTRING (12.0944165 49.0210759, 12.0942669 49.0206448, 12.0942347 49.0206485, 12.0940817 49.0206627, 12.0939896 49.0206649, 12.0939183 49.0206519, 12.0938539 49.0206203, 12.0937573 49.0205478, 12.0936141 49.0205601, 12.0934327 49.0205758, 12.0934171 49.0207587, 12.0932117 49.0208036, 12.0928115 49.0208049)",,,,,destination
"[105499217, 28953420]","['Fischmarkt', 'Keplerstraße']",residential,30,False,False,83.876,"LINESTRING (12.0944165 49.0210759, 12.0945262 49.0210653, 12.094571 49.0210646, 12.094794 49.0210604, 12.0948982 49.0210595, 12.0953827 49.0210464, 12.0955648 49.0210523)",,,,,
85386565,Weingasse,living_street,,False,True,18.236,"LINESTRING (12.0928115 49.0208049, 12.0928099 49.0206409)",,,,,
23317455,Zandtengasse,living_street,,False,False,30.487,"LINESTRING (12.0928115 49.0208049, 12.0928137 49.0208922, 12.0928776 49.0210743)",,,,,
