osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,width
9936250,3,Marktplatz,secondary,50,False,False,42.385,"LINESTRING (11.8688549 48.1910089, 11.8688663 48.190927, 11.8689267 48.1906308)",,,
159202786,2,Erdinger Straße,secondary,50,False,False,46.391,"LINESTRING (11.8688549 48.1910089, 11.8690078 48.1910427, 11.8691807 48.1910911, 11.8694353 48.1911642)",St 2080;St 2332,,
579634725,3,Herzog-Ludwig-Straße,secondary,50,False,False,21.61,"LINESTRING (11.8688549 48.1910089, 11.8688178 48.191065, 11.8688093 48.1910746, 11.8687547 48.1911175, 11.8686728 48.1911539)",St 2332,,
5115103,,Webergasse,residential,30,False,True,176.382,"LINESTRING (11.8691125 48.1887606, 11.8696255 48.1887371, 11.8700278 48.1887187, 11.8703546 48.1887037, 11.8714833 48.1886288)",,,
"[25992929, 16582196]",,Färbergasse,residential,30,False,False,169.728,"LINESTRING (11.8691125 48.1887606, 11.868264 48.1887027, 11.8679832 48.1887319, 11.8678411 48.1888028, 11.8677633 48.1888754, 11.8677011 48.1889859, 11.867613 48.1892457, 11.8675526 48.1894174)",,,
47424565,2,Ebersberger Straße,secondary,50,False,False,64.498,"LINESTRING (11.8691125 48.1887606, 11.8690368 48.1890764, 11.8690329 48.1891577, 11.8690242 48.1893365)",,,
"[47424565, 579372583]",2,Ebersberger Straße,secondary,50,False,True,157.81900000000002,"LINESTRING (11.8691125 48.1887606, 11.8691482 48.1886099, 11.8692558 48.1882778, 11.8692676 48.1881961, 11.8692876 48.1880582, 11.8692884 48.1880001, 11.8692896 48.1879052, 11.8692905 48.1878321, 11.8692883 48.187805, 11.8692853 48.1877688, 11.8692738 48.1876287, 11.8692701 48.1875844, 11.8692524 48.1873688, 11.8692511 48.1873526)",,,
"[715776992, 4046743]",,Habererweg,residential,30,False,False,199.48099999999997,"LINESTRING (11.8635193 48.189135, 11.8635311 48.1891701, 11.863558 48.1891984, 11.8635909 48.1892141, 11.863648 48.1892284, 11.8640608 48.1892941, 11.8644811 48.1893458, 11.8651304 48.1894222, 11.8653252 48.1894429, 11.8655545 48.1894672, 11.8659935 48.1895071, 11.8660942 48.1895163)",,,
16582175,,Habererweg,residential,30,False,True,54.178,"LINESTRING (11.8635193 48.189135, 11.8634222 48.1891405, 11.8633666 48.1891372, 11.8628575 48.1890533, 11.8628059 48.1890448)",,,
"[713320065, 176137274, 713943956, 5115102]",,Wittelsbacher Weg,residential,30,False,"[False, True]",77.56,"LINESTRING (11.8635193 48.189135, 11.8635451 48.1890418, 11.8636392 48.1888093, 11.8636896 48.1886466, 11.8636953 48.1886055, 11.863702 48.1885376, 11.8636965 48.1884512)",,,
5115095,,Bahnhofstraße,residential,50,False,True,51.718,"LINESTRING (11.8631163 48.1935274, 11.8634151 48.1935878, 11.8637741 48.1936814)",,,
"[16582153, 225005827, 16718203, 477680126]",2,Schweigerweg,residential,"['50', '30']",False,False,184.051,"LINESTRING (11.8631163 48.1935274, 11.8631029 48.193555, 11.8630446 48.1936748, 11.8630202 48.1937943, 11.863039 48.1938721, 11.8630949 48.1939496, 11.8632491 48.1940839, 11.8636063 48.1943255, 11.8637981 48.1943897, 11.8639873 48.1944335, 11.8640674 48.1944524, 11.8641982 48.1944833, 11.8645751 48.1946087)",,yes,
3993856,2,Herzog-Ludwig-Straße,secondary,50,False,True,119.33500000000001,"LINESTRING (11.8653497 48.1910064, 11.8657937 48.1909944, 11.8660948 48.1909915, 11.8663016 48.1909895, 11.8666814 48.1909608, 11.8668444 48.1909412, 11.8669486 48.1909184)",St 2332,,
190016431,2,Bahnhofstraße,tertiary,50,False,True,50.672,"LINESTRING (11.8653497 48.1910064, 11.8653071 48.191106, 11.8651554 48.1914433)",EBE 18,,
"[970144871, 970144870, 713997598]",2,Herzog-Ludwig-Straße,secondary,50,False,True,294.378,"LINESTRING (11.8653497 48.1910064, 11.8651021 48.1910043, 11.8648727 48.190984, 11.8646615 48.1909653, 11.8643052 48.1909109, 11.8639 48.1908325, 11.8638073 48.1908227, 11.8635977 48.1908007, 11.8630097 48.1907514, 11.8628091 48.1907288, 11.8624688 48.1906803, 11.8622886 48.1906481, 11.8620013 48.1905899, 11.861897 48.1905695, 11.861475 48.1904733)",St 2332,,
9936266,,Marktplatz,residential,30,False,False,56.056,"LINESTRING (11.8690178 48.1901293, 11.869199 48.1901502, 11.8692605 48.1901573, 11.8696808 48.1901997, 11.8696888 48.1902005, 11.8697643 48.1902095)",,,
445967996,2,Ebersberger Straße,secondary,50,False,True,21.694,"LINESTRING (11.8690178 48.1901293, 11.869017 48.1900027, 11.8690166 48.1899342)",,,
"[9936250, 579372589]","['2', '3']",Marktplatz,secondary,50,False,True,56.178,"LINESTRING (11.8690178 48.1901293, 11.8689369 48.1905917, 11.8689267 48.1906308)",,,
9936258,2,Erdinger Straße,secondary,50,False,False,65.39,"LINESTRING (11.8714454 48.1923796, 11.8714958 48.1924952, 11.8715321 48.1925778, 11.8715631 48.192654, 11.8716119 48.1927504, 11.8716455 48.192828, 11.8717152 48.1929388)",St 2080;St 2332,,
9936258,2,Erdinger Straße,secondary,50,False,True,115.412,"LINESTRING (11.8714454 48.1923796, 11.8713978 48.1922925, 11.8712959 48.1921311, 11.8712269 48.192048, 11.8711525 48.1919681, 11.8710483 48.1918771, 11.8707555 48.1916762, 11.8705284 48.1915673)",St 2080;St 2332,,
"[9936258, 926858075, 926858074]","['2', '3']",Erdinger Straße,secondary,50,False,False,140.76399999999998,"LINESTRING (11.8717152 48.1929388, 11.8717967 48.1930245, 11.871865 48.193086, 11.8719888 48.1931788, 11.8721125 48.1932623, 11.8723247 48.1934051, 11.8725015 48.1935313, 11.8728095 48.1937548, 11.8729786 48.193881)",St 2080;St 2332,,
