osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,bridge,width
24987062,Luisenstraße,residential,False,False,63.849,"LINESTRING (11.3930731 51.40579, 11.3930853 51.4056446, 11.3930613 51.4053243, 11.3929981 51.4052238)",,,,,
24987350,,residential,False,True,79.189,"LINESTRING (11.3898057 51.4038708, 11.3893053 51.4032307)",,,,,
25861092,Breite Straße,tertiary,False,True,5.171,"LINESTRING (11.3898057 51.4038708, 11.3897468 51.4038993)",,,,,
37696494,Bäckerplatz,tertiary,False,True,43.484,"LINESTRING (11.3898057 51.4038708, 11.3902581 51.4041415)",,,,,
24987062,Luisenstraße,residential,False,True,49.742,"LINESTRING (11.3925927 51.4048548, 11.3929981 51.4052238)",,,,,
219566987,Schloßstraße,tertiary,False,False,149.373,"LINESTRING (11.3925927 51.4048548, 11.3925174 51.4048637, 11.3921643 51.4048827, 11.3919783 51.4048836, 11.3918232 51.4048931, 11.3916239 51.4048306, 11.391375 51.4047277, 11.3911561 51.4046471, 11.3909386 51.4045578, 11.3908278 51.4044982, 11.3906534 51.4044397)",,,,,
219566987,Schloßstraße,tertiary,False,True,51.532000000000004,"LINESTRING (11.3925927 51.4048548, 11.3928811 51.4048136, 11.3931385 51.4047566, 11.3932836 51.4046968)",,,,,
120675006,Hospitalweg,residential,False,True,16.496,"LINESTRING (11.3939578 51.4040768, 11.3937346 51.4040256)",,,,,
1216011126,Schloßstraße,tertiary,False,False,18.73,"LINESTRING (11.3939578 51.4040768, 11.3939198 51.404101, 11.3938871 51.4041242, 11.3938589 51.4041458, 11.3938325 51.4041675, 11.3937905 51.4042084)",,,,,
37696626,Luisenstraße,residential,False,True,33.274,"LINESTRING (11.3932836 51.4046968, 11.3932981 51.4047957, 11.3932029 51.4049866)",,,,,
219566987,Schloßstraße,tertiary,False,False,51.532,"LINESTRING (11.3932836 51.4046968, 11.3931385 51.4047566, 11.3928811 51.4048136, 11.3925927 51.4048548)",,,,,
219566987,Schloßstraße,tertiary,False,True,41.766999999999996,"LINESTRING (11.3932836 51.4046968, 11.393528 51.404536, 11.3935703 51.4045055, 11.393601 51.4044795, 11.393618 51.4044628, 11.3936322 51.4044485, 11.3936461 51.4044318, 11.3936639 51.4044083)",,,,,
24989612,Enge Gasse,residential,False,True,130.921,"LINESTRING (11.3853219 51.4037179, 11.3871113 51.4033435)",,,,,
159588939,Markt,secondary,False,True,10.299,"LINESTRING (11.3853219 51.4037179, 11.3852676 51.4036317)",2,L 219,50,,
159588939,Markt,secondary,False,False,55.981,"LINESTRING (11.3853219 51.4037179, 11.3854309 51.4038751, 11.3856267 51.404184)",2,L 219,50,,
159588939,Markt,secondary,False,False,96.384,"LINESTRING (11.3847696 51.4028226, 11.3848403 51.4029406, 11.384924 51.4030859, 11.3850647 51.403318, 11.3851344 51.4034215, 11.3852676 51.4036317)",2,L 219,50,,
159588939,Markt,secondary,False,True,101.191,"LINESTRING (11.3847696 51.4028226, 11.3847459 51.4027201, 11.3847229 51.402386, 11.3847183 51.4022389, 11.3847099 51.4021273, 11.3847166 51.4020529, 11.3847515 51.4019976, 11.3847823 51.4019675, 11.3848263 51.4019337)",2,L 219,50,,
498067001,Marstallstraße,residential,False,True,127.994,"LINESTRING (11.3847696 51.4028226, 11.3837602 51.4030539, 11.3836001 51.4030915, 11.38304 51.4032235)",,,,,
24987337,Pfortenstraße,residential,False,False,11.339,"LINESTRING (11.3849942 51.4010016, 11.3851307 51.4009455)",,,,,
24987441,Gartenstraße,residential,False,True,18.908,"LINESTRING (11.3849942 51.4010016, 11.3847396 51.4010623)",,,,,
25046827,Pfiffelerstraße,residential,False,True,201.059,"LINESTRING (11.3849942 51.4010016, 11.3846844 51.4000746, 11.3846502 51.4000097, 11.3845892 51.399921, 11.3840946 51.3992967)",,,,,
25861091,Pfortenstraße,residential,False,True,55.620000000000005,"LINESTRING (11.3849942 51.4010016, 11.3850115 51.4011138, 11.3849969 51.4012932, 11.3849218 51.4014957)",,,,,
24987314,Erdmannstraße,secondary,False,False,83.403,"LINESTRING (11.3881001 51.4015492, 11.3884627 51.4015791, 11.3886195 51.4015909, 11.3888272 51.4016116, 11.3892846 51.4016742)",2,L 219,50,,
24987314,Erdmannstraße,secondary,False,True,131.895,"LINESTRING (11.3881001 51.4015492, 11.3878007 51.4015324, 11.3875801 51.4015313, 11.3874477 51.401536, 11.3872902 51.4015448, 11.3869338 51.401594, 11.3865091 51.4016526, 11.3862268 51.4016923)",2,L 219,50,,
24987350,,residential,False,False,70.39699999999999,"LINESTRING (11.3881001 51.4015492, 11.3881642 51.4017266, 11.3882669 51.4019192, 11.3884043 51.4021522)",,,,,
37696989,Pfortenplatz,residential,False,True,136.268,"LINESTRING (11.3881001 51.4015492, 11.388005 51.401376, 11.3878612 51.4012071, 11.3877542 51.4011443, 11.3874196 51.4008556, 11.3869752 51.4005628)",,,,,
24987836,,secondary,False,False,12.057,"LINESTRING (11.3820387 51.4056322, 11.3819173 51.4057098)",2,L 219,,,
24978533,Breite Straße,secondary,False,False,65.184,"LINESTRING (11.3820387 51.4056322, 11.3822047 51.4055377, 11.3823156 51.4054767, 11.38245 51.4054109, 11.38279 51.4052839)",2,L 219,50,,
24987441,Gartenstraße,residential,False,False,25.53,"LINESTRING (11.3820387 51.4056322, 11.3819405 51.4055492, 11.3818929 51.4054263)",,,,,
24987441,Gartenstraße,residential,False,True,201.062,"LINESTRING (11.3809615 51.403714, 11.3818929 51.4054263)",,,,,
498067001,Marstallstraße,residential,False,False,67.146,"LINESTRING (11.3809615 51.403714, 11.3818717 51.4035085)",,,,,
24987441,Gartenstraße,residential,False,False,385.79699999999997,"LINESTRING (11.3809615 51.403714, 11.380858 51.4035172, 11.3800493 51.4020802, 11.3800594 51.4020298, 11.3801193 51.4020072, 11.3807839 51.4018869, 11.3826287 51.4015029)",,,,,
37696494,Bäckerplatz,tertiary,False,False,43.027,"LINESTRING (11.3906534 51.4044397, 11.3902581 51.4041415)",,,,,
24989571,Bäckerplatz,residential,False,False,38.922000000000004,"LINESTRING (11.3906534 51.4044397, 11.3906268 51.4044691, 11.3905826 51.404495, 11.3904942 51.4045193, 11.3903171 51.4045577, 11.3901829 51.4046146)",,,,,
219566987,Schloßstraße,tertiary,False,True,149.37300000000002,"LINESTRING (11.3906534 51.4044397, 11.3908278 51.4044982, 11.3909386 51.4045578, 11.3911561 51.4046471, 11.391375 51.4047277, 11.3916239 51.4048306, 11.3918232 51.4048931, 11.3919783 51.4048836, 11.3921643 51.4048827, 11.3925174 51.4048637, 11.3925927 51.4048548)",,,,,
24998320,Bäckerplatz,residential,True,False,7.469,"LINESTRING (11.3901829 51.4046146, 11.3901368 51.4045539)",,,,,
24989571,Bäckerplatz,residential,False,True,38.922000000000004,"LINESTRING (11.3901829 51.4046146, 11.3903171 51.4045577, 11.3904942 51.4045193, 11.3905826 51.404495, 11.3906268 51.4044691, 11.3906534 51.4044397)",,,,,
37696510,Kreuzberg,residential,False,False,239.42,"LINESTRING (11.3901829 51.4046146, 11.3902292 51.4046895, 11.3902314 51.4047403, 11.3902058 51.4047924, 11.3901287 51.4048819, 11.3899945 51.4049948, 11.3896551 51.4052172, 11.3892591 51.405469, 11.3885393 51.4058329, 11.3879269 51.406136)",,,,,
24989585,Forststraße,residential,False,True,126.93900000000001,"LINESTRING (11.3880277 51.4048832, 11.3879237 51.40491, 11.3874272 51.4049876, 11.3869552 51.4050715, 11.3862706 51.4051999)",,,,,
37696887,Gerstenstraße,residential,False,False,78.495,"LINESTRING (11.3880277 51.4048832, 11.387919 51.4047308, 11.3876591 51.4042971, 11.38763 51.4042232)",,,,,
25861092,Breite Straße,tertiary,False,False,151.341,"LINESTRING (11.38763 51.4042232, 11.3885283 51.404057, 11.3890135 51.4040035, 11.3897468 51.4038993)",,,,,
25861092,Breite Straße,tertiary,False,True,129.638,"LINESTRING (11.38763 51.4042232, 11.3875453 51.4042633, 11.3866847 51.4044234, 11.3859487 51.4045677, 11.3858713 51.4045999)",,,,,
37696887,Gerstenstraße,residential,False,False,104.46299999999998,"LINESTRING (11.38763 51.4042232, 11.3876161 51.4041524, 11.387393 51.4038044, 11.3871845 51.4034715, 11.3871625 51.4034363, 11.3871113 51.4033435)",,,,,
37696887,Gerstenstraße,residential,False,True,78.495,"LINESTRING (11.38763 51.4042232, 11.3876591 51.4042971, 11.387919 51.4047308, 11.3880277 51.4048832)",,,,,
37696887,Gerstenstraße,residential,False,True,28.08,"LINESTRING (11.3869792 51.4031048, 11.3871113 51.4033435)",,,,,
37696887,Gerstenstraße,residential,False,False,165.922,"LINESTRING (11.3869792 51.4031048, 11.3868812 51.4028987, 11.3867766 51.4027715, 11.3866789 51.4025912, 11.3864119 51.4021024, 11.3862423 51.4017791, 11.3862268 51.4016923)",,,,,
24987314,Erdmannstraße,secondary,False,False,131.895,"LINESTRING (11.3862268 51.4016923, 11.3865091 51.4016526, 11.3869338 51.401594, 11.3872902 51.4015448, 11.3874477 51.401536, 11.3875801 51.4015313, 11.3878007 51.4015324, 11.3881001 51.4015492)",2,L 219,50,,
24987314,Erdmannstraße,secondary,False,True,38.628,"LINESTRING (11.3862268 51.4016923, 11.3857571 51.4017671, 11.3856875 51.4017788)",2,L 219,50,,
37696887,Gerstenstraße,residential,False,True,165.922,"LINESTRING (11.3862268 51.4016923, 11.3862423 51.4017791, 11.3864119 51.4021024, 11.3866789 51.4025912, 11.3867766 51.4027715, 11.3868812 51.4028987, 11.3869792 51.4031048)",,,,,
279501200,Gerstenstraße,residential,True,False,110.00200000000001,"LINESTRING (11.3862268 51.4016923, 11.3862121 51.4016175, 11.3861362 51.4014349, 11.3859323 51.4010639, 11.3858727 51.4009665, 11.3857647 51.400823, 11.3857363 51.400755)",,,,,
24987337,Pfortenstraße,residential,False,False,68.592,"LINESTRING (11.3857363 51.400755, 11.3863846 51.4005609, 11.3865309 51.4005106, 11.3866309 51.4004962)",,,,,
24987337,Pfortenstraße,residential,False,True,47.050000000000004,"LINESTRING (11.3857363 51.400755, 11.3853107 51.4008875, 11.3851307 51.4009455)",,,,,
24989587,Gerstenstraße,residential,False,False,180.675,"LINESTRING (11.3857363 51.400755, 11.3857134 51.4007, 11.3856339 51.4005957, 11.3849187 51.3992134)",,,,,
24989587,Gerstenstraße,residential,False,True,180.675,"LINESTRING (11.3849187 51.3992134, 11.3856339 51.4005957, 11.3857134 51.4007, 11.3857363 51.400755)",,,,,
37696994,Zwingerstraße,residential,False,False,125.098,"LINESTRING (11.3849187 51.3992134, 11.3853585 51.3991857, 11.3855696 51.399163, 11.3856339 51.3991638, 11.3857171 51.3991998, 11.3862363 51.3997194)",,,,,
37696994,Zwingerstraße,residential,False,True,58.331,"LINESTRING (11.3849187 51.3992134, 11.38438 51.3992504, 11.3842392 51.3992605, 11.384152 51.3992755, 11.3840946 51.3992967)",,,,,
37696994,Zwingerstraße,residential,False,False,90.613,"LINESTRING (11.3862363 51.3997194, 11.3864794 51.4001947, 11.3865566 51.4003553, 11.3866309 51.4004962)",,,,,
37696994,Zwingerstraße,residential,False,True,125.098,"LINESTRING (11.3862363 51.3997194, 11.3857171 51.3991998, 11.3856339 51.3991638, 11.3855696 51.399163, 11.3853585 51.3991857, 11.3849187 51.3992134)",,,,,
53791591,Zwingerstraße,residential,False,False,42.978,"LINESTRING (11.3862363 51.3997194, 11.3863863 51.3996826, 11.386444 51.3996558, 11.3865034 51.3996116, 11.3865432 51.3995512, 11.3865888 51.3994366)",,,,,
37696989,Pfortenplatz,residential,False,False,25.006,"LINESTRING (11.3866309 51.4004962, 11.3869752 51.4005628)",,,,,
24987337,Pfortenstraße,residential,False,True,68.592,"LINESTRING (11.3866309 51.4004962, 11.3865309 51.4005106, 11.3863846 51.4005609, 11.3857363 51.400755)",,,,,
37696994,Zwingerstraße,residential,False,True,90.613,"LINESTRING (11.3866309 51.4004962, 11.3865566 51.4003553, 11.3864794 51.4001947, 11.3862363 51.3997194)",,,,,
37696989,Pfortenplatz,residential,False,True,25.006,"LINESTRING (11.3869752 51.4005628, 11.3866309 51.4004962)",,,,,
