osmid,lanes,highway,junction,oneway,reversed,length,geometry,ref,name,maxspeed,tunnel,bridge
506010752,3,secondary,,False,True,55.36099999999999,"LINESTRING (6.8637773 51.8442642, 6.8637206 51.8444233, 6.8636819 51.8445811, 6.8636522 51.8447555)",L 600,Heidener Straße,50,,
506010755,3,secondary,,False,False,44.406,"LINESTRING (6.8637773 51.8442642, 6.8639359 51.8440241, 6.8640424 51.8439005)",L 600,Heidener Straße,50,,
5055349,1,residential,,False,True,48.921,"LINESTRING (6.8613693 51.8446352, 6.8613325 51.8442727, 6.861328 51.844196)",,Am Papendiek,50,,
28883625,1,residential,,False,False,91.214,"LINESTRING (6.8613693 51.8446352, 6.8613686 51.8446836, 6.8613573 51.8448119, 6.8613352 51.8449077, 6.8612744 51.8450664, 6.8611972 51.845201, 6.8610335 51.8454195)",,Am Kuhm,30,,
"[51180440, 756417147]",,residential,,True,False,74.043,"LINESTRING (6.8613693 51.8446352, 6.8610498 51.8446287, 6.8607043 51.8446026, 6.8604295 51.8445818, 6.8602993 51.8445643)",,Mühlenstraße,20,,
5055350,1,residential,,False,False,66.803,"LINESTRING (6.8603341 51.8439125, 6.8604074 51.8439644, 6.8605855 51.8440195, 6.8607676 51.8440573, 6.8610917 51.8441121, 6.861223 51.8441275)",,Remigiusstraße,50,,
"[242071475, 743341742]",1,residential,,False,False,263.085,"LINESTRING (6.8603341 51.8439125, 6.8602603 51.8438296, 6.860215 51.8436774, 6.8601995 51.843575, 6.8601312 51.8430925, 6.8601216 51.8430427, 6.8600963 51.8429122, 6.8600844 51.8427709, 6.8600807 51.8427431, 6.8600691 51.8425996, 6.8600129 51.8424842, 6.8599625 51.8424319, 6.8599467 51.8424155, 6.8598049 51.8422743, 6.8597582 51.8422258, 6.8597415 51.8421663, 6.8598002 51.8420237, 6.8599938 51.8417581, 6.8600718 51.841656)",,Mönkenstiege,"['50', '30']",,
5059568,,residential,,True,False,39.502,"LINESTRING (6.8592388 51.8442987, 6.8592537 51.8439697, 6.8592784 51.8439485)",,,20,,
"[531777064, 584348098, 32205076, 575176117]",,residential,,True,False,123.481,"LINESTRING (6.8592388 51.8442987, 6.858771 51.8442962, 6.8586818 51.8442712, 6.8586162 51.8439519, 6.8586523 51.8439149, 6.8592272 51.843923, 6.8592784 51.8439485)",,"['Remigiusstraße', 'Markt', 'Mühlenstraße']",20,,
50807954,,residential,,True,False,73.784,"LINESTRING (6.8592784 51.8439485, 6.8597777 51.8439502, 6.8602346 51.8439515, 6.8603341 51.8439125)",,Remigiusstraße,20,,
13862802,1,residential,,False,False,103.771,"LINESTRING (6.8598665 51.848821, 6.8597845 51.8483638, 6.8596916 51.8479596, 6.8596775 51.8478952)",,Johann-Walling-Straße,50,,
"[537004040, 94877321]","['2', '3']",secondary,,False,True,117.13,"LINESTRING (6.8598665 51.848821, 6.8595319 51.8488354, 6.8592442 51.8488536, 6.8588751 51.848874, 6.8584466 51.8488995, 6.8581682 51.848915)",L 581,Nordring,50,,
53923748,1,residential,,False,True,22.102,"LINESTRING (6.8593563 51.8463262, 6.8593758 51.8465246)",,Johann-Walling-Straße,50,,
135374078,1,residential,,False,False,39.736,"LINESTRING (6.8593563 51.8463262, 6.8594523 51.8459738)",,Johann-Walling-Straße,30,,
541128095,1,residential,,False,True,105.79,"LINESTRING (6.8593563 51.8463262, 6.8592765 51.8463173, 6.858872 51.8462722, 6.85821 51.8462154, 6.8580149 51.8461972, 6.8578347 51.8461804)",,Im Piepershagen,50,,
11804395,,secondary,,False,True,116.51400000000001,"LINESTRING (6.8548135 51.8445217, 6.8547755 51.8445907, 6.8547006 51.8448646, 6.8546212 51.8451752, 6.8545792 51.8453355, 6.8545374 51.8454802, 6.8545082 51.8455513)",K 7,Butenwall,50,,
11804399,1,secondary,roundabout,True,False,16.803,"LINESTRING (6.8548135 51.8445217, 6.8547696 51.8445084, 6.8547355 51.8444867, 6.8547153 51.8444592, 6.8547115 51.8444291, 6.8547244 51.8443999)",,,,,
11804399,1,secondary,roundabout,True,False,17.142,"LINESTRING (6.8549947 51.8444454, 6.8549849 51.8444704, 6.8549638 51.8444925, 6.8549332 51.8445099, 6.8548958 51.8445211, 6.8548547 51.8445252, 6.8548135 51.8445217)",,,,,
12877282,2,residential,,False,False,39.152,"LINESTRING (6.8549947 51.8444454, 6.8551499 51.8444486, 6.8553295 51.8444625, 6.8555585 51.8444911)",,Brinkstraße,30,,
11804399,1,secondary,roundabout,True,False,10.904,"LINESTRING (6.8549266 51.8443621, 6.8549574 51.8443776, 6.8549801 51.8443977, 6.8549928 51.8444209, 6.8549947 51.8444454)",,,,,
11822592,2,secondary,,False,False,197.02100000000002,"LINESTRING (6.8549266 51.8443621, 6.8549872 51.8442841, 6.855093 51.8441205, 6.8552905 51.843806, 6.8555675 51.8433648, 6.8555895 51.8433261, 6.8556128 51.8432856, 6.855731 51.8430847, 6.8558844 51.8427883, 6.8558907 51.8427581, 6.8559029 51.8426994)",K 7,Butenwall,50,,
11804399,1,secondary,roundabout,True,False,16.306,"LINESTRING (6.8547244 51.8443999, 6.8547461 51.8443794, 6.854776 51.8443635, 6.8548119 51.8443532, 6.854851 51.8443494, 6.8548902 51.8443525, 6.8549266 51.8443621)",,,,,
23427821,,tertiary,,False,True,226.134,"LINESTRING (6.8547244 51.8443999, 6.8546069 51.844369, 6.8535138 51.8442643, 6.8533726 51.8442504, 6.8532398 51.8442393, 6.8530736 51.8442229, 6.8528844 51.844207, 6.852679 51.844185, 6.8524011 51.8441584, 6.8520391 51.8441236, 6.8514805 51.8440686)",,Bocholter Straße,50,,
11822591,1,secondary,roundabout,True,False,17.908,"LINESTRING (6.8558976 51.8424068, 6.8558324 51.8424054, 6.8557718 51.8423908, 6.8557224 51.8423645, 6.8556899 51.8423296)",,,30,,
952662110,2,secondary,,False,True,32.642,"LINESTRING (6.8558976 51.8424068, 6.855912 51.8424756, 6.8559174 51.8425242, 6.8559131 51.8426119, 6.8559029 51.8426994)",K 7,Butenwall,50,,
11822591,1,secondary,roundabout,True,False,21.919999999999998,"LINESTRING (6.8557074 51.8422251, 6.8557366 51.8422026, 6.8557737 51.8421852, 6.8558165 51.8421737, 6.8558625 51.8421689, 6.8559282 51.8421741, 6.8559873 51.8421926)",,,30,,
12877279,,tertiary,,False,False,282.192,"LINESTRING (6.8557074 51.8422251, 6.8555869 51.8421847, 6.8553284 51.8420843, 6.8551331 51.8419484, 6.8547265 51.8416507, 6.8541249 51.8412586, 6.8540197 51.8411903, 6.8534882 51.8408456, 6.8528456 51.8404193)",,Weseler Landstraße,50,,
11822591,1,secondary,roundabout,True,False,21.207000000000004,"LINESTRING (6.8559873 51.8421926, 6.8560302 51.84222, 6.856057 51.8422544, 6.8560649 51.8422922, 6.8560531 51.8423296, 6.8560228 51.8423629)",,,30,,
11822596,2,secondary,,False,False,86.537,"LINESTRING (6.8559873 51.8421926, 6.8560669 51.8421381, 6.8561865 51.8420541, 6.85649 51.8418989, 6.8569036 51.8416604)",K 7,Butenwall,50,,
11822594,1,secondary,roundabout,True,False,31.221,"LINESTRING (6.8590078 51.8407427, 6.8590985 51.8407455, 6.8591818 51.840768, 6.8592468 51.8408073, 6.8592852 51.8408582, 6.859292 51.8409142)",,,50,,
11822598,,secondary,,False,False,53.797,"LINESTRING (6.8590078 51.8407427, 6.8589744 51.8406757, 6.858902 51.8404793, 6.8588204 51.8402731)",K 7,Raesfelder Straße,50,,
11822594,1,secondary,roundabout,True,False,23.055,"LINESTRING (6.859292 51.8409142, 6.8592695 51.8409641, 6.8592218 51.8410068, 6.8591541 51.8410373, 6.8590739 51.8410527)",,,50,,
22790499,1,residential,,False,True,173.644,"LINESTRING (6.859292 51.8409142, 6.8593955 51.8409093, 6.859754 51.8408856, 6.8600285 51.8408674, 6.8602062 51.8408747, 6.8603669 51.8409034, 6.8605449 51.8409422, 6.8604764 51.8410671, 6.8603604 51.8412482, 6.8602552 51.8414123, 6.8601404 51.8416008, 6.8600718 51.841656)",,Propst-Sievert-Weg,30,,
"[11822596, 575446901, 952662108]",2,secondary,,False,False,154.211,"LINESTRING (6.8569036 51.8416604, 6.8573289 51.8414375, 6.857412 51.8413982, 6.8576404 51.8412934, 6.8579962 51.8411479, 6.8581835 51.8410891, 6.8583652 51.841042, 6.8586731 51.8409651, 6.8587934 51.8409317)",K 7,Butenwall,50,,
11822596,2,secondary,,False,True,86.53699999999999,"LINESTRING (6.8569036 51.8416604, 6.85649 51.8418989, 6.8561865 51.8420541, 6.8560669 51.8421381, 6.8559873 51.8421926)",K 7,Butenwall,50,,
"[186553608, 36460624]",,residential,,False,True,104.384,"LINESTRING (6.8569036 51.8416604, 6.8568245 51.8415878, 6.856763 51.8415173, 6.856737 51.8414874, 6.8567007 51.8414457, 6.8561586 51.8408426)",,Nünningsweg,30,,
22790499,1,residential,,False,False,173.644,"LINESTRING (6.8600718 51.841656, 6.8601404 51.8416008, 6.8602552 51.8414123, 6.8603604 51.8412482, 6.8604764 51.8410671, 6.8605449 51.8409422, 6.8603669 51.8409034, 6.8602062 51.8408747, 6.8600285 51.8408674, 6.859754 51.8408856, 6.8593955 51.8409093, 6.859292 51.8409142)",,Propst-Sievert-Weg,30,,
"[242071475, 743341742]",1,residential,,False,True,263.08500000000004,"LINESTRING (6.8600718 51.841656, 6.8599938 51.8417581, 6.8598002 51.8420237, 6.8597415 51.8421663, 6.8597582 51.8422258, 6.8598049 51.8422743, 6.8599467 51.8424155, 6.8599625 51.8424319, 6.8600129 51.8424842, 6.8600691 51.8425996, 6.8600807 51.8427431, 6.8600844 51.8427709, 6.8600963 51.8429122, 6.8601216 51.8430427, 6.8601312 51.8430925, 6.8601995 51.843575, 6.860215 51.8436774, 6.8602603 51.8438296, 6.8603341 51.8439125)",,Mönkenstiege,"['50', '30']",,
"[11822601, 750914538, 750914539, 750914540, 750914541]",1,residential,,False,False,66.95100000000001,"LINESTRING (6.8600718 51.841656, 6.8598408 51.8416024, 6.8597664 51.8415851, 6.8597089 51.8415718, 6.8596058 51.8415537, 6.8595393 51.841542, 6.8594824 51.841532, 6.8593387 51.8415067, 6.8591375 51.8415178)",,Am Boltenhof,30,building_passage,
12877282,2,residential,,False,False,52.803000000000004,"LINESTRING (6.8568141 51.8446547, 6.8574765 51.8447611, 6.8575571 51.8447762)",,Brinkstraße,30,,
12877282,2,residential,,False,True,88.199,"LINESTRING (6.8568141 51.8446547, 6.8561214 51.8445775, 6.8555585 51.8444911)",,Brinkstraße,30,,
242071471,,residential,,True,False,38.374,"LINESTRING (6.8568141 51.8446547, 6.8568285 51.8446265, 6.8568709 51.8445717, 6.8570169 51.8443666, 6.8570314 51.8443372)",,Heilig-Geist-Straße,30,,
"[584348097, 12877282]","['2', '1']",residential,,False,False,123.42599999999999,"LINESTRING (6.8575571 51.8447762, 6.8577607 51.8448334, 6.8581247 51.844945, 6.858395 51.8450281, 6.8588846 51.8451308, 6.8589154 51.8451358, 6.859217 51.8451938)",,Brinkstraße,30,,
12877282,2,residential,,False,True,52.803000000000004,"LINESTRING (6.8575571 51.8447762, 6.8574765 51.8447611, 6.8568141 51.8446547)",,Brinkstraße,30,,
12877294,,living_street,,False,False,56.882000000000005,"LINESTRING (6.8575571 51.8447762, 6.8574466 51.845, 6.8573725 51.8451501, 6.8573155 51.8452655)",,De-Wynen-Gasse,,,
11822591,1,secondary,roundabout,True,False,12.047,"LINESTRING (6.8556899 51.8423296, 6.8556783 51.8422942, 6.8556843 51.8422583, 6.8557074 51.8422251)",,,30,,
13862791,1,residential,,False,False,263.60400000000004,"LINESTRING (6.8556899 51.8423296, 6.855617 51.84234, 6.8554859 51.8423437, 6.8548785 51.8423495, 6.853941 51.8423851, 6.8532104 51.8423959, 6.8525482 51.8423925, 6.8520112 51.842367, 6.8518611 51.8423498)",,Lange Stiege,30,,
11822592,2,secondary,,False,True,197.02100000000002,"LINESTRING (6.8559029 51.8426994, 6.8558907 51.8427581, 6.8558844 51.8427883, 6.855731 51.8430847, 6.8556128 51.8432856, 6.8555895 51.8433261, 6.8555675 51.8433648, 6.8552905 51.843806, 6.855093 51.8441205, 6.8549872 51.8442841, 6.8549266 51.8443621)",K 7,Butenwall,50,,
952662110,2,secondary,,False,False,32.642,"LINESTRING (6.8559029 51.8426994, 6.8559131 51.8426119, 6.8559174 51.8425242, 6.855912 51.8424756, 6.8558976 51.8424068)",K 7,Butenwall,50,,
19742587,2,residential,,False,False,6.026,"LINESTRING (6.859217 51.8451938, 6.8593005 51.8452104)",,Wilbecke,30,,
242071472,1,residential,,False,True,91.74800000000002,"LINESTRING (6.859217 51.8451938, 6.8591908 51.8452323, 6.8591481 51.84528, 6.8591309 51.8453322, 6.8591711 51.8454172, 6.8594091 51.8457888, 6.8594375 51.8458653, 6.8594434 51.845899, 6.8594523 51.8459738)",,Johann-Walling-Straße,30,,
"[584348097, 12877282]","['2', '1']",residential,,False,True,123.426,"LINESTRING (6.859217 51.8451938, 6.8589154 51.8451358, 6.8588846 51.8451308, 6.858395 51.8450281, 6.8581247 51.844945, 6.8577607 51.8448334, 6.8575571 51.8447762)",,Brinkstraße,30,,
12877294,,living_street,,False,True,38.887,"LINESTRING (6.8571503 51.8456, 6.8573155 51.8452655)",,De-Wynen-Gasse,,,
51179273,,living_street,,False,True,196.307,"LINESTRING (6.8571503 51.8456, 6.8564999 51.8454574, 6.856237 51.8453985, 6.8560567 51.8453581, 6.8557494 51.84527, 6.8556081 51.8452087, 6.8555473 51.8451565, 6.8555314 51.8450913, 6.8555358 51.8449284, 6.8555349 51.8445669, 6.8555585 51.8444911)",,Turmstraße,,,
242071481,,living_street,,False,False,163.605,"LINESTRING (6.8571503 51.8456, 6.8572822 51.8456304, 6.858118 51.8457663, 6.859339 51.8459637, 6.8594523 51.8459738)",,Am Kuhm,,,
30789791,,residential,,True,False,99.30199999999999,"LINESTRING (6.8570314 51.8443372, 6.8570245 51.8442583, 6.8570149 51.8441767, 6.8570189 51.8441024, 6.8570442 51.8440066, 6.8572284 51.8437008, 6.8573577 51.8434803)",,Commende,30,,
"[538581072, 531756004, 12877310, 242071471]",,residential,,True,False,149.195,"LINESTRING (6.8570314 51.8443372, 6.8572011 51.8442111, 6.8573862 51.8441307, 6.8575872 51.8440922, 6.8576736 51.8440844, 6.8578541 51.8440411, 6.8579357 51.8437774, 6.8576704 51.8436177, 6.8573577 51.8434803)",,"['Markt', 'Neutor', 'Heilig-Geist-Straße']",30,,
13862791,1,residential,,False,True,263.604,"LINESTRING (6.8518611 51.8423498, 6.8520112 51.842367, 6.8525482 51.8423925, 6.8532104 51.8423959, 6.853941 51.8423851, 6.8548785 51.8423495, 6.8554859 51.8423437, 6.855617 51.84234, 6.8556899 51.8423296)",,Lange Stiege,30,,
19798190,1,residential,,False,False,91.411,"LINESTRING (6.8518611 51.8423498, 6.8518886 51.8424344, 6.8519109 51.8428345, 6.8518967 51.842992, 6.8518619 51.8431684)",,Lütke Esch,30,,
50808168,1,residential,,False,False,216.125,"LINESTRING (6.8518611 51.8423498, 6.8518182 51.842269, 6.8518097 51.8419894, 6.8518511 51.841694, 6.8518998 51.8415702, 6.8520351 51.8413895, 6.8521163 51.8413523, 6.8522143 51.8413444, 6.8523226 51.8413735, 6.8533995 51.8417397)",,Lütke Esch,,,
13862801,,secondary,,False,True,104.997,"LINESTRING (6.8544086 51.8464584, 6.8544115 51.8465716, 6.8544307 51.8467605, 6.8544655 51.8469502, 6.8544811 51.8470364, 6.8545431 51.8473985)",K 7,Butenwall,50,,
54044952,1,residential,,False,False,101.6,"LINESTRING (6.8544086 51.8464584, 6.854758 51.8464765, 6.855586 51.8466404, 6.8558326 51.8466892)",,Butenwall,30,,
1257153838,,secondary,,False,False,77.082,"LINESTRING (6.8544086 51.8464584, 6.8544254 51.8462431, 6.8544467 51.8461025, 6.8544596 51.8460173, 6.8544826 51.8458578, 6.8544864 51.845808, 6.8544785 51.8457674)",K 7,Butenwall,50,,
135374078,1,residential,,False,True,39.736,"LINESTRING (6.8594523 51.8459738, 6.8593563 51.8463262)",,Johann-Walling-Straße,30,,
242071472,1,residential,,False,False,91.74799999999999,"LINESTRING (6.8594523 51.8459738, 6.8594434 51.845899, 6.8594375 51.8458653, 6.8594091 51.8457888, 6.8591711 51.8454172, 6.8591309 51.8453322, 6.8591481 51.84528, 6.8591908 51.8452323, 6.859217 51.8451938)",,Johann-Walling-Straße,30,,
242071481,,living_street,,False,True,163.605,"LINESTRING (6.8594523 51.8459738, 6.859339 51.8459637, 6.858118 51.8457663, 6.8572822 51.8456304, 6.8571503 51.8456)",,Am Kuhm,,,
19742589,,residential,,False,True,176.202,"LINESTRING (6.865063 51.847648, 6.8647547 51.8473198, 6.8643993 51.8469414, 6.8643093 51.846833, 6.8642539 51.8467662, 6.864021 51.8464913, 6.8638383 51.8462565)",,Bahnhofstraße,50,,
"[47197345, 387681075]",,residential,,False,False,66.90400000000001,"LINESTRING (6.865063 51.847648, 6.8650858 51.8477449, 6.8650723 51.8478489, 6.8650465 51.8479567, 6.8650145 51.848078, 6.8649987 51.8481623, 6.8649922 51.8482449)",,Bahnhofstraße,30,,
165396919,,residential,,False,False,61.319,"LINESTRING (6.8640293 51.8488501, 6.8638836 51.8488806, 6.8637687 51.8488946, 6.8634665 51.848898, 6.8633448 51.8489, 6.8631471 51.8489033)",,Bahnhofstraße,,,
253988298,,residential,,True,False,94.858,"LINESTRING (6.8640293 51.8488501, 6.864102 51.8488037, 6.8642229 51.8487275, 6.8643524 51.8486354, 6.8645855 51.8484709, 6.8647819 51.8483349, 6.8648718 51.8482862, 6.8649922 51.8482449)",,Bahnhofstraße,,,
165396919,,residential,,False,True,61.318999999999996,"LINESTRING (6.8631471 51.8489033, 6.8633448 51.8489, 6.8634665 51.848898, 6.8637687 51.8488946, 6.8638836 51.8488806, 6.8640293 51.8488501)",,Bahnhofstraße,,,
"[47197344, 530609124, 506010748, 506010749]","['2', '3']",secondary,,False,False,99.966,"LINESTRING (6.8631471 51.8489033, 6.8631449 51.8487635, 6.8631428 51.8486333, 6.8631385 51.8482045, 6.8631379 51.8480043)",L 600,Heidener Straße,50,,
20461272,,residential,,False,True,88.061,"LINESTRING (6.8602993 51.8445643, 6.8600009 51.8453345)",,Marienstraße,20,,
756417147,,residential,,True,False,63.126,"LINESTRING (6.8602993 51.8445643, 6.8599224 51.8444913, 6.8594385 51.8443672)",,Mühlenstraße,20,,
19742587,2,residential,,False,True,71.561,"LINESTRING (6.8610335 51.8454195, 6.8606374 51.8453872, 6.8600009 51.8453345)",,Wilbecke,30,,
28883625,1,residential,,False,True,91.21400000000001,"LINESTRING (6.8610335 51.8454195, 6.8611972 51.845201, 6.8612744 51.8450664, 6.8613352 51.8449077, 6.8613573 51.8448119, 6.8613686 51.8446836, 6.8613693 51.8446352)",,Am Kuhm,30,,
"[35893033, 35893034, 1018611019, 1018611018, 356978106]","['2', '3']",residential,,False,False,168.09499999999997,"LINESTRING (6.8610335 51.8454195, 6.8614136 51.8454656, 6.8616952 51.845511, 6.8618941 51.8455479, 6.8620278 51.8455738, 6.8621144 51.8455975, 6.8621597 51.8456131, 6.8622721 51.8456438, 6.8627791 51.8457556, 6.8628391 51.8457797, 6.8629185 51.8458192, 6.8630433 51.8458947, 6.863145 51.8459405, 6.8632743 51.845972)",,Wilbecke,30,,yes
356978112,1,residential,,True,False,95.579,"LINESTRING (6.8610335 51.8454195, 6.861 51.8454574, 6.8609314 51.8455352, 6.8608289 51.8456513, 6.8608141 51.8456605, 6.860719 51.8457197, 6.8606458 51.845757, 6.8605214 51.8457933, 6.8603726 51.8458295, 6.8602427 51.8458581, 6.8599814 51.8459162)",,Am Kuhm,30,,
5055345,1,secondary,roundabout,True,False,20.068,"LINESTRING (6.8632743 51.845972, 6.8632987 51.8459445, 6.863332 51.8459209, 6.8633728 51.8459023, 6.8634192 51.8458895, 6.8634688 51.8458831, 6.8635073 51.8458828)",,,50,,
"[35893033, 1018611018, 1018611019, 35893034, 356978106]","['2', '3']",residential,,False,True,168.09500000000003,"LINESTRING (6.8632743 51.845972, 6.863145 51.8459405, 6.8630433 51.8458947, 6.8629185 51.8458192, 6.8628391 51.8457797, 6.8627791 51.8457556, 6.8622721 51.8456438, 6.8621597 51.8456131, 6.8621144 51.8455975, 6.8620278 51.8455738, 6.8618941 51.8455479, 6.8616952 51.845511, 6.8614136 51.8454656, 6.8610335 51.8454195)",,Wilbecke,30,,yes
5055347,2,secondary,,False,False,38.236,"LINESTRING (6.8646825 51.8432374, 6.8649826 51.8429478)",L 600,Heidener Straße,50,,
"[506010754, 5055347]","['2', '3']",secondary,,False,True,85.887,"LINESTRING (6.8646825 51.8432374, 6.8644487 51.8434669, 6.8643294 51.8435823, 6.8641468 51.8437895, 6.8640424 51.8439005)",L 600,Heidener Straße,50,,
5055348,3,residential,,False,False,7.066,"LINESTRING (6.8643587 51.8442224, 6.8642565 51.8442296)",,Von-Basse-Straße,50,,
575248235,,residential,,False,True,50.781,"LINESTRING (6.862503 51.8444682, 6.8632027 51.8443209)",,Mühlenstraße,50,,
"[51048472, 30616922]",,residential,,False,False,131.34900000000002,"LINESTRING (6.862503 51.8444682, 6.8625645 51.8448498, 6.862353 51.8452366, 6.8623521 51.8452818, 6.8624258 51.8453145, 6.8625756 51.8453467, 6.8627605 51.845388, 6.8628629 51.845415)",,Am Geelen Graben,30,,
"[844814672, 669520627, 844814671]",,residential,,False,False,87.469,"LINESTRING (6.862503 51.8444682, 6.8624008 51.8444779, 6.8621977 51.844465, 6.8620623 51.8444179, 6.8619536 51.844343, 6.8618954 51.8442785, 6.8617521 51.8442067, 6.8615675 51.8441731, 6.861551 51.8441701, 6.8614211 51.8441503)",,,,,yes
"[844814673, 531498397]",1,residential,,False,False,39.666,"LINESTRING (6.862503 51.8444682, 6.8622198 51.8445262, 6.8619502 51.8445707)",,Mühlenstraße,"['50', '30']",,
"[53923746, 242071469]",1,residential,,False,True,211.46900000000002,"LINESTRING (6.8613016 51.8423914, 6.8615966 51.8424896, 6.8616692 51.8425368, 6.8618432 51.842836, 6.8618851 51.8429799, 6.8618543 51.8431358, 6.8618027 51.8432614, 6.8616714 51.8434065, 6.8615402 51.8435329, 6.8614609 51.8436292, 6.8614131 51.8437102, 6.8613681 51.8437987, 6.8613357 51.8438916, 6.8613266 51.8439505, 6.8613227 51.8439908, 6.8613161 51.8440508, 6.8613144 51.8440715)",,Am Papendiek,30,,
148377829,1,residential,,False,True,44.291,"LINESTRING (6.8610739 51.8478499, 6.8609309 51.8474615)",,Bischof-Dietrich-Straße,30,,
30722308,1,residential,,False,False,142.891,"LINESTRING (6.8610739 51.8478499, 6.8612216 51.8478596, 6.8614045 51.8478715, 6.8617205 51.8478906, 6.8621494 51.8479251, 6.8630245 51.8480038, 6.8631379 51.8480043)",,Kardinal-von-Galen-Straße,30,,
30722308,1,residential,,False,True,96.234,"LINESTRING (6.8610739 51.8478499, 6.8609218 51.847841, 6.8605009 51.8478469, 6.8598473 51.8478825, 6.8596775 51.8478952)",,Kardinal-von-Galen-Straße,30,,
148377829,1,residential,,False,False,48.699,"LINESTRING (6.8610739 51.8478499, 6.8611035 51.8479977, 6.8611322 51.8482105, 6.8611088 51.8482846)",,Bischof-Dietrich-Straße,30,,
13862802,1,residential,,False,False,117.63499999999999,"LINESTRING (6.8596775 51.8478952, 6.8596464 51.847759, 6.8595661 51.8474173, 6.8595058 51.8471567, 6.8594379 51.8468477)",,Johann-Walling-Straße,50,,
13862802,1,residential,,False,True,103.771,"LINESTRING (6.8596775 51.8478952, 6.8596916 51.8479596, 6.8597845 51.8483638, 6.8598665 51.848821)",,Johann-Walling-Straße,50,,
30722308,1,residential,,False,False,96.23400000000001,"LINESTRING (6.8596775 51.8478952, 6.8598473 51.8478825, 6.8605009 51.8478469, 6.8609218 51.847841, 6.8610739 51.8478499)",,Kardinal-von-Galen-Straße,30,,
37061610,1,residential,,False,False,36.649,"LINESTRING (6.853032 51.8481276, 6.8529005 51.8481106, 6.8525098 51.84806)",,Jahnstraße,30,,
37061610,1,residential,,False,True,112.91099999999999,"LINESTRING (6.853032 51.8481276, 6.8534474 51.8481763, 6.8538819 51.8481829, 6.8545651 51.84814, 6.854664 51.8481327)",,Jahnstraße,30,,
30789659,1,residential,,False,False,110.066,"LINESTRING (6.8525098 51.84806, 6.8525257 51.8480243, 6.8527808 51.8470846)",,Realschulstraße,30,,
37061610,1,residential,,False,True,36.649,"LINESTRING (6.8525098 51.84806, 6.8529005 51.8481106, 6.853032 51.8481276)",,Jahnstraße,30,,
5009337,,secondary,,False,True,10.819,"LINESTRING (6.8529792 51.8457784, 6.8531101 51.8457243)",,Burloer Straße,50,,
30789659,1,residential,,False,True,148.38299999999998,"LINESTRING (6.8529792 51.8457784, 6.8530565 51.8458623, 6.8530766 51.8459221, 6.8529419 51.8464857, 6.8528453 51.8468413, 6.8527808 51.8470846)",,Realschulstraße,30,,
30789820,2,residential,,False,False,10.3,"LINESTRING (6.8569392 51.8427478, 6.8568284 51.8426854)",,Neutor,30,,
