osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,junction,tunnel
23125211,Kornmarkt,residential,30,False,False,59.169,"LINESTRING (12.6346437 51.4603489, 12.6348119 51.4599149, 12.6347877 51.4598306)",,,,
399112314,Torgauer Straße,tertiary,50,False,True,185.507,"LINESTRING (12.6346437 51.4603489, 12.6363 51.4606903, 12.6369371 51.4607741, 12.6372109 51.4608159)",K 7442,,,
"[447675107, 660080775]","['Torgauer Straße', 'Marktplatz']",tertiary,50,False,False,150.593,"LINESTRING (12.6346437 51.4603489, 12.6339869 51.4602028, 12.6326057 51.4598781)",K 7442,,,
399112304,Rinckartstraße,unclassified,,False,True,24.793,"LINESTRING (12.6334873 51.4575505, 12.6333902 51.4577651)",,,,
399112302,Dr.-Külz-Ring,residential,,False,False,145.055,"LINESTRING (12.6334873 51.4575505, 12.6338169 51.4576547, 12.634005 51.4577142, 12.6344178 51.4578448, 12.6348499 51.4579814, 12.6353542 51.4581409)",,,,
"[447674993, 880615078]",Bahnhofstraße,unclassified,,False,False,51.468,"LINESTRING (12.6334873 51.4575505, 12.6335056 51.4575188, 12.6335483 51.4574428, 12.6337682 51.4571222)",,,,
773895554,Franz-Mehring-Straße,residential,,False,True,104.225,"LINESTRING (12.6407989 51.4595518, 12.6409023 51.4586167)",,,,
23266431,Wilhelm-Raabe-Straße,residential,,False,True,155.89600000000002,"LINESTRING (12.6407989 51.4595518, 12.6404966 51.4595145, 12.6402218 51.4594887, 12.6398824 51.4594423, 12.639267 51.4593016, 12.6386681 51.4591272)",,,,
30024988,Franz-Mehring-Straße,residential,,False,False,147.07000000000002,"LINESTRING (12.6407989 51.4595518, 12.6406705 51.4606105, 12.6406516 51.4607605, 12.6405933 51.4608648)",,,,
4935961,Bahnhofstraße,unclassified,,False,True,69.662,"LINESTRING (12.6359724 51.4544062, 12.6355045 51.4549607)",,,,
30024949,Schützenplatz,residential,,False,True,103.714,"LINESTRING (12.6359724 51.4544062, 12.6363684 51.4545332, 12.6363937 51.4545537, 12.6363871 51.4545822, 12.6359403 51.4551143)",,,,
"[447674993, 880615078]",Bahnhofstraße,unclassified,,False,True,51.468,"LINESTRING (12.6337682 51.4571222, 12.6335483 51.4574428, 12.6335056 51.4575188, 12.6334873 51.4575505)",,,,
984905262,Bahnhofstraße,unclassified,,False,False,62.153,"LINESTRING (12.6337682 51.4571222, 12.6341 51.456691, 12.6341526 51.4566172)",,,,
"[447675032, 4935965]",,unclassified,30,False,False,71.985,"LINESTRING (12.6280388 51.4578266, 12.6286511 51.4581076, 12.6288578 51.4581627, 12.6289072 51.4581758)",,,,
4935970,Am Anger,unclassified,,False,True,29.189,"LINESTRING (12.6280388 51.4578266, 12.6279981 51.4578541, 12.6278202 51.45805)",,,,
49715562,Am Anger,unclassified,,True,False,161.568,"LINESTRING (12.6280388 51.4578266, 12.6281177 51.4577771, 12.6281699 51.4577467, 12.6291033 51.4572028, 12.6293639 51.4570559, 12.6294797 51.457017, 12.6296383 51.4569726, 12.6298344 51.4569197)",,,,
50754787,Wallstraße,unclassified,,False,True,62.331,"LINESTRING (12.6285501 51.4586903, 12.6289072 51.4581758)",,,,
4935964,Wallstraße,residential,,True,False,104.147,"LINESTRING (12.6314348 51.4576553, 12.6300684 51.4577509, 12.6299483 51.4577788)",,,,
30024361,Rollenstraße,residential,30,False,False,40.901,"LINESTRING (12.6314348 51.4576553, 12.631459 51.4578066, 12.6314907 51.4579831, 12.6315462 51.4579993)",,,,
444181836,Bernhardistraße,residential,,False,True,100.406,"LINESTRING (12.6323638 51.4607684, 12.6326057 51.4598781)",,,,
23125209,Kleine Mauerstraße,residential,,False,False,145.099,"LINESTRING (12.6323638 51.4607684, 12.6331173 51.4609697, 12.6343125 51.4612455)",,,,
74057615,Bernhardistraße,residential,,False,False,33.343999999999994,"LINESTRING (12.6323638 51.4607684, 12.6323244 51.4609799, 12.6323088 51.4610663)",,3,,
986493858,Große Mauerstraße,residential,,False,False,138.7,"LINESTRING (12.6323638 51.4607684, 12.6321755 51.4607127, 12.6317377 51.4605969, 12.6314233 51.4605119, 12.630993 51.4603922, 12.6305328 51.4602642)",,,,
399112313,Torgauer Straße,tertiary,50,False,True,9.26,"LINESTRING (12.6375215 51.4608966, 12.6376406 51.4609344)",K 7442,,,
30024293,Dr.-Külz-Ring,residential,,False,True,129.265,"LINESTRING (12.6375215 51.4608966, 12.637567 51.4607717, 12.6377082 51.4604487, 12.6377632 51.4602262, 12.637792 51.4601168, 12.637811 51.4598987, 12.6377583 51.4597572)",,,,
399112313,Torgauer Straße,tertiary,50,False,False,23.314,"LINESTRING (12.6375215 51.4608966, 12.6372844 51.460835, 12.6372109 51.4608159)",K 7442,,,
399112304,Rinckartstraße,unclassified,,False,False,24.793,"LINESTRING (12.6333902 51.4577651, 12.6334873 51.4575505)",,,,
4935962,Rinckartstraße,unclassified,,False,True,78.604,"LINESTRING (12.6333902 51.4577651, 12.633296 51.4579674, 12.633074 51.458444)",,,,
4935964,Wallstraße,residential,,True,False,137.18699999999998,"LINESTRING (12.6333902 51.4577651, 12.6328186 51.457678, 12.6328049 51.4576768, 12.6322955 51.4576322, 12.6317653 51.4576293, 12.6315968 51.4576412, 12.6314348 51.4576553)",,,,
