osmid,name,highway,oneway,reversed,length,maxspeed,geometry,ref,lanes,bridge,junction
407195852,Schloßbergstraße,unclassified,False,True,29.964,,"LINESTRING (7.25364 49.2373162, 7.253245 49.2372381)",,,,
24355701,Klosterweg,residential,False,False,509.236,30,"LINESTRING (7.25364 49.2373162, 7.2535756 49.2374309, 7.2535193 49.2375044, 7.2534321 49.2375727, 7.253345 49.2376244, 7.2529644 49.2377889, 7.2528528 49.2378521, 7.2527656 49.2379379, 7.2527213 49.2380184, 7.2526784 49.2381147, 7.252555 49.2385456, 7.2525027 49.2388266, 7.252484 49.2390385, 7.2524719 49.2393537, 7.2524773 49.2395, 7.2525081 49.2395875, 7.2525564 49.2396768, 7.2526288 49.239753, 7.2527441 49.2398248, 7.2531679 49.2400428, 7.2543521 49.2406284, 7.2544391 49.2406746, 7.254871 49.2408942)",,,,
"[338072958, 440937678]",Schloßbergstraße,residential,False,False,186.39999999999998,,"LINESTRING (7.25364 49.2373162, 7.2544014 49.2374546, 7.2547018 49.2375095, 7.2548504 49.2375413, 7.2554073 49.2376083, 7.2557974 49.2376436, 7.256142 49.2376781)",,,,
171758733,In der Wolfskaut,residential,False,False,65.684,30,"LINESTRING (7.2544527 49.2414158, 7.2545157 49.2413019, 7.254625 49.2411578, 7.2547638 49.2410007, 7.254871 49.2408942)",,,,
364948539,Klosterweg,residential,False,True,72.589,30,"LINESTRING (7.2556933 49.2412656, 7.254871 49.2408942)",,,,
364948539,Klosterweg,residential,False,False,72.589,30,"LINESTRING (7.254871 49.2408942, 7.2556933 49.2412656)",,,,
24355701,Klosterweg,residential,False,True,509.236,30,"LINESTRING (7.254871 49.2408942, 7.2544391 49.2406746, 7.2543521 49.2406284, 7.2531679 49.2400428, 7.2527441 49.2398248, 7.2526288 49.239753, 7.2525564 49.2396768, 7.2525081 49.2395875, 7.2524773 49.2395, 7.2524719 49.2393537, 7.252484 49.2390385, 7.2525027 49.2388266, 7.252555 49.2385456, 7.2526784 49.2381147, 7.2527213 49.2380184, 7.2527656 49.2379379, 7.2528528 49.2378521, 7.2529644 49.2377889, 7.253345 49.2376244, 7.2534321 49.2375727, 7.2535193 49.2375044, 7.2535756 49.2374309, 7.25364 49.2373162)",,,,
171758733,In der Wolfskaut,residential,False,True,65.684,30,"LINESTRING (7.254871 49.2408942, 7.2547638 49.2410007, 7.254625 49.2411578, 7.2545157 49.2413019, 7.2544527 49.2414158)",,,,
407195852,Schloßbergstraße,unclassified,False,False,29.964,,"LINESTRING (7.253245 49.2372381, 7.25364 49.2373162)",,,,
24355799,Tiergartenstraße,unclassified,False,False,73.025,,"LINESTRING (7.253245 49.2372381, 7.2532786 49.2371529, 7.253294 49.2371139, 7.2533695 49.2369335, 7.2535073 49.2366041)",,,,
24355833,Tiergartenstraße,residential,False,False,312.669,,"LINESTRING (7.253524 49.235345, 7.2533436 49.2353468, 7.2531108 49.2353421, 7.2529578 49.2353259, 7.2528504 49.2353061, 7.2527549 49.2352767, 7.252669 49.2352435, 7.2525815 49.2351967, 7.2525234 49.235155, 7.2523967 49.2350502, 7.2522742 49.2349616, 7.2521979 49.2349276, 7.2521142 49.2349124, 7.2520375 49.2349214, 7.2519645 49.2349532, 7.2519261 49.2350091, 7.2519251 49.2350452, 7.2519383 49.2350873, 7.2519706 49.2351258, 7.2520153 49.2351562, 7.2537117 49.2360109)",,,,
24355833,Tiergartenstraße,residential,False,True,79.542,,"LINESTRING (7.253524 49.235345, 7.2537486 49.2353328, 7.2539055 49.2353135, 7.2540427 49.2352828, 7.2541939 49.2352461, 7.2543213 49.2351997, 7.2543856 49.2351506, 7.2544794 49.2350665)",,,,
26330248,Maximilianstraße,residential,False,True,123.414,,"LINESTRING (7.253524 49.235345, 7.2535146 49.2351817, 7.2535069 49.2350194, 7.2534942 49.2347534, 7.2534952 49.2345701, 7.2535198 49.2343536, 7.2535086 49.234289, 7.2534874 49.2342383)",,,,
24355799,Tiergartenstraße,unclassified,False,True,41.144,,"LINESTRING (7.2537117 49.2360109, 7.2537205 49.2360316, 7.2537226 49.2360618, 7.2536038 49.2363705)",,,,
24355833,Tiergartenstraße,residential,False,True,312.66900000000004,,"LINESTRING (7.2537117 49.2360109, 7.2520153 49.2351562, 7.2519706 49.2351258, 7.2519383 49.2350873, 7.2519251 49.2350452, 7.2519261 49.2350091, 7.2519645 49.2349532, 7.2520375 49.2349214, 7.2521142 49.2349124, 7.2521979 49.2349276, 7.2522742 49.2349616, 7.2523967 49.2350502, 7.2525234 49.235155, 7.2525815 49.2351967, 7.252669 49.2352435, 7.2527549 49.2352767, 7.2528504 49.2353061, 7.2529578 49.2353259, 7.2531108 49.2353421, 7.2533436 49.2353468, 7.253524 49.235345)",,,,
84547922,Am Schloß,residential,False,False,117.29,,"LINESTRING (7.2537117 49.2360109, 7.253775 49.2359548, 7.2538628 49.2359076, 7.2539491 49.2359048, 7.2541094 49.2359221, 7.2549342 49.2360649, 7.2549907 49.2360836, 7.255071 49.2361297, 7.2551518 49.2361899)",,,,
29176034,Von-der-Leyen-Straße,living_street,True,False,60.148,,"LINESTRING (7.2592027 49.2369664, 7.2593901 49.2374933)",L 113 R,,,
"[1134039649, 454851086, 1154775413, 1154775414, 24669850]",Von-der-Leyen-Straße,residential,False,False,99.69300000000001,30,"LINESTRING (7.2592027 49.2369664, 7.2591171 49.2367076, 7.2590716 49.236594, 7.2590231 49.2365053, 7.2589763 49.2363994, 7.258964 49.2363709, 7.2589173 49.2362752, 7.2588497 49.236176, 7.2588002 49.2361124)",,,,
"[464086451, 198382719]",Zweibrücker Straße,residential,False,True,62.521,30,"LINESTRING (7.2592027 49.2369664, 7.259431 49.2369375, 7.2596111 49.2369133, 7.2596789 49.2369105, 7.2600117 49.2368699, 7.2600486 49.2368634)",,,,
