osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,ref,width
"[759917348, 9097333]",Raiffeisenstraße,residential,50,False,True,303.80899999999997,2,"LINESTRING (8.5448105 53.0366819, 8.5446979 53.0366778, 8.544627 53.0366597, 8.5437995 53.036277, 8.5437157 53.0362407, 8.5432675 53.0360539, 8.5432221 53.036032, 8.5428135 53.0358348, 8.5424685 53.035679, 8.5421988 53.0355573, 8.5419041 53.0354254, 8.5418713 53.0354102, 8.5417672 53.0353619, 8.5416603 53.0353124, 8.5415418 53.0352634, 8.5412797 53.035155, 8.5412048 53.0351276, 8.5411399 53.0350939)",,
285812289,Grüppenbührener Straße,tertiary,50,False,True,132.802,2,"LINESTRING (8.5448105 53.0366819, 8.5446403 53.0368419, 8.544557 53.0369045, 8.5445066 53.0369423, 8.5443283 53.0370505, 8.5441247 53.0371486, 8.5437634 53.0373068, 8.5433783 53.0374941)",,
448268583,Grüppenbührener Straße,tertiary,50,False,False,93.93799999999999,2,"LINESTRING (8.5448105 53.0366819, 8.5449357 53.0364763, 8.5449572 53.036445, 8.5450811 53.0362263, 8.5452769 53.0358851)",,
10066931,Grüner Weg,unclassified,,False,True,171.258,2,"LINESTRING (8.5457828 53.0351819, 8.5457083 53.0351584, 8.5452227 53.0349968, 8.545074 53.0349536, 8.544471 53.0348376, 8.5442519 53.0348243, 8.5440694 53.0348279, 8.5440098 53.0348837, 8.5437221 53.0351528, 8.5436786 53.0351923)",,
30922970,Grüppenbührener Straße,tertiary,50,False,False,173.412,2,"LINESTRING (8.5457828 53.0351819, 8.5459032 53.0351453, 8.5464563 53.0349911, 8.5465787 53.0349538, 8.5468328 53.0348199, 8.5470344 53.0346558, 8.5473015 53.0343691, 8.5474464 53.0342135, 8.547533 53.0341108)",,
30922970,Grüppenbührener Straße,tertiary,50,False,True,85.75800000000001,2,"LINESTRING (8.5457828 53.0351819, 8.5457231 53.0352208, 8.5456493 53.0352918, 8.5455595 53.0354111, 8.54537 53.0357162, 8.5452769 53.0358851)",,
9077694,Grüppenbührener Straße,tertiary,50,False,False,82.41199999999999,2,"LINESTRING (8.547533 53.0341108, 8.5475551 53.0340434, 8.5475661 53.0339749, 8.5475653 53.0339425, 8.5474921 53.033487, 8.5474947 53.0333734)",K 347,
9097513,Im Knick,residential,50,False,False,160.397,2,"LINESTRING (8.547533 53.0341108, 8.5474112 53.0340919, 8.5465923 53.0338514, 8.546423 53.0337966, 8.5462055 53.0337525, 8.5459774 53.0337063, 8.5453384 53.0336292, 8.5452919 53.0336236)",,
9508014,Urneburger Straße,tertiary,50,False,False,147.79999999999998,2,"LINESTRING (8.547533 53.0341108, 8.5476139 53.0341254, 8.5480298 53.034234, 8.5481193 53.0342574, 8.5483966 53.0343622, 8.5485308 53.0344149, 8.5489786 53.034588, 8.5491529 53.0346965, 8.5492388 53.0347874, 8.5492954 53.0348578)",K 228,
30922970,Grüppenbührener Straße,tertiary,50,False,True,173.41199999999998,2,"LINESTRING (8.547533 53.0341108, 8.5474464 53.0342135, 8.5473015 53.0343691, 8.5470344 53.0346558, 8.5468328 53.0348199, 8.5465787 53.0349538, 8.5464563 53.0349911, 8.5459032 53.0351453, 8.5457828 53.0351819)",,
77609128,Wittekindstraße,unclassified,50,False,True,357.748,,"LINESTRING (8.5500138 53.0373367, 8.5498432 53.0373514, 8.5498255 53.0373478, 8.5497951 53.0373388, 8.5496746 53.037303, 8.5460826 53.0361718, 8.5453839 53.0359267, 8.5453463 53.0359135, 8.5452769 53.0358851)",,
77610909,Urneburger Straße,tertiary,,False,True,281.09000000000003,2,"LINESTRING (8.5500138 53.0373367, 8.549905 53.0368372, 8.5497571 53.0358853, 8.5494182 53.0352984, 8.5493346 53.0350205, 8.5492954 53.0348578)",K 228,
1112222299,Urneburger Straße,tertiary,50,False,False,29.365000000000002,2,"LINESTRING (8.5500138 53.0373367, 8.550075 53.0374698, 8.5501409 53.0375894)",K 228,
203923311,Am Steinacker,residential,50,False,True,184.915,2,"LINESTRING (8.5406141 53.0374905, 8.5410252 53.0374817, 8.5414622 53.0374786, 8.5423694 53.0374679, 8.5430856 53.0374834, 8.5432651 53.03749, 8.5433783 53.0374941)",,
4948934,Am Steinacker,residential,30,False,False,45.247,2,"LINESTRING (8.5392197 53.0374911, 8.5389403 53.0374927, 8.538543 53.0374946)",,
9097310,Kantstraße,residential,30,False,True,99.779,2,"LINESTRING (8.538543 53.0374946, 8.5384915 53.0365978)",,
4948934,Am Steinacker,residential,30,False,True,45.247,2,"LINESTRING (8.538543 53.0374946, 8.5389403 53.0374927, 8.5392197 53.0374911)",,
9077822,Ring,tertiary,50,False,True,119.446,2,"LINESTRING (8.5481291 53.0323694, 8.5480303 53.0325451, 8.5480104 53.0325746, 8.5479464 53.0326768, 8.5474947 53.0333734)",K 347,
"[9644321, 459834967, 459834966, 659384983, 742516538]",Lange Straße,tertiary,"['50', '30']",False,True,199.85799999999998,"['2', '3']","LINESTRING (8.5481291 53.0323694, 8.5481952 53.0322485, 8.5482155 53.0322193, 8.5483009 53.032141, 8.5483758 53.0320724, 8.5484892 53.0319978, 8.5485142 53.0319831, 8.5485437 53.0319665, 8.5495281 53.0313988, 8.5496567 53.0313265, 8.5498795 53.031202, 8.5500272 53.0311173, 8.550132 53.0310608)",K 347,
"[742516537, 9094940]",Ring,tertiary,50,False,False,72.53,"['2', '3']","LINESTRING (8.5481291 53.0323694, 8.5479917 53.0323341, 8.5479413 53.032328, 8.5474773 53.0322966, 8.5471703 53.0322556, 8.5470698 53.0322437)",K 232,
9094940,Ring,tertiary,50,False,True,88.793,2,"LINESTRING (8.545764 53.0321846, 8.5459705 53.0321649, 8.5460653 53.0321559, 8.5462749 53.0321464, 8.5464906 53.0321598, 8.5470698 53.0322437)",K 232,
24980383,Mühlenstraße,tertiary,50,False,False,126.127,2,"LINESTRING (8.545764 53.0321846, 8.5457237 53.0320885, 8.5457097 53.0320552, 8.5455934 53.0319267, 8.5455851 53.0319176, 8.5453969 53.0317306, 8.5451847 53.0315198, 8.5449302 53.0311729)",K 342,
"[24980384, 365145523]",Ring,residential,20,False,True,61.471,,"LINESTRING (8.545764 53.0321846, 8.545727 53.0322844, 8.5455642 53.0327242)",,
728917744,Bergedorfer Straße,tertiary,50,False,False,186.28,2,"LINESTRING (8.545764 53.0321846, 8.5455089 53.0322108, 8.5451819 53.0322443, 8.5450271 53.0322477, 8.5440071 53.0322701, 8.5437899 53.0322713, 8.5431857 53.0322746, 8.5429875 53.0322725)",K 232,
9097293,Bergedorfer Straße,tertiary,50,False,False,193.31400000000002,2,"LINESTRING (8.5429875 53.0322725, 8.5428509 53.0322698, 8.54254 53.032256, 8.542246 53.0322276, 8.54178 53.0321667, 8.5415056 53.0321249, 8.5401941 53.0318575)",K 232,
9369917,Lindenstraße,residential,30,False,True,175.315,2,"LINESTRING (8.5429875 53.0322725, 8.5429968 53.032226, 8.543001 53.0322061, 8.5430754 53.0318543, 8.5431232 53.0316282, 8.5431299 53.0315965, 8.5431876 53.0313237, 8.5431945 53.0312913, 8.5432192 53.0311731, 8.5432836 53.030794, 8.5432237 53.0307144)",,6.5
9369919,Lindenstraße,tertiary,50,False,False,259.254,2,"LINESTRING (8.5429875 53.0322725, 8.5429708 53.0323345, 8.5429647 53.0323612, 8.5428992 53.0326326, 8.5428894 53.0326732, 8.5428016 53.0329433, 8.542687 53.0332122, 8.5425129 53.0335837, 8.5424377 53.0337514, 8.5421707 53.0343001, 8.5421357 53.0343695, 8.542044 53.0345301)",,
728917744,Bergedorfer Straße,tertiary,50,False,True,186.28000000000003,2,"LINESTRING (8.5429875 53.0322725, 8.5431857 53.0322746, 8.5437899 53.0322713, 8.5440071 53.0322701, 8.5450271 53.0322477, 8.5451819 53.0322443, 8.5455089 53.0322108, 8.545764 53.0321846)",K 232,
"[728917741, 9097373]",Wittekindstraße,unclassified,50,False,False,83.624,2,"LINESTRING (8.542044 53.0345301, 8.5421171 53.0345447, 8.5421681 53.0345571, 8.5423261 53.0345957, 8.5426137 53.0347163, 8.5428656 53.0348264, 8.5429725 53.0348762, 8.5430919 53.0349316)",,
9369919,Lindenstraße,tertiary,50,False,True,259.25399999999996,2,"LINESTRING (8.542044 53.0345301, 8.5421357 53.0343695, 8.5421707 53.0343001, 8.5424377 53.0337514, 8.5425129 53.0335837, 8.542687 53.0332122, 8.5428016 53.0329433, 8.5428894 53.0326732, 8.5428992 53.0326326, 8.5429647 53.0323612, 8.5429708 53.0323345, 8.5429875 53.0322725)",,
"[610647624, 77609338]",Lindenstraße,tertiary,50,False,False,88.27600000000001,2,"LINESTRING (8.542044 53.0345301, 8.5418798 53.0346919, 8.5417808 53.0347667, 8.5416837 53.0348353, 8.5415436 53.0349166, 8.5414436 53.0349739, 8.5411399 53.0350939)",,
"[610647624, 77609338]",Lindenstraße,tertiary,50,False,True,88.276,2,"LINESTRING (8.5411399 53.0350939, 8.5414436 53.0349739, 8.5415436 53.0349166, 8.5416837 53.0348353, 8.5417808 53.0347667, 8.5418798 53.0346919, 8.542044 53.0345301)",,
"[610647625, 731590250]",Habbrügger Weg,tertiary,50,False,False,140.83,2,"LINESTRING (8.5411399 53.0350939, 8.5408884 53.0351587, 8.5406318 53.0352106, 8.5403277 53.035262, 8.540064 53.0353136, 8.5400217 53.0353213, 8.5394374 53.0354201, 8.5391325 53.0354734)",,
"[759917348, 9097333]",Raiffeisenstraße,residential,50,False,False,303.80899999999997,2,"LINESTRING (8.5411399 53.0350939, 8.5412048 53.0351276, 8.5412797 53.035155, 8.5415418 53.0352634, 8.5416603 53.0353124, 8.5417672 53.0353619, 8.5418713 53.0354102, 8.5419041 53.0354254, 8.5421988 53.0355573, 8.5424685 53.035679, 8.5428135 53.0358348, 8.5432221 53.036032, 8.5432675 53.0360539, 8.5437157 53.0362407, 8.5437995 53.036277, 8.544627 53.0366597, 8.5446979 53.0366778, 8.5448105 53.0366819)",,
"[326616375, 1081253071]",Atlasstraße,residential,50,False,True,202.81,2,"LINESTRING (8.5411399 53.0350939, 8.5410758 53.035056, 8.5410503 53.0350376, 8.5409284 53.0349108, 8.5403705 53.0343305, 8.5402401 53.0342247, 8.5401455 53.0341745, 8.54008 53.0341397, 8.5399266 53.0340583, 8.5392356 53.0337041)",,
731590250,Habbrügger Weg,tertiary,50,False,True,50.001,2,"LINESTRING (8.5384247 53.0356185, 8.5391325 53.0354734)",,
9097310,Kantstraße,residential,30,False,False,108.98700000000001,2,"LINESTRING (8.5384247 53.0356185, 8.5384259 53.0356595, 8.538429 53.0357062, 8.5384915 53.0365978)",,
9097310,Kantstraße,residential,30,False,False,99.779,2,"LINESTRING (8.5384915 53.0365978, 8.538543 53.0374946)",,
54966554,Humboldtstraße,residential,,False,True,38.473,,"LINESTRING (8.5384915 53.0365978, 8.5390666 53.0365865)",,
283850705,Humboldtstraße,residential,,False,True,39.379,,"LINESTRING (8.5384915 53.0365978, 8.5379033 53.0366157)",,
9097310,Kantstraße,residential,30,False,True,108.98700000000001,2,"LINESTRING (8.5384915 53.0365978, 8.538429 53.0357062, 8.5384259 53.0356595, 8.5384247 53.0356185)",,
