osmid,lanes,ref,name,highway,maxspeed,width,oneway,reversed,length,bridge,geometry
"[941600368, 32959457, 32959456, 28388964]",2,St 2111,Regensburger Straße,secondary,"['50', '70']",5,False,True,332.74,yes,"LINESTRING (12.3914326 48.8269918, 12.39141 48.8270381, 12.3909412 48.8276439, 12.3906378 48.8279542, 12.3902085 48.8283753, 12.3900994 48.8284897, 12.3898462 48.8287302, 12.3897978 48.8287681, 12.3897494 48.8288009, 12.3896728 48.828843, 12.3895658 48.8288892, 12.3890349 48.8290955, 12.3886465 48.829269)"
28388965,,St 2111,Landshuter Straße,secondary,50,6,False,True,80.019,,"LINESTRING (12.3914326 48.8269918, 12.3913683 48.8269527, 12.3908148 48.826738, 12.3905363 48.8265846)"
29221508,,St 2111,Regensburger Straße,secondary,50,5,False,False,22.746,,"LINESTRING (12.3914326 48.8269918, 12.3915258 48.8269845, 12.3916315 48.8269677, 12.3917144 48.826922)"
28496007,,,Viehmarktplatz,residential,30,,False,False,76.982,,"LINESTRING (12.3917144 48.826922, 12.3925396 48.8271858, 12.3926584 48.827227)"
29221508,,St 2111,Regensburger Straße,secondary,50,5,False,False,81.78999999999999,,"LINESTRING (12.3917144 48.826922, 12.3918552 48.826755, 12.3923036 48.8262974)"
29221508,,St 2111,Regensburger Straße,secondary,50,5,False,True,22.746000000000002,,"LINESTRING (12.3917144 48.826922, 12.3916315 48.8269677, 12.3915258 48.8269845, 12.3914326 48.8269918)"
29221508,,St 2111,Regensburger Straße,secondary,50,5,False,True,61.908,,"LINESTRING (12.3928057 48.8258495, 12.3924859 48.8261424, 12.3923036 48.8262974)"
73299025,2,St 2142,Stadtplatz,secondary,50,,False,False,72.414,,"LINESTRING (12.3928057 48.8258495, 12.3933865 48.8260143, 12.3936076 48.8260773, 12.3937123 48.8261099)"
"[28348593, 816099055]",2,St 2142,"['Stadtplatz', 'Am Lins']",residential,"['50', '30']",,False,False,54.656000000000006,,"LINESTRING (12.3928057 48.8258495, 12.3927516 48.8258332, 12.392652 48.8258032, 12.3924335 48.8257309, 12.3921358 48.8256326)"
27080118,2,St 2142,Stadtplatz,secondary,50,,False,False,14.818,,"LINESTRING (12.3937123 48.8261099, 12.3938957 48.8261663)"
73299025,2,St 2142,Stadtplatz,secondary,50,,False,True,72.414,,"LINESTRING (12.3937123 48.8261099, 12.3936076 48.8260773, 12.3933865 48.8260143, 12.3928057 48.8258495)"
584239808,,St 2142,Dingolfinger Straße,secondary,50,,False,False,153.086,,"LINESTRING (12.3937123 48.8261099, 12.3939217 48.8259279, 12.3943843 48.8256693, 12.3949408 48.8253367, 12.3951697 48.8252265, 12.3952543 48.8251886)"
584239808,,St 2142,Dingolfinger Straße,secondary,50,,False,True,153.08599999999998,,"LINESTRING (12.3952543 48.8251886, 12.3951697 48.8252265, 12.3949408 48.8253367, 12.3943843 48.8256693, 12.3939217 48.8259279, 12.3937123 48.8261099)"
"[28765243, 1083524827]",,,Wittelsbacherstraße,residential,,,False,False,259.924,,"LINESTRING (12.3952543 48.8251886, 12.3954437 48.825341, 12.3955933 48.8254365, 12.395622 48.8254548, 12.3965894 48.8259852, 12.3966453 48.8260157, 12.396837 48.8261206, 12.3971954 48.8262895, 12.3972339 48.8263062, 12.3977415 48.8264822, 12.39804 48.8266168)"
1083844588,,St 2142,Dingolfinger Straße,secondary,50,,False,False,30.811999999999998,,"LINESTRING (12.3952543 48.8251886, 12.3953944 48.8251122, 12.3955785 48.8250119)"
30119091,,,Schulgasse,residential,,3,False,False,28.984,,"LINESTRING (12.3962407 48.8271553, 12.3964982 48.8269573)"
177444077,2,St 2142,Straubinger Straße,secondary,50,,False,False,33.023,,"LINESTRING (12.3962407 48.8271553, 12.3965746 48.827355)"
177444077,2,St 2142,Straubinger Straße,secondary,50,,False,True,121.58800000000001,,"LINESTRING (12.3962407 48.8271553, 12.3958373 48.826934, 12.3955457 48.8267973, 12.3948741 48.8265389)"
28388760,,,Am Florianigraben,residential,,,False,True,147.834,,"LINESTRING (12.3914731 48.8253654, 12.3902834 48.8264397)"
28348593,,,Am Lins,residential,30,,False,False,12.364999999999998,,"LINESTRING (12.3914731 48.8253654, 12.3914125 48.8253327, 12.3913836 48.8252762)"
28348593,,,Am Lins,residential,30,,False,True,57.138999999999996,,"LINESTRING (12.3914731 48.8253654, 12.3915428 48.825406, 12.3917818 48.8255161, 12.3921358 48.8256326)"
177444075,,,Bahnhofstraße,residential,50,,False,False,7.976,,"LINESTRING (12.3914081 48.8249194, 12.3914185 48.824848)"
28348593,,,Am Lins,residential,30,,False,True,40.063,,"LINESTRING (12.3914081 48.8249194, 12.39136 48.8252053, 12.3913713 48.8252463, 12.3913836 48.8252762)"
28352012,,,Mariahilfweg,residential,30,,False,True,64.095,,"LINESTRING (12.3914081 48.8249194, 12.3912701 48.8249202, 12.3911632 48.8249202, 12.3909274 48.8249217, 12.3906643 48.8247279)"
177444075,,,Bahnhofstraße,residential,50,,False,False,58.186,,"LINESTRING (12.3916106 48.8237864, 12.3917096 48.8232672)"
177444075,,,Bahnhofstraße,residential,50,,False,True,118.879,,"LINESTRING (12.3916106 48.8237864, 12.3914185 48.824848)"
29566705,,,Lindenstraße,residential,,,False,True,131.704,,"LINESTRING (12.3916106 48.8237864, 12.3912142 48.8237409, 12.3908092 48.8236074, 12.390416 48.8234429, 12.3900448 48.8232448)"
177444075,,,Bahnhofstraße,residential,50,,False,True,68.108,,"LINESTRING (12.3919551 48.8226775, 12.3918728 48.8229345, 12.3918121 48.8230795, 12.3917096 48.8232672)"
"[1083524832, 1077142098, 28765186]",,,Alfred-Heindl-Straße,residential,30,,False,False,162.22299999999998,,"LINESTRING (12.3919551 48.8226775, 12.3920778 48.8227221, 12.3922898 48.8227993, 12.3923931 48.8228369, 12.3925729 48.8229025, 12.3926164 48.8229183, 12.3930426 48.8230735, 12.3939028 48.8233731)"
28352012,,,Mariahilfweg,residential,30,,False,False,64.095,,"LINESTRING (12.3906643 48.8247279, 12.3909274 48.8249217, 12.3911632 48.8249202, 12.3912701 48.8249202, 12.3914081 48.8249194)"
28352012,,,Mariahilfweg,residential,30,,False,True,270.24399999999997,,"LINESTRING (12.3906643 48.8247279, 12.3905052 48.8248073, 12.3899281 48.8246872, 12.3895 48.8246339, 12.3885346 48.8245839, 12.3884706 48.8245694, 12.3871322 48.8242673)"
28388410,,,Dettenkofener Weg,residential,30,,False,True,226.787,,"LINESTRING (12.3906643 48.8247279, 12.3900872 48.8242668, 12.3891854 48.8236067, 12.389169 48.8235947, 12.3889122 48.8233692, 12.3887134 48.8231489)"
28348593,,,Am Lins,residential,30,,False,False,57.139,,"LINESTRING (12.3921358 48.8256326, 12.3917818 48.8255161, 12.3915428 48.825406, 12.3914731 48.8253654)"
"[28348593, 816099055]",2,St 2142,"['Stadtplatz', 'Am Lins']",residential,"['50', '30']",,False,True,54.656000000000006,,"LINESTRING (12.3921358 48.8256326, 12.3924335 48.8257309, 12.392652 48.8258032, 12.3927516 48.8258332, 12.3928057 48.8258495)"
28352013,,,Am Lins,residential,,,True,False,91.917,,"LINESTRING (12.3921358 48.8256326, 12.3918646 48.8259592, 12.3918702 48.8260047, 12.3919304 48.8260454, 12.3923036 48.8262974)"
29221508,,St 2111,Regensburger Straße,secondary,50,5,False,False,61.908,,"LINESTRING (12.3923036 48.8262974, 12.3924859 48.8261424, 12.3928057 48.8258495)"
29221508,,St 2111,Regensburger Straße,secondary,50,5,False,True,81.78999999999999,,"LINESTRING (12.3923036 48.8262974, 12.3918552 48.826755, 12.3917144 48.826922)"
28352014,,,Adolf-Kolping-Straße,residential,30,,False,False,74.968,,"LINESTRING (12.3967917 48.827489, 12.3960873 48.8279784)"
327077231,2,St 2142,Straubinger Straße,secondary,50,,False,False,111.933,,"LINESTRING (12.3967917 48.827489, 12.3979649 48.8281346)"
"[366282425, 327077231]",2,St 2142,Straubinger Straße,secondary,50,,False,True,21.787,,"LINESTRING (12.3967917 48.827489, 12.3967001 48.8274342, 12.3965746 48.827355)"
28352014,,,Adolf-Kolping-Straße,residential,30,,False,True,74.968,,"LINESTRING (12.3960873 48.8279784, 12.3967917 48.827489)"
28352014,,,Adolf-Kolping-Straße,residential,30,,False,False,119.30499999999999,,"LINESTRING (12.3960873 48.8279784, 12.3960487 48.8280056, 12.3949748 48.8287625)"
28352015,,,Brauhausstraße,residential,30,,False,False,53.67,,"LINESTRING (12.3960873 48.8279784, 12.3956348 48.8277423, 12.3954798 48.827732)"
28352015,,,Brauhausstraße,residential,30,,False,True,53.67,,"LINESTRING (12.3954798 48.827732, 12.3956348 48.8277423, 12.3960873 48.8279784)"
"[28496137, 30021382]",,,"['Pfarrplatz', 'Schloßgraben']",residential,30,,False,False,163.687,,"LINESTRING (12.3954798 48.827732, 12.395237 48.8275927, 12.3948732 48.8274032, 12.3945638 48.8272874, 12.3943858 48.8272793, 12.3942325 48.8273516, 12.3940754 48.8274256, 12.3939607 48.8274546, 12.3938463 48.8274624, 12.393802 48.8274654, 12.393563 48.8275172)"
28496137,,,Schloßgraben,residential,30,,False,True,112.37800000000001,,"LINESTRING (12.3954798 48.827732, 12.3951394 48.8280357, 12.3948667 48.8281762, 12.3944633 48.8284823)"
229436539,,,Pfarrplatz,residential,30,,False,True,11.776,,"LINESTRING (12.393563 48.8275172, 12.3934407 48.827586)"
"[28496137, 30021382]",,,"['Pfarrplatz', 'Schloßgraben']",residential,30,,False,True,163.68699999999998,,"LINESTRING (12.393563 48.8275172, 12.393802 48.8274654, 12.3938463 48.8274624, 12.3939607 48.8274546, 12.3940754 48.8274256, 12.3942325 48.8273516, 12.3943858 48.8272793, 12.3945638 48.8272874, 12.3948732 48.8274032, 12.395237 48.8275927, 12.3954798 48.827732)"
"[32959456, 32959457, 941600368, 28388964]",2,St 2111,Regensburger Straße,secondary,"['50', '70']",5,False,False,332.74,yes,"LINESTRING (12.3886465 48.829269, 12.3890349 48.8290955, 12.3895658 48.8288892, 12.3896728 48.828843, 12.3897494 48.8288009, 12.3897978 48.8287681, 12.3898462 48.8287302, 12.3900994 48.8284897, 12.3902085 48.8283753, 12.3906378 48.8279542, 12.3909412 48.8276439, 12.39141 48.8270381, 12.3914326 48.8269918)"
28496253,,,Breslauer Straße,residential,30,,False,True,48.71,,"LINESTRING (12.3949748 48.8287625, 12.3944633 48.8284823)"
28352014,,,Adolf-Kolping-Straße,residential,30,,False,True,119.30499999999999,,"LINESTRING (12.3949748 48.8287625, 12.3960487 48.8280056, 12.3960873 48.8279784)"
28496253,,,Breslauer Straße,residential,30,,False,False,109.308,,"LINESTRING (12.3949748 48.8287625, 12.3950635 48.8288074, 12.3959088 48.829128, 12.3962623 48.8292592)"
28379631,,,Anton-Bruckner Straße,residential,30,,False,True,22.437,,"LINESTRING (12.3870873 48.8244669, 12.3871322 48.8242673)"
28388965,,St 2111,Landshuter Straße,secondary,50,6,False,False,202.292,,"LINESTRING (12.3870873 48.8244669, 12.3882639 48.8249612, 12.3887397 48.8252367, 12.3892119 48.8256066)"
28379631,,,Anton-Bruckner Straße,residential,30,,False,False,22.437,,"LINESTRING (12.3871322 48.8242673, 12.3870873 48.8244669)"
28352012,,,Mariahilfweg,residential,30,,False,False,270.24399999999997,,"LINESTRING (12.3871322 48.8242673, 12.3884706 48.8245694, 12.3885346 48.8245839, 12.3895 48.8246339, 12.3899281 48.8246872, 12.3905052 48.8248073, 12.3906643 48.8247279)"
28379631,,,Anton-Bruckner Straße,residential,30,,False,True,55.13,,"LINESTRING (12.3871322 48.8242673, 12.3871869 48.8242086, 12.3875846 48.8238714)"
28348745,,,Mozartstraße,residential,50,5,False,True,59.492999999999995,,"LINESTRING (12.387348 48.8221156, 12.3870174 48.8221849, 12.3868801 48.8222073, 12.3867388 48.8222152, 12.3865564 48.8222142)"
28379631,,,Anton-Bruckner Straße,residential,30,,False,False,41.586,,"LINESTRING (12.387348 48.8221156, 12.3874577 48.8222205, 12.3876702 48.8224236)"
28379631,,,Anton-Bruckner Straße,residential,30,,False,False,152.83300000000003,,"LINESTRING (12.3876702 48.8224236, 12.3876099 48.8225707, 12.387742 48.8230887, 12.3877699 48.8234962, 12.3876942 48.8237808)"
28379631,,,Anton-Bruckner Straße,residential,30,,False,True,41.586,,"LINESTRING (12.3876702 48.8224236, 12.3874577 48.8222205, 12.387348 48.8221156)"
28388410,,,Dettenkofener Weg,residential,30,,False,False,111.073,,"LINESTRING (12.3876702 48.8224236, 12.3881279 48.8227406, 12.3884777 48.822986, 12.3887134 48.8231489)"
28379631,,,Anton-Bruckner Straße,residential,30,,False,False,12.879,,"LINESTRING (12.3876942 48.8237808, 12.3875846 48.8238714)"
28379631,,,Anton-Bruckner Straße,residential,30,,False,True,152.833,,"LINESTRING (12.3876942 48.8237808, 12.3877699 48.8234962, 12.387742 48.8230887, 12.3876099 48.8225707, 12.3876702 48.8224236)"
29566909,,,Am Rain,residential,30,3,False,False,102.987,,"LINESTRING (12.3876942 48.8237808, 12.3879647 48.8236654, 12.3887134 48.8231489)"
28388760,,,Am Florianigraben,residential,,,False,False,147.834,,"LINESTRING (12.3902834 48.8264397, 12.3914731 48.8253654)"
28388965,,St 2111,Landshuter Straße,secondary,50,6,False,False,24.543,,"LINESTRING (12.3902834 48.8264397, 12.3905363 48.8265846)"
28388965,,St 2111,Landshuter Straße,secondary,50,6,False,True,121.519,,"LINESTRING (12.3902834 48.8264397, 12.390118 48.8263334, 12.3895792 48.8259059, 12.3895603 48.825896, 12.3892119 48.8256066)"
28388965,,St 2111,Landshuter Straße,secondary,50,6,False,True,24.543,,"LINESTRING (12.3905363 48.8265846, 12.3902834 48.8264397)"
28388762,,,Hahnengasse,residential,,,False,False,84.584,,"LINESTRING (12.3905363 48.8265846, 12.3910639 48.8262909, 12.3912912 48.8261709, 12.3913829 48.8260742)"
28388965,,St 2111,Landshuter Straße,secondary,50,6,False,False,80.019,,"LINESTRING (12.3905363 48.8265846, 12.3908148 48.826738, 12.3913683 48.8269527, 12.3914326 48.8269918)"
28388762,,,Hahnengasse,residential,,,False,True,84.584,,"LINESTRING (12.3913829 48.8260742, 12.3912912 48.8261709, 12.3910639 48.8262909, 12.3905363 48.8265846)"
229436539,,,Pfarrplatz,residential,30,,False,False,11.776,,"LINESTRING (12.3934407 48.827586, 12.393563 48.8275172)"
28496007,,,Viehmarktplatz,residential,30,,False,True,69.807,,"LINESTRING (12.3934407 48.827586, 12.393347 48.827543, 12.3926584 48.827227)"
"[28496008, 229436542]",,,Schießhausstraße,residential,10,2.5,False,False,126.63,,"LINESTRING (12.3934407 48.827586, 12.3940459 48.8281324, 12.3940757 48.8282292, 12.3941401 48.828305, 12.3944633 48.8284823)"
28496134,,,Friedhofstraße,residential,,,False,False,112.412,,"LINESTRING (12.3962623 48.8292592, 12.3973305 48.8285329)"
28496253,,,Breslauer Straße,residential,30,,False,False,58.295,,"LINESTRING (12.3962623 48.8292592, 12.396992 48.8294692)"
28496253,,,Breslauer Straße,residential,30,,False,True,109.308,,"LINESTRING (12.3962623 48.8292592, 12.3959088 48.829128, 12.3950635 48.8288074, 12.3949748 48.8287625)"
28496011,,,Danziger Straße,residential,,4,False,False,61.656,,"LINESTRING (12.3981271 48.8299777, 12.3987513 48.8296054)"
28496253,,,Breslauer Straße,residential,30,,False,True,103.065,,"LINESTRING (12.3981271 48.8299777, 12.3980529 48.8298865, 12.3977108 48.8296812, 12.3972318 48.8295329, 12.396992 48.8294692)"
28496011,,,Danziger Straße,residential,,4,False,True,61.656,,"LINESTRING (12.3987513 48.8296054, 12.3981271 48.8299777)"
28496133,,,Breslauer Straße,residential,,4,False,False,33.188,,"LINESTRING (12.396992 48.8294692, 12.3972979 48.8292489)"
28496253,,,Breslauer Straße,residential,30,,False,True,58.295,,"LINESTRING (12.396992 48.8294692, 12.3962623 48.8292592)"
28496253,,,Breslauer Straße,residential,30,,False,False,103.06500000000001,,"LINESTRING (12.396992 48.8294692, 12.3972318 48.8295329, 12.3977108 48.8296812, 12.3980529 48.8298865, 12.3981271 48.8299777)"
28496133,,,Breslauer Straße,residential,,4,False,True,33.188,,"LINESTRING (12.3972979 48.8292489, 12.396992 48.8294692)"
28496134,,,Friedhofstraße,residential,,,False,True,64.172,,"LINESTRING (12.3979649 48.8281346, 12.3973305 48.8285329)"
327077231,2,St 2142,Straubinger Straße,secondary,50,,False,True,111.933,,"LINESTRING (12.3979649 48.8281346, 12.3967917 48.827489)"
28496134,,,Friedhofstraße,residential,,,False,False,64.172,,"LINESTRING (12.3973305 48.8285329, 12.3979649 48.8281346)"
28496134,,,Friedhofstraße,residential,,,False,True,112.412,,"LINESTRING (12.3973305 48.8285329, 12.3962623 48.8292592)"
28496136,,,Josef-Reindl-Straße,residential,,,False,False,121.65,,"LINESTRING (12.3973305 48.8285329, 12.3983219 48.8290908, 12.3983457 48.829126, 12.3981943 48.8292958)"
28496253,,,Breslauer Straße,residential,30,,False,False,48.71,,"LINESTRING (12.3944633 48.8284823, 12.3949748 48.8287625)"
28496137,,,Schloßgraben,residential,30,,False,False,112.378,,"LINESTRING (12.3944633 48.8284823, 12.3948667 48.8281762, 12.3951394 48.8280357, 12.3954798 48.827732)"
"[28496008, 229436542]",,,Schießhausstraße,residential,10,2.5,False,True,126.63000000000001,,"LINESTRING (12.3944633 48.8284823, 12.3941401 48.828305, 12.3940757 48.8282292, 12.3940459 48.8281324, 12.3934407 48.827586)"
27080118,2,St 2142,Stadtplatz,secondary,50,,False,True,14.818,,"LINESTRING (12.3938957 48.8261663, 12.3937123 48.8261099)"
27080118,2,St 2142,Stadtplatz,secondary,50,,False,False,82.743,,"LINESTRING (12.3938957 48.8261663, 12.3946637 48.8264588, 12.3948741 48.8265389)"
