osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,tunnel,bridge
822153889,Kaiserstraße,secondary,False,False,23.688000000000002,"LINESTRING (7.1181241 49.2807493, 7.1180738 49.280691, 7.1180242 49.280617, 7.1179934 49.2805548)",,,,,
822153890,Otto-Toussaint-Straße,secondary,True,False,32.317,"LINESTRING (7.1181241 49.2807493, 7.117998 49.2807448, 7.1179336 49.2807446, 7.1178284 49.2807509, 7.1176872 49.2807823)",2,L 119,50,,
23613805,Otto-Toussaint-Straße L119,secondary,False,False,29.463,"LINESTRING (7.1176872 49.2807823, 7.1175714 49.2808663, 7.1175027 49.2809171, 7.1174211 49.2809824)",4,L 119,50,,
822153892,Otto-Toussaint-Straße,secondary,True,False,34.033,"LINESTRING (7.1176872 49.2807823, 7.1178773 49.2806713, 7.1179377 49.2806231, 7.1179934 49.2805548)",2,L 119,50,,
24522697,Gartenstraße,residential,True,False,11.159,"LINESTRING (7.1161676 49.2822447, 7.1162939 49.282302)",,,30,,
34625520,Theodor-Heuss-Platz,secondary,False,True,5.825,"LINESTRING (7.1161676 49.2822447, 7.1162252 49.2822082)",3,L 119,50,,
50507280,Theodor-Heuss-Platz,secondary,False,False,41.404999999999994,"LINESTRING (7.1161676 49.2822447, 7.1160943 49.2822845, 7.1160161 49.2823109, 7.1158992 49.2823353, 7.1158017 49.2823373, 7.1156849 49.2823223, 7.1156405 49.2823103)",3,L 119,50,,
50507280,Theodor-Heuss-Platz,secondary,False,True,41.405,"LINESTRING (7.1156405 49.2823103, 7.1156849 49.2823223, 7.1158017 49.2823373, 7.1158992 49.2823353, 7.1160161 49.2823109, 7.1160943 49.2822845, 7.1161676 49.2822447)",3,L 119,50,,
821214354,Theodor-Heuss-Platz,secondary,False,False,19.23,"LINESTRING (7.1156405 49.2823103, 7.1155519 49.2822727, 7.1154982 49.2822351, 7.1154475 49.2821942)",3,L 119,50,,
53099711,Theodor-Heuss-Platz,secondary,True,False,29.509,"LINESTRING (7.1153133 49.2820946, 7.115213 49.2819598, 7.115194 49.2819342, 7.1151457 49.281853)",2,L 119,50,,
385220734,,secondary,True,False,32.058,"LINESTRING (7.1153133 49.2820946, 7.1151897 49.2820212, 7.1151352 49.2820026, 7.1150919 49.2819878, 7.1149939 49.2819757, 7.1149296 49.2819712)",1,,,,
23613807,Kohlenstraße,secondary,True,False,96.892,"LINESTRING (7.1140553 49.281413, 7.1135301 49.2812487, 7.1134455 49.281218, 7.1132898 49.2811616, 7.1128955 49.2809849)",2,L 119,50,,
230297797,Theresienstraße,residential,False,True,179.923,"LINESTRING (7.1140553 49.281413, 7.1124618 49.2824166, 7.1122731 49.2825384)",,,30,,
25372470,Rickertstraße,residential,False,True,111.46600000000001,"LINESTRING (7.1118799 49.2804832, 7.1119541 49.2804485, 7.1119812 49.2804312, 7.1120342 49.2803974, 7.1124674 49.2801121, 7.1129628 49.2797733)",,,50,,
30812623,Kohlenstraße,secondary,False,False,30.62,"LINESTRING (7.1118799 49.2804832, 7.1118003 49.280429, 7.1115848 49.2802863)",3,L 119,50,,
904412811,St.-Barbara-Straße,residential,False,True,32.236999999999995,"LINESTRING (7.1118799 49.2804832, 7.1117444 49.2805418, 7.1114972 49.2806301)",2,,50,,
24506973,Schlachthofstraße,secondary,True,False,6.425,"LINESTRING (7.109247 49.2787629, 7.1092013 49.2788124)",1,L 119,50,,
314048330,Kohlenstraße,secondary,True,False,45.94,"LINESTRING (7.109247 49.2787629, 7.1094068 49.2788573, 7.1096829 49.2790618)",,L 119,50,,
24375404,Poststraße,secondary,False,False,26.647,"LINESTRING (7.1114345 49.277359, 7.1116874 49.2775328)",2,L 119,50,,
50078219,Schlachthofstraße,secondary,False,False,39.702,"LINESTRING (7.1114345 49.277359, 7.1115535 49.2772822, 7.1117828 49.2770846)",3,L 119,50,,
314048331,Schlachthofstraße,secondary,False,True,133.71699999999998,"LINESTRING (7.1114345 49.277359, 7.1103838 49.2779622, 7.110059 49.2781594)",2,L 119,50,,
50078219,Schlachthofstraße,secondary,False,True,39.702,"LINESTRING (7.1117828 49.2770846, 7.1115535 49.2772822, 7.1114345 49.277359)",3,L 119,50,,
60318210,Schlachthofstraße,secondary,False,False,55.650999999999996,"LINESTRING (7.1117828 49.2770846, 7.1118967 49.2769873, 7.1120181 49.2768427, 7.1121243 49.2766411)",4,L 119,50,,
540158280,Poststraße,secondary,True,False,52.229,"LINESTRING (7.1117828 49.2770846, 7.1116921 49.277232, 7.1116444 49.2773394, 7.1116382 49.2774004, 7.1116465 49.2774682, 7.1116874 49.2775328)",1,L 119,50,,
24054629,Neue Bahnhofstraße,secondary_link,True,False,48.748999999999995,"LINESTRING (7.1120173 49.2762103, 7.1121987 49.2762144, 7.1123428 49.2762067, 7.1125095 49.2761875, 7.1126781 49.2761532)",1,,50,,
25245850,Kaiserstraße,secondary,False,False,31.453,"LINESTRING (7.1120173 49.2762103, 7.1122808 49.2763354, 7.112369 49.2763757)",2,L 119,50,,
"[821214346, 292731938, 356916582]",Saarbrücker Straße,secondary,False,True,191.765,"LINESTRING (7.1120173 49.2762103, 7.111824 49.2761243, 7.1113808 49.2759284, 7.1111663 49.2758451, 7.1109437 49.2757586, 7.1100709 49.2753994, 7.1097958 49.2752765)",2,,50,,
"[23804538, 80140982]",Maxplatz,secondary,True,False,75.59700000000001,"LINESTRING (7.1165302 49.2803912, 7.1166314 49.2805468, 7.1167194 49.2807148, 7.1167797 49.28084, 7.1168205 49.2808952, 7.1168584 49.2809335, 7.1169157 49.2809748, 7.1169649 49.2809978)",2,L 119,,,
23804575,Ludwigstraße,tertiary,True,False,135.432,"LINESTRING (7.1165302 49.2803912, 7.1164437 49.2804665, 7.1157829 49.2812015, 7.115576 49.2814374)",,,50,,
23613807,Kohlenstraße,secondary,True,False,93.57999999999998,"LINESTRING (7.1151457 49.281853, 7.1150409 49.2817815, 7.1149186 49.2817164, 7.1146831 49.2816337, 7.1142753 49.2814905, 7.1140553 49.281413)",2,L 119,50,,
385376591,Josefstaler Straße,secondary,False,True,20.461,"LINESTRING (7.1151457 49.281853, 7.1150459 49.28191, 7.1150261 49.2819204, 7.1149296 49.2819712)",2,L 112,50,,
930581982,Theodor-Heuss-Platz,secondary,True,False,47.275999999999996,"LINESTRING (7.1151457 49.281853, 7.1152883 49.2818869, 7.1154139 49.2820783, 7.1154475 49.2821942)",1,L 119,50,,
23860359,Wolfshohlstraße,residential,False,True,36.387,"LINESTRING (7.1197951 49.2752327, 7.1196563 49.2753094, 7.1194864 49.2754021, 7.1194601 49.2754116, 7.1194004 49.275433)",,,50,,
23860361,Seyenstraße,residential,True,False,70.797,"LINESTRING (7.1194004 49.275433, 7.1188773 49.2748955)",,,30,,
23860359,Wolfshohlstraße,residential,False,False,36.387,"LINESTRING (7.1194004 49.275433, 7.1194601 49.2754116, 7.1194864 49.2754021, 7.1196563 49.2753094, 7.1197951 49.2752327)",,,50,,
24054631,Pfarrgasse,residential,False,True,160.789,"LINESTRING (7.1194004 49.275433, 7.1194625 49.2755075, 7.1195115 49.2756024, 7.1195255 49.2756764, 7.119522 49.2757716, 7.1193686 49.276707, 7.1193337 49.2768558)",,,50,,
1156940612,Rentamtstraße,residential,True,False,161.438,"LINESTRING (7.1194004 49.275433, 7.11915 49.2755206, 7.1189247 49.2755862, 7.1185921 49.2756624, 7.1183118 49.2757149, 7.1178424 49.275798, 7.1172966 49.2758907)",,,50,,
23844366,Rentamtstraße,residential,True,False,29.836,"LINESTRING (7.1128636 49.2745827, 7.1127674 49.2744635, 7.1127033 49.2744129, 7.1126214 49.2743709)",,,50,,
1156940613,Dr.-Wolfgang-Krämer-Straße,residential,False,True,50.123,"LINESTRING (7.1155728 49.2749684, 7.1160125 49.2753161)",,,,,
"[1207602249, 264372340, 25372407]",Wollbachstraße,tertiary,True,False,309.407,"LINESTRING (7.1140623 49.2761181, 7.1146644 49.2762332, 7.11521 49.2762861, 7.1156874 49.2763043, 7.1161952 49.2762912, 7.1167117 49.2762525, 7.1169432 49.276254, 7.1171732 49.2762923, 7.1173395 49.2763352, 7.117542 49.2763982, 7.1177137 49.2764874, 7.1178505 49.2765723, 7.1179122 49.2766257, 7.1179694 49.2766984, 7.1179758 49.2767085, 7.1179841 49.2767217, 7.1179967 49.2767416)",,,50,,
