osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,width,bridge
42192197,False,3,L 238,Europastraße,primary,50,False,77.38600000000001,"LINESTRING (6.2265323 50.7707392, 6.2264836 50.7707741, 6.2259985 50.7711019, 6.2259348 50.7711441, 6.2257787 50.7712463)",,
"[28818039, 1247000007]",True,,,Von-Werner-Straße,residential,,False,320.641,"LINESTRING (6.2265323 50.7707392, 6.2265512 50.7705738, 6.2268204 50.7703948, 6.2275184 50.7699308, 6.2280778 50.7695472, 6.2284926 50.769251, 6.228909 50.768945, 6.229183 50.768726, 6.2292814 50.7686449, 6.2293986 50.7685411)",,
24484656,False,,,Walther-Dobbelmann-Straße,residential,30,False,339.087,"LINESTRING (6.2227732 50.7702017, 6.2232298 50.7700412, 6.2237078 50.7697649, 6.2239089 50.769541, 6.2240327 50.7693624, 6.2240804 50.76927, 6.2242121 50.7688668, 6.2242603 50.7687231, 6.2242963 50.7686141, 6.2243437 50.7684733, 6.2243905 50.7683524, 6.2244011 50.7683347, 6.2244707 50.7682128, 6.2247036 50.7675562)",,
40526953,False,,,Lerchenweg,residential,30,True,48.644000000000005,"LINESTRING (6.2227732 50.7702017, 6.222531 50.7698819, 6.2224653 50.7698102)",,
24484656,False,,,Walther-Dobbelmann-Straße,residential,30,False,87.411,"LINESTRING (6.2247036 50.7675562, 6.224991 50.7667914)",,
24484656,False,,,Walther-Dobbelmann-Straße,residential,30,True,339.087,"LINESTRING (6.2247036 50.7675562, 6.2244707 50.7682128, 6.2244011 50.7683347, 6.2243905 50.7683524, 6.2243437 50.7684733, 6.2242963 50.7686141, 6.2242603 50.7687231, 6.2242121 50.7688668, 6.2240804 50.76927, 6.2240327 50.7693624, 6.2239089 50.769541, 6.2237078 50.7697649, 6.2232298 50.7700412, 6.2227732 50.7702017)",,
24484673,False,,,Am Hang,residential,30,True,94.304,"LINESTRING (6.2247036 50.7675562, 6.2256451 50.7680096, 6.2257802 50.7680609)",,
24484656,False,,,Walther-Dobbelmann-Straße,residential,30,True,87.411,"LINESTRING (6.224991 50.7667914, 6.2247036 50.7675562)",,
24484679,False,,,Fasanenweg,residential,30,False,72.37,"LINESTRING (6.224991 50.7667914, 6.2239924 50.7666343)",,
24484672,False,,,Eichsfeldstraße,residential,,False,417.57500000000005,"LINESTRING (6.2233818 50.7718009, 6.2234071 50.7717236, 6.2237265 50.7715716, 6.2241832 50.7713701, 6.224348 50.7712985, 6.2247745 50.7710211, 6.2250192 50.7708211, 6.226516 50.7698197, 6.2272863 50.7690308)",,
"[1246912347, 355482068]",False,,,Schellerweg,tertiary,50,True,187.69099999999997,"LINESTRING (6.2233818 50.7718009, 6.2237706 50.7716867, 6.2243863 50.7715139, 6.2244181 50.7715064, 6.2247951 50.77141, 6.2249355 50.7713684, 6.225048 50.771327, 6.2251353 50.7712829, 6.2252407 50.7712104, 6.225315 50.7711791, 6.2253768 50.7711715, 6.2254858 50.7711807, 6.2255531 50.7711905, 6.2256151 50.7712053, 6.2257787 50.7712463)",,
24484673,False,,,Am Hang,residential,30,False,27.671,"LINESTRING (6.2272863 50.7690308, 6.2269856 50.7688703)",,
24484672,False,,,Eichsfeldstraße,residential,,False,164.395,"LINESTRING (6.2272863 50.7690308, 6.227454 50.7688869, 6.2275198 50.7688421, 6.2275781 50.7688185, 6.2276328 50.7688032, 6.2286404 50.7686241, 6.2290303 50.7685576, 6.229306 50.768522, 6.2293986 50.7685411)",,
24484672,False,,,Eichsfeldstraße,residential,,True,417.57500000000005,"LINESTRING (6.2272863 50.7690308, 6.226516 50.7698197, 6.2250192 50.7708211, 6.2247745 50.7710211, 6.224348 50.7712985, 6.2241832 50.7713701, 6.2237265 50.7715716, 6.2234071 50.7717236, 6.2233818 50.7718009)",,
24484673,False,,,Am Hang,residential,30,True,27.671,"LINESTRING (6.2269856 50.7688703, 6.2272863 50.7690308)",,
40112339,False,,,Stolberger Heck,residential,,False,92.08,"LINESTRING (6.2269856 50.7688703, 6.2260897 50.7694742)",,
24484673,False,,,Am Hang,residential,30,False,58.31699999999999,"LINESTRING (6.2269856 50.7688703, 6.2267999 50.7686173, 6.2266666 50.7683867)",,
24484674,False,,,Rotsch,residential,30,False,129.395,"LINESTRING (6.2257802 50.7680609, 6.2264881 50.7669868)",,
24484673,False,,,Am Hang,residential,30,False,94.304,"LINESTRING (6.2257802 50.7680609, 6.2256451 50.7680096, 6.2247036 50.7675562)",,
24484673,False,,,Am Hang,residential,30,True,75.515,"LINESTRING (6.2257802 50.7680609, 6.2263444 50.7681703, 6.2264362 50.7681974, 6.2265141 50.7682361, 6.2266077 50.7683185, 6.2266666 50.7683867)",,
44035761,False,,,Am Hang,living_street,,True,101.752,"LINESTRING (6.2257802 50.7680609, 6.2256711 50.768218, 6.2252721 50.768902, 6.2252494 50.7689035)",,
24484679,False,,,Fasanenweg,residential,30,False,38.241,"LINESTRING (6.2239924 50.7666343, 6.2235583 50.7664272)",,
24484679,False,,,Fasanenweg,residential,30,True,72.37,"LINESTRING (6.2239924 50.7666343, 6.224991 50.7667914)",,
28818038,False,,,Zeisigweg,residential,30,False,105.033,"LINESTRING (6.2239924 50.7666343, 6.2232377 50.7674494)",,
24484679,False,,,Fasanenweg,residential,30,True,44.886,"LINESTRING (6.2230748 50.7661637, 6.2235583 50.7664272)",,
24484679,False,,,Fasanenweg,residential,30,False,58.933,"LINESTRING (6.2230748 50.7661637, 6.2227487 50.7659711, 6.2224564 50.7658061)",,
40112341,False,,,Pfauenweg,residential,,False,159.00300000000001,"LINESTRING (6.2230748 50.7661637, 6.2224967 50.7665844, 6.2224902 50.766648, 6.222973 50.7669127, 6.2229939 50.7669794, 6.2227122 50.7672651)",,
"[40765801, 40765803, 66098965]",False,2,,An der Krone,tertiary,30,False,261.459,"LINESTRING (6.2308886 50.7658921, 6.2308314 50.7659623, 6.2307981 50.7660506, 6.2307827 50.7662145, 6.2307708 50.7664619, 6.2307345 50.7669292, 6.2307088 50.7671411, 6.2306742 50.7673772, 6.2306275 50.7675497, 6.2305717 50.767718, 6.2304289 50.7679966, 6.23032 50.7681977)",,
40765799,False,2,,An der Krone,tertiary,30,False,62.461,"LINESTRING (6.23032 50.7681977, 6.2302881 50.7683044, 6.2302328 50.7683938, 6.2301007 50.768532, 6.2299325 50.7686962)",,
"[40765801, 40765803, 66098965]",False,2,,An der Krone,tertiary,30,True,261.45899999999995,"LINESTRING (6.23032 50.7681977, 6.2304289 50.7679966, 6.2305717 50.767718, 6.2306275 50.7675497, 6.2306742 50.7673772, 6.2307088 50.7671411, 6.2307345 50.7669292, 6.2307708 50.7664619, 6.2307827 50.7662145, 6.2307981 50.7660506, 6.2308314 50.7659623, 6.2308886 50.7658921)",,
