osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry,lanes,bridge
23795769,Meyerhof,residential,False,False,115.744,,,"LINESTRING (8.313108 52.3654983, 8.3148005 52.3656225)",,
197173639,Bremer Straße,secondary,False,False,135.46699999999998,L 81,50,"LINESTRING (8.313108 52.3654983, 8.313096 52.3656735, 8.3130757 52.3659691, 8.3130509 52.3663057, 8.3130238 52.3667155)",,
197173639,Bremer Straße,secondary,False,True,107.264,L 81,50,"LINESTRING (8.313108 52.3654983, 8.3130997 52.3651009, 8.3130412 52.3649682, 8.3129779 52.3648523, 8.312853 52.3647337, 8.3126954 52.3645977)",,
23795769,Meyerhof,residential,False,True,158.209,,,"LINESTRING (8.3173966 52.3653999, 8.3150858 52.3655826)",,
23795775,Eschstraße,residential,False,False,87.215,,,"LINESTRING (8.3173966 52.3653999, 8.3176199 52.3646275)",,
23795775,Eschstraße,residential,False,True,76.26,,,"LINESTRING (8.3173966 52.3653999, 8.317356 52.3658838, 8.3173188 52.3660838)",,
23795775,Eschstraße,residential,False,True,15.142,,,"LINESTRING (8.3170424 52.3670241, 8.3168941 52.3671258)",,
26003459,Am Hang,living_street,False,False,213.349,,7,"LINESTRING (8.3170424 52.3670241, 8.3201539 52.3672921)",,
23795775,Eschstraße,residential,False,False,106.756,,,"LINESTRING (8.3170424 52.3670241, 8.3171518 52.3668605, 8.3173188 52.3660838)",,
23795775,Eschstraße,residential,False,False,67.833,,,"LINESTRING (8.3164021 52.368476, 8.3166504 52.3678851)",,
"[341056650, 23795771]",Leverner Straße,secondary,False,False,187.459,L 81,50,"LINESTRING (8.3164021 52.368476, 8.3166164 52.3684981, 8.3174601 52.3685487, 8.3176928 52.3685636, 8.318264 52.3686003, 8.3189192 52.3686449, 8.3191462 52.3686603)",,
"[1245234627, 25782574]",Leverner Straße,secondary,False,False,183.751,L 81,50,"LINESTRING (8.3164021 52.368476, 8.3161163 52.3684361, 8.3156958 52.3683319, 8.3155996 52.3683048, 8.3149022 52.3681083, 8.3148434 52.3680935, 8.3145507 52.36802, 8.3142365 52.3679411, 8.3140182 52.3679193, 8.3138739 52.3679226)",,
25783181,Bremer Straße,tertiary,False,True,32.534,K 401,50,"LINESTRING (8.3136163 52.3680372, 8.3135915 52.3681152, 8.313625 52.3682238, 8.3136498 52.3683253)",,
852978033,Shared Space Bohmte,secondary,True,False,25.144000000000002,,,"LINESTRING (8.3136163 52.3680372, 8.3135528 52.3680139, 8.3135084 52.3679777, 8.3134896 52.367934, 8.3134994 52.3678891, 8.3135362 52.3678499)",,
225410558,Bremer Straße,residential,False,False,91.28999999999999,,,"LINESTRING (8.3152707 52.3709191, 8.3154388 52.3708749, 8.3156312 52.3708576, 8.3158176 52.3708699, 8.3165388 52.3710508)",,
"[25781079, 226097743]",Am Sportplatz,residential,False,True,190.59500000000003,,,"LINESTRING (8.3152707 52.3709191, 8.3150586 52.3709246, 8.3139768 52.3708437, 8.3128399 52.3707655, 8.312715 52.3705586)",,
"[854399474, 854399475]",Bremer Straße,tertiary,False,False,101.303,K 401,50,"LINESTRING (8.3152707 52.3709191, 8.3151916 52.3707662, 8.3148667 52.3702845, 8.3147294 52.3700706)",,
25478411,Schulstraße,residential,False,False,187.03300000000002,,,"LINESTRING (8.31417 52.3691788, 8.3139467 52.3692251, 8.3139133 52.3692469, 8.3138233 52.369415, 8.3136295 52.3696816, 8.3132796 52.3700172, 8.3130969 52.3701924, 8.3128124 52.3704652, 8.312715 52.3705586)",,
25783181,Bremer Straße,tertiary,False,False,101.264,K 401,50,"LINESTRING (8.31417 52.3691788, 8.3140735 52.3690205, 8.3140134 52.3689218, 8.3139499 52.3688176, 8.3138724 52.3686906, 8.313722 52.3684438, 8.3136498 52.3683253)",,
"[854399474, 25783181]",Bremer Straße,tertiary,False,True,106.188,K 401,50,"LINESTRING (8.31417 52.3691788, 8.3143623 52.3694855, 8.3144655 52.3696501, 8.3145717 52.3698194, 8.3147294 52.3700706)",,
25780879,Neustadtstraße,residential,False,False,31.237,,,"LINESTRING (8.3104967 52.3627439, 8.310873 52.3625823)",,
226097747,Bremer Straße,secondary,False,False,49.181,L 81,50,"LINESTRING (8.3104967 52.3627439, 8.3109227 52.3631016)",,
25780879,Neustadtstraße,residential,False,True,31.237,,,"LINESTRING (8.310873 52.3625823, 8.3104967 52.3627439)",,
25780959,Neustadtstraße,residential,False,False,71.073,,,"LINESTRING (8.310873 52.3625823, 8.3116297 52.362679, 8.3118501 52.362778)",,
25781101,Robert-Koch-Straße,residential,False,True,200.989,,,"LINESTRING (8.3126182 52.3635534, 8.3155493 52.3638055)",,
25780881,Hauweg,residential,False,False,109.834,,,"LINESTRING (8.3126182 52.3635534, 8.3126906 52.3628899, 8.3127658 52.3625704)",,
25780881,Hauweg,residential,False,True,91.83500000000001,,,"LINESTRING (8.3126182 52.3635534, 8.3125372 52.3642128, 8.3124884 52.3643033, 8.3124034 52.3643493)",,
25781102,Tilingstraße,residential,False,False,75.088,,,"LINESTRING (8.3127658 52.3625704, 8.3138656 52.3626408)",,
25780881,Hauweg,residential,False,True,109.834,,,"LINESTRING (8.3127658 52.3625704, 8.3126906 52.3628899, 8.3126182 52.3635534)",,
25781051,An der Brauke,residential,False,False,12.408,,,"LINESTRING (8.3165236 52.371162, 8.3165388 52.3710508)",,
25781051,An der Brauke,residential,False,True,105.401,,,"LINESTRING (8.3176834 52.3704435, 8.3171151 52.3707376, 8.3165483 52.3709812, 8.3165388 52.3710508)",,
26872787,Alter Postweg,residential,False,False,208.417,,,"LINESTRING (8.3176834 52.3704435, 8.3171811 52.3703724, 8.3160448 52.370224, 8.3155023 52.3700802, 8.3153275 52.3700339, 8.3149246 52.370028, 8.3147294 52.3700706)",,
26872787,Alter Postweg,residential,False,True,64.149,,,"LINESTRING (8.3176834 52.3704435, 8.3180563 52.3704608, 8.3186272 52.3704579)",,
25781102,Tilingstraße,residential,False,True,127.958,,,"LINESTRING (8.3157335 52.3627924, 8.3148902 52.3627303, 8.3147591 52.3627188, 8.3138656 52.3626408)",,
