osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,width,bridge
385015722,True,2,B 27,Stuttgarter Straße,primary,50,False,21.243000000000002,"LINESTRING (9.1393616 48.9486241, 9.139458 48.9485602, 9.1395901 48.9485083)",,
1051778740,True,2,B 27,Stuttgarter Straße,primary,50,False,31.296,"LINESTRING (9.1393616 48.9486241, 9.1393907 48.9485021, 9.1393876 48.948454, 9.1393756 48.9484031, 9.1393483 48.9483476)",,
23247580,False,5,,Freiberger Straße,secondary,50,False,13.567,"LINESTRING (9.1395901 48.9485083, 9.1397502 48.9484464)",,
28499282,True,2,B 27,Stuttgarter Straße,primary,50,False,16.031,"LINESTRING (9.1395901 48.9485083, 9.1395723 48.9485532, 9.1395486 48.9485975, 9.1395081 48.9486408)",,
30385578,True,2,B 27,,primary,50,False,25.123,"LINESTRING (9.1395901 48.9485083, 9.139456 48.9484172, 9.1393483 48.9483476)",,
"[669721472, 58536362]",True,"['2', '3']",B 27,Stuttgarter Straße,primary,50,False,162.18599999999998,"LINESTRING (9.13701 48.949888, 9.1369819 48.9499096, 9.1369198 48.9499734, 9.1368559 48.9500522, 9.1368115 48.9501218, 9.1367375 48.9502668, 9.136581 48.9505759, 9.1364653 48.9508133, 9.1362689 48.9512088, 9.1362477 48.9512524)","['9', '6.5']",
320970894,True,1,,Poststräßle,secondary_link,50,False,23.655,"LINESTRING (9.1398242 48.94866, 9.1397784 48.9486444, 9.1396951 48.9486361, 9.1396434 48.9486333, 9.139585 48.9486331, 9.1395081 48.9486408)",,
"[264129203, 336871069]",True,2,L 1130,Poststräßle,secondary,50,False,24.036,"LINESTRING (9.1398242 48.94866, 9.1397927 48.9486375, 9.139703 48.9485754, 9.1395901 48.9485083)",,
23284112,False,,,Brandholzstraße,residential,30,True,151.19299999999998,"LINESTRING (9.141195 48.9489865, 9.1413083 48.9489927, 9.1415423 48.9489981, 9.1417629 48.9490009, 9.1418246 48.9490018, 9.1420828 48.9490032, 9.1421324 48.9490033, 9.14218 48.9490033, 9.1424663 48.9490012, 9.142532 48.949001, 9.1426816 48.9490004, 9.1427332 48.9490002, 9.1432648 48.9489981)",6,
"[1171572768, 1171572773, 1171572753, 34383860, 34383861, 1171572767]",False,,,"['Weidenweg', 'Rohräckerstraße', 'Heutingsheimer Straße']",residential,30,False,341.32199999999995,"LINESTRING (9.141195 48.9489865, 9.1411619 48.9490642, 9.1411443 48.9491715, 9.1411384 48.9492193, 9.1411507 48.9492488, 9.1411749 48.9492728, 9.1417013 48.9496487, 9.1420097 48.9498833, 9.1422846 48.9501248, 9.1423175 48.9501432, 9.1423578 48.9501541, 9.1424201 48.950144, 9.1425761 48.9500838, 9.1426551 48.9500588, 9.1427612 48.9500327, 9.1429096 48.9500088, 9.1429857 48.949999, 9.1430987 48.949987, 9.1431996 48.9499773, 9.143263 48.9499562, 9.143288 48.9499151, 9.1432858 48.9496689, 9.1432734 48.9493457, 9.1432718 48.9492251, 9.1432648 48.9489981)","['5.5', '6', '5']",
29188375,False,,,Rohräckerstraße,residential,30,True,76.962,"LINESTRING (9.141195 48.9489865, 9.1412104 48.9488909, 9.1412281 48.9487783, 9.1412323 48.9487509, 9.1412415 48.9486929, 9.1412508 48.9486081, 9.1412747 48.9483917, 9.1412696 48.9483503, 9.1412583 48.9482974)",6,
23284112,False,,,Brandholzstraße,residential,30,False,151.193,"LINESTRING (9.1432648 48.9489981, 9.1427332 48.9490002, 9.1426816 48.9490004, 9.142532 48.949001, 9.1424663 48.9490012, 9.14218 48.9490033, 9.1421324 48.9490033, 9.1420828 48.9490032, 9.1418246 48.9490018, 9.1417629 48.9490009, 9.1415423 48.9489981, 9.1413083 48.9489927, 9.141195 48.9489865)",6,
"[1171572768, 1171572773, 1171572753, 34383860, 34383861, 1171572767]",False,,,"['Weidenweg', 'Rohräckerstraße', 'Heutingsheimer Straße']",residential,30,True,341.322,"LINESTRING (9.1432648 48.9489981, 9.1432718 48.9492251, 9.1432734 48.9493457, 9.1432858 48.9496689, 9.143288 48.9499151, 9.143263 48.9499562, 9.1431996 48.9499773, 9.1430987 48.949987, 9.1429857 48.949999, 9.1429096 48.9500088, 9.1427612 48.9500327, 9.1426551 48.9500588, 9.1425761 48.9500838, 9.1424201 48.950144, 9.1423578 48.9501541, 9.1423175 48.9501432, 9.1422846 48.9501248, 9.1420097 48.9498833, 9.1417013 48.9496487, 9.1411749 48.9492728, 9.1411507 48.9492488, 9.1411384 48.9492193, 9.1411443 48.9491715, 9.1411619 48.9490642, 9.141195 48.9489865)","['5.5', '6', '5']",
34383862,False,,,Weidenweg,residential,30,False,80.238,"LINESTRING (9.1432648 48.9489981, 9.1432475 48.9483163, 9.1432481 48.9482766)",5,
34383862,False,,,Weidenweg,residential,30,True,80.238,"LINESTRING (9.1432481 48.9482766, 9.1432475 48.9483163, 9.1432648 48.9489981)",5,
386366527,False,,,Freiberger Straße,secondary,50,True,89.645,"LINESTRING (9.1432481 48.9482766, 9.1428305 48.9482782, 9.1424041 48.948282, 9.1420206 48.9482855)",7,
24311251,False,,,Austraße,residential,30,False,99.351,"LINESTRING (9.1356053 48.9497781, 9.1354887 48.9497855, 9.1354294 48.9497893, 9.1352981 48.9497976, 9.1343406 48.9498585, 9.1342511 48.9498642)",7,
"[27296714, 571415042]",False,,,Austraße,residential,30,True,54.582,"LINESTRING (9.1356053 48.9497781, 9.1357478 48.9497721, 9.1360182 48.9497606, 9.1360896 48.9497525, 9.1361305 48.9497407, 9.1361637 48.949727, 9.136215 48.9496979, 9.1362917 48.9496465)",6.5,
