osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,maxspeed,access,bridge
25595964,False,Lehrgasse,residential,False,238.90300000000002,"LINESTRING (8.2110226 49.1466686, 8.2108716 49.1460497, 8.2108533 49.1459117, 8.2108517 49.1457744, 8.2108543 49.1457395, 8.2108712 49.1455146, 8.2108748 49.145466, 8.2108929 49.1453788, 8.210917 49.1452626, 8.2109384 49.1451594, 8.2111079 49.1445415)",,,,,
73814982,False,Obere Hauptstraße,secondary,False,60.451,"LINESTRING (8.2110226 49.1466686, 8.2112429 49.1466432, 8.2114596 49.1466111, 8.2114936 49.1466062, 8.2116748 49.1465832, 8.2117666 49.1465846, 8.211838 49.1465973)",2,L 542,30,,
39152794,False,Obere Hauptstraße,secondary,False,44.81100000000001,"LINESTRING (8.211838 49.1465973, 8.2118733 49.1465735, 8.2119128 49.1465469, 8.2120294 49.1464869, 8.2122613 49.1463885, 8.2123317 49.1463586)",2,L 493,30,,
73814982,False,Obere Hauptstraße,secondary,True,60.45100000000001,"LINESTRING (8.211838 49.1465973, 8.2117666 49.1465846, 8.2116748 49.1465832, 8.2114936 49.1466062, 8.2114596 49.1466111, 8.2112429 49.1466432, 8.2110226 49.1466686)",2,L 542,30,,
73816082,False,Oberhohlstraße,secondary,True,56.999,"LINESTRING (8.211838 49.1465973, 8.2117733 49.1466837, 8.2117444 49.1467475, 8.2116392 49.1469679, 8.2116017 49.147017, 8.2115541 49.147073)",2,L 542,30,,
24231316,False,Richard-Flick-Straße,living_street,False,152.395,"LINESTRING (8.2144024 49.1461054, 8.2145874 49.1455038, 8.2147702 49.1450575, 8.214882 49.1447883, 8.2148884 49.144773)",,,,,
"[73814978, 34301443]",False,Obere Hauptstraße,secondary,True,160.22799999999998,"LINESTRING (8.2144024 49.1461054, 8.2140215 49.1460528, 8.2136442 49.1460113, 8.213586 49.1460088, 8.2135335 49.1460104, 8.2134832 49.1460167, 8.2134014 49.1460345, 8.2133079 49.1460624, 8.2129656 49.1461898, 8.2128624 49.1462188, 8.2125928 49.1462801, 8.2124063 49.1463284, 8.2123317 49.1463586)",2,L 493,30,,
151810207,False,Obere Hauptstraße,secondary,False,100.91999999999999,"LINESTRING (8.2144024 49.1461054, 8.2147185 49.1461501, 8.2149515 49.146183, 8.215133 49.1462087, 8.2152978 49.1462314, 8.2155059 49.1462584, 8.2156005 49.1462693, 8.2157615 49.1462875)",2,L 493,30,,
"[293527226, 24231325]",False,Speiertsgasse,residential,False,158.16600000000003,"LINESTRING (8.2187053 49.1471304, 8.2187907 49.1470313, 8.2191875 49.1465702, 8.2197494 49.1460163, 8.219833 49.1459154)",,,30,,
73814977,False,Untere Hauptstraße,secondary,False,47.059,"LINESTRING (8.2187053 49.1471304, 8.2192269 49.1473318, 8.2192625 49.1473455)",2,L 493,30,,
837302245,False,Untere Hauptstraße,secondary,True,102.10400000000001,"LINESTRING (8.2187053 49.1471304, 8.2177697 49.1468217, 8.2177006 49.1467989, 8.2176665 49.1467887, 8.2174482 49.1467219)",2,L 493,30,,
"[993312560, 73816082]",False,Oberhohlstraße,secondary,False,136.256,"LINESTRING (8.2100212 49.1489183, 8.2100517 49.1488873, 8.210136 49.1488014, 8.2102418 49.1487005, 8.2104362 49.1485203, 8.2106531 49.1482789, 8.2109374 49.1478543)",2,L 542,"['50', '30']",,
993312560,False,Oberhohlstraße,secondary,True,136.16,"LINESTRING (8.2100212 49.1489183, 8.2099333 49.1490338, 8.209902 49.1490872, 8.2098904 49.1491136, 8.2095957 49.1501059)",2,L 542,50,,
"[73814984, 119205964]",False,"['Luitpoldstraße', 'Holzgasse']",secondary,False,217.88099999999997,"LINESTRING (8.2122982 49.142095, 8.2123661 49.142785, 8.2124251 49.143243, 8.2125098 49.1440495)",2,L 542,50,,
253216567,False,Südring,residential,True,158.03799999999998,"LINESTRING (8.2122982 49.142095, 8.2117701 49.1421454, 8.2114112 49.1421709, 8.2110396 49.142204, 8.210628 49.1422586, 8.2102093 49.1423395, 8.2101655 49.1423493)",,,30,,
39152794,False,Obere Hauptstraße,secondary,True,44.811,"LINESTRING (8.2123317 49.1463586, 8.2122613 49.1463885, 8.2120294 49.1464869, 8.2119128 49.1465469, 8.2118733 49.1465735, 8.211838 49.1465973)",2,L 493,30,,
"[73814978, 34301443]",False,Obere Hauptstraße,secondary,False,160.22799999999998,"LINESTRING (8.2123317 49.1463586, 8.2124063 49.1463284, 8.2125928 49.1462801, 8.2128624 49.1462188, 8.2129656 49.1461898, 8.2133079 49.1460624, 8.2134014 49.1460345, 8.2134832 49.1460167, 8.2135335 49.1460104, 8.213586 49.1460088, 8.2136442 49.1460113, 8.2140215 49.1460528, 8.2144024 49.1461054)",2,L 493,30,,
"[252656977, 1154076345]",False,Holzgasse,secondary,True,201.97899999999998,"LINESTRING (8.2123317 49.1463586, 8.2122976 49.1462963, 8.2122668 49.1462057, 8.2122313 49.146088, 8.2122146 49.1460231, 8.2122028 49.1459672, 8.2121838 49.1458625, 8.2121649 49.1455783, 8.2121596 49.1453748, 8.2121804 49.1451761, 8.2122092 49.1450844, 8.2123949 49.1446742, 8.2124324 49.144576)",2,L 542,"['50', '30']",,
253216567,False,Südring,residential,False,78.589,"LINESTRING (8.2091353 49.1425622, 8.2101655 49.1423493)",,,30,,
23223267,False,Schulstraße,residential,False,159.911,"LINESTRING (8.2091353 49.1425622, 8.2092581 49.1428486, 8.209533 49.143975)",,,30,,
1138442744,False,Schulstraße,residential,False,13.114,"LINESTRING (8.209533 49.143975, 8.2097059 49.1439416)",,,30,,
1138442744,False,Schulstraße,residential,True,10.691,"LINESTRING (8.209533 49.143975, 8.2093915 49.144001)",,,30,,
23223267,False,Schulstraße,residential,True,159.911,"LINESTRING (8.209533 49.143975, 8.2092581 49.1428486, 8.2091353 49.1425622)",,,30,,
1138442744,False,Schulstraße,residential,True,13.114,"LINESTRING (8.2097059 49.1439416, 8.209533 49.143975)",,,30,,
"[24231320, 23223740, 1217767007]",False,"['Bonifatiusstraße', 'Marktstraße']",residential,True,217.199,"LINESTRING (8.2139907 49.1442001, 8.2142419 49.1442334, 8.2150257 49.1443372, 8.2150463 49.1443359, 8.2150639 49.1443307, 8.2150818 49.1443234, 8.2150936 49.1443138, 8.2155139 49.1432116, 8.2155472 49.1431406)",,,,,
892424099,False,Bonifatiusstraße,residential,False,109.175,"LINESTRING (8.2139907 49.1442001, 8.2130187 49.1440863, 8.2127617 49.1440563, 8.212641 49.1440491, 8.2125098 49.1440495)",,,,,
