osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,tunnel,width,bridge,junction
25902391,Böhmerstraße,living_street,False,True,49.89,"LINESTRING (6.8871496 49.986809, 6.886494 49.9866553)",,,,,,,
832182531,Oberstraße,living_street,False,True,9.059,"LINESTRING (6.8871496 49.986809, 6.8871052 49.9868853)",,,,,,,
832182531,Oberstraße,living_street,False,False,52.618,"LINESTRING (6.8871496 49.986809, 6.88721 49.9867008, 6.8872665 49.9863444)",,,,,,,
318800643,Gerberstraße,tertiary,False,False,28.675,"LINESTRING (6.8939045 49.9843568, 6.8940199 49.9843989, 6.8940849 49.9844229, 6.894254 49.9844833)",3,K 44,,,,,
"[251479008, 48579913, 172138006, 331677135]",Gerberstraße,tertiary,False,True,297.487,"LINESTRING (6.8939045 49.9843568, 6.8937657 49.9843042, 6.8936099 49.9842506, 6.8932655 49.9841829, 6.8924422 49.984035, 6.8914669 49.9838469, 6.8911611 49.9837872, 6.8910638 49.9837685, 6.8908193 49.9837214, 6.8906536 49.9837151, 6.8904973 49.9837319, 6.8903976 49.9837537, 6.8903018 49.9837812, 6.8901066 49.9838458, 6.8900284 49.9838652, 6.889955 49.9838761)","['2', '3']",K 44,50,yes,,,
159489802,St.-Bernhard-Straße,residential,False,True,176.22500000000002,"LINESTRING (6.8842057 49.9817775, 6.8848258 49.981575, 6.8861071 49.9811409, 6.8863921 49.9810461)",2,,30,,,,
"[435772569, 435772562, 435772557]",Trierer Landstraße,tertiary,False,True,84.42099999999999,"LINESTRING (6.8842057 49.9817775, 6.8841764 49.9820543, 6.8841172 49.9822776, 6.884045 49.9825286)","['2', '3']",,50,,,,
45445278,Karrstraße,residential,True,False,10.422,"LINESTRING (6.8866497 49.9845746, 6.8867804 49.9846161)",,,30,,,,
45473099,Trierer Straße,residential,False,True,35.612,"LINESTRING (6.8866497 49.9845746, 6.8867972 49.9842687)",,,30,,,,
"[45510112, 45764613]",Trierer Straße,living_street,False,"[False, True]",68.82599999999998,"LINESTRING (6.8866497 49.9845746, 6.886634 49.9845999, 6.886581 49.9846896, 6.8865448 49.9847728, 6.886522 49.9848435, 6.8865153 49.9848823, 6.8865073 49.984931, 6.8865076 49.9850075, 6.886526 49.9850795, 6.8865381 49.9851011, 6.8865576 49.9851186, 6.8865873 49.9851397, 6.8866267 49.9851483)",,,,,,,
"[47049338, 172437318]",Schloßstraße,residential,False,False,152.103,"LINESTRING (6.8900775 49.9860581, 6.8901803 49.9858993, 6.8905468 49.9853397, 6.8905884 49.9852893, 6.8906443 49.9852057, 6.8906708 49.9851804, 6.8907166 49.9851265, 6.8909405 49.9848089)",,,"['50', '30']",,,,
"[448471810, 26756109, 26604421, 117567757]","['Schloßstraße', 'Neustraße']","['residential', 'living_street']",False,"[False, True]",134.67600000000002,"LINESTRING (6.8900775 49.9860581, 6.8900238 49.9861244, 6.8899596 49.9862143, 6.8898358 49.9863678, 6.8896758 49.9864834, 6.8894179 49.9866039, 6.8892388 49.9866065, 6.8891166 49.9866292, 6.8887766 49.986737, 6.8886779 49.9867463)",,,30,,"['6', '4.8', '3.6']",,
201802730,Talweg,residential,True,False,28.276999999999994,"LINESTRING (6.894713 49.9844347, 6.8945975 49.9845244, 6.8945898 49.984553, 6.8945935 49.9845686, 6.8946222 49.9845991, 6.8946768 49.9846445)",1,,30,,,,
318800652,Kurfürstenstraße,secondary,False,False,34.876000000000005,"LINESTRING (6.894713 49.9844347, 6.8945637 49.9844796, 6.8945008 49.9844959, 6.8944345 49.9845046, 6.8943956 49.9845067, 6.8943628 49.9845067, 6.8943334 49.9845037, 6.8943074 49.9844996, 6.894254 49.9844833)",2,L 52,,,,,
159489804,Zum Gänswies'chen,residential,False,False,114.17,"LINESTRING (6.8904297 49.9813965, 6.8892551 49.980701)",,,,,,,
159489800,Römerstraße,residential,False,False,62.315999999999995,"LINESTRING (6.8904297 49.9813965, 6.8907702 49.9811691, 6.891044 49.9809991)",,,,,,,
159489800,Römerstraße,residential,False,True,224.22,"LINESTRING (6.8904297 49.9813965, 6.8897485 49.9818032, 6.8892704 49.9820272, 6.8877824 49.9824305)",,,,,,,
254327071,Kurfürstenstraße,secondary,True,False,36.772,"LINESTRING (6.894254 49.9844833, 6.8942019 49.9845486, 6.8941717 49.9845787, 6.8941368 49.9845986, 6.8940994 49.9846139, 6.8940325 49.9846309, 6.89386 49.9846673)",1,L 52,,,,,
318800643,Gerberstraße,tertiary,False,True,28.675,"LINESTRING (6.894254 49.9844833, 6.8940849 49.9844229, 6.8940199 49.9843989, 6.8939045 49.9843568)",3,K 44,,,,,
318800652,Kurfürstenstraße,secondary,False,True,34.876000000000005,"LINESTRING (6.894254 49.9844833, 6.8943074 49.9844996, 6.8943334 49.9845037, 6.8943628 49.9845067, 6.8943956 49.9845067, 6.8944345 49.9845046, 6.8945008 49.9844959, 6.8945637 49.9844796, 6.894713 49.9844347)",2,L 52,,,,,
117123655,Trierer Landstraße,tertiary,False,False,110.98,"LINESTRING (6.8856149 49.983184, 6.8849827 49.9829739, 6.8849235 49.9829544, 6.8847682 49.9829047, 6.8842243 49.982741)",2,K 44,50,,,,
