osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,junction,bridge
"[25001664, 84963100]",3,Berliner Straße,residential,50,False,True,152.49800000000002,"LINESTRING (8.0740555 48.632829, 8.0736896 48.6327124, 8.0733941 48.6326028, 8.0728808 48.6323799, 8.072621 48.6322715, 8.0724998 48.6322194, 8.0722752 48.6321276)",,,
"[28155401, 547694294]",3,Berliner Straße,residential,50,False,False,197.437,"LINESTRING (8.0740555 48.632829, 8.0746052 48.6329689, 8.0751912 48.6331032, 8.075423 48.6331542, 8.0765712 48.6334514)",,,
"[547694296, 385685321]",3,Kirchstraße,secondary,50,False,True,142.605,"LINESTRING (8.0740555 48.632829, 8.0740199 48.6328764, 8.0734988 48.6337393, 8.0733115 48.6340131)",L 87a,,
"[712668857, 863867363, 84963077, 547694299]",3,Kirchstraße,secondary,50,False,False,110.42800000000001,"LINESTRING (8.0740555 48.632829, 8.0740733 48.6328015, 8.0742843 48.6325145, 8.074457 48.6322742, 8.0745753 48.6321183, 8.0746742 48.631988, 8.0747181 48.6319379)",L 87a,,
3990315,,Rosenstraße,tertiary,30,False,False,105.962,"LINESTRING (8.076902 48.6313249, 8.0770178 48.6312627, 8.0771439 48.6311705, 8.0772239 48.6310892, 8.0772699 48.6310269, 8.0772992 48.6309479, 8.0773249 48.6307202, 8.0773424 48.6306538, 8.0773933 48.6305678, 8.0774814 48.6304936)",,,
"[3990315, 863867365]",,Rosenstraße,tertiary,30,False,True,160.435,"LINESTRING (8.076902 48.6313249, 8.0768023 48.6313566, 8.076649 48.6313979, 8.0764867 48.631432, 8.0763325 48.6314976, 8.0761917 48.6315782, 8.0760187 48.6316633, 8.0758645 48.6317227, 8.075784 48.6317475, 8.0756298 48.6317856, 8.0754702 48.6318175, 8.0753173 48.6318326, 8.0752181 48.631837, 8.0749196 48.6318308)",,,
25001935,,Lindenbrunnenstraße,residential,30,False,True,71.713,"LINESTRING (8.076902 48.6313249, 8.0770725 48.6313981, 8.0773822 48.6314775, 8.0777915 48.6315848)",,,
211517744,1,Sasbacher Straße,tertiary,50,True,False,23.635,"LINESTRING (8.0800907 48.6294245, 8.0798186 48.6293112)",K 5308,,
3990314,,,secondary,,True,False,19.982,"LINESTRING (8.0747072 48.6317648, 8.0747435 48.6317557, 8.0747822 48.6317533, 8.0748204 48.6317577, 8.0748556 48.6317686, 8.0748852 48.6317853, 8.074907 48.6318065, 8.0749196 48.6318308)",L 87a,roundabout,
"[224106472, 20857217, 863867362, 790648725]",2,Kirchstraße,secondary,50,False,False,170.73399999999998,"LINESTRING (8.0747072 48.6317648, 8.0746446 48.6317032, 8.0744679 48.631587, 8.0743597 48.6315233, 8.0742173 48.6314586, 8.0738544 48.6313324, 8.0737861 48.6313048, 8.0735348 48.6311689, 8.0735084 48.6311525, 8.0733776 48.6310671, 8.0729782 48.6307632)",L 87a,,yes
3990314,,,secondary,,True,False,23.285,"LINESTRING (8.0749196 48.6318308, 8.074922 48.6318569, 8.0749136 48.6318825, 8.0748952 48.6319057, 8.0748679 48.6319247, 8.074834 48.6319382, 8.0747958 48.6319451, 8.0747562 48.631945, 8.0747181 48.6319379)",L 87a,roundabout,
"[3990315, 863867365]",,Rosenstraße,tertiary,30,False,False,160.43500000000003,"LINESTRING (8.0749196 48.6318308, 8.0752181 48.631837, 8.0753173 48.6318326, 8.0754702 48.6318175, 8.0756298 48.6317856, 8.075784 48.6317475, 8.0758645 48.6317227, 8.0760187 48.6316633, 8.0761917 48.6315782, 8.0763325 48.6314976, 8.0764867 48.631432, 8.076649 48.6313979, 8.0768023 48.6313566, 8.076902 48.6313249)",,,
547694305,1,,secondary,50,True,False,9.208,"LINESTRING (8.0796975 48.6291074, 8.0797089 48.6291222, 8.0797161 48.629138, 8.0797188 48.6291545, 8.0797168 48.629171, 8.0797104 48.629187)",,roundabout,
19397603,1,Sasbacher Straße,tertiary,50,True,False,38.455999999999996,"LINESTRING (8.0797104 48.629187, 8.0798551 48.629274, 8.0800907 48.6294245)",K 5308,,
547694305,1,,secondary,50,True,False,6.602,"LINESTRING (8.0797104 48.629187, 8.079697 48.6292047, 8.0796781 48.6292201, 8.0796546 48.6292323)",,roundabout,
547694305,1,,secondary,50,True,False,0.448,"LINESTRING (8.0796546 48.6292323, 8.0796497 48.6292347)",,roundabout,
211517739,,Hornisgrindestraße,secondary,50,False,True,21.37,"LINESTRING (8.0801924 48.6287621, 8.079956 48.628874)",L 86,,
84963096,,Illenauer Straße,secondary,50,False,False,137.788,"LINESTRING (8.0801924 48.6287621, 8.0801689 48.6287145, 8.0801195 48.6285377, 8.0800976 48.6284699, 8.080087 48.6284255, 8.0800516 48.6282515, 8.0800213 48.6281347, 8.0799941 48.628007, 8.0799658 48.62779, 8.0799607 48.6276565, 8.0799694 48.6275646, 8.0799721 48.6275361)",K 5308,,
