osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,junction,ref
9222452,Am Bahnhof,residential,False,False,139.547,"LINESTRING (8.2293926 52.6647444, 8.229416 52.6646821, 8.229486 52.6645298, 8.2295943 52.6643856, 8.2296532 52.6643279, 8.2296974 52.6642826, 8.2297423 52.6642367, 8.2297949 52.6641464, 8.2298215 52.6640498, 8.2297187 52.6635467)",,,,
"[166811859, 712027126]",Bahnhofstraße,residential,False,False,51.802,"LINESTRING (8.2293926 52.6647444, 8.2296681 52.6647868, 8.2301356 52.6648626)",30,,,
"[693842960, 314040669]",Deichstraße,residential,False,False,197.26099999999997,"LINESTRING (8.230258 52.6609133, 8.2312733 52.6608858, 8.2316585 52.6608987, 8.2318861 52.6609355, 8.2320213 52.6609684, 8.2322236 52.6610309, 8.2324503 52.6611317, 8.2325791 52.6611963, 8.2327009 52.6612882, 8.2328005 52.6613613, 8.2328205 52.6613722, 8.2328987 52.6613975)",30,,,
"[9222452, 314040669]","['Am Bahnhof', 'Deichstraße']",residential,False,True,357.877,"LINESTRING (8.230258 52.6609133, 8.2295254 52.6609463, 8.2293586 52.6609536, 8.2292741 52.6609764, 8.2292104 52.6610147, 8.2291762 52.6610529, 8.2291641 52.6611066, 8.2291937 52.6612692, 8.2293179 52.6618616, 8.2294334 52.6623472, 8.2295145 52.662688, 8.2297187 52.6635467)",30,,,
9222453,Nieberdingstraße,residential,False,False,44.196,"LINESTRING (8.2360314 52.6610996, 8.2366819 52.6610515)",30,,,
9222453,Nieberdingstraße,residential,False,True,68.7,"LINESTRING (8.2360314 52.6610996, 8.2350211 52.6611785)",30,,,
9222453,Nieberdingstraße,residential,False,True,44.196,"LINESTRING (8.2366819 52.6610515, 8.2360314 52.6610996)",30,,,
9222453,Nieberdingstraße,residential,False,False,230.478,"LINESTRING (8.2366819 52.6610515, 8.23844 52.660912, 8.2392544 52.6608474, 8.2395118 52.660827, 8.2399118 52.6607953, 8.2400704 52.6607827)",30,,,
10975843,Im Diek,residential,False,False,61.734,"LINESTRING (8.2366819 52.6610515, 8.2366837 52.6615435, 8.2367023 52.6615801, 8.2367313 52.6615977)",,,,
23077823,Bleichstraße,residential,True,False,96.861,"LINESTRING (8.2404317 52.6620957, 8.2405697 52.6620764, 8.240736 52.6620694, 8.2411227 52.6622277, 8.2413165 52.6623206, 8.2414439 52.6624123, 8.2415104 52.6624807, 8.2415536 52.6625256)",,,,
693842962,Brinkstraße,tertiary,False,False,148.022,"LINESTRING (8.2404317 52.6620957, 8.2401543 52.6611039, 8.2401044 52.660923, 8.2400704 52.6607827)",50,,,
"[693842962, 1056378428]",Brinkstraße,tertiary,False,True,59.671,"LINESTRING (8.2404317 52.6620957, 8.2405535 52.6625506, 8.2405592 52.6626263)","['50', '30']",,,
1056378428,Brinkstraße,tertiary,False,False,3.171,"LINESTRING (8.2405672 52.6626544, 8.2405592 52.6626263)",30,,,
712027125,Brinkstraße,tertiary,False,True,183.82200000000003,"LINESTRING (8.2405672 52.6626544, 8.2404951 52.6627799, 8.240336 52.6629701, 8.2401622 52.6632272, 8.2399166 52.6635932, 8.2398742 52.6636598, 8.2398484 52.6636936, 8.2396742 52.6639217, 8.2396105 52.6639946, 8.2395222 52.6640745, 8.239403 52.6641365)",30,,,
1156355855,Landwehrstraße,tertiary,False,True,68.912,"LINESTRING (8.2405672 52.6626544, 8.2406604 52.6626618, 8.2408337 52.6626624, 8.2411078 52.6626062, 8.2415536 52.6625256)",50,2,,
1156355855,Landwehrstraße,tertiary,False,True,4.838,"LINESTRING (8.2415536 52.6625256, 8.2416226 52.6625137)",50,2,,
1156355855,Landwehrstraße,tertiary,False,False,68.912,"LINESTRING (8.2415536 52.6625256, 8.2411078 52.6626062, 8.2408337 52.6626624, 8.2406604 52.6626618, 8.2405672 52.6626544)",50,2,,
734524543,Lindenstraße,tertiary,False,False,76.725,"LINESTRING (8.2408399 52.6670658, 8.2400637 52.6665613)",50,,,
734524543,Lindenstraße,tertiary,False,True,64.672,"LINESTRING (8.2408399 52.6670658, 8.2415028 52.6674861)",50,,,
28658218,Meyerhofstraße,residential,False,False,186.024,"LINESTRING (8.2352924 52.6669206, 8.2353934 52.6671145, 8.2354354 52.667195, 8.2355721 52.6676228, 8.2356166 52.6678896, 8.2357296 52.6685674)",50,,,
"[734413194, 94445741]",Falkenbergstraße,tertiary,False,True,191.82999999999998,"LINESTRING (8.2352924 52.6669206, 8.2361407 52.6669081, 8.2363373 52.6669146, 8.2364335 52.6669152, 8.2365921 52.6669309, 8.2370857 52.6669724, 8.2373807 52.6669643, 8.2381263 52.6669227)",30,,,
227222297,Meyerhofstraße,tertiary,False,True,58.318,"LINESTRING (8.2352924 52.6669206, 8.2351518 52.6666902, 8.2349321 52.6664453)",30,,,
28658218,Meyerhofstraße,residential,False,True,186.024,"LINESTRING (8.2357296 52.6685674, 8.2356166 52.6678896, 8.2355721 52.6676228, 8.2354354 52.667195, 8.2353934 52.6671145, 8.2352924 52.6669206)",50,,,
