osmid,ref,name,highway,maxspeed,width,oneway,reversed,length,geometry,lanes
85159142,S 189,Klingenberger Straße,secondary,50,5,False,True,33.974,"LINESTRING (13.5343949 50.8020258, 13.5340772 50.8022561)",
61910207,,Gottfried-Silbermann-Straße,residential,,,False,False,19.824,"LINESTRING (13.5343949 50.8020258, 13.5343872 50.8019918, 13.5343643 50.8018896, 13.5343552 50.8018493)",
85159143,S 189,Klingenberger Straße,secondary,50,5,False,False,34.262,"LINESTRING (13.5343949 50.8020258, 13.5346994 50.801898, 13.5348082 50.8018631)",
85159147,,Gottfried-Silbermann-Straße,residential,,,False,False,158.97699999999998,"LINESTRING (13.5343949 50.8020258, 13.5345095 50.8021857, 13.5345882 50.8022845, 13.5346335 50.8023499, 13.5347032 50.8024219, 13.5347835 50.8024724, 13.5348639 50.8025047, 13.5351139 50.802591, 13.5353476 50.8026647, 13.5354432 50.8026972, 13.5354628 50.8027038, 13.5356931 50.802782, 13.535917 50.8028778, 13.5360273 50.802938)",
109587058,S 184,,secondary,50,,False,False,8.851,"LINESTRING (13.5373772 50.8020713, 13.5372637 50.8020368)",2
"[109587083, 25806075, 760078938, 760078939, 760078940]",,Markt,residential,,,True,False,109.16399999999999,"LINESTRING (13.5373772 50.8020713, 13.5374502 50.8019968, 13.5374961 50.8019645, 13.5375652 50.8019368, 13.5376128 50.8019258, 13.537666 50.8019132, 13.5377358 50.8018987, 13.5378702 50.8018851, 13.537926 50.8018801, 13.5381229 50.801879, 13.5381798 50.8018789, 13.5383776 50.8018766, 13.5384786 50.8018764, 13.5386079 50.8018752, 13.5386944 50.8018758, 13.538811 50.8018991)",
"[301386570, 361276898, 233094349]",S 184,Markt,secondary,50,,False,True,86.09100000000001,"LINESTRING (13.5373772 50.8020713, 13.5376966 50.8021649, 13.5377841 50.8021943, 13.5379908 50.8022511, 13.5380661 50.8022589, 13.5381341 50.8022601, 13.5382783 50.8022469, 13.5384084 50.8022031, 13.5384557 50.8021722, 13.5384855 50.8021526)",2
361277378,S 184,Teplitzer Straße,secondary,50,,False,False,4.218,"LINESTRING (13.5391003 50.8009529, 13.5390764 50.8009877)",2
574946164,,Am Böhmischen Tor,residential,,,False,False,27.784,"LINESTRING (13.5391003 50.8009529, 13.5394955 50.8009597)",
21341084,S 184,Teplitzer Straße,secondary,50,,False,True,151.134,"LINESTRING (13.5391003 50.8009529, 13.5395252 50.8003935, 13.5397789 50.8001027, 13.5400693 50.7997399)",2
1112665522,,Am Böhmischen Tor,residential,,,False,False,5.465,"LINESTRING (13.5397189 50.8006981, 13.5397411 50.800651)",
1112665523,,Am Böhmischen Tor,residential,,,False,True,33.055,"LINESTRING (13.5397189 50.8006981, 13.5394955 50.8009597)",
574946165,,Am Böhmischen Tor,residential,,,False,False,29.11,"LINESTRING (13.5397189 50.8006981, 13.5397584 50.8008904, 13.5397698 50.8009579)",
21341084,S 184,Teplitzer Straße,secondary,50,,False,False,151.134,"LINESTRING (13.5400693 50.7997399, 13.5397789 50.8001027, 13.5395252 50.8003935, 13.5391003 50.8009529)",2
21341084,S 184,Teplitzer Straße,secondary,50,,False,True,156.308,"LINESTRING (13.5400693 50.7997399, 13.5402103 50.7995705, 13.5404287 50.7993082, 13.5411192 50.7985007)",2
233942740,,Am Böhmischen Tor,residential,,,False,True,107.747,"LINESTRING (13.5400693 50.7997399, 13.5401466 50.7998239, 13.540152 50.7999036, 13.5401362 50.7999582, 13.5401047 50.8000078, 13.5400183 50.8001684, 13.5397749 50.8005987, 13.5397411 50.800651)",
1112665524,,Am Böhmischen Tor,residential,,,False,True,19.278,"LINESTRING (13.5397698 50.8009579, 13.5394955 50.8009597)",
25806144,,Am Böhmischen Tor,residential,,,False,False,120.86099999999999,"LINESTRING (13.5397698 50.8009579, 13.5399501 50.8011799, 13.5399833 50.8012248, 13.5399982 50.8012535, 13.5400097 50.80133, 13.5400021 50.8014201, 13.5399789 50.8016032, 13.539974 50.8016609, 13.5399607 50.8017447, 13.5399769 50.8018507, 13.5400046 50.8019356, 13.5400659 50.8019959)",
574946165,,Am Böhmischen Tor,residential,,,False,True,29.11,"LINESTRING (13.5397698 50.8009579, 13.5397584 50.8008904, 13.5397189 50.8006981)",
574946164,,Am Böhmischen Tor,residential,,,False,True,27.784,"LINESTRING (13.5394955 50.8009597, 13.5391003 50.8009529)",
1112665523,,Am Böhmischen Tor,residential,,,False,False,33.055,"LINESTRING (13.5394955 50.8009597, 13.5397189 50.8006981)",
1112665524,,Am Böhmischen Tor,residential,,,False,False,19.278,"LINESTRING (13.5394955 50.8009597, 13.5397698 50.8009579)",
25806153,,Schloßblick,residential,,,False,True,31.615,"LINESTRING (13.5414648 50.7986827, 13.5411192 50.7985007)",
25806153,,Schloßblick,residential,,,False,False,194.44199999999998,"LINESTRING (13.5414648 50.7986827, 13.5414307 50.7988114, 13.5413735 50.7993326, 13.5413436 50.7999114, 13.5413551 50.8000204, 13.5413636 50.8000613, 13.5413837 50.8001, 13.5414542 50.8001639, 13.5415323 50.8001957, 13.54177 50.80031)",
25806578,,Wiesenstraße,residential,,,False,False,216.632,"LINESTRING (13.5414648 50.7986827, 13.5416192 50.7986812, 13.5418875 50.7986828, 13.5419359 50.798689, 13.5419786 50.7987026, 13.5419892 50.7987369, 13.5419838 50.7987727, 13.5418929 50.7997258, 13.5418599 50.8000266, 13.5418222 50.8002424, 13.54177 50.80031)",
25806101,,Am Böhmischen Tor,residential,,,False,False,148.334,"LINESTRING (13.54177 50.80031, 13.5416397 50.8003648, 13.5414791 50.800406, 13.5411621 50.8004527, 13.5409877 50.8004743, 13.5400967 50.8006043, 13.5397411 50.800651)",
25806101,,Am Böhmischen Tor,residential,,,False,True,35.968,"LINESTRING (13.54177 50.80031, 13.5419642 50.8002977, 13.5421015 50.8002637, 13.5422536 50.8002169)",
25806153,,Schloßblick,residential,,,False,True,194.44199999999998,"LINESTRING (13.54177 50.80031, 13.5415323 50.8001957, 13.5414542 50.8001639, 13.5413837 50.8001, 13.5413636 50.8000613, 13.5413551 50.8000204, 13.5413436 50.7999114, 13.5413735 50.7993326, 13.5414307 50.7988114, 13.5414648 50.7986827)",
