osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,width,bridge,ref
"[35152554, 1126451826]",2,Donzdorfer Straße,secondary,50,False,False,36.173,"LINESTRING (9.7609815 48.6838213, 9.7610091 48.6838144, 9.7610722 48.6837987, 9.7611809 48.6837717, 9.7614522 48.6837269)",,,K 1403
5083585,,Staufenecker Straße,residential,30,False,True,87.568,"LINESTRING (9.7614874 48.6868041, 9.7614719 48.6867347, 9.7614523 48.686634, 9.7614446 48.686586, 9.7614278 48.6864976, 9.7614234 48.6864659, 9.7614106 48.6863984, 9.7613395 48.6860227)",,,
5083585,,Staufenecker Straße,residential,30,False,True,71.706,"LINESTRING (9.7611764 48.6844532, 9.7609815 48.6838213)",,,
35152546,,Zeppelinstraße,residential,30,False,False,31.906,"LINESTRING (9.7611764 48.6844532, 9.761607 48.6844143)",,,
5083585,,Staufenecker Straße,residential,30,False,False,77.02,"LINESTRING (9.7611764 48.6844532, 9.7612265 48.6846222, 9.7612605 48.6847883, 9.7612654 48.6848843, 9.761256 48.6849879, 9.7612318 48.6850631, 9.7612116 48.6851021, 9.7611944 48.6851351)",,,
10372309,,Rechbergstraße,residential,30,False,False,137.062,"LINESTRING (9.7586968 48.6836182, 9.758536 48.683406, 9.7583899 48.6832132, 9.7581547 48.6829028, 9.7581048 48.6828346, 9.7578696 48.6825132)",,,
"[611830944, 611830945, 207342435, 10372310]",,Bahnhofstraße,residential,30,False,False,216.64300000000003,"LINESTRING (9.7586968 48.6836182, 9.7592841 48.6834784, 9.7595302 48.6834045, 9.7596695 48.6833629, 9.7598717 48.6833011, 9.7598886 48.6832954, 9.7600927 48.6832271, 9.7604783 48.6830981, 9.760781 48.6829816, 9.7609708 48.6829088, 9.761122 48.682825, 9.7611885 48.6827597, 9.7612339 48.6826906)",4,,
170161275,,Rechbergstraße,residential,30,False,False,21.601,"LINESTRING (9.7578696 48.6825132, 9.7577193 48.6823462)",,,
10372309,,Rechbergstraße,residential,30,False,True,137.062,"LINESTRING (9.7578696 48.6825132, 9.7581048 48.6828346, 9.7581547 48.6829028, 9.7583899 48.6832132, 9.758536 48.683406, 9.7586968 48.6836182)",,,
36774541,,Lange Straße,living_street,,False,True,72.78699999999999,"LINESTRING (9.7578696 48.6825132, 9.7580023 48.682449, 9.7582374 48.6823556, 9.7582709 48.6823423, 9.7583276 48.6823198, 9.7586242 48.682201, 9.75871 48.6821666)",,,
46411304,,Lange Straße,residential,,False,False,64.064,"LINESTRING (9.7578696 48.6825132, 9.7575176 48.6826807, 9.7573164 48.6827764, 9.7571616 48.68285)",,,
"[46412617, 611830947, 170161269]",,"['Filsstraße', 'Ottstraße']",residential,30,False,True,106.786,"LINESTRING (9.756896 48.6811739, 9.7566149 48.6812915, 9.7564566 48.6813621, 9.7563887 48.6814532, 9.7563999 48.6817357, 9.7564091 48.681966)",,,
170161272,,Rechbergstraße,residential,30,False,True,92.485,"LINESTRING (9.756896 48.6811739, 9.7570563 48.681411, 9.7574095 48.6819334)",,,
611830946,,Filsstraße,residential,30,False,False,135.53900000000002,"LINESTRING (9.756896 48.6811739, 9.7580174 48.6806753, 9.7581242 48.6806191, 9.7584037 48.6804718)",,,
10372318,,Ottstraße,residential,30,False,False,83.31,"LINESTRING (9.756433 48.6831455, 9.7564307 48.682942, 9.7564283 48.6827299, 9.7564276 48.6826706, 9.756426 48.6825215, 9.7564253 48.6824637, 9.7564238 48.6823963)",,,
"[46411304, 10372317]",,"['Silcherstraße', 'Lange Straße']",residential,,False,False,135.24599999999998,"LINESTRING (9.756433 48.6831455, 9.7563104 48.683202, 9.7558632 48.6834082, 9.7556541 48.6835046, 9.755186 48.6830031)",,,
46411304,,Lange Straße,residential,,False,True,62.776,"LINESTRING (9.756433 48.6831455, 9.7567521 48.6830168, 9.7569552 48.6829348, 9.7570007 48.6829161, 9.7571616 48.68285)",,,
10372317,,Silcherstraße,residential,,False,False,76.055,"LINESTRING (9.755186 48.6830031, 9.7549836 48.6828024, 9.7546118 48.6824338)",,,
"[46411304, 10372317]",,"['Silcherstraße', 'Lange Straße']",residential,,False,True,135.246,"LINESTRING (9.755186 48.6830031, 9.7556541 48.6835046, 9.7558632 48.6834082, 9.7563104 48.683202, 9.756433 48.6831455)",,,
61000732,,Weidenstraße,residential,,False,False,94.934,"LINESTRING (9.755186 48.6830031, 9.7551258 48.6830949, 9.7549324 48.6832721, 9.7544073 48.68368)",,,
61000732,,Weidenstraße,residential,,False,True,96.41000000000001,"LINESTRING (9.755186 48.6830031, 9.755335 48.6829222, 9.7553606 48.6829087, 9.7558102 48.6826711, 9.7559827 48.6825682, 9.7560463 48.6825121, 9.7560793 48.6824609, 9.7560931 48.682403)",,,
10372314,,Hochstraße,residential,30,False,False,57.377,"LINESTRING (9.7546118 48.6824338, 9.7551777 48.6824165, 9.7553925 48.6824099)",,,
10372314,,Hochstraße,residential,30,False,True,87.34,"LINESTRING (9.7546118 48.6824338, 9.7544817 48.682481, 9.754151 48.6826164, 9.7536095 48.6828563)",,,
10372317,,Silcherstraße,residential,,False,False,104.98700000000001,"LINESTRING (9.7546118 48.6824338, 9.7545865 48.6819792, 9.7544914 48.6819414, 9.7541347 48.6819367, 9.7540516 48.6819392, 9.7538617 48.681945)",,,
10372317,,Silcherstraße,residential,,False,True,76.055,"LINESTRING (9.7546118 48.6824338, 9.7549836 48.6828024, 9.755186 48.6830031)",,,
607752892,,Hochstraße,residential,30,False,False,95.272,"LINESTRING (9.7564238 48.6823963, 9.7577193 48.6823462)",,,
10372318,,Ottstraße,residential,30,False,True,83.31,"LINESTRING (9.7564238 48.6823963, 9.7564253 48.6824637, 9.756426 48.6825215, 9.7564276 48.6826706, 9.7564283 48.6827299, 9.7564307 48.682942, 9.756433 48.6831455)",,,
170161269,,Ottstraße,residential,30,False,False,47.859,"LINESTRING (9.7564238 48.6823963, 9.7564103 48.6820013, 9.7564091 48.681966)",,,
607752893,,Hochstraße,residential,30,False,True,24.349,"LINESTRING (9.7564238 48.6823963, 9.7561611 48.6824078, 9.7560931 48.682403)",,,
170161272,,Rechbergstraße,residential,30,False,False,51.227,"LINESTRING (9.7577193 48.6823462, 9.7574095 48.6819334)",,,
170161275,,Rechbergstraße,residential,30,False,True,21.601,"LINESTRING (9.7577193 48.6823462, 9.7578696 48.6825132)",,,
607752892,,Hochstraße,residential,30,False,True,95.272,"LINESTRING (9.7577193 48.6823462, 9.7564238 48.6823963)",,,
"[10372321, 66764579]",,Barbarossastraße,residential,30,False,False,46.016999999999996,"LINESTRING (9.7547541 48.6796273, 9.754651 48.6797151, 9.754561 48.6797651, 9.754498 48.6797823, 9.7542361 48.6798325)",,,
"[220751600, 611850513, 220751602, 611850515, 611850512]",2,Heidenheimer Straße,secondary,50,False,False,232.658,"LINESTRING (9.7547541 48.6796273, 9.7550276 48.6797558, 9.7552622 48.6798565, 9.7553015 48.6798726, 9.7553825 48.6799053, 9.7554422 48.6799214, 9.7555073 48.6799391, 9.7555881 48.6799551, 9.755683 48.6799675, 9.7557996 48.6799802, 9.7559801 48.6799907, 9.756256 48.6800065, 9.7562935 48.6800079, 9.7564958 48.6800142, 9.756803 48.6800223, 9.7568815 48.6800239, 9.7575876 48.6800207, 9.7576522 48.6800205, 9.7577752 48.6800247)",,yes,
"[821502552, 4057170, 827797606]",3,Heidenheimer Straße,secondary,50,False,True,122.602,"LINESTRING (9.7547541 48.6796273, 9.7546352 48.6795664, 9.7545589 48.6795257, 9.7544119 48.6794427, 9.7543453 48.6793932, 9.7543199 48.6793708, 9.7542859 48.6793408, 9.7541976 48.6792339, 9.7540861 48.6790618, 9.7540469 48.6790014, 9.753996 48.6789377, 9.7539064 48.678845, 9.753799 48.6787452)",,,
4057170,3,Heidenheimer Straße,secondary,50,False,False,43.858000000000004,"LINESTRING (9.7532768 48.678559, 9.7533144 48.6785814, 9.7533394 48.6785962, 9.7534025 48.6786256, 9.753799 48.6787452)",,,
4057170,3,Heidenheimer Straße,secondary,50,False,True,61.32899999999999,"LINESTRING (9.7532768 48.678559, 9.7529443 48.6783342, 9.7526932 48.6781644)",,,
66764579,,Barbarossastraße,residential,30,False,True,136.212,"LINESTRING (9.7524683 48.6802042, 9.7531955 48.6800493, 9.7534934 48.6799858, 9.7539321 48.679894, 9.7542361 48.6798325)",,,
10476268,,Bühlstraße,residential,,False,False,37.134,"LINESTRING (9.7600639 48.6796387, 9.7602609 48.6795724, 9.7605236 48.6795)",,,
"[10476268, 1110874991]",,Bühlstraße,residential,,False,True,153.447,"LINESTRING (9.7600639 48.6796387, 9.759626 48.6798174, 9.7593276 48.6799578, 9.7590714 48.6800962, 9.7588057 48.6802427, 9.7585397 48.6804048, 9.7584037 48.6804718)",,,
10476269,,Richthofenstraße,residential,,False,False,68.824,"LINESTRING (9.7600639 48.6796387, 9.7602264 48.6798361, 9.7605116 48.6801825)",,,
10476270,,Querstraße,residential,,False,False,93.24499999999999,"LINESTRING (9.7634235 48.6787195, 9.7634753 48.6788632, 9.7637497 48.6793278, 9.7637513 48.6793652, 9.7637522 48.6793879, 9.7637372 48.6794107, 9.7637265 48.6794269, 9.7636763 48.6794555, 9.7636124 48.6794732)",,,
"[10476268, 66764583]",,Bühlstraße,residential,,False,True,230.36599999999999,"LINESTRING (9.7634235 48.6787195, 9.7633312 48.6787255, 9.7632232 48.6787413, 9.7628855 48.6788346, 9.7625057 48.678945, 9.7617893 48.6791379, 9.7616895 48.6791648, 9.7613887 48.6792488, 9.7611583 48.6793208, 9.7605236 48.6795)",,,
824815517,,Bühlstraße,residential,,False,False,85.11699999999999,"LINESTRING (9.7634235 48.6787195, 9.7640864 48.6787053, 9.7645822 48.6786947)",,,
224349848,,Lauterstraße,unclassified,,False,False,127.172,"LINESTRING (9.7645822 48.6786947, 9.7647522 48.6788599, 9.7648257 48.6789584, 9.7648478 48.6790728, 9.7649682 48.6796398, 9.7650288 48.6797805)",,,
824815517,,Bühlstraße,residential,,False,True,85.11699999999999,"LINESTRING (9.7645822 48.6786947, 9.7640864 48.6787053, 9.7634235 48.6787195)",,,
10476269,,Richthofenstraße,residential,,False,False,10.529,"LINESTRING (9.7605116 48.6801825, 9.7605675 48.6802697)",,,
10476269,,Richthofenstraße,residential,,False,True,68.824,"LINESTRING (9.7605116 48.6801825, 9.7602264 48.6798361, 9.7600639 48.6796387)",,,
10476274,,Bubenhofenstraße,residential,,False,False,122.12899999999999,"LINESTRING (9.7605116 48.6801825, 9.7613564 48.6799511, 9.7620487 48.6797626)",,,
10476269,,Richthofenstraße,residential,,False,False,31.243,"LINESTRING (9.7610017 48.6810733, 9.7610966 48.6813472)",,,
10476273,,Lange Straße,residential,,False,True,114.445,"LINESTRING (9.7610017 48.6810733, 9.7624495 48.6806918)",,,
10476269,,Richthofenstraße,residential,,False,True,95.00699999999999,"LINESTRING (9.7610017 48.6810733, 9.7609641 48.6809626, 9.7607953 48.680655, 9.7607097 48.6804935, 9.7605675 48.6802697)",,,
10476273,,Lange Straße,residential,,False,False,102.453,"LINESTRING (9.7610017 48.6810733, 9.7609372 48.6810926, 9.7606003 48.6811934, 9.7604938 48.6812307, 9.7601722 48.6814194, 9.7600756 48.6814923, 9.7599192 48.6816272)",,,
10476274,,Bubenhofenstraße,residential,,False,True,57.824,"LINESTRING (9.7636124 48.6794732, 9.7628556 48.6796172)",,,
10476270,,Querstraße,residential,,False,False,104.03500000000001,"LINESTRING (9.7636124 48.6794732, 9.7636534 48.6796566, 9.7638191 48.6803988)",,,
10476270,,Querstraße,residential,,False,True,93.24499999999999,"LINESTRING (9.7636124 48.6794732, 9.7636763 48.6794555, 9.7637265 48.6794269, 9.7637372 48.6794107, 9.7637522 48.6793879, 9.7637513 48.6793652, 9.7637497 48.6793278, 9.7634753 48.6788632, 9.7634235 48.6787195)",,,
10476273,,Lange Straße,residential,,False,False,52.548,"LINESTRING (9.7638191 48.6803988, 9.7631374 48.6805428)",,,
10476270,,Querstraße,residential,,False,True,104.03500000000001,"LINESTRING (9.7638191 48.6803988, 9.7636534 48.6796566, 9.7636124 48.6794732)",,,
"[10476272, 824815516]",,"['Querstraße', 'Bizetstraße']",residential,30,False,"[False, True]",291.346,"LINESTRING (9.7638191 48.6803988, 9.7639536 48.6812464, 9.7638621 48.6813537, 9.7634607 48.6816367, 9.7633736 48.6816844, 9.7632802 48.6817238, 9.7631885 48.6817516, 9.763091 48.6817663, 9.7628937 48.6817703, 9.7626551 48.6817931, 9.7623545 48.6818512, 9.7622164 48.6819189, 9.7621508 48.6819531, 9.7620008 48.6820657, 9.761872 48.682203)",4,,
"[498633232, 498633235, 5084374, 418363607, 5084375]","['2', '3']",Heidenheimer Straße,secondary,50,False,False,256.52900000000005,"LINESTRING (9.7619305 48.6823639, 9.76222 48.6821232, 9.7623307 48.6820494, 9.7624609 48.6819909, 9.7626058 48.6819499, 9.7627603 48.6819281, 9.7629187 48.6819263, 9.7630756 48.6819449, 9.7631844 48.6819708, 9.7632866 48.6820066, 9.76338 48.6820516, 9.7634628 48.6821049, 9.7635333 48.6821654, 9.76359 48.682232, 9.7636374 48.6823231, 9.7636679 48.6824173, 9.7636807 48.6825133, 9.7636759 48.6826096, 9.7636724 48.6827048, 9.7636755 48.6827863, 9.7636873 48.6828567, 9.7637011 48.6829125, 9.7637243 48.6829668, 9.7637566 48.683019, 9.7637977 48.6830685, 9.7638471 48.6831148)",,yes,
5084375,2,Heidenheimer Straße,secondary,50,False,True,68.54,"LINESTRING (9.7619305 48.6823639, 9.7615848 48.682653, 9.7615241 48.6826821, 9.761455 48.6827012, 9.7613809 48.6827092, 9.7613059 48.6827056, 9.7612339 48.6826906)",,,
"[1144322646, 10476271]",,Bizetstraße,residential,30,True,False,20.473,"LINESTRING (9.7619305 48.6823639, 9.7618585 48.6823129, 9.7618412 48.6822723, 9.761872 48.682203)",4,,
10476273,,Lange Straße,residential,,False,False,114.445,"LINESTRING (9.7624495 48.6806918, 9.7610017 48.6810733)",,,
10476278,,Schulstraße,living_street,,False,True,25.473,"LINESTRING (9.7624495 48.6806918, 9.7625414 48.6809127)",4,,
61300762,,Schulstraße,residential,,False,False,107.431,"LINESTRING (9.7624495 48.6806918, 9.7620487 48.6797626)",,,
10476273,,Lange Straße,residential,,False,True,53.151,"LINESTRING (9.7624495 48.6806918, 9.7624941 48.6806821, 9.7631374 48.6805428)",,,
61300762,,Schulstraße,residential,,False,True,107.431,"LINESTRING (9.7620487 48.6797626, 9.7624495 48.6806918)",,,
10476274,,Bubenhofenstraße,residential,,False,False,61.408,"LINESTRING (9.7620487 48.6797626, 9.7625925 48.6796646, 9.7628556 48.6796172)",,,
10476274,,Bubenhofenstraße,residential,,False,True,122.12899999999999,"LINESTRING (9.7620487 48.6797626, 9.7613564 48.6799511, 9.7605116 48.6801825)",,,
"[821502552, 4057170, 827797606]",3,Heidenheimer Straße,secondary,50,False,False,122.60199999999998,"LINESTRING (9.753799 48.6787452, 9.7539064 48.678845, 9.753996 48.6789377, 9.7540469 48.6790014, 9.7540861 48.6790618, 9.7541976 48.6792339, 9.7542859 48.6793408, 9.7543199 48.6793708, 9.7543453 48.6793932, 9.7544119 48.6794427, 9.7545589 48.6795257, 9.7546352 48.6795664, 9.7547541 48.6796273)",,,
4057170,3,Heidenheimer Straße,secondary,50,False,True,43.858000000000004,"LINESTRING (9.753799 48.6787452, 9.7534025 48.6786256, 9.7533394 48.6785962, 9.7533144 48.6785814, 9.7532768 48.678559)",,,
62510530,,Bachstraße,residential,50,False,True,134.727,"LINESTRING (9.753799 48.6787452, 9.7538732 48.6786951, 9.7539934 48.6786753, 9.7544208 48.6785941, 9.7544996 48.6785791, 9.7548262 48.6784679, 9.7548648 48.6784548, 9.7549318 48.6784263, 9.7552832 48.6782771, 9.7554385 48.6782316)",,,
61210334,,Teilweg,residential,,False,False,88.06700000000001,"LINESTRING (9.7578611 48.6788786, 9.7585958 48.6785783, 9.7589045 48.6784917)",,,
62510535,,Johann-Georg-Fischer-Straße,residential,,False,False,65.624,"LINESTRING (9.7578611 48.6788786, 9.7582506 48.6792433, 9.7583214 48.6793276, 9.7583556 48.6793694)",,,
62510535,,Johann-Georg-Fischer-Straße,residential,,False,True,25.561999999999998,"LINESTRING (9.7578611 48.6788786, 9.7577703 48.6788333, 9.7575688 48.6787543)",,,
10891241,,Ramsbergstraße,residential,,False,False,49.001,"LINESTRING (9.7649219 48.6832834, 9.7649323 48.6833348, 9.7650147 48.6837198)",,,
824815510,,Donzdorfer Straße,secondary,50,False,True,47.742000000000004,"LINESTRING (9.7649219 48.6832834, 9.7645611 48.6833152, 9.7644144 48.683319, 9.7642764 48.6833055)",,,K 1403
10891241,,Ramsbergstraße,residential,,False,False,37.996,"LINESTRING (9.7650147 48.6837198, 9.7650966 48.6840572)",,,
36064324,,Goethestraße,residential,,False,True,106.298,"LINESTRING (9.7650147 48.6837198, 9.7635816 48.6838564)",,,
10891241,,Ramsbergstraße,residential,,False,True,49.001,"LINESTRING (9.7650147 48.6837198, 9.7649323 48.6833348, 9.7649219 48.6832834)",,,
10891241,,Ramsbergstraße,residential,,False,True,37.996,"LINESTRING (9.7650966 48.6840572, 9.7650147 48.6837198)",,,
10891241,,Ramsbergstraße,residential,,False,False,65.102,"LINESTRING (9.7650966 48.6840572, 9.765108 48.6841079, 9.7651717 48.6843925, 9.7652198 48.6846073, 9.7652261 48.6846364)",,,
61117649,,Zeppelinstraße,residential,30,False,True,91.471,"LINESTRING (9.7650966 48.6840572, 9.7646581 48.6841039, 9.7640811 48.6841654, 9.7638665 48.6841882)",,,
10891241,,Ramsbergstraße,residential,,False,True,31.439,"LINESTRING (9.7652822 48.6849167, 9.7652261 48.6846364)",,,
10891238,,Kuntzestraße,residential,,False,True,156.66000000000003,"LINESTRING (9.7652822 48.6849167, 9.7649693 48.6849241, 9.7644713 48.6849736, 9.7639682 48.6850145, 9.763808 48.6850259, 9.7631609 48.6850609)",,,
61210356,,Johann-Georg-Fischer-Straße,residential,,False,True,43.362,"LINESTRING (9.7583556 48.6793694, 9.7577858 48.679472)",,,
62510535,,Johann-Georg-Fischer-Straße,residential,,False,False,9.141,"LINESTRING (9.7583556 48.6793694, 9.7583872 48.6793934, 9.7584305 48.6794098, 9.7584547 48.6794168)",,,
62510535,,Johann-Georg-Fischer-Straße,residential,,False,True,65.624,"LINESTRING (9.7583556 48.6793694, 9.7583214 48.6793276, 9.7582506 48.6792433, 9.7578611 48.6788786)",,,
61210356,,Johann-Georg-Fischer-Straße,residential,,False,False,43.362,"LINESTRING (9.7577858 48.679472, 9.7583556 48.6793694)",,,
"[10741053, 61210358]",,Bauschstraße,residential,,True,False,61.93000000000001,"LINESTRING (9.7577858 48.679472, 9.7578135 48.6797076, 9.7578112 48.67987, 9.7578124 48.6799036, 9.7578039 48.679972, 9.7577752 48.6800247)",,,
23774436,,Vordere Stelle,living_street,,False,True,58.485,"LINESTRING (9.7577858 48.679472, 9.7570879 48.6795719, 9.757006 48.6795654)",,,
62510535,,Johann-Georg-Fischer-Straße,residential,,False,True,9.141,"LINESTRING (9.7584547 48.6794168, 9.7584305 48.6794098, 9.7583872 48.6793934, 9.7583556 48.6793694)",,,
66764580,,Jahnstraße,residential,,False,False,68.072,"LINESTRING (9.7584547 48.6794168, 9.758435 48.6794693, 9.7584115 48.6795628, 9.7579938 48.6799351)",,,
66764581,,Jahnstraße,residential,,False,True,204.637,"LINESTRING (9.7584547 48.6794168, 9.7585883 48.6794155, 9.7589159 48.6792506, 9.7590571 48.6791755, 9.7593649 48.6790118, 9.7599874 48.6787702, 9.7604949 48.6786051, 9.7608497 48.6785204)",,,
66764580,,Jahnstraße,residential,,False,True,68.072,"LINESTRING (9.7579938 48.6799351, 9.7584115 48.6795628, 9.758435 48.6794693, 9.7584547 48.6794168)",,,
32638224,,Jünglingstraße,residential,,False,False,108.71600000000001,"LINESTRING (9.7544073 48.68368, 9.7541468 48.6834111, 9.7540388 48.6832995, 9.7538714 48.6831267, 9.7537718 48.6830239, 9.7536095 48.6828563)",,,
61000732,,Weidenstraße,residential,,False,False,50.459,"LINESTRING (9.7544073 48.68368, 9.7541149 48.6838353, 9.7538717 48.6839644)",,,
61000732,,Weidenstraße,residential,,False,True,94.93400000000001,"LINESTRING (9.7544073 48.68368, 9.7549324 48.6832721, 9.7551258 48.6830949, 9.755186 48.6830031)",,,
10372314,,Hochstraße,residential,30,False,False,87.34,"LINESTRING (9.7536095 48.6828563, 9.754151 48.6826164, 9.7544817 48.682481, 9.7546118 48.6824338)",,,
32638224,,Jünglingstraße,residential,,False,False,73.435,"LINESTRING (9.7536095 48.6828563, 9.7533125 48.6825477, 9.7532676 48.6824921, 9.7532287 48.6824439, 9.7531759 48.6822702)",,,
32638224,,Jünglingstraße,residential,,False,True,108.71600000000001,"LINESTRING (9.7536095 48.6828563, 9.7537718 48.6830239, 9.7538714 48.6831267, 9.7540388 48.6832995, 9.7541468 48.6834111, 9.7544073 48.68368)",,,
627859356,,Stiegelwiesenstraße,residential,,False,True,42.632999999999996,"LINESTRING (9.7536095 48.6828563, 9.7532736 48.68301, 9.7531772 48.6830541, 9.7531307 48.6830732)",,,
32638290,,Küblerstraße,residential,30,False,False,46.626,"LINESTRING (9.7574095 48.6819334, 9.7579826 48.6817527)",,,
170161272,,Rechbergstraße,residential,30,False,True,51.227,"LINESTRING (9.7574095 48.6819334, 9.7577193 48.6823462)",,,
32638290,,Küblerstraße,residential,30,False,True,73.644,"LINESTRING (9.7574095 48.6819334, 9.7572649 48.6819509, 9.7564091 48.681966)",,,
170161272,,Rechbergstraße,residential,30,False,False,92.485,"LINESTRING (9.7574095 48.6819334, 9.7570563 48.681411, 9.756896 48.6811739)",,,
32638290,,Küblerstraße,residential,30,False,True,42.016000000000005,"LINESTRING (9.7593174 48.6812614, 9.7591572 48.6813429, 9.7590122 48.6814066, 9.7589021 48.6814488, 9.7588446 48.6814735)",,,
824815515,2,Heidenheimer Straße,secondary,50,False,False,60.135,"LINESTRING (9.7593174 48.6812614, 9.7594393 48.6813502, 9.7595848 48.6814386, 9.7596809 48.68149, 9.7598404 48.6815825, 9.7599192 48.6816272)",,,
824815515,2,Heidenheimer Straße,secondary,50,False,True,110.494,"LINESTRING (9.7593174 48.6812614, 9.759129 48.6811006, 9.7589639 48.6809575, 9.7588716 48.6808772, 9.758674 48.6807049, 9.7585578 48.6806053, 9.7584037 48.6804718)",,,
35152546,,Zeppelinstraße,residential,30,False,False,41.239,"LINESTRING (9.7622815 48.6843444, 9.7628381 48.6842943)",,,
35152546,,Zeppelinstraße,residential,30,False,True,50.123,"LINESTRING (9.7622815 48.6843444, 9.761607 48.6844143)",,,
35152547,,Uhlandstraße,residential,30,False,False,79.68499999999999,"LINESTRING (9.7622815 48.6843444, 9.7621113 48.6838513, 9.7620805 48.6837618, 9.7620403 48.6836457)",,,
61117650,,Kapellenstraße,residential,30,False,True,40.492,"LINESTRING (9.762978 48.6842794, 9.7630611 48.6846394)",,,
61117650,,Kapellenstraße,residential,30,False,False,84.304,"LINESTRING (9.762978 48.6842794, 9.7628605 48.6837483, 9.7628408 48.6836572, 9.762812 48.6835292)",,,
35152554,2,Donzdorfer Straße,secondary,50,False,True,44.108,"LINESTRING (9.7620403 48.6836457, 9.7614522 48.6837269)",,,K 1403
35152547,,Uhlandstraße,residential,30,False,True,79.685,"LINESTRING (9.7620403 48.6836457, 9.7620805 48.6837618, 9.7621113 48.6838513, 9.7622815 48.6843444)",,,
35152550,,Eckstraße,residential,30,False,False,55.253,"LINESTRING (9.7620403 48.6836457, 9.761939 48.6835411, 9.7617057 48.6834801, 9.7614357 48.6833747)",,,
35152554,2,Donzdorfer Straße,secondary,50,False,False,58.11500000000001,"LINESTRING (9.7620403 48.6836457, 9.762209 48.6836202, 9.7625407 48.6835701, 9.7625945 48.683562, 9.762812 48.6835292)",,,K 1403
35152550,,Eckstraße,residential,30,False,True,6.763,"LINESTRING (9.761354 48.6833466, 9.7614357 48.6833747)",,,
35152551,,Dammstraße,residential,30,False,True,55.43,"LINESTRING (9.7620245 48.6830651, 9.7619061 48.6831241, 9.7614832 48.6833347, 9.7614357 48.6833747)",,,
"[35152552, 35152553]",,"['Kapellenstraße', 'Dammstraße']",residential,30,False,False,136.921,"LINESTRING (9.762812 48.6835292, 9.7626765 48.6828113, 9.7630834 48.6827644, 9.7634381 48.6827426)",,,
