osmid,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,lanes,width
39288180,Femeweg,residential,False,True,37.704,"LINESTRING (7.929209 52.7201952, 7.9292213 52.7202695, 7.9292254 52.7205339)",,,,
"[50336832, 1177950561, 1177950560, 1177950520, 1177950559]",Ahauser Straße,unclassified,False,False,261.70599999999996,"LINESTRING (7.929209 52.7201952, 7.9293506 52.7201868, 7.92974 52.7202065, 7.9304766 52.7203487, 7.9309034 52.7204332, 7.9310962 52.7204714, 7.9320312 52.7206566, 7.9325017 52.7207277, 7.9327878 52.7207467, 7.9329581 52.7207574)",30,,,
39094310,Richters Diek,residential,False,False,145.615,"LINESTRING (7.9329581 52.7207574, 7.9329436 52.720847, 7.9328348 52.7209498, 7.932417 52.7213399, 7.9322361 52.7214594, 7.9315941 52.7217239)",,,,
1177950520,Ahauser Straße,unclassified,False,False,36.672,"LINESTRING (7.9329581 52.7207574, 7.9332333 52.7207542, 7.9335018 52.7207421)",30,,,
"[50336832, 1177950561, 1177950560, 1177950520, 1177950559]",Ahauser Straße,unclassified,False,True,261.706,"LINESTRING (7.9329581 52.7207574, 7.9327878 52.7207467, 7.9325017 52.7207277, 7.9320312 52.7206566, 7.9310962 52.7204714, 7.9309034 52.7204332, 7.9304766 52.7203487, 7.92974 52.7202065, 7.9293506 52.7201868, 7.929209 52.7201952)",30,,,
91954367,Im Fang,residential,False,True,78.786,"LINESTRING (7.9335018 52.7207421, 7.9334613 52.7206343, 7.9333949 52.7201167, 7.9333799 52.7200384)",,,,
"[1177950520, 1177950521]",Ahauser Straße,unclassified,False,False,144.24099999999999,"LINESTRING (7.9335018 52.7207421, 7.9337508 52.7207107, 7.9353158 52.7204092, 7.9354004 52.720393, 7.9355494 52.7203644)",30,,,
1177950520,Ahauser Straße,unclassified,False,True,36.672,"LINESTRING (7.9335018 52.7207421, 7.9332333 52.7207542, 7.9329581 52.7207574)",30,,,
39094301,Rote-Asche-Weg,residential,False,True,149.95600000000002,"LINESTRING (7.9378418 52.720008, 7.9378475 52.7200602, 7.9378614 52.7202092, 7.9379685 52.7213544)",30,,,
"[715161402, 288800852]",Ahauser Straße,unclassified,False,False,73.337,"LINESTRING (7.9378418 52.720008, 7.9383709 52.7199398, 7.938643 52.7199093, 7.938748 52.7199027, 7.9388879 52.719849)","['50', '30']",,,
"[288800851, 288800852, 1177950521, 1177950522, 1177950523]",Ahauser Straße,unclassified,False,True,134.49,"LINESTRING (7.9378418 52.720008, 7.9372386 52.7200618, 7.9369715 52.7200898, 7.9368339 52.7201094, 7.9366999 52.7201417, 7.936642 52.7201535, 7.9365556 52.7201705, 7.9360228 52.7202751, 7.9359101 52.7202972)",30,yes,,
24864315,Peterstraße,residential,False,True,67.721,"LINESTRING (7.9400371 52.7180219, 7.9397225 52.7181281, 7.9396193 52.7181629, 7.9394371 52.7182084, 7.9392129 52.7182511, 7.9391186 52.7182438)",30,,1,
137898727,August-Meyer-Straße,residential,False,False,113.37100000000001,"LINESTRING (7.9400371 52.7180219, 7.9400792 52.718066, 7.9403847 52.7183746, 7.9404511 52.718437, 7.940589 52.7185136, 7.940728 52.7185891, 7.9408102 52.7186355, 7.9410112 52.7187704, 7.9410812 52.7188105)",30,,1,
39346651,Nadorster Weg,unclassified,False,False,129.852,"LINESTRING (7.9391762 52.7250708, 7.9392024 52.725114, 7.9392526 52.725197, 7.9393446 52.7253583, 7.93945 52.7254935, 7.9395769 52.7256196, 7.9398324 52.725859, 7.9400872 52.7260932)",30,,,
143220984,Löninger Straße,tertiary,False,False,160.20600000000002,"LINESTRING (7.9391762 52.7250708, 7.9400968 52.7248461, 7.9408241 52.7246775, 7.9413915 52.7245459)",50,,2,
"[1180967704, 33171357]",Wilhelmstraße,residential,False,True,109.999,"LINESTRING (7.9391762 52.7250708, 7.9391415 52.7250256, 7.9391234 52.72494, 7.9391483 52.7248895, 7.9396997 52.7241621)",30,,,
"[1180967704, 33171357]",Wilhelmstraße,residential,False,False,109.99900000000001,"LINESTRING (7.9396997 52.7241621, 7.9391483 52.7248895, 7.9391234 52.72494, 7.9391415 52.7250256, 7.9391762 52.7250708)",30,,,
33171357,Wilhelmstraße,residential,False,True,129.669,"LINESTRING (7.9396997 52.7241621, 7.9399048 52.7238661, 7.9399473 52.723732, 7.9399495 52.7235804, 7.9397492 52.7230368)",30,,,
143220999,Sandloher Straße,residential,False,True,60.533,"LINESTRING (7.9396997 52.7241621, 7.9393373 52.7240769, 7.9388885 52.7240309, 7.9388337 52.7240288)",30,,,
33171357,Wilhelmstraße,residential,False,False,362.895,"LINESTRING (7.9388879 52.719849, 7.9389008 52.7199022, 7.9388651 52.7200479, 7.9388402 52.7201728, 7.9387904 52.7204231, 7.9387781 52.7205687, 7.9388032 52.7207209, 7.9388966 52.7209596, 7.9391425 52.7216002, 7.9397492 52.7230368)",30,,,
715161402,Ahauser Straße,unclassified,False,False,43.551,"LINESTRING (7.9388879 52.719849, 7.9390358 52.7197279, 7.9391448 52.719647, 7.9391793 52.7196287, 7.9393251 52.7195651)",50,,,
"[715161402, 288800852]",Ahauser Straße,unclassified,False,True,73.337,"LINESTRING (7.9388879 52.719849, 7.938748 52.7199027, 7.938643 52.7199093, 7.9383709 52.7199398, 7.9378418 52.720008)","['50', '30']",,,
33171357,Wilhelmstraße,residential,False,False,129.66899999999998,"LINESTRING (7.9397492 52.7230368, 7.9399495 52.7235804, 7.9399473 52.723732, 7.9399048 52.7238661, 7.9396997 52.7241621)",30,,,
33171357,Wilhelmstraße,residential,False,True,362.895,"LINESTRING (7.9397492 52.7230368, 7.9391425 52.7216002, 7.9388966 52.7209596, 7.9388032 52.7207209, 7.9387781 52.7205687, 7.9387904 52.7204231, 7.9388402 52.7201728, 7.9388651 52.7200479, 7.9389008 52.7199022, 7.9388879 52.719849)",30,,,
110470246,Berliner Straße,residential,False,False,66.95,"LINESTRING (7.9397492 52.7230368, 7.9405964 52.722922, 7.9407204 52.7229354)",30,,,
137482117,Auf der Hardt,residential,False,False,90.044,"LINESTRING (7.9312498 52.7256025, 7.9305655 52.7249068)",30,,,
137482117,Auf der Hardt,residential,False,True,73.643,"LINESTRING (7.9312498 52.7256025, 7.9317933 52.7261772)",30,,,
39094300,Sandloher Straße,residential,False,False,176.955,"LINESTRING (7.9312498 52.7256025, 7.9313694 52.7255579, 7.9334445 52.7247275)",30,,,
137482117,Auf der Hardt,residential,False,True,86.883,"LINESTRING (7.9287073 52.722922, 7.9293401 52.7236029)",30,,,
39094310,Richters Diek,residential,False,True,76.089,"LINESTRING (7.9287073 52.722922, 7.928815 52.7228758, 7.9288281 52.7228702, 7.9296309 52.7225279)",,,,
39094300,Sandloher Straße,residential,False,False,44.15,"LINESTRING (7.9334445 52.7247275, 7.9340116 52.7245283)",30,,,
39094300,Sandloher Straße,residential,False,True,176.955,"LINESTRING (7.9334445 52.7247275, 7.9313694 52.7255579, 7.9312498 52.7256025)",30,,,
39094306,Wiesenstraße,residential,False,True,143.303,"LINESTRING (7.9334445 52.7247275, 7.9335295 52.7248097, 7.9341777 52.7255177, 7.9342377 52.725648, 7.934258 52.7257747, 7.9342458 52.7258941)",30,,,
