osmid,name,highway,oneway,reversed,length,maxspeed,geometry,lanes,ref
"[15396608, 19878924]","['Bahnhofstraße', 'Südstraße']",residential,False,"[False, True]",36.321,50,"LINESTRING (13.5640773 51.6215438, 13.5640436 51.621535, 13.5640103 51.6215203, 13.5639619 51.6214813, 13.5639105 51.6214313, 13.563781 51.6212815)",,
87314813,,living_street,False,False,46.814,,"LINESTRING (13.5640773 51.6215438, 13.5639109 51.621594, 13.5638355 51.621619, 13.563476 51.6217383)",,
699668306,Bahnhofstraße,secondary,False,False,20.483,50,"LINESTRING (13.5610631 51.6198158, 13.5611057 51.6196335)",2,L 70
"[15397107, 727986655]",Bahnhofstraße,secondary,False,"[False, True]",45.83,50,"LINESTRING (13.5610631 51.6198158, 13.5610296 51.6198768, 13.5609962 51.6199395, 13.560983 51.6199664, 13.5609672 51.6200116, 13.5609676 51.6200927, 13.5609836 51.6201268, 13.5610118 51.6201626, 13.5610547 51.6202059)",2,L 70
699668306,Bahnhofstraße,secondary,False,True,20.483,50,"LINESTRING (13.5611057 51.6196335, 13.5610631 51.6198158)",2,L 70
256768967,Bahnhofstraße,secondary,True,False,17.023,50,"LINESTRING (13.5611057 51.6196335, 13.5611291 51.6195409, 13.5611552 51.6194838)",2,L 70
256768966,Bahnhofstraße,secondary,True,False,30.272000000000002,50,"LINESTRING (13.5611552 51.6194838, 13.561218 51.6193897, 13.561274 51.619336, 13.561328 51.6192977, 13.5613945 51.6192606)",1,L 70
256768969,Bahnhofstraße,secondary_link,True,False,50.272000000000006,50,"LINESTRING (13.5611552 51.6194838, 13.5611724 51.6193889, 13.5611739 51.6193165, 13.5611635 51.6192408, 13.5611356 51.6191473, 13.5611134 51.6190891, 13.5610894 51.6190379)",1,L 70
699668307,Bahnhofsallee,secondary,False,False,8.847,50,"LINESTRING (13.5613945 51.6192606, 13.5614756 51.6193222)",2,L 60
642912802,Bahnhofsallee,secondary,False,True,32.510000000000005,50,"LINESTRING (13.5613945 51.6192606, 13.5612191 51.6191326, 13.5610894 51.6190379)",3,L 60
"[15396608, 19878924]","['Bahnhofstraße', 'Südstraße']",residential,False,"[False, True]",36.321,50,"LINESTRING (13.563781 51.6212815, 13.5639105 51.6214313, 13.5639619 51.6214813, 13.5640103 51.6215203, 13.5640436 51.621535, 13.5640773 51.6215438)",,
288164231,Bahnhofstraße,residential,True,False,86.395,30,"LINESTRING (13.563781 51.6212815, 13.5636835 51.6212654, 13.5636061 51.6212386, 13.5633084 51.6210285, 13.56313 51.6208903, 13.563059 51.6207373, 13.5630774 51.6206957)",,
19879233,Am Bahnhof,residential,True,False,94.99600000000001,30,"LINESTRING (13.5630774 51.6206957, 13.5633295 51.620748, 13.5634604 51.6207931, 13.5635639 51.6208391, 13.5636553 51.6209, 13.5638296 51.6210445, 13.5638604 51.6210883, 13.5638699 51.6211211, 13.5638673 51.6211547, 13.5638293 51.621233, 13.563781 51.6212815)",,
288164230,Bahnhofstraße,residential,False,False,151.185,50,"LINESTRING (13.5630774 51.6206957, 13.5629041 51.6206615, 13.5620764 51.6204984, 13.5619427 51.6204537, 13.5614687 51.6202651, 13.5610547 51.6202059)",,
15807029,Bahnhofstraße,secondary,False,False,225.17800000000003,50,"LINESTRING (13.5610547 51.6202059, 13.5611093 51.6202685, 13.5611348 51.6203202, 13.5611714 51.6203837, 13.561224 51.6204409, 13.5613151 51.6205031, 13.5615838 51.6206925, 13.5618213 51.620921, 13.561989 51.6211363, 13.5621175 51.621357, 13.5623211 51.6217198, 13.5623902 51.6219192, 13.5624166 51.6220139)",2,L 70
288164230,Bahnhofstraße,residential,False,True,151.185,50,"LINESTRING (13.5610547 51.6202059, 13.5614687 51.6202651, 13.5619427 51.6204537, 13.5620764 51.6204984, 13.5629041 51.6206615, 13.5630774 51.6206957)",,
"[15397107, 727986655]",Bahnhofstraße,secondary,False,"[False, True]",45.83,50,"LINESTRING (13.5610547 51.6202059, 13.5610118 51.6201626, 13.5609836 51.6201268, 13.5609676 51.6200927, 13.5609672 51.6200116, 13.560983 51.6199664, 13.5609962 51.6199395, 13.5610296 51.6198768, 13.5610631 51.6198158)",2,L 70
156976868,Bahnhofsallee,secondary,False,True,256.14500000000004,50,"LINESTRING (13.5646062 51.6204966, 13.5640386 51.6204002, 13.5637489 51.6203304, 13.5634593 51.6202459, 13.5632374 51.6201668, 13.5630459 51.6200985, 13.5629653 51.6200663, 13.5627679 51.6199873, 13.5626565 51.6199424, 13.5620631 51.6196587, 13.5620084 51.6196325, 13.5617805 51.6195235, 13.5614756 51.6193222)",2,L 60
87314813,,living_street,False,True,46.814,,"LINESTRING (13.563476 51.6217383, 13.5638355 51.621619, 13.5639109 51.621594, 13.5640773 51.6215438)",,
"[1174323200, 1174323201]",,living_street,False,True,33.25,,"LINESTRING (13.563476 51.6217383, 13.5632748 51.6218019, 13.5633453 51.6219546)",,
