osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,lanes,bridge,access,width,tunnel
38366536,False,Bergstraße,residential,30,True,24.799999999999997,"LINESTRING (8.3170025 50.1603772, 8.3170602 50.1603826, 8.3171269 50.1603919, 8.3173397 50.1604314)",,,,,,
"[151649553, 151649547, 4208708, 39700573]",False,Austraße,tertiary,30,False,224.29,"LINESTRING (8.3132996 50.1608396, 8.3133533 50.1608503, 8.3133901 50.1608638, 8.3134358 50.1608989, 8.3135056 50.160974, 8.313899 50.1614246, 8.3140731 50.1615837, 8.3141566 50.16166, 8.3144109 50.1618917, 8.3144735 50.1619454, 8.3144859 50.1619571, 8.3150164 50.1624167, 8.3150949 50.1624802)",K 705,,yes,,,
38114361,False,Bahnhofstraße,tertiary,30,True,20.928,"LINESTRING (8.3132996 50.1608396, 8.3132557 50.1608394, 8.3132054 50.1608443, 8.3131428 50.1608589, 8.313093 50.1608807, 8.3130409 50.1609126)",K 705,2,,,,
"[478150696, 39051016, 867112062]",False,"['Bahnhofstraße', 'Platter Straße']",residential,30,False,140.678,"LINESTRING (8.3132996 50.1608396, 8.313326 50.1607898, 8.3133473 50.1607585, 8.3133691 50.1607344, 8.3133951 50.1607147, 8.3134322 50.1606962, 8.3137761 50.1605517, 8.3138073 50.1605411, 8.3140283 50.1604658, 8.3143019 50.1603925, 8.3145555 50.160341, 8.3146037 50.1603343, 8.3149147 50.1602913, 8.3149395 50.160284, 8.3149581 50.1602752, 8.3149763 50.1602589)",,,,,,
37593996,False,Ilfelder Platz,residential,30,True,64.009,"LINESTRING (8.3130409 50.1609126, 8.3129358 50.1608439, 8.3124116 50.1605017)",,,,,,
38114361,False,Bahnhofstraße,tertiary,30,False,20.928,"LINESTRING (8.3130409 50.1609126, 8.313093 50.1608807, 8.3131428 50.1608589, 8.3132054 50.1608443, 8.3132557 50.1608394, 8.3132996 50.1608396)",K 705,2,,,,
4086843,False,Idsteiner Straße,secondary,50,True,290.932,"LINESTRING (8.3150949 50.1624802, 8.3149193 50.1626024, 8.3146826 50.1627671, 8.3142942 50.1630373, 8.3140457 50.163198, 8.3139563 50.1632559, 8.31376 50.1633828, 8.3130275 50.1638566, 8.3128406 50.1639775, 8.3127276 50.1640453, 8.3127074 50.1640574, 8.3125665 50.1641419, 8.3125323 50.1641624, 8.3124332 50.1642219, 8.3122356 50.1643475)",L 3026,2,,,,
38366529,True,Austraße,residential,30,False,43.336,"LINESTRING (8.3150949 50.1624802, 8.3151693 50.1625241, 8.3155423 50.1627443)",,,,,,
"[151649553, 151649547, 4208708, 39700573]",False,Austraße,tertiary,30,True,224.28999999999996,"LINESTRING (8.3150949 50.1624802, 8.3150164 50.1624167, 8.3144859 50.1619571, 8.3144735 50.1619454, 8.3144109 50.1618917, 8.3141566 50.16166, 8.3140731 50.1615837, 8.313899 50.1614246, 8.3135056 50.160974, 8.3134358 50.1608989, 8.3133901 50.1608638, 8.3133533 50.1608503, 8.3132996 50.1608396)",K 705,,yes,,,
39956499,False,Idsteiner Straße,secondary,50,False,83.53,"LINESTRING (8.3150949 50.1624802, 8.3151823 50.1624251, 8.315681 50.1621107, 8.3158298 50.1620169, 8.3159325 50.1619545)",L 3026,2,,,,
4086843,False,Idsteiner Straße,secondary,50,False,290.9320000000001,"LINESTRING (8.3122356 50.1643475, 8.3124332 50.1642219, 8.3125323 50.1641624, 8.3125665 50.1641419, 8.3127074 50.1640574, 8.3127276 50.1640453, 8.3128406 50.1639775, 8.3130275 50.1638566, 8.31376 50.1633828, 8.3139563 50.1632559, 8.3140457 50.163198, 8.3142942 50.1630373, 8.3146826 50.1627671, 8.3149193 50.1626024, 8.3150949 50.1624802)",L 3026,2,,,,
24575057,False,Ahornstraße,residential,50,False,40.384,"LINESTRING (8.3122356 50.1643475, 8.3123052 50.1644041, 8.3125826 50.1646347)",,,,,,
37593996,False,Ilfelder Platz,residential,30,False,64.009,"LINESTRING (8.3124116 50.1605017, 8.3129358 50.1608439, 8.3130409 50.1609126)",,,,,,
"[39956498, 38114362]",False,Ilfelder Platz,residential,30,False,58.21800000000001,"LINESTRING (8.3124116 50.1605017, 8.3124802 50.1604767, 8.3128201 50.1603547, 8.3129907 50.1602863, 8.3130309 50.1602598, 8.3130831 50.160213)",,,,,,
"[649267868, 1228936540, 38439220]",False,Ilfelder Platz,residential,30,True,69.943,"LINESTRING (8.3124116 50.1605017, 8.3122757 50.1605535, 8.3120083 50.1606555, 8.3115832 50.1608389)",,,,,,
"[649267868, 38439220, 1228936540]",False,Ilfelder Platz,residential,30,False,69.943,"LINESTRING (8.3115832 50.1608389, 8.3120083 50.1606555, 8.3122757 50.1605535, 8.3124116 50.1605017)",,,,,,
"[7996457, 1079807578, 1079807579, 4086909]",False,Wiesbadener Straße,secondary,"['50', '30']",False,179.39,"LINESTRING (8.3161539 50.1573345, 8.3162918 50.1575328, 8.3163862 50.157663, 8.3164372 50.1577326, 8.3169275 50.1584262, 8.3169459 50.1584528, 8.3171787 50.158808)",L 3027,,yes,no,,
24574829,True,Herteberg,residential,30,False,97.07000000000001,"LINESTRING (8.3167275 50.1596108, 8.317032 50.158909, 8.3170606 50.1588624, 8.3170965 50.1588366, 8.3171787 50.158808)",,,,,,
24574830,True,Martinstraße,residential,30,False,59.872,"LINESTRING (8.3167275 50.1596108, 8.3167995 50.1598041, 8.316934 50.1601327)",,,,,,
24574831,False,Hofstraße,residential,30,False,55.947,"LINESTRING (8.3167275 50.1596108, 8.3168521 50.1596157, 8.3175063 50.1595573)",,,,,,
4086909,False,Wiesbadener Straße,secondary,50,False,117.734,"LINESTRING (8.3171787 50.158808, 8.3173014 50.1589843, 8.3175518 50.1593209, 8.317703 50.1594689, 8.3178548 50.1595886, 8.3180326 50.1597035)",L 3027,,,,,
"[7996457, 1079807578, 1079807579, 4086909]",False,Wiesbadener Straße,secondary,"['50', '30']",True,179.39000000000001,"LINESTRING (8.3171787 50.158808, 8.3169459 50.1584528, 8.3169275 50.1584262, 8.3164372 50.1577326, 8.3163862 50.157663, 8.3162918 50.1575328, 8.3161539 50.1573345)",L 3027,,yes,no,,
24574831,False,Hofstraße,residential,30,True,55.947,"LINESTRING (8.3175063 50.1595573, 8.3168521 50.1596157, 8.3167275 50.1596108)",,,,,,
24574830,True,Martinstraße,residential,30,False,27.662000000000003,"LINESTRING (8.316934 50.1601327, 8.3169961 50.1603231, 8.3170025 50.1603772)",,,,,,
198636972,False,Martinstraße,residential,30,True,34.362,"LINESTRING (8.316934 50.1601327, 8.317072 50.1600892, 8.3171953 50.160017, 8.3172275 50.1599156)",,,,,,
"[264335194, 4086909]",False,Wiesbadener Straße,secondary,50,"[False, True]",43.064,"LINESTRING (8.3180326 50.1597035, 8.3182475 50.159825, 8.3184877 50.1599584)",L 3027,,,,,
24574832,False,Kettelerstraße,residential,30,True,342.81899999999996,"LINESTRING (8.3180326 50.1597035, 8.3184234 50.1593817, 8.3189812 50.1589069, 8.3191307 50.1587511, 8.3191756 50.1587267, 8.3192367 50.1587226, 8.3197217 50.1587797, 8.3197869 50.1588082, 8.3197979 50.1588301, 8.3198114 50.1588571, 8.3197665 50.1589508, 8.319448 50.159286, 8.319122 50.1595509, 8.3184877 50.1599584)",,,,,,
4086909,False,Wiesbadener Straße,secondary,50,True,117.73400000000001,"LINESTRING (8.3180326 50.1597035, 8.3178548 50.1595886, 8.317703 50.1594689, 8.3175518 50.1593209, 8.3173014 50.1589843, 8.3171787 50.158808)",L 3027,,,,,
24574833,False,Bergstraße,residential,30,False,43.372,"LINESTRING (8.3177204 50.160127, 8.3173397 50.1604314)",,,,,,
24574833,False,Bergstraße,residential,30,True,43.372,"LINESTRING (8.3173397 50.1604314, 8.3177204 50.160127)",,,,,,
38366536,False,Bergstraße,residential,30,False,24.8,"LINESTRING (8.3173397 50.1604314, 8.3171269 50.1603919, 8.3170602 50.1603826, 8.3170025 50.1603772)",,,,,,
38366536,False,Bergstraße,residential,30,True,33.129999999999995,"LINESTRING (8.3173397 50.1604314, 8.3175008 50.1605152, 8.3176133 50.1605926, 8.3176764 50.1606359)",,,,,,
38366536,False,Bergstraße,residential,30,False,33.13,"LINESTRING (8.3176764 50.1606359, 8.3176133 50.1605926, 8.3175008 50.1605152, 8.3173397 50.1604314)",,,,,,
24575328,False,Taunusstraße,residential,30,False,74.53999999999999,"LINESTRING (8.3172738 50.1637942, 8.3171641 50.1637943, 8.3169493 50.1637966, 8.3166502 50.1638091, 8.3164193 50.1638397, 8.3162396 50.1638714)",,,,,,
49800764,False,Lenzhahner Weg,residential,30,False,148.305,"LINESTRING (8.3172738 50.1637942, 8.3172636 50.1633426, 8.3172689 50.1631199, 8.3172706 50.1630509, 8.3172909 50.1624883, 8.3172919 50.1624607)",,,,,,
49800784,False,Lenzhahner Weg,residential,30,True,86.842,"LINESTRING (8.3172738 50.1637942, 8.3172787 50.1639082, 8.317287 50.1641015, 8.3172768 50.164384, 8.3172632 50.1645748)",,,,,,
24575329,False,Freiherr-vom-Stein-Straße,residential,30,False,114.886,"LINESTRING (8.3172919 50.1624607, 8.3171527 50.1624615, 8.317039 50.1624701, 8.3169285 50.1625092, 8.316152 50.1628879, 8.3159509 50.1629904)",,,,,,
"[1228940385, 49800764, 254356222]",False,Lenzhahner Weg,residential,30,False,102.71799999999999,"LINESTRING (8.3172919 50.1624607, 8.3173059 50.1623945, 8.3173259 50.1623413, 8.3173609 50.1622897, 8.3174066 50.1622451, 8.3174909 50.1621709, 8.3174945 50.1621675, 8.317523 50.162146, 8.3176036 50.162087, 8.3176522 50.1620513, 8.3177704 50.161964, 8.3178744 50.1618884, 8.3179624 50.1618245, 8.3180965 50.1617124)",,,,,,
49800764,False,Lenzhahner Weg,residential,30,True,148.305,"LINESTRING (8.3172919 50.1624607, 8.3172909 50.1624883, 8.3172706 50.1630509, 8.3172689 50.1631199, 8.3172636 50.1633426, 8.3172738 50.1637942)",,,,,,
39447207,False,Lenzhahner Weg,residential,30,False,106.47299999999998,"LINESTRING (8.3171875 50.1655311, 8.3171979 50.1653999, 8.3172394 50.1648758, 8.3172632 50.1645748)",,,,,,
"[49800783, 24575327]",False,Kreuzweg,residential,,False,174.57999999999998,"LINESTRING (8.3194367 50.1652035, 8.3193884 50.1652106, 8.3192788 50.1652266, 8.3187607 50.1651161, 8.3183546 50.1650013, 8.3181972 50.1649326, 8.3181695 50.1649205, 8.3177842 50.164719, 8.3174833 50.1645992, 8.3172632 50.1645748)",,,,,,
39447207,False,Lenzhahner Weg,residential,30,True,106.473,"LINESTRING (8.3172632 50.1645748, 8.3172394 50.1648758, 8.3171979 50.1653999, 8.3171875 50.1655311)",,,,,,
"[24575327, 49800783]",False,Kreuzweg,residential,,True,174.58,"LINESTRING (8.3172632 50.1645748, 8.3174833 50.1645992, 8.3177842 50.164719, 8.3181695 50.1649205, 8.3181972 50.1649326, 8.3183546 50.1650013, 8.3187607 50.1651161, 8.3192788 50.1652266, 8.3193884 50.1652106, 8.3194367 50.1652035)",,,,,,
49800784,False,Lenzhahner Weg,residential,30,False,86.842,"LINESTRING (8.3172632 50.1645748, 8.3172768 50.164384, 8.317287 50.1641015, 8.3172787 50.1639082, 8.3172738 50.1637942)",,,,,,
24575057,False,Ahornstraße,residential,50,True,78.552,"LINESTRING (8.3132448 50.1651996, 8.3125826 50.1646347)",,,,,,
49800778,False,Taunusstraße,residential,30,True,260.42100000000005,"LINESTRING (8.3132448 50.1651996, 8.3147344 50.1644444, 8.315307 50.1641836, 8.3155437 50.1640884, 8.3158203 50.163994, 8.3162396 50.1638714)",,,,,,
24575329,False,Freiherr-vom-Stein-Straße,residential,30,False,302.06,"LINESTRING (8.3159509 50.1629904, 8.3152475 50.1633533, 8.3144338 50.1636941, 8.3140163 50.1638707, 8.3125826 50.1646347)",,,,,,
24575329,False,Freiherr-vom-Stein-Straße,residential,30,True,114.886,"LINESTRING (8.3159509 50.1629904, 8.316152 50.1628879, 8.3169285 50.1625092, 8.317039 50.1624701, 8.3171527 50.1624615, 8.3172919 50.1624607)",,,,,,
38366530,False,Austraße,residential,30,False,101.732,"LINESTRING (8.3159509 50.1629904, 8.3160209 50.1630571, 8.3160505 50.1630853, 8.3160693 50.1631617, 8.3160657 50.1632896, 8.3160673 50.1633298, 8.3160768 50.1634404, 8.3161063 50.1635669, 8.3161451 50.163673, 8.3162396 50.1638714)",,,,destination,,
24575057,False,Ahornstraße,residential,50,False,78.552,"LINESTRING (8.3125826 50.1646347, 8.3132448 50.1651996)",,,,,,
24575057,False,Ahornstraße,residential,50,True,40.384,"LINESTRING (8.3125826 50.1646347, 8.3123052 50.1644041, 8.3122356 50.1643475)",,,,,,
24575329,False,Freiherr-vom-Stein-Straße,residential,30,True,302.06,"LINESTRING (8.3125826 50.1646347, 8.3140163 50.1638707, 8.3144338 50.1636941, 8.3152475 50.1633533, 8.3159509 50.1629904)",,,,,,
24575328,False,Taunusstraße,residential,30,True,74.53999999999999,"LINESTRING (8.3162396 50.1638714, 8.3164193 50.1638397, 8.3166502 50.1638091, 8.3169493 50.1637966, 8.3171641 50.1637943, 8.3172738 50.1637942)",,,,,,
38366530,False,Austraße,residential,30,True,101.732,"LINESTRING (8.3162396 50.1638714, 8.3161451 50.163673, 8.3161063 50.1635669, 8.3160768 50.1634404, 8.3160673 50.1633298, 8.3160657 50.1632896, 8.3160693 50.1631617, 8.3160505 50.1630853, 8.3160209 50.1630571, 8.3159509 50.1629904)",,,,destination,,
49800778,False,Taunusstraße,residential,30,False,260.421,"LINESTRING (8.3162396 50.1638714, 8.3158203 50.163994, 8.3155437 50.1640884, 8.315307 50.1641836, 8.3147344 50.1644444, 8.3132448 50.1651996)",,,,,,
24575330,False,Borngasse,residential,30,False,75.01299999999999,"LINESTRING (8.3161143 50.1626186, 8.3160526 50.1623817, 8.3159513 50.1619926, 8.3159325 50.1619545)",,,,,,
24575330,False,Borngasse,residential,30,True,75.01299999999999,"LINESTRING (8.3159325 50.1619545, 8.3159513 50.1619926, 8.3160526 50.1623817, 8.3161143 50.1626186)",,,,,,
"[39956499, 764000675]",False,Idsteiner Straße,secondary,50,False,134.762,"LINESTRING (8.3159325 50.1619545, 8.3160712 50.1618898, 8.3161665 50.1618479, 8.3162615 50.1618097, 8.3163914 50.1617575, 8.3166546 50.1616516, 8.3168889 50.1615659, 8.3169625 50.1615407, 8.317258 50.1614396, 8.3173272 50.1614159, 8.3175575 50.1613364)",L 3026,"['2', '3']",,,,
39956499,False,Idsteiner Straße,secondary,50,True,83.53,"LINESTRING (8.3159325 50.1619545, 8.3158298 50.1620169, 8.315681 50.1621107, 8.3151823 50.1624251, 8.3150949 50.1624802)",L 3026,2,,,,
24585051,False,Am Schäfersberg,residential,30,False,74.69,"LINESTRING (8.3236777 50.1600996, 8.3236352 50.1601966, 8.3235822 50.1602643, 8.3233234 50.1605396, 8.3233035 50.1605608, 8.3231977 50.1606756, 8.3231852 50.1606892)",,,,,,
24585051,False,Am Schäfersberg,residential,30,True,153.856,"LINESTRING (8.3236777 50.1600996, 8.3236832 50.1599956, 8.3236717 50.1598869, 8.3236225 50.1595986, 8.3235271 50.1590813, 8.3234705 50.1587745, 8.3234502 50.1587254)",,,,,,
596041625,False,Rautenweg,residential,,True,68.545,"LINESTRING (8.3236777 50.1600996, 8.3237456 50.1600985, 8.3238049 50.160092, 8.3238646 50.1600647, 8.3243295 50.1596789)",,,,,,
161614369,False,Am Schäfersberg,residential,,True,30.72,"LINESTRING (8.3228477 50.1619343, 8.322554 50.1621366)",,,,,,
24585051,False,Am Schäfersberg,residential,30,False,152.557,"LINESTRING (8.3228477 50.1619343, 8.3229089 50.1619598, 8.3229879 50.1619712, 8.3230775 50.1619706, 8.3231803 50.1619489, 8.32324 50.161922, 8.3232618 50.1619122, 8.3240207 50.1614829, 8.3241056 50.1614344, 8.3245268 50.1611941)",,,,,,
24585051,False,Am Schäfersberg,residential,30,True,143.76399999999998,"LINESTRING (8.3228477 50.1619343, 8.3228099 50.1619015, 8.3227863 50.1618676, 8.3227677 50.1618115, 8.3227763 50.1617384, 8.3228839 50.1614188, 8.3229437 50.1612412, 8.3230565 50.1609063, 8.3231169 50.160776, 8.3231852 50.1606892)",,,,,,
24585052,False,Zur Steinritz,residential,30,False,66.461,"LINESTRING (8.3227479 50.1641547, 8.322665 50.1640509, 8.3226203 50.1639802, 8.3225932 50.163902, 8.3225741 50.1637897, 8.322572 50.1637065, 8.3225903 50.1635785)",,,,,,
24585223,False,Am Felsenkeller,residential,30,True,516.117,"LINESTRING (8.3227479 50.1641547, 8.3226857 50.1641649, 8.3225998 50.1641696, 8.3225157 50.1641646, 8.3224114 50.1641408, 8.3223309 50.1641089, 8.3221714 50.164021, 8.3216214 50.1636667, 8.3215961 50.1636438, 8.3215837 50.1636174, 8.3215666 50.163573, 8.3215039 50.1631139, 8.3214631 50.1630442, 8.3214155 50.1630115, 8.3209934 50.1627953, 8.3209538 50.1627689, 8.3209241 50.1627334, 8.3208961 50.1626378, 8.3208966 50.1626056, 8.3209151 50.1625639, 8.3209558 50.1625016, 8.3211459 50.1622409, 8.3214168 50.1619397, 8.3214347 50.1619165, 8.3216174 50.1617181, 8.3216605 50.1616284, 8.3221801 50.1612582, 8.3229305 50.1607237, 8.3229786 50.1606959, 8.3230361 50.1606811, 8.3231121 50.1606782, 8.3231852 50.1606892)",,,,,,
24585225,False,Quarzweg,residential,,True,119.687,"LINESTRING (8.3225903 50.1635785, 8.3238947 50.164257)",,,,,,
24585052,False,Zur Steinritz,residential,30,False,173.44400000000002,"LINESTRING (8.3225903 50.1635785, 8.3226556 50.1634213, 8.3228485 50.1631552, 8.3230252 50.1629902, 8.323195 50.1628552, 8.3232982 50.1627992, 8.3234054 50.1627417, 8.3240754 50.1623913)",,,,,,
24585052,False,Zur Steinritz,residential,30,True,66.461,"LINESTRING (8.3225903 50.1635785, 8.322572 50.1637065, 8.3225741 50.1637897, 8.3225932 50.163902, 8.3226203 50.1639802, 8.322665 50.1640509, 8.3227479 50.1641547)",,,,,,
24585051,False,Am Schäfersberg,residential,30,True,152.55700000000002,"LINESTRING (8.3245268 50.1611941, 8.3241056 50.1614344, 8.3240207 50.1614829, 8.3232618 50.1619122, 8.32324 50.161922, 8.3231803 50.1619489, 8.3230775 50.1619706, 8.3229879 50.1619712, 8.3229089 50.1619598, 8.3228477 50.1619343)",,,,,,
24585052,False,Zur Steinritz,residential,30,True,145.08799999999997,"LINESTRING (8.3245268 50.1611941, 8.3245697 50.1612538, 8.3245987 50.1613225, 8.3246021 50.1614042, 8.3245946 50.1617457, 8.3245459 50.1619091, 8.3244856 50.1620245, 8.3244083 50.1621359, 8.3243023 50.1622423, 8.3241944 50.1623215, 8.3240754 50.1623913)",,,,,,
24585220,False,Rautenweg,residential,,False,31.748000000000005,"LINESTRING (8.3243295 50.1596789, 8.3243113 50.1596654, 8.3243025 50.1596485, 8.3243045 50.1596307, 8.3243169 50.1596147, 8.324338 50.159603, 8.3243644 50.1595974, 8.3243922 50.1595987, 8.3244171 50.1596066, 8.3244353 50.1596201, 8.3244441 50.159637, 8.3244422 50.1596548, 8.3244297 50.1596708, 8.3244087 50.1596825, 8.3243822 50.1596881, 8.3243545 50.1596869, 8.3243295 50.1596789)",,,,,,
24585220,False,Rautenweg,residential,,True,31.748000000000005,"LINESTRING (8.3243295 50.1596789, 8.3243545 50.1596869, 8.3243822 50.1596881, 8.3244087 50.1596825, 8.3244297 50.1596708, 8.3244422 50.1596548, 8.3244441 50.159637, 8.3244353 50.1596201, 8.3244171 50.1596066, 8.3243922 50.1595987, 8.3243644 50.1595974, 8.324338 50.159603, 8.3243169 50.1596147, 8.3243045 50.1596307, 8.3243025 50.1596485, 8.3243113 50.1596654, 8.3243295 50.1596789)",,,,,,
596041625,False,Rautenweg,residential,,False,68.545,"LINESTRING (8.3243295 50.1596789, 8.3238646 50.1600647, 8.3238049 50.160092, 8.3237456 50.1600985, 8.3236777 50.1600996)",,,,,,
109574424,False,Herrnackerweg,residential,,False,133.899,"LINESTRING (8.3229993 50.1596521, 8.3229366 50.1597065, 8.3224461 50.1600931, 8.3220216 50.1604368, 8.3218278 50.1605937)",,,,,,
24585051,False,Am Schäfersberg,residential,30,False,143.764,"LINESTRING (8.3231852 50.1606892, 8.3231169 50.160776, 8.3230565 50.1609063, 8.3229437 50.1612412, 8.3228839 50.1614188, 8.3227763 50.1617384, 8.3227677 50.1618115, 8.3227863 50.1618676, 8.3228099 50.1619015, 8.3228477 50.1619343)",,,,,,
24585051,False,Am Schäfersberg,residential,30,True,74.69,"LINESTRING (8.3231852 50.1606892, 8.3231977 50.1606756, 8.3233035 50.1605608, 8.3233234 50.1605396, 8.3235822 50.1602643, 8.3236352 50.1601966, 8.3236777 50.1600996)",,,,,,
24585223,False,Am Felsenkeller,residential,30,False,516.117,"LINESTRING (8.3231852 50.1606892, 8.3231121 50.1606782, 8.3230361 50.1606811, 8.3229786 50.1606959, 8.3229305 50.1607237, 8.3221801 50.1612582, 8.3216605 50.1616284, 8.3216174 50.1617181, 8.3214347 50.1619165, 8.3214168 50.1619397, 8.3211459 50.1622409, 8.3209558 50.1625016, 8.3209151 50.1625639, 8.3208966 50.1626056, 8.3208961 50.1626378, 8.3209241 50.1627334, 8.3209538 50.1627689, 8.3209934 50.1627953, 8.3214155 50.1630115, 8.3214631 50.1630442, 8.3215039 50.1631139, 8.3215666 50.163573, 8.3215837 50.1636174, 8.3215961 50.1636438, 8.3216214 50.1636667, 8.3221714 50.164021, 8.3223309 50.1641089, 8.3224114 50.1641408, 8.3225157 50.1641646, 8.3225998 50.1641696, 8.3226857 50.1641649, 8.3227479 50.1641547)",,,,,,
24585052,False,Zur Steinritz,residential,30,False,145.088,"LINESTRING (8.3240754 50.1623913, 8.3241944 50.1623215, 8.3243023 50.1622423, 8.3244083 50.1621359, 8.3244856 50.1620245, 8.3245459 50.1619091, 8.3245946 50.1617457, 8.3246021 50.1614042, 8.3245987 50.1613225, 8.3245697 50.1612538, 8.3245268 50.1611941)",,,,,,
24585052,False,Zur Steinritz,residential,30,True,173.444,"LINESTRING (8.3240754 50.1623913, 8.3234054 50.1627417, 8.3232982 50.1627992, 8.323195 50.1628552, 8.3230252 50.1629902, 8.3228485 50.1631552, 8.3226556 50.1634213, 8.3225903 50.1635785)",,,,,,
24585224,False,Basaltweg,residential,30,True,56.882000000000005,"LINESTRING (8.3240754 50.1623913, 8.3241569 50.1624557, 8.3241399 50.162533, 8.3239178 50.1626595, 8.3238417 50.1628121)",,,,,,
24585222,False,Zum Hammergrund,residential,,False,335.64500000000004,"LINESTRING (8.3218278 50.1605937, 8.3216182 50.1604724, 8.3214355 50.1603666, 8.3213355 50.1603262, 8.3211797 50.1603036, 8.3210198 50.1603008, 8.3208843 50.1603106, 8.3206153 50.1603727, 8.3203485 50.1604618, 8.319992 50.160615, 8.3195008 50.1608497, 8.3194596 50.1608694, 8.3188948 50.1612081, 8.3184285 50.1613875, 8.3183668 50.1614192, 8.3182284 50.1615785, 8.3181935 50.1616163, 8.3181833 50.1616279, 8.3180965 50.1617124)",,,,,,
109574424,False,Herrnackerweg,residential,,False,132.21900000000002,"LINESTRING (8.3218278 50.1605937, 8.3212931 50.1608881, 8.3208891 50.1611021, 8.3207367 50.1611828, 8.3204296 50.1613748)",,,,,,
109574424,False,Herrnackerweg,residential,,True,133.899,"LINESTRING (8.3218278 50.1605937, 8.3220216 50.1604368, 8.3224461 50.1600931, 8.3229366 50.1597065, 8.3229993 50.1596521)",,,,,,
136060370,False,Herrnackerweg,residential,,False,88.983,"LINESTRING (8.3218278 50.1605937, 8.3221317 50.1607344, 8.322191 50.160748, 8.3222277 50.1607507, 8.3222715 50.1607438, 8.3223101 50.1607259, 8.3227477 50.1603912)",,,,,,
