osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,access,junction
"[833274243, 10704718]",3,L 512,Bahnhofstraße,secondary,50,False,False,101.546,"LINESTRING (7.8824124 50.9016442, 7.882257 50.901536, 7.8821107 50.9014341, 7.8817492 50.9011937, 7.881432 50.9009722)",,,
"[24729554, 45785764, 306272078, 45785767]",3,,Fließenhardtstraße,residential,30,False,False,104.372,"LINESTRING (7.8824124 50.9016442, 7.8822735 50.9017419, 7.8821417 50.9018346, 7.8820417 50.9018991, 7.8819976 50.9019739, 7.8819726 50.9020164, 7.8819697 50.9020531, 7.8819635 50.9021304, 7.8820226 50.9022564, 7.8821024 50.9024264, 7.8821225 50.9024693)",yes,,
833274245,3,,Siegener Straße,tertiary,50,False,True,27.737,"LINESTRING (7.8824124 50.9016442, 7.8825339 50.9015812, 7.8826289 50.9015384, 7.8827499 50.9015315)",,,
25275435,,,Oststraße,residential,30,False,False,18.125,"LINESTRING (7.8784266 50.8988288, 7.8785769 50.8986962)",,,
"[84532890, 25331549, 84532902]",,,Zum Kurpark,residential,,False,False,40.732,"LINESTRING (7.8784266 50.8988288, 7.8782911 50.8989361, 7.8781867 50.8989764, 7.8780829 50.8990139, 7.8779741 50.8990477)",yes,,
30075835,,L 512,Bahnhofstraße,secondary,50,False,False,119.079,"LINESTRING (7.8784266 50.8988288, 7.8782192 50.898677, 7.8778419 50.8984103, 7.8776259 50.8982535, 7.8773192 50.8980172)",,,
162916787,,L 512,Bahnhofstraße,secondary,50,False,True,318.223,"LINESTRING (7.8784266 50.8988288, 7.8786542 50.8989999, 7.8788806 50.8991651, 7.87893 50.8992011, 7.8793041 50.8994738, 7.879631 50.8997171, 7.8799328 50.8999392, 7.8804264 50.9002693, 7.8811974 50.9008006, 7.881432 50.9009722)",,,
"[999274148, 10704894]",,L 562,Krottorfer Straße,secondary,50,False,False,179.406,"LINESTRING (7.8764647 50.8974219, 7.8762895 50.8974968, 7.8759981 50.8976087, 7.8758921 50.8976195, 7.8757994 50.8976138, 7.8757091 50.8975775, 7.875668 50.8975554, 7.8755881 50.8975123, 7.8748484 50.8970695, 7.874789 50.897034, 7.8746916 50.8970134, 7.8745839 50.8970112, 7.8744174 50.8970102, 7.874365 50.8970285)",,,
30075835,,L 512,Bahnhofstraße,secondary,50,False,True,89.363,"LINESTRING (7.8764647 50.8974219, 7.8768466 50.8976643, 7.8773192 50.8980172)",,,
"[680447035, 40761694]",,L 512,Bahnhofstraße,secondary,50,False,False,174.09700000000004,"LINESTRING (7.8764647 50.8974219, 7.8758921 50.8969927, 7.8756192 50.8967882, 7.8755788 50.8967572, 7.8755088 50.8967034, 7.8750987 50.8963884, 7.8750092 50.8963196, 7.8748665 50.8962242)",,,
25834453,,,Burgstraße,residential,30,False,False,18.399,"LINESTRING (7.874365 50.8970285, 7.8741478 50.8969357)",,,
680447034,,L 562,Krottorfer Straße,secondary,50,False,False,67.077,"LINESTRING (7.874365 50.8970285, 7.8742932 50.897077, 7.8742213 50.8971546, 7.8741273 50.897255, 7.8740749 50.8973029, 7.8740059 50.897366, 7.8738879 50.8974685, 7.8738041 50.8975127)",,,
"[999274148, 10704894]",,L 562,Krottorfer Straße,secondary,50,False,True,179.40599999999998,"LINESTRING (7.874365 50.8970285, 7.8744174 50.8970102, 7.8745839 50.8970112, 7.8746916 50.8970134, 7.874789 50.897034, 7.8748484 50.8970695, 7.8755881 50.8975123, 7.875668 50.8975554, 7.8757091 50.8975775, 7.8757994 50.8976138, 7.8758921 50.8976195, 7.8759981 50.8976087, 7.8762895 50.8974968, 7.8764647 50.8974219)",,,
160117907,,L 562,Krottorfer Straße,secondary,50,False,False,12.354,"LINESTRING (7.8738041 50.8975127, 7.8736637 50.8975798)",,,
28997898,,,Hinter der Kirche,residential,,False,False,198.76299999999998,"LINESTRING (7.8738041 50.8975127, 7.8736279 50.8973909, 7.8733919 50.8973369, 7.8727655 50.897347, 7.8725109 50.8973464, 7.8723598 50.8973366, 7.8721182 50.8972393, 7.8719873 50.8972006, 7.8718511 50.8971864, 7.8717382 50.8971864, 7.8713804 50.897224, 7.8711374 50.897235)",,destination,
680447034,,L 562,Krottorfer Straße,secondary,50,False,True,67.077,"LINESTRING (7.8738041 50.8975127, 7.8738879 50.8974685, 7.8740059 50.897366, 7.8740749 50.8973029, 7.8741273 50.897255, 7.8742213 50.8971546, 7.8742932 50.897077, 7.874365 50.8970285)",,,
833274245,3,,Siegener Straße,tertiary,50,False,False,27.737000000000002,"LINESTRING (7.8827499 50.9015315, 7.8826289 50.9015384, 7.8825339 50.9015812, 7.8824124 50.9016442)",,,
25275432,,,Nordstraße,residential,30,False,False,184.269,"LINESTRING (7.8714339 50.9025338, 7.871862 50.9019276, 7.8722098 50.9013481, 7.8724041 50.9009948)",,,
230762384,1,,Kölner Straße,residential,20,True,False,23.003,"LINESTRING (7.8732118 50.8987456, 7.8728903 50.8987046)",,,
25275432,,,Nordstraße,residential,30,False,True,257.997,"LINESTRING (7.8732118 50.8987456, 7.8731298 50.898903, 7.873032 50.8991095, 7.8727676 50.8995043, 7.8726807 50.8997289, 7.8725886 50.9000721, 7.8725611 50.9001744, 7.8724851 50.9004896, 7.8724734 50.9005776, 7.8724235 50.9009532, 7.8724041 50.9009948)",,,
230762384,1,,Kölner Straße,residential,20,True,False,21.085,"LINESTRING (7.8739311 50.8989537, 7.8736738 50.8988556)",,,
680624562,,,Kölner Straße,residential,20,False,False,8.845,"LINESTRING (7.8739311 50.8989537, 7.8740371 50.8989968)",,,
25275434,1,,Poststraße,living_street,,True,False,98.90899999999999,"LINESTRING (7.8739311 50.8989537, 7.8741176 50.8987183, 7.8742857 50.8985605, 7.8745046 50.8983828, 7.8746981 50.8982104)",,,
28114343,,,Oranienstraße,living_street,,False,False,20.933,"LINESTRING (7.8746981 50.8982104, 7.8744393 50.8981166)",,,
"[25331487, 28114343]",,,Oranienstraße,"['living_street', 'residential']",20,False,"[False, True]",131.97299999999998,"LINESTRING (7.8746981 50.8982104, 7.8748756 50.8982665, 7.8749729 50.8982806, 7.8750851 50.8982728, 7.875221 50.8982535, 7.8753266 50.898233, 7.8754601 50.8982157, 7.8755929 50.8982112, 7.8756366 50.8982133, 7.8757371 50.898218, 7.8759682 50.8982405, 7.8760629 50.8982529, 7.8763921 50.8982993, 7.8765253 50.8983244)",,,
25275435,,,Oststraße,residential,30,False,True,18.125,"LINESTRING (7.8785769 50.8986962, 7.8784266 50.8988288)",,,
