osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,junction,bridge
773649319,Rue Napoléon Ier,tertiary,False,True,6.646,"LINESTRING (7.052668 48.7363569, 7.0526594 48.7362974)",,,,,
38077431,Rue de la Gare,residential,True,False,66.463,"LINESTRING (7.052668 48.7363569, 7.0526785 48.7364372, 7.052698 48.736885, 7.0527 48.7369311, 7.052701 48.7369541)",,,,,
"[773649325, 855949503]",Avenue Poincaré,tertiary,True,False,81.16999999999999,"LINESTRING (7.052668 48.7363569, 7.0525122 48.7363647, 7.0520619 48.7363743, 7.0519479 48.736377, 7.0518319 48.7363694, 7.0515628 48.7363776)",2,D 96H,50,,
38077453,Rue de la Marne,tertiary,False,True,72.019,"LINESTRING (7.0525806 48.734795, 7.0524332 48.7345153, 7.0523717 48.7343561, 7.0523113 48.7341731)",,,,,
38077455,Rue Napoléon Ier,tertiary,False,False,42.35,"LINESTRING (7.0525806 48.734795, 7.0526869 48.7349968, 7.0526964 48.7350362, 7.0526991 48.7350473, 7.0526889 48.7351632)",2,,,,
38077442,Rue du Président Robert Schuman,residential,False,False,139.427,"LINESTRING (7.0563544 48.7344463, 7.0582454 48.734317)",,,,,
243274193,Grand Rue,residential,True,False,18.537,"LINESTRING (7.0563544 48.7344463, 7.0561752 48.7344488, 7.0561017 48.7344498)",,,,,
38077431,Rue de la Gare,residential,True,False,8.852,"LINESTRING (7.0527421 48.7377513, 7.0527509 48.7378307)",,,,,
38077451,Place de la Gare,tertiary,True,False,28.134,"LINESTRING (7.0527421 48.7377513, 7.0528515 48.7377627, 7.0529062 48.7377733, 7.0529994 48.7378004, 7.0530965 48.7378398)",,,,,
38077436,Rue Erckmann-Chatrian,residential,False,True,9.895,"LINESTRING (7.0533973 48.7381372, 7.0532706 48.7381678)",2,,,,
38077436,Rue Erckmann-Chatrian,residential,False,False,66.181,"LINESTRING (7.0533973 48.7381372, 7.0535052 48.7381145, 7.0542639 48.7379712)",2,,,,
"[289206448, 38077451]","['Rue Albert Schweitzer', 'Place de la Gare']",tertiary,True,False,40.632,"LINESTRING (7.0533973 48.7381372, 7.0534385 48.738276, 7.0534539 48.7383143, 7.0534747 48.7383411, 7.0535102 48.738377, 7.0536149 48.7384644)",1,,,,
38077441,Rue du Maréchal Foch,residential,True,False,15.14,"LINESTRING (7.0564028 48.734862, 7.0563996 48.7348174, 7.056393 48.734726)",2,,30,,
38077436,Rue Erckmann-Chatrian,residential,False,True,81.259,"LINESTRING (7.0574738 48.737309, 7.0572485 48.7373626, 7.0565787 48.7375181, 7.0564278 48.73755)",2,,,,
44639451,Rue Gambetta,secondary,False,False,68.46,"LINESTRING (7.0574738 48.737309, 7.0575491 48.7374931, 7.0576745 48.7378015, 7.0577105 48.7379045)",,D 43,,,
44639451,Rue Gambetta,secondary,False,True,83.12500000000001,"LINESTRING (7.0574738 48.737309, 7.0573697 48.7371293, 7.0573299 48.7370656, 7.0571082 48.7366981, 7.0570811 48.7366587, 7.0570625 48.7366128)",,D 43,,,
