osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,bridge,tunnel,width,junction
4717673,True,1,Stegemannstraße,residential,50,False,148.629,"LINESTRING (7.5924018 50.356602, 7.5932126 50.356451, 7.5932733 50.3564396, 7.5933491 50.3564241, 7.5937874 50.3563419, 7.5942545 50.3562548, 7.5943017 50.3562461, 7.594412 50.3562255)",,,,,
"[4745795, 4760196]",True,1,"['Schloßstraße', 'Löhrrondell']",residential,"['50', '20']",False,206.733,"LINESTRING (7.5924018 50.356602, 7.5924237 50.3566472, 7.5926645 50.3571333, 7.5941711 50.3568864, 7.5946424 50.3568124)",,,,,
25885700,True,3,Bahnhofstraße,residential,50,False,26.393,"LINESTRING (7.5919602 50.3557488, 7.5920768 50.3559742)",,,,,
311886512,True,2,Friedrich-Ebert-Ring,primary,50,False,20.716,"LINESTRING (7.5919602 50.3557488, 7.5920393 50.3557198, 7.5922134 50.355656)",B 49,,,,
"[10637160, 312304176]",True,"['2', '3']",,trunk,50,False,204.681,"LINESTRING (7.5886842 50.357455, 7.5887197 50.357317, 7.588768 50.357128, 7.5887881 50.3570192, 7.588799 50.356919, 7.5887959 50.356815, 7.588788 50.356753, 7.588775 50.3566869, 7.5887441 50.3565905, 7.5887055 50.356505, 7.5886838 50.356463, 7.5886529 50.3564124, 7.5885688 50.3562964, 7.5884148 50.3561308, 7.5882336 50.3559527, 7.5881287 50.3558474, 7.5880355 50.3557395)",B 9,,,,
"[25655027, 25818542, 25818543]",True,2,Moselring,trunk,50,False,108.513,"LINESTRING (7.5886842 50.357455, 7.5887592 50.3573478, 7.588879 50.3571911, 7.5889525 50.3570925, 7.5890049 50.3570343, 7.5890698 50.3569696, 7.589145 50.3569075, 7.5892503 50.3568455, 7.5893427 50.3567937, 7.5895773 50.356689)",B 49,yes,,,
25885701,True,1,Bahnhofstraße,residential,50,False,73.519,"LINESTRING (7.5920768 50.3559742, 7.5921277 50.3560672, 7.5924018 50.356602)",,,,,
45347451,True,4,Friedrich-Ebert-Ring,primary,50,False,70.005,"LINESTRING (7.5920768 50.3559742, 7.5914382 50.356199, 7.5914079 50.3562097, 7.5912089 50.3562736)",B 49,,,,
34883171,True,3,Moselring,trunk,50,False,91.093,"LINESTRING (7.5906862 50.3564307, 7.5904851 50.3564959, 7.5902326 50.3565817, 7.5897834 50.3567477, 7.5895717 50.3568364)",B 49,,,,
40221651,True,2,Löhrstraße,residential,50,False,29.413,"LINESTRING (7.5898496 50.3543277, 7.5897773 50.3542337, 7.58967 50.3540893)",,,,,
