osmid,name,highway,maxspeed,oneway,reversed,length,geometry,access,lanes,ref,bridge
252860690,Christine-Koch-Weg,residential,30,False,False,62.608,"LINESTRING (8.3969004 51.3598477, 8.3969437 51.3598101, 8.396992 51.3597561, 8.3972663 51.3593347)",,,,
10158071,Hermann-Löns-Straße,residential,30,False,False,52.13,"LINESTRING (8.3972663 51.3593347, 8.3974224 51.3593571, 8.3975632 51.3593723, 8.3977142 51.3593777, 8.3978013 51.3593755, 8.3978938 51.3593701, 8.3980092 51.3593606)",,,,
10158071,Hermann-Löns-Straße,residential,30,False,True,52.915000000000006,"LINESTRING (8.3972663 51.3593347, 8.3971006 51.3593052, 8.3969518 51.3592643, 8.3965744 51.3591393)",,,,
252860690,Christine-Koch-Weg,residential,30,False,True,62.608,"LINESTRING (8.3972663 51.3593347, 8.396992 51.3597561, 8.3969437 51.3598101, 8.3969004 51.3598477)",,,,
10158036,Friedrich-Wilhelm-Weber-Weg,residential,30,False,True,63.708,"LINESTRING (8.3961731 51.3596513, 8.3962154 51.3596226, 8.3962667 51.3595789, 8.3965744 51.3591393)",,,,
10158140,Wilhelm-Busch-Weg,residential,30,False,False,87.55,"LINESTRING (8.3988389 51.3601162, 8.3988886 51.359936, 8.3988916 51.3598939, 8.3988839 51.3598689, 8.3988681 51.3598533, 8.398844 51.3598404, 8.3988118 51.3598261, 8.3987375 51.3598089, 8.3980688 51.3597326)",,,,
10158140,Wilhelm-Busch-Weg,residential,30,False,True,87.55000000000001,"LINESTRING (8.3980688 51.3597326, 8.3987375 51.3598089, 8.3988118 51.3598261, 8.398844 51.3598404, 8.3988681 51.3598533, 8.3988839 51.3598689, 8.3988916 51.3598939, 8.3988886 51.359936, 8.3988389 51.3601162)",,,,
27056759,Antoniusstraße,residential,30,False,False,95.82,"LINESTRING (8.3980688 51.3597326, 8.3980192 51.3601481, 8.3979542 51.360434, 8.3978883 51.3605848)",,,,
27056759,Antoniusstraße,residential,30,False,True,41.964,"LINESTRING (8.3980688 51.3597326, 8.3980742 51.3596427, 8.3980715 51.3595589, 8.3980604 51.3594685, 8.3980463 51.3594222, 8.3980092 51.3593606)",,,,
10158054,Im Wiebusch,residential,30,False,True,250.38299999999998,"LINESTRING (8.3978883 51.3605848, 8.3961905 51.360259, 8.3953402 51.3600742, 8.3951853 51.3600378, 8.39447 51.35987)",,,,
27056759,Antoniusstraße,residential,30,False,True,95.82,"LINESTRING (8.3978883 51.3605848, 8.3979542 51.360434, 8.3980192 51.3601481, 8.3980688 51.3597326)",,,,
"[1081217089, 1081217090, 171661014]",Antoniusstraße,residential,,True,False,99.25800000000002,"LINESTRING (8.3978883 51.3605848, 8.397677 51.3610533, 8.3976605 51.3611006, 8.3976513 51.3611449, 8.3976524 51.3611659, 8.3976625 51.3612011, 8.3976781 51.3612296, 8.397694 51.3612446, 8.3977204 51.3612569, 8.3977597 51.3612668, 8.3977983 51.361277, 8.3978295 51.3612861, 8.3978523 51.3612957, 8.3978691 51.3613099, 8.3978861 51.361326, 8.3979032 51.3613842)",destination,,,
10158092,Annette-von-Droste-Hülshoff-Weg,residential,30,False,False,60.742,"LINESTRING (8.3948369 51.3591915, 8.39564 51.3594081)",,,,
10158127,Grimmestraße,residential,30,False,False,67.436,"LINESTRING (8.3948369 51.3591915, 8.3951212 51.3586116)",,,,
10158127,Grimmestraße,residential,30,False,True,79.631,"LINESTRING (8.3948369 51.3591915, 8.39447 51.35987)",,,,
10158127,Grimmestraße,residential,30,False,False,79.631,"LINESTRING (8.39447 51.35987, 8.3948369 51.3591915)",,,,
10158054,Im Wiebusch,residential,30,False,False,250.38299999999998,"LINESTRING (8.39447 51.35987, 8.3951853 51.3600378, 8.3953402 51.3600742, 8.3961905 51.360259, 8.3978883 51.3605848)",,,,
10158127,Grimmestraße,residential,30,False,True,99.546,"LINESTRING (8.39447 51.35987, 8.394277 51.360262, 8.3941085 51.3606041, 8.3940486 51.3607257)",,,,
10158127,Grimmestraße,residential,30,False,False,99.54599999999999,"LINESTRING (8.3940486 51.3607257, 8.3941085 51.3606041, 8.394277 51.360262, 8.39447 51.35987)",,,,
"[1202235648, 554741639]",Bundesstraße,secondary,50,False,False,181.565,"LINESTRING (8.3940486 51.3607257, 8.3947261 51.3609091, 8.394924 51.3609598, 8.3956224 51.3611365, 8.3960098 51.3612259, 8.3964733 51.3613364)",,"['2', '3']",L 743,
10158071,Hermann-Löns-Straße,residential,30,False,True,116.724,"LINESTRING (8.3965744 51.3591393, 8.3951212 51.3586116)",,,,
10158036,Friedrich-Wilhelm-Weber-Weg,residential,30,False,False,63.708,"LINESTRING (8.3965744 51.3591393, 8.3962667 51.3595789, 8.3962154 51.3596226, 8.3961731 51.3596513)",,,,
10158071,Hermann-Löns-Straße,residential,30,False,False,52.915,"LINESTRING (8.3965744 51.3591393, 8.3969518 51.3592643, 8.3971006 51.3593052, 8.3972663 51.3593347)",,,,
44721441,Kapellenstraße,residential,,False,False,193.50600000000003,"LINESTRING (8.3951844 51.3573889, 8.3952401 51.3573878, 8.3952904 51.3573861, 8.3953668 51.3573851, 8.3954151 51.3573873, 8.3954942 51.3573924, 8.3956173 51.3574025, 8.3957742 51.3574184, 8.3959271 51.357436, 8.3961149 51.3574655, 8.3963321 51.3575105, 8.396548 51.3575574, 8.3966929 51.3575851, 8.3968393 51.3576147, 8.3969919 51.3576412, 8.397126 51.3576613, 8.3972779 51.3576763, 8.3974479 51.3576906, 8.3976021 51.3577006, 8.3977339 51.3577044, 8.3979065 51.357707)",,,,
136135838,Grimmestraße,residential,30,False,True,79.28099999999999,"LINESTRING (8.3951844 51.3573889, 8.3953296 51.3576504, 8.3954311 51.3578366, 8.3954419 51.3578748, 8.3954466 51.3579049, 8.395445 51.357941, 8.3954363 51.3579711, 8.395389 51.3580706)",,,,
10158071,Hermann-Löns-Straße,residential,30,False,False,116.724,"LINESTRING (8.3951212 51.3586116, 8.3965744 51.3591393)",,,,
10158127,Grimmestraße,residential,30,False,True,67.436,"LINESTRING (8.3951212 51.3586116, 8.3948369 51.3591915)",,,,
136135838,Grimmestraße,residential,30,False,False,62.965,"LINESTRING (8.3951212 51.3586116, 8.395389 51.3580706)",,,,
10158092,Annette-von-Droste-Hülshoff-Weg,residential,30,False,True,60.742,"LINESTRING (8.39564 51.3594081, 8.3948369 51.3591915)",,,,
"[10158144, 750306889, 138242616]",Ruhrstraße,residential,,False,False,37.425,"LINESTRING (8.3964733 51.3613364, 8.3964298 51.3614017, 8.3964069 51.361436, 8.3963654 51.3614937, 8.3963267 51.361548, 8.3962773 51.361607, 8.3962577 51.3616198, 8.3962278 51.3616309)",,,,
"[621681273, 1202235882, 29492756, 50561183]",Bundesstraße,secondary,50,False,False,100.52799999999999,"LINESTRING (8.3964733 51.3613364, 8.396709 51.3613808, 8.396853 51.3613997, 8.3969841 51.3614114, 8.3971345 51.3614175, 8.3973155 51.3614162, 8.3975903 51.3614084, 8.3977877 51.3613942, 8.3979032 51.3613842)",,"['4', '2']",L 743,
"[1202235648, 554741639]",Bundesstraße,secondary,50,False,True,181.56500000000003,"LINESTRING (8.3964733 51.3613364, 8.3960098 51.3612259, 8.3956224 51.3611365, 8.394924 51.3609598, 8.3947261 51.3609091, 8.3940486 51.3607257)",,"['2', '3']",L 743,
"[10158123, 1162415951]",Heringhauser Straße,secondary,"['50', '70']",False,False,353.178,"LINESTRING (8.3994149 51.3612512, 8.399434 51.3611343, 8.399537 51.360687, 8.3996125 51.3602808, 8.3996568 51.3600105, 8.3997279 51.3597216, 8.3997639 51.3596226, 8.3998821 51.3593233, 8.4000349 51.358974, 8.4003266 51.3583559, 8.4004044 51.3582125, 8.4004444 51.3581512)",,2,L 776,
"[1202236068, 1204929127, 750306891, 27056765, 27056767]",Bundesstraße,secondary,50,False,False,171.71099999999998,"LINESTRING (8.3994149 51.3612512, 8.3995329 51.3612578, 8.3996892 51.3612686, 8.399742 51.3612735, 8.400021 51.3613117, 8.4001562 51.3613347, 8.4004308 51.3614, 8.4006395 51.3614636, 8.4008947 51.3615415, 8.4011351 51.3616286, 8.4014881 51.3617478, 8.4016888 51.3618165)",,"['2', '3']",L 743,yes
"[252940104, 127292401, 1202235952, 1081217094]",Bundesstraße,secondary,50,False,True,106.25999999999999,"LINESTRING (8.3994149 51.3612512, 8.3991807 51.3612513, 8.3990532 51.3612547, 8.3989172 51.3612675, 8.3983959 51.3613275, 8.3979032 51.3613842)",,"['2', '3']",L 743,
"[1202236068, 1204929127, 750306891, 27056765, 27056767]",Bundesstraße,secondary,50,False,True,171.71099999999996,"LINESTRING (8.4016888 51.3618165, 8.4014881 51.3617478, 8.4011351 51.3616286, 8.4008947 51.3615415, 8.4006395 51.3614636, 8.4004308 51.3614, 8.4001562 51.3613347, 8.400021 51.3613117, 8.399742 51.3612735, 8.3996892 51.3612686, 8.3995329 51.3612578, 8.3994149 51.3612512)",,"['2', '3']",L 743,yes
27546813,Am Bähnchen,residential,,False,False,128.76600000000002,"LINESTRING (8.4016888 51.3618165, 8.4017878 51.3616898, 8.4018516 51.3615836, 8.4018842 51.3614952, 8.4019221 51.3612785, 8.4019564 51.3610694, 8.4020335 51.3606877)",,2,,
