osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,bridge,access,width
"[203007537, 146790098]",True,1,K 5115,Tscheulinstraße,tertiary,50,False,30.450000000000003,"LINESTRING (7.8126054 48.1296486, 7.8124599 48.1296499, 7.8123412 48.1296549, 7.8121955 48.1296507)",,,,
766130157,True,1,L 114,Emmendinger Straße,secondary,,False,11.097,"LINESTRING (7.8126054 48.1296486, 7.8125888 48.1296172, 7.8125867 48.129584, 7.8125992 48.1295518)",roundabout,,,
202524218,True,1,,Emmendinger Straße,tertiary,,False,30.389000000000003,"LINESTRING (7.8129071 48.1295462, 7.8130388 48.129566, 7.8130868 48.1295723, 7.8131929 48.1295796, 7.8133117 48.1295826)",,,,
202663631,True,1,L 114,Emmendinger Straße,secondary,,False,10.724,"LINESTRING (7.8129071 48.1295462, 7.8129194 48.1295689, 7.8129242 48.1295928, 7.8129213 48.1296168, 7.8129109 48.1296399)",roundabout,,,
"[203005393, 202524220, 146791221]",True,1,L 114,Emmendinger Straße,secondary,,False,31.62,"LINESTRING (7.8126568 48.1295039, 7.8126445 48.1294, 7.8126244 48.1293464, 7.8125865 48.1292241)",,yes,,
766130156,True,1,,Emmendinger Straße,secondary,,False,11.381,"LINESTRING (7.8126568 48.1295039, 7.8127277 48.1294844, 7.8128042 48.1294878)",roundabout,,,
257007892,False,2,L 114,Emmendinger Straße,secondary,30,False,7.17,"LINESTRING (7.8113708 48.1276999, 7.8112878 48.1276669)",,,,
158250891,False,3,L 114,Emmendinger Straße,secondary,30,True,48.916,"LINESTRING (7.8113708 48.1276999, 7.8114302 48.1277371, 7.8114993 48.1277996, 7.8116667 48.1279677, 7.8117542 48.1280562)",,,,
"[257007893, 186531398]",False,"['2', '3']",,Friedrich-Meyer-Straße,residential,30,True,87.237,"LINESTRING (7.8113708 48.1276999, 7.8114448 48.1276665, 7.8117841 48.1275462, 7.8118725 48.1275119, 7.8121944 48.1273792, 7.8123833 48.1273023)",,,,
24225353,True,,,Grünlestraße,residential,30,False,102.041,"LINESTRING (7.8112878 48.1276669, 7.8100923 48.1281201)",,,,
257007892,False,2,L 114,Emmendinger Straße,secondary,30,True,7.17,"LINESTRING (7.8112878 48.1276669, 7.8113708 48.1276999)",,,,
