osmid,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,ref,bridge,lanes,junction,access
29427954,,secondary,50,True,False,13.849,"LINESTRING (12.5060123 48.3622406, 12.5059764 48.3622572, 12.5059343 48.3622648, 12.5058907 48.3622627, 12.5058398 48.3622466)",,,,1,roundabout,
"[282336469, 160500195, 160500197]",Hörberinger Straße,secondary,50,False,True,193.384,"LINESTRING (12.5060123 48.3622406, 12.506096 48.3623104, 12.5061705 48.3624014, 12.5063887 48.3627275, 12.5065087 48.3628711, 12.5066244 48.3629856, 12.506751 48.3630755, 12.5068689 48.3631553, 12.5070282 48.3632408, 12.5072043 48.3633124, 12.5074057 48.3633879, 12.5075891 48.3634395, 12.5077223 48.3634685)",,St 2086,yes,2,,
29427954,,secondary,50,True,False,13.259999999999998,"LINESTRING (12.5058398 48.3622466, 12.5058164 48.3622287, 12.5057967 48.3621997, 12.5057943 48.3621679, 12.5058097 48.3621377)",,,,1,roundabout,
40427093,Landshuter Straße,secondary,50,False,True,111.266,"LINESTRING (12.5058398 48.3622466, 12.5057948 48.3622773, 12.5057553 48.3623099, 12.5057097 48.3623584, 12.5056466 48.3624311, 12.5055521 48.362554, 12.5054803 48.3626427, 12.5054019 48.362726, 12.5053301 48.3627852, 12.5052591 48.3628458, 12.5051209 48.362926, 12.5049309 48.3630293)",,,,,,
60178228,Hörberinger Straße,secondary,50,False,True,258.13,"LINESTRING (12.5077223 48.3634685, 12.5079442 48.3634945, 12.5082221 48.3635106, 12.5084731 48.363512, 12.5086826 48.3634946, 12.508962 48.3634482, 12.5097586 48.3632916, 12.5098918 48.3632597, 12.5104985 48.3631132, 12.5110747 48.3629581)",,St 2086,,2,,
"[60169352, 160500228, 87747253, 160500220]","['Adlsteiner Straße', 'Elsenbacher Straße']",residential,,False,True,486.05,"LINESTRING (12.5077223 48.3634685, 12.5077069 48.3633117, 12.5076715 48.3631783, 12.507645 48.3629037, 12.5076229 48.3626742, 12.5076506 48.3624085, 12.5076868 48.3623632, 12.5077743 48.3623486, 12.5080734 48.3623503, 12.5084081 48.3623146, 12.508586 48.3622873, 12.5087871 48.3622565, 12.5090904 48.3621854, 12.5092023 48.3621411, 12.5092391 48.3621145, 12.5092816 48.3620837, 12.5094184 48.3618451, 12.5095146 48.3616506, 12.5095435 48.3616007, 12.5095815 48.3615514, 12.5096394 48.3615034, 12.5096991 48.3614613, 12.5097398 48.3614379, 12.5097877 48.3614138, 12.5098547 48.3614, 12.5099397 48.3613904, 12.5100356 48.3613868, 12.5104037 48.3613802, 12.510628 48.3613718, 12.5107239 48.361365, 12.5109378 48.3613497, 12.5113149 48.3613205, 12.5114163 48.3613082, 12.5114818 48.3612923, 12.511573 48.3612568, 12.5116486 48.3612212, 12.511692 48.3611881, 12.5117336 48.3611349)",,,yes,,,
"[160500197, 160500195, 282336469]",Hörberinger Straße,secondary,50,False,False,193.38400000000001,"LINESTRING (12.5077223 48.3634685, 12.5075891 48.3634395, 12.5074057 48.3633879, 12.5072043 48.3633124, 12.5070282 48.3632408, 12.5068689 48.3631553, 12.506751 48.3630755, 12.5066244 48.3629856, 12.5065087 48.3628711, 12.5063887 48.3627275, 12.5061705 48.3624014, 12.506096 48.3623104, 12.5060123 48.3622406)",,St 2086,yes,2,,
32885625,Johannesplatz,residential,,True,False,53.594,"LINESTRING (12.5087778 48.3602061, 12.5088571 48.3602299, 12.5094532 48.3603817)",,,,,,
"[105578404, 541164277, 541164278, 159042907, 60230431]","['Stadtplatz', 'Am Unteren Tor']",tertiary,"['50', '30']",False,False,74.49799999999999,"LINESTRING (12.5087778 48.3602061, 12.5088316 48.360149, 12.5089238 48.360053, 12.509031 48.3599493, 12.5090407 48.359941, 12.50907 48.359916, 12.5091043 48.3598918, 12.5092373 48.359814, 12.5094609 48.3597319)",building_passage,B 299,,,,
105578404,Stadtplatz,tertiary,30,False,True,32.826,"LINESTRING (12.5087778 48.3602061, 12.5086904 48.3603331, 12.5086018 48.3604771)",,,,,,
60169404,Johannesplatz,residential,,True,False,83.93700000000001,"LINESTRING (12.5094532 48.3603817, 12.5093047 48.3606173, 12.5092214 48.3606351, 12.5087653 48.360527, 12.5086018 48.3604771)",,,,,,
60172978,Johannesstraße,residential,,False,False,192.41799999999998,"LINESTRING (12.5094532 48.3603817, 12.5098166 48.3604599, 12.5098813 48.3604841, 12.509933 48.3605083, 12.5099801 48.3605333, 12.5100189 48.3605662, 12.5100506 48.3606029, 12.5100929 48.3606686, 12.5101195 48.360688, 12.5101576 48.3607066, 12.5102236 48.3607302, 12.5103657 48.3607723, 12.5105547 48.3608229, 12.5107967 48.36089, 12.5110179 48.360946, 12.5114646 48.3610556, 12.5116029 48.3610961, 12.5117336 48.3611349)",,,,,,
60178228,Hörberinger Straße,secondary,50,False,False,236.67399999999998,"LINESTRING (12.5141031 48.3623461, 12.5140059 48.362367, 12.5139109 48.3624039, 12.5138442 48.3624261, 12.5137369 48.3624704, 12.5134692 48.362559, 12.5133358 48.362592, 12.5132537 48.36261, 12.5131635 48.3626191, 12.5130442 48.3626334, 12.5128885 48.3626492, 12.51278 48.3626583, 12.5126135 48.3626651, 12.5123646 48.3626767, 12.5121071 48.362697, 12.5120402 48.3627062, 12.511986 48.3627136, 12.5118626 48.3627376, 12.5117297 48.3627705, 12.5115985 48.3628029, 12.5110747 48.3629581)",,St 2086,,2,,
60178228,Hörberinger Straße,secondary,50,False,True,59.869,"LINESTRING (12.5141031 48.3623461, 12.5141965 48.362329, 12.5142875 48.36232, 12.5143882 48.3623239, 12.5145363 48.3623476, 12.5147502 48.3624012, 12.5148734 48.3624449)",,St 2086,,2,,
"[60172978, 160500199, 160500207]",Johannesstraße,residential,,False,True,230.90999999999997,"LINESTRING (12.5141031 48.3623461, 12.5140421 48.3622461, 12.5138982 48.3620352, 12.5138228 48.3619516, 12.5137361 48.3618736, 12.5135839 48.3617815, 12.5134221 48.3616837, 12.5131969 48.3615636, 12.5129492 48.3614589, 12.5125887 48.3613271, 12.5123484 48.3612612, 12.5117336 48.3611349)",,,yes,,,
40427094,Altöttinger Straße,tertiary,50,False,False,167.282,"LINESTRING (12.5108162 48.3594247, 12.5108651 48.3593659, 12.5110077 48.3591327, 12.5111675 48.358908, 12.5112229 48.3588377, 12.5113631 48.3587171, 12.5114619 48.3586543, 12.5115332 48.3585999, 12.511627 48.3585218, 12.5117353 48.3584042, 12.5117762 48.358334, 12.5118356 48.3582235, 12.511881 48.3581158)",,,,,,
184396668,Altöttinger Straße,tertiary,50,False,True,32.299,"LINESTRING (12.5108162 48.3594247, 12.5107515 48.3594755, 12.5107 48.3595045, 12.5106445 48.359522, 12.5105349 48.3595413, 12.5104415 48.3595516)",,,,,,
184399017,Birkenstraße,unclassified,,False,True,39.011,"LINESTRING (12.5029396 48.3580806, 12.5025026 48.3578837)",,,,,,
"[545610633, 60169394, 184396669, 233231218]",Kellerstraße,residential,,False,False,453.66500000000013,"LINESTRING (12.5029396 48.3580806, 12.5033259 48.3575928, 12.5033567 48.3575542, 12.503527 48.3573353, 12.5039837 48.3567392, 12.5040159 48.356708, 12.5040735 48.3566991, 12.5041513 48.3567035, 12.5042573 48.3567285, 12.5044169 48.3567704, 12.5044899 48.3567906, 12.5047188 48.3568447, 12.504781 48.3568556, 12.5048438 48.356862, 12.504893 48.3568627, 12.5049416 48.3568624, 12.504984 48.3568563, 12.5050321 48.3568454, 12.5050773 48.3568315, 12.5051225 48.3568131, 12.5051593 48.356794, 12.5051938 48.3567699, 12.5052331 48.3567339, 12.5054584 48.3564855, 12.5054912 48.3564502, 12.5055285 48.3564167, 12.505576 48.3563878, 12.505636 48.3563622, 12.5056841 48.3563506, 12.5057383 48.3563419, 12.5057853 48.3563408, 12.5058316 48.3563461, 12.5058735 48.3563562, 12.5059148 48.3563731, 12.5059707 48.3564013, 12.5061999 48.3565326, 12.5063183 48.3566049, 12.5064547 48.3566662, 12.5067658 48.3567767, 12.5071647 48.3568971)",,,yes,,,
184399017,Birkenstraße,unclassified,,False,False,94.274,"LINESTRING (12.5029396 48.3580806, 12.5029884 48.3581017, 12.5034803 48.3583144, 12.5036219 48.3583596, 12.504049 48.3584958)",,,,,,
60169393,Dr.-Hauner-Straße,residential,,False,True,153.064,"LINESTRING (12.504049 48.3584958, 12.5035518 48.3598321)",,,,,,
184399017,Birkenstraße,unclassified,,False,False,78.625,"LINESTRING (12.504049 48.3584958, 12.50502 48.3587851)",,,,,,
184399017,Birkenstraße,unclassified,,False,True,94.274,"LINESTRING (12.504049 48.3584958, 12.5036219 48.3583596, 12.5034803 48.3583144, 12.5029884 48.3581017, 12.5029396 48.3580806)",,,,,,
60169390,Kellerstraße,residential,30,False,False,234.73700000000002,"LINESTRING (12.5071647 48.3568971, 12.5074566 48.3569783, 12.5077585 48.3570468, 12.5082541 48.3571302, 12.5086211 48.3571933, 12.5090094 48.3572601, 12.5092229 48.3573077, 12.5095342 48.357402, 12.5101346 48.357618)",,,,,,
"[60169394, 545610633, 233231218, 184396669]",Kellerstraße,residential,,False,True,453.6650000000001,"LINESTRING (12.5071647 48.3568971, 12.5067658 48.3567767, 12.5064547 48.3566662, 12.5063183 48.3566049, 12.5061999 48.3565326, 12.5059707 48.3564013, 12.5059148 48.3563731, 12.5058735 48.3563562, 12.5058316 48.3563461, 12.5057853 48.3563408, 12.5057383 48.3563419, 12.5056841 48.3563506, 12.505636 48.3563622, 12.505576 48.3563878, 12.5055285 48.3564167, 12.5054912 48.3564502, 12.5054584 48.3564855, 12.5052331 48.3567339, 12.5051938 48.3567699, 12.5051593 48.356794, 12.5051225 48.3568131, 12.5050773 48.3568315, 12.5050321 48.3568454, 12.504984 48.3568563, 12.5049416 48.3568624, 12.504893 48.3568627, 12.5048438 48.356862, 12.504781 48.3568556, 12.5047188 48.3568447, 12.5044899 48.3567906, 12.5044169 48.3567704, 12.5042573 48.3567285, 12.5041513 48.3567035, 12.5040735 48.3566991, 12.5040159 48.356708, 12.5039837 48.3567392, 12.503527 48.3573353, 12.5033567 48.3575542, 12.5033259 48.3575928, 12.5029396 48.3580806)",,,yes,,,
233231221,Kellerweg,residential,30,False,False,259.729,"LINESTRING (12.5071647 48.3568971, 12.5071357 48.3572171, 12.5071343 48.3573086, 12.5071454 48.3573526, 12.507166 48.3573809, 12.5072115 48.3574047, 12.5072831 48.3574258, 12.5079057 48.3575632, 12.5084558 48.3576692, 12.5091761 48.3578303, 12.5095961 48.35793, 12.5097862 48.3579886)",,,,,,
60169392,Peter-Hans-Straße,residential,,False,False,56.471,"LINESTRING (12.5058783 48.3590062, 12.505644 48.3594896)",,,,,,
184399017,Birkenstraße,unclassified,,False,True,68.014,"LINESTRING (12.5058783 48.3590062, 12.50502 48.3587851)",,,,,,
114656035,Birkenstraße,unclassified,,False,False,145.93,"LINESTRING (12.5058783 48.3590062, 12.5064968 48.3591756, 12.5066401 48.3592122, 12.5068759 48.3592726, 12.5069929 48.3593025, 12.5073035 48.359357, 12.5075561 48.3593616, 12.5077552 48.3593454)",,,,,,
60169393,Dr.-Hauner-Straße,residential,,False,False,153.064,"LINESTRING (12.5035518 48.3598321, 12.504049 48.3584958)",,,,,,
60169397,Friedenstraße,residential,,False,False,70.932,"LINESTRING (12.5035518 48.3598321, 12.5027915 48.3594426)",,,,,,
60169393,Dr.-Hauner-Straße,residential,,False,True,111.35399999999998,"LINESTRING (12.5035518 48.3598321, 12.5033142 48.360453, 12.5032796 48.3605315, 12.5032135 48.3606331, 12.5031535 48.3607073, 12.5030767 48.3607741)",,,,,,
60169397,Friedenstraße,residential,,False,True,70.932,"LINESTRING (12.5027915 48.3594426, 12.5035518 48.3598321)",,,,,,
60169393,Dr.-Hauner-Straße,residential,,False,False,111.354,"LINESTRING (12.5030767 48.3607741, 12.5031535 48.3607073, 12.5032135 48.3606331, 12.5032796 48.3605315, 12.5033142 48.360453, 12.5035518 48.3598321)",,,,,,
159209101,Bahnhofstraße,tertiary,50,False,True,167.18099999999998,"LINESTRING (12.5030767 48.3607741, 12.5034988 48.3610398, 12.503734 48.3611879, 12.5042225 48.361461, 12.5046791 48.3617037, 12.504787 48.3617567)",,St 2086,,,,
60230430,Andreas-Hofer-Straße,residential,30,False,True,101.174,"LINESTRING (12.5095568 48.3567837, 12.5108168 48.3571399)",,,,,,
60169390,Kellerstraße,residential,30,False,False,40.044,"LINESTRING (12.5105106 48.3577296, 12.5110128 48.357865)",,,,,,
60169390,Kellerstraße,residential,30,False,True,30.427,"LINESTRING (12.5105106 48.3577296, 12.5101346 48.357618)",,,,,,
60169384,Georgistraße,residential,30,False,False,69.366,"LINESTRING (12.5105106 48.3577296, 12.5108029 48.3571666, 12.5108168 48.3571399)",,,,,,
60169388,Badstraße,residential,30,False,False,19.456,"LINESTRING (12.508673 48.3587267, 12.5087978 48.358791, 12.508881 48.358834)",,,,,,
60169390,Kellerstraße,residential,30,False,False,30.427,"LINESTRING (12.5101346 48.357618, 12.5105106 48.3577296)",,,,,,
233231222,Kellerweg,residential,30,False,True,48.588,"LINESTRING (12.5101346 48.357618, 12.5097862 48.3579886)",,,,,,
60169390,Kellerstraße,residential,30,False,True,234.737,"LINESTRING (12.5101346 48.357618, 12.5095342 48.357402, 12.5092229 48.3573077, 12.5090094 48.3572601, 12.5086211 48.3571933, 12.5082541 48.3571302, 12.5077585 48.3570468, 12.5074566 48.3569783, 12.5071647 48.3568971)",,,,,,
60169399,Kellerweg,residential,30,False,False,115.369,"LINESTRING (12.5097862 48.3579886, 12.508881 48.358834)",,,,,,
233231222,Kellerweg,residential,30,False,False,48.588,"LINESTRING (12.5097862 48.3579886, 12.5101346 48.357618)",,,,,,
233231221,Kellerweg,residential,30,False,True,259.72900000000004,"LINESTRING (12.5097862 48.3579886, 12.5095961 48.35793, 12.5091761 48.3578303, 12.5084558 48.3576692, 12.5079057 48.3575632, 12.5072831 48.3574258, 12.5072115 48.3574047, 12.507166 48.3573809, 12.5071454 48.3573526, 12.5071343 48.3573086, 12.5071357 48.3572171, 12.5071647 48.3568971)",,,,,,
60169399,Kellerweg,residential,30,False,True,115.369,"LINESTRING (12.508881 48.358834, 12.5097862 48.3579886)",,,,,,
60169388,Badstraße,residential,30,False,False,140.45700000000002,"LINESTRING (12.508881 48.358834, 12.5094449 48.3590899, 12.5097422 48.3592158, 12.5100996 48.3593632, 12.5103524 48.3594921, 12.5104415 48.3595516)",,,,,,
60169388,Badstraße,residential,30,False,True,19.456,"LINESTRING (12.508881 48.358834, 12.5087978 48.358791, 12.508673 48.3587267)",,,,,,
60169400,Kriegerweg,residential,30,False,False,120.001,"LINESTRING (12.5101155 48.3587644, 12.5104493 48.3584163, 12.5110128 48.357865)",,,,,,
40427094,Altöttinger Straße,tertiary,50,False,True,216.50400000000002,"LINESTRING (12.5132232 48.3563962, 12.5132188 48.3564515, 12.5132053 48.3564999, 12.5131823 48.3565412, 12.5131395 48.3566104, 12.5131065 48.3566571, 12.5130909 48.3566793, 12.5124034 48.3574671, 12.5122357 48.3576549, 12.5120614 48.3578558, 12.5119518 48.3579989, 12.511881 48.3581158)",,,,,,
60230430,Andreas-Hofer-Straße,residential,30,False,False,101.174,"LINESTRING (12.5108168 48.3571399, 12.5095568 48.3567837)",,,,,,
60169384,Georgistraße,residential,30,False,True,69.366,"LINESTRING (12.5108168 48.3571399, 12.5108029 48.3571666, 12.5105106 48.3577296)",,,,,,
60169390,Kellerstraße,residential,30,False,True,40.044,"LINESTRING (12.5110128 48.357865, 12.5105106 48.3577296)",,,,,,
60169390,Kellerstraße,residential,30,False,False,69.961,"LINESTRING (12.5110128 48.357865, 12.5111476 48.3579087, 12.5118087 48.3580957, 12.511881 48.3581158)",,,,,,
60169400,Kriegerweg,residential,30,False,True,120.001,"LINESTRING (12.5110128 48.357865, 12.5104493 48.3584163, 12.5101155 48.3587644)",,,,,,
40427094,Altöttinger Straße,tertiary,50,False,False,216.50399999999993,"LINESTRING (12.511881 48.3581158, 12.5119518 48.3579989, 12.5120614 48.3578558, 12.5122357 48.3576549, 12.5124034 48.3574671, 12.5130909 48.3566793, 12.5131065 48.3566571, 12.5131395 48.3566104, 12.5131823 48.3565412, 12.5132053 48.3564999, 12.5132188 48.3564515, 12.5132232 48.3563962)",,,,,,
40427094,Altöttinger Straße,tertiary,50,False,True,167.282,"LINESTRING (12.511881 48.3581158, 12.5118356 48.3582235, 12.5117762 48.358334, 12.5117353 48.3584042, 12.511627 48.3585218, 12.5115332 48.3585999, 12.5114619 48.3586543, 12.5113631 48.3587171, 12.5112229 48.3588377, 12.5111675 48.358908, 12.5110077 48.3591327, 12.5108651 48.3593659, 12.5108162 48.3594247)",,,,,,
60169390,Kellerstraße,residential,30,False,True,69.96100000000001,"LINESTRING (12.511881 48.3581158, 12.5118087 48.3580957, 12.5111476 48.3579087, 12.5110128 48.357865)",,,,,,
105578404,Stadtplatz,tertiary,30,False,False,32.826,"LINESTRING (12.5086018 48.3604771, 12.5086904 48.3603331, 12.5087778 48.3602061)",,,,,,
"[105578404, 105578389, 35491577, 541164281, 283552475]","['Bahnhofstraße', 'Stadtplatz']",tertiary,"['50', '30']",False,True,289.202,"LINESTRING (12.5086018 48.3604771, 12.5081981 48.3611615, 12.5079725 48.3615279, 12.5078501 48.3617272, 12.5078087 48.3618066, 12.5077868 48.3618738, 12.5077711 48.3619382, 12.5077632 48.3619599, 12.507749 48.3619985, 12.5077365 48.3620335, 12.5076832 48.362125, 12.5076517 48.3621535, 12.5076124 48.3621868, 12.5075811 48.3622076, 12.5075524 48.3622201, 12.507523 48.362232, 12.5074737 48.3622379, 12.5074335 48.3622391, 12.507395 48.3622344, 12.5073449 48.3622219, 12.5069899 48.3621109, 12.506804 48.3620527, 12.5066463 48.3620176, 12.506562 48.3620011)",building_passage,,,,,
"[60169352, 160500220, 87747253, 160500228]","['Adlsteiner Straße', 'Elsenbacher Straße']",residential,,False,False,486.04999999999995,"LINESTRING (12.5117336 48.3611349, 12.511692 48.3611881, 12.5116486 48.3612212, 12.511573 48.3612568, 12.5114818 48.3612923, 12.5114163 48.3613082, 12.5113149 48.3613205, 12.5109378 48.3613497, 12.5107239 48.361365, 12.510628 48.3613718, 12.5104037 48.3613802, 12.5100356 48.3613868, 12.5099397 48.3613904, 12.5098547 48.3614, 12.5097877 48.3614138, 12.5097398 48.3614379, 12.5096991 48.3614613, 12.5096394 48.3615034, 12.5095815 48.3615514, 12.5095435 48.3616007, 12.5095146 48.3616506, 12.5094184 48.3618451, 12.5092816 48.3620837, 12.5092391 48.3621145, 12.5092023 48.3621411, 12.5090904 48.3621854, 12.5087871 48.3622565, 12.508586 48.3622873, 12.5084081 48.3623146, 12.5080734 48.3623503, 12.5077743 48.3623486, 12.5076868 48.3623632, 12.5076506 48.3624085, 12.5076229 48.3626742, 12.507645 48.3629037, 12.5076715 48.3631783, 12.5077069 48.3633117, 12.5077223 48.3634685)",,,yes,,,
"[60172978, 160500207, 160500199]",Johannesstraße,residential,,False,False,230.91,"LINESTRING (12.5117336 48.3611349, 12.5123484 48.3612612, 12.5125887 48.3613271, 12.5129492 48.3614589, 12.5131969 48.3615636, 12.5134221 48.3616837, 12.5135839 48.3617815, 12.5137361 48.3618736, 12.5138228 48.3619516, 12.5138982 48.3620352, 12.5140421 48.3622461, 12.5141031 48.3623461)",,,yes,,,
60172978,Johannesstraße,residential,,False,True,192.41800000000003,"LINESTRING (12.5117336 48.3611349, 12.5116029 48.3610961, 12.5114646 48.3610556, 12.5110179 48.360946, 12.5107967 48.36089, 12.5105547 48.3608229, 12.5103657 48.3607723, 12.5102236 48.3607302, 12.5101576 48.3607066, 12.5101195 48.360688, 12.5100929 48.3606686, 12.5100506 48.3606029, 12.5100189 48.3605662, 12.5099801 48.3605333, 12.509933 48.3605083, 12.5098813 48.3604841, 12.5098166 48.3604599, 12.5094532 48.3603817)",,,,,,
60169421,,unclassified,,False,True,56.646,"LINESTRING (12.5038309 48.3630402, 12.5040756 48.3631568, 12.5042397 48.3632413, 12.5043541 48.3633173, 12.5044203 48.3633637)",,,,,,
60169420,Marian-Wieser-Weg,residential,30,False,False,43.343,"LINESTRING (12.5110747 48.3629581, 12.5112405 48.363332)",,,,,,
60178228,Hörberinger Straße,secondary,50,False,False,258.13000000000005,"LINESTRING (12.5110747 48.3629581, 12.5104985 48.3631132, 12.5098918 48.3632597, 12.5097586 48.3632916, 12.508962 48.3634482, 12.5086826 48.3634946, 12.5084731 48.363512, 12.5082221 48.3635106, 12.5079442 48.3634945, 12.5077223 48.3634685)",,St 2086,,2,,
60178228,Hörberinger Straße,secondary,50,False,True,236.67399999999998,"LINESTRING (12.5110747 48.3629581, 12.5115985 48.3628029, 12.5117297 48.3627705, 12.5118626 48.3627376, 12.511986 48.3627136, 12.5120402 48.3627062, 12.5121071 48.362697, 12.5123646 48.3626767, 12.5126135 48.3626651, 12.51278 48.3626583, 12.5128885 48.3626492, 12.5130442 48.3626334, 12.5131635 48.3626191, 12.5132537 48.36261, 12.5133358 48.362592, 12.5134692 48.362559, 12.5137369 48.3624704, 12.5138442 48.3624261, 12.5139109 48.3624039, 12.5140059 48.362367, 12.5141031 48.3623461)",,St 2086,,2,,
60169420,Marian-Wieser-Weg,residential,30,False,True,43.343,"LINESTRING (12.5112405 48.363332, 12.5110747 48.3629581)",,,,,,
60178230,Schulstraße,residential,,False,True,96.448,"LINESTRING (12.5112405 48.363332, 12.5125332 48.3632109)",,,,,,destination
60169419,Wintermeierstraße,residential,30,False,True,190.758,"LINESTRING (12.5148734 48.3624449, 12.5146508 48.3628628, 12.5145123 48.363129, 12.5143759 48.3633912, 12.5141238 48.3638608, 12.5140166 48.3640632)",,,,,,
