osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,junction,geometry,name,tunnel,bridge,width
45399119,2,B 8,primary,50,False,True,43.908,,"LINESTRING (10.2205058 49.705228, 10.220155 49.7055512)",,,,
1104862398,1,B 8,primary,,True,False,24.434,roundabout,"LINESTRING (10.2205058 49.705228, 10.2204638 49.7052063, 10.2204325 49.7051809, 10.2204001 49.7051288, 10.2203971 49.7050821, 10.2204181 49.7050344)",,,,
35780463,1,B 8,primary,,True,False,40.693,roundabout,"LINESTRING (10.2208561 49.705057, 10.2208639 49.7050818, 10.2208652 49.7051061, 10.2208611 49.7051282, 10.2208499 49.7051536, 10.2208311 49.7051784, 10.2208059 49.7052003, 10.2207728 49.7052201, 10.2207336 49.7052358, 10.2206908 49.7052461, 10.2206446 49.7052509, 10.2206022 49.7052501, 10.2205496 49.7052419, 10.2205058 49.705228)",,,,
"[1104862400, 1104862399]",1,B 8,primary,,True,False,23.258,roundabout,"LINESTRING (10.2206093 49.704948, 10.2206556 49.7049482, 10.2206961 49.7049534, 10.2207464 49.7049671, 10.2207939 49.7049901, 10.2208216 49.7050109, 10.2208431 49.7050346, 10.2208561 49.705057)",,,,
26735325,2,KT 12,tertiary,,False,True,108.79400000000001,,"LINESTRING (10.2197058 49.7086889, 10.2196058 49.7086337, 10.2193082 49.7084876, 10.2189492 49.7082621, 10.2188235 49.7081991, 10.2185797 49.7080382)",Poststraße,,,
"[26735837, 233729254, 233729255]",,,living_street,,False,"[False, True]",47.528,,"LINESTRING (10.2197058 49.7086889, 10.219586 49.7087298, 10.2194514 49.7087715, 10.2193229 49.7088306, 10.2192468 49.7088734, 10.2191756 49.7089218, 10.2191661 49.7089288)","['Herrnstraße', 'Nürnberger Straße']",building_passage,,
121876738,,KT 12,tertiary,,False,False,107.72899999999998,,"LINESTRING (10.2197058 49.7086889, 10.2197663 49.708744, 10.2198131 49.7087977, 10.2198417 49.7088305, 10.2200467 49.7091052, 10.2202648 49.7093929, 10.2203711 49.7095555)",Schützenstraße,,,
129822671,,,residential,,False,False,56.988,,"LINESTRING (10.2197058 49.7086889, 10.2197618 49.7086315, 10.2200476 49.7082271)",Nürnberger Straße,,,
26735380,,,residential,,False,False,57.341,,"LINESTRING (10.2243465 49.7118799, 10.2239021 49.7119257, 10.2235553 49.7119397)",Goldgrubenweg,,,
32277747,,,residential,,False,False,54.144000000000005,,"LINESTRING (10.2243465 49.7118799, 10.2244768 49.7116393, 10.2246829 49.7114494)",Am Zahn,,,
32277747,,,residential,,False,True,54.144000000000005,,"LINESTRING (10.2246829 49.7114494, 10.2244768 49.7116393, 10.2243465 49.7118799)",Am Zahn,,,
45399120,,KT 12,tertiary,,False,True,170.70600000000002,,"LINESTRING (10.2246829 49.7114494, 10.2244213 49.71134, 10.2240098 49.7111714, 10.2233024 49.7109243, 10.2225612 49.7107861)",Rödelseer Straße,,,
45399122,,,residential,,False,False,9.091,,"LINESTRING (10.2197059 49.7123939, 10.2196764 49.7124734)",Goldgrubenweg,,,
26735554,,,residential,,False,False,113.61699999999999,,"LINESTRING (10.2197059 49.7123939, 10.2198178 49.7124281, 10.219888 49.7124558, 10.220321 49.7127102, 10.2207518 49.7129963, 10.2208454 49.7130893)",Oberer Steinbergweg,,,
45399122,,,residential,,False,True,91.09,,"LINESTRING (10.2197059 49.7123939, 10.219773 49.7123066, 10.2200324 49.7120948, 10.2202324 49.7119714, 10.2204204 49.7118726, 10.220575 49.7118135)",Goldgrubenweg,,,
45399122,,,residential,,False,True,89.081,,"LINESTRING (10.2189357 49.7131101, 10.2191799 49.7129344, 10.2193532 49.7128038, 10.2196056 49.7125782, 10.2196764 49.7124734)",Goldgrubenweg,,,
122041019,,,residential,,False,False,40.248000000000005,,"LINESTRING (10.2189357 49.7131101, 10.2187438 49.7129297, 10.218658 49.7127979)",Obenberger Weg,,,
26735380,,,residential,,False,True,21.335,,"LINESTRING (10.2232589 49.7119477, 10.2234211 49.7119454, 10.2235553 49.7119397)",Goldgrubenweg,,,
26735405,,,residential,,False,False,76.10300000000001,,"LINESTRING (10.2232589 49.7119477, 10.2232426 49.7121802, 10.2232123 49.7123635, 10.2231602 49.7126287)",Fröhstockheimer Weg,,,
