osmid,ref,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,width,tunnel,access
261399796,,Neuer Schulweg,residential,,False,False,40.323,,"LINESTRING (13.5866755 52.6830462, 13.5866162 52.6830402, 13.5861864 52.682997, 13.5860854 52.6829868)",,,
261399811,,Neuer Schulweg,residential,,False,False,65.432,,"LINESTRING (13.5866755 52.6830462, 13.5867948 52.6825777, 13.5868173 52.6824896, 13.5868198 52.6824644)",,,
261399811,,Neuer Schulweg,residential,,False,True,65.432,,"LINESTRING (13.5868198 52.6824644, 13.5868173 52.6824896, 13.5867948 52.6825777, 13.5866755 52.6830462)",,,
4682612,,Louis-Braille-Straße,residential,30,True,False,85.26299999999999,,"LINESTRING (13.5892984 52.678935, 13.5893513 52.6789645, 13.5895228 52.6790422, 13.5902936 52.6793164, 13.590367 52.6793425)",,,
4682613,,Roßstraße,residential,30,False,False,59.907000000000004,,"LINESTRING (13.5892984 52.678935, 13.5893441 52.6788889, 13.5897497 52.6784709)",,,
4682613,,Roßstraße,residential,30,False,True,73.447,,"LINESTRING (13.5892984 52.678935, 13.5892614 52.6789727, 13.5890516 52.6791783, 13.5889809 52.6792294, 13.5887219 52.6794946)",,,
339879003,,Hussitenstraße,residential,30,False,True,44.756,,"LINESTRING (13.5921044 52.6785139, 13.5924415 52.6785882, 13.5925278 52.678609, 13.5927318 52.6786447)",,,
22811436,,Alte Brauerei,residential,30,False,False,58.995,,"LINESTRING (13.5867241 52.6790547, 13.5867717 52.679, 13.5868919 52.6788668, 13.5869422 52.6788112, 13.5870764 52.6786522, 13.5871291 52.6785845)",,,
4682613,,Roßstraße,residential,30,False,True,59.907000000000004,,"LINESTRING (13.5897497 52.6784709, 13.5893441 52.6788889, 13.5892984 52.678935)",,,
261399796,,Neuer Schulweg,residential,,False,True,48.281000000000006,,"LINESTRING (13.5854041 52.6828529, 13.5855018 52.6828707, 13.5860854 52.6829868)",,,
"[237149172, 624251117]",L 31,Ladeburger Chaussee,secondary,50,False,True,102.253,"['2', '3']","LINESTRING (13.5854041 52.6828529, 13.585431 52.6828021, 13.5854782 52.6827055, 13.5857811 52.6821349, 13.5858689 52.6819776)",,,
"[624193320, 4682605, 624193319]",L 200,Lohmühlenstraße,secondary,50,False,False,531.3639999999999,2,"LINESTRING (13.5828883 52.6764762, 13.5828348 52.6765841, 13.5828126 52.6766269, 13.5827988 52.6766536, 13.5827729 52.6767038, 13.5825827 52.6770215, 13.5823648 52.6774043, 13.5823316 52.6774837, 13.5823102 52.6775578, 13.5823039 52.6776784, 13.5823024 52.6777079, 13.5822928 52.6779831, 13.5821628 52.6785596, 13.5821078 52.6787707, 13.5820598 52.6789293, 13.5819664 52.6791747, 13.5819506 52.6792967, 13.5819603 52.6793997, 13.5819963 52.6794784, 13.5821058 52.6796068, 13.5824171 52.6798549, 13.5832995 52.680627, 13.5833597 52.6806796, 13.58337 52.6806886, 13.5835847 52.6808765)",,,
486932712,L 200,Weißenseer Straße,secondary,50,False,True,42.94500000000001,,"LINESTRING (13.5828883 52.6764762, 13.5828902 52.6763219, 13.5828906 52.6762905, 13.5828931 52.67609)",,,
486932716,,Heinersdorfer Straße,secondary,50,False,False,46.763000000000005,2,"LINESTRING (13.5828883 52.6764762, 13.5826582 52.6763942, 13.5826291 52.6763838, 13.5825857 52.6763684, 13.5822904 52.676263)",,,
1208661554,,Berliner Straße,residential,30,False,False,85.952,3,"LINESTRING (13.5828883 52.6764762, 13.5830851 52.6765407, 13.5831036 52.676548, 13.5831214 52.676555, 13.5833297 52.6766371, 13.5837805 52.6768148, 13.583972 52.6768826)",,,
23062713,L 200,Jahnstraße,secondary,50,False,True,7.693,2,"LINESTRING (13.5903812 52.6816521, 13.5904947 52.6816593)",,,
"[23062713, 700430962]",L 200,Jahnstraße,secondary,50,False,"[False, True]",108.16499999999999,2,"LINESTRING (13.5903812 52.6816521, 13.5902052 52.6816409, 13.5901545 52.681639, 13.5900257 52.6816342, 13.5896149 52.681663, 13.5888 52.6817712)",,,
