osmid,ref,name,highway,oneway,reversed,length,bridge,geometry,maxspeed,lanes,width,access
"[37810360, 37810361, 38419037]",S 193,Oelsaer Straße,secondary,False,False,107.19399999999999,yes,"LINESTRING (13.6477816 50.9612224, 13.6478062 50.9612496, 13.6478333 50.9612734, 13.647887 50.9613204, 13.6479459 50.961372, 13.6479699 50.9613962, 13.6480104 50.961444, 13.6480393 50.9614913, 13.6481131 50.9616121, 13.6481444 50.9616507, 13.6481978 50.9616897, 13.6482748 50.9617325, 13.6483592 50.9617614, 13.648502 50.9618029, 13.6486268 50.9618297, 13.6487176 50.9618417, 13.6488099 50.9618347)",,,,
38419037,S 193,Oelsaer Straße,secondary,False,True,47.06399999999999,,"LINESTRING (13.6477816 50.9612224, 13.6476459 50.9611586, 13.6475869 50.9611424, 13.6474626 50.9611148, 13.6473751 50.9610956, 13.6472866 50.9610867, 13.6471624 50.9610876)",,,,
84775493,,Am Oelsabach,residential,False,True,65.29,,"LINESTRING (13.6477816 50.9612224, 13.6477888 50.9611478, 13.6477762 50.9611166, 13.6477464 50.9610682, 13.6477191 50.9610265, 13.6476912 50.9610024, 13.6476316 50.9609622, 13.6475176 50.9608935, 13.6472972 50.9607509)",,,,
424873378,S 193,Freitaler Straße,secondary,False,False,12.011,,"LINESTRING (13.641726 50.9639517, 13.6416899 50.9638461)",50,,,
424873378,S 193,Freitaler Straße,secondary,False,True,168.923,,"LINESTRING (13.641726 50.9639517, 13.6417599 50.9644637, 13.6417814 50.9646201, 13.6418435 50.9647905, 13.6420761 50.965298, 13.6420994 50.9653843, 13.642102 50.9654157, 13.6421007 50.9654434)",50,,,
23424039,K 9070,Obernaundorfer Straße,tertiary,False,False,78.21199999999999,,"LINESTRING (13.6421007 50.9654434, 13.6421898 50.9654635, 13.6424336 50.9655267, 13.6424892 50.9655374, 13.6425436 50.9655423, 13.6426275 50.9655427, 13.6426825 50.9655386, 13.6427704 50.9655192, 13.6428904 50.9654728, 13.6431051 50.9653674)",50,2,,
424873378,S 193,Freitaler Straße,secondary,False,False,168.923,,"LINESTRING (13.6421007 50.9654434, 13.642102 50.9654157, 13.6420994 50.9653843, 13.6420761 50.965298, 13.6418435 50.9647905, 13.6417814 50.9646201, 13.6417599 50.9644637, 13.641726 50.9639517)",50,,,
742681562,S 193,Freitaler Straße,secondary,False,True,33.392,,"LINESTRING (13.6421007 50.9654434, 13.6420811 50.9654817, 13.6420601 50.9655073, 13.6419714 50.9655684, 13.641871 50.9656229, 13.6417881 50.9656616)",50,,,
23424042,,Schulstraße,residential,False,False,137.381,,"LINESTRING (13.6457102 50.9656868, 13.6462707 50.965514, 13.6467669 50.9653905, 13.647227 50.9652974, 13.6473919 50.965283, 13.6475463 50.9652815)",,,,
"[921399872, 163929369, 429628927]",K 9070,Obernaundorfer Straße,tertiary,False,False,118.857,,"LINESTRING (13.6457102 50.9656868, 13.6458276 50.9657495, 13.6458808 50.9657779, 13.6459406 50.9658098, 13.6461864 50.965921, 13.6464152 50.9659991, 13.6467575 50.9661188, 13.6471518 50.9662429)",50,,,
"[921399872, 1038834355]",K 9070,Obernaundorfer Straße,tertiary,False,True,22.135,,"LINESTRING (13.6457102 50.9656868, 13.6456689 50.9656654, 13.6454664 50.9655601)",50,,,
4595240,S 193,Lindenstraße,secondary,False,True,454.764,,"LINESTRING (13.6471624 50.9610876, 13.6468143 50.9611345, 13.6464729 50.9611543, 13.6464386 50.9611563, 13.6461065 50.9611636, 13.6459003 50.9611646, 13.6457702 50.9611675, 13.6456671 50.9611742, 13.6454744 50.9611965, 13.6452464 50.9612263, 13.6449891 50.9612622, 13.6446704 50.9613168, 13.6445095 50.9613568, 13.6443337 50.9614056, 13.6441911 50.9614748, 13.6439771 50.9615952, 13.6437442 50.9617676, 13.6435998 50.9618476, 13.6435114 50.9618841, 13.6434096 50.9619176, 13.6432137 50.961969, 13.6430796 50.9619985, 13.6429456 50.9620265, 13.6428011 50.9620704, 13.6425319 50.9621472, 13.6422084 50.9622506, 13.6418963 50.9623488, 13.6415652 50.9624585, 13.6414335 50.9625144, 13.6413217 50.9625907)",30,,,
22725255,K 9070,Bahnhofstraße,tertiary,False,False,185.366,,"LINESTRING (13.6471624 50.9610876, 13.6471428 50.9610333, 13.6471184 50.9610074, 13.6470931 50.9609865, 13.6470543 50.9609743, 13.6469991 50.9609606, 13.6468258 50.9609295, 13.6466208 50.9608915, 13.6465507 50.9608808, 13.6464998 50.9608731, 13.6463715 50.9608572, 13.6462671 50.9608487, 13.6461473 50.9608464, 13.6460645 50.9608464, 13.6459459 50.9608549, 13.6456102 50.9609063, 13.6455246 50.9609194, 13.645297 50.9609464, 13.6450419 50.960971, 13.6450111 50.9609738, 13.6449304 50.960979, 13.6448427 50.9609788, 13.6447531 50.9609746, 13.6446777 50.960966)",,,,
38419037,S 193,Oelsaer Straße,secondary,False,False,47.064,,"LINESTRING (13.6471624 50.9610876, 13.6472866 50.9610867, 13.6473751 50.9610956, 13.6474626 50.9611148, 13.6475869 50.9611424, 13.6476459 50.9611586, 13.6477816 50.9612224)",,,,
22725255,K 9070,Bahnhofstraße,tertiary,False,False,173.036,,"LINESTRING (13.6446777 50.960966, 13.6444629 50.9609296, 13.6441483 50.9608709, 13.6440255 50.9608493, 13.643884 50.960831, 13.6437254 50.9608202, 13.6436736 50.9608187, 13.6435861 50.9608245, 13.6434794 50.9608406, 13.6433552 50.9608612, 13.6427563 50.9610041, 13.6425945 50.9610497, 13.6423206 50.9611151)",,,,
38754009,,Teichgasse,residential,False,False,216.79100000000003,,"LINESTRING (13.6446777 50.960966, 13.6446537 50.9610197, 13.6446441 50.9610409, 13.6446274 50.9610595, 13.6445879 50.9610721, 13.6443618 50.9611104, 13.6440437 50.9611621, 13.6438857 50.9612035, 13.6437011 50.9612527, 13.6436017 50.9612808, 13.6434762 50.9613003, 13.643453 50.9613037, 13.6433985 50.9613065, 13.6433363 50.9613169, 13.6425949 50.9615191, 13.6425515 50.9615233, 13.6425156 50.9615199, 13.6424902 50.9615102, 13.6424612 50.9614928, 13.6424407 50.9614697, 13.6424106 50.9614169, 13.6423678 50.9613301, 13.6423359 50.961227, 13.6423206 50.9611151)",,,,
22725255,K 9070,Bahnhofstraße,tertiary,False,True,185.366,,"LINESTRING (13.6446777 50.960966, 13.6447531 50.9609746, 13.6448427 50.9609788, 13.6449304 50.960979, 13.6450111 50.9609738, 13.6450419 50.960971, 13.645297 50.9609464, 13.6455246 50.9609194, 13.6456102 50.9609063, 13.6459459 50.9608549, 13.6460645 50.9608464, 13.6461473 50.9608464, 13.6462671 50.9608487, 13.6463715 50.9608572, 13.6464998 50.9608731, 13.6465507 50.9608808, 13.6466208 50.9608915, 13.6468258 50.9609295, 13.6469991 50.9609606, 13.6470543 50.9609743, 13.6470931 50.9609865, 13.6471184 50.9610074, 13.6471428 50.9610333, 13.6471624 50.9610876)",,,,
23424039,K 9070,Obernaundorfer Straße,tertiary,False,False,90.62200000000001,,"LINESTRING (13.6431051 50.9653674, 13.6432642 50.9652706, 13.6434361 50.9651688, 13.6435793 50.9650899, 13.6437227 50.9650217, 13.6439012 50.9649399, 13.6440269 50.9648943, 13.644126 50.9648817)",50,2,,
