osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,tunnel
"[150817860, 343920070]","['4', '5']",B 431,Westerstraße,primary,50,False,False,160.80399999999997,"LINESTRING (9.6523717 53.7490054, 9.6525899 53.7490866, 9.6531214 53.7492844, 9.6534363 53.7493799, 9.6535656 53.7494026, 9.6536353 53.7494148, 9.6538678 53.7494556, 9.6541864 53.749495, 9.6546129 53.7495289)",,
"[343920066, 35045380, 148676339, 225203636, 297983704]",3,,"['Südufer', 'Hafenstraße']",residential,30,False,False,458.78099999999995,"LINESTRING (9.6523717 53.7490054, 9.652263 53.7491222, 9.6521136 53.7493376, 9.6516952 53.749972, 9.6515762 53.7501377, 9.6515495 53.7501998, 9.6515359 53.7502474, 9.6515355 53.7502995, 9.6515464 53.7503393, 9.6515771 53.7503813, 9.6516126 53.7504089, 9.6520919 53.7506863, 9.6522743 53.7508141, 9.6528229 53.7511983, 9.6530888 53.7513531, 9.6533177 53.7514864, 9.6535161 53.7515977, 9.6536751 53.7516851, 9.6540849 53.7519173, 9.6541665 53.7519544, 9.6542787 53.7520048, 9.6544236 53.7520694, 9.6545012 53.752117, 9.6545604 53.7521647, 9.6546637 53.7522839)",,
24954764,4,L 100,Wedenkamp,secondary,50,False,False,11.983,"LINESTRING (9.6546637 53.7522839, 9.6548334 53.7522446)",,
"[343920066, 35045380, 148676339, 225203636, 297983704]",3,,"['Südufer', 'Hafenstraße']",residential,30,False,True,458.78099999999995,"LINESTRING (9.6546637 53.7522839, 9.6545604 53.7521647, 9.6545012 53.752117, 9.6544236 53.7520694, 9.6542787 53.7520048, 9.6541665 53.7519544, 9.6540849 53.7519173, 9.6536751 53.7516851, 9.6535161 53.7515977, 9.6533177 53.7514864, 9.6530888 53.7513531, 9.6528229 53.7511983, 9.6522743 53.7508141, 9.6520919 53.7506863, 9.6516126 53.7504089, 9.6515771 53.7503813, 9.6515464 53.7503393, 9.6515355 53.7502995, 9.6515359 53.7502474, 9.6515495 53.7501998, 9.6515762 53.7501377, 9.6516952 53.749972, 9.6521136 53.7493376, 9.652263 53.7491222, 9.6523717 53.7490054)",,
"[36245574, 111355751, 35329074, 42410451, 475346902, 844738137, 298000091]",3,L 100,Wedenkamp,secondary,50,False,"[False, True]",192.26100000000002,"LINESTRING (9.6546637 53.7522839, 9.6544248 53.7523075, 9.6543081 53.7523122, 9.6542365 53.7523124, 9.6540972 53.7523106, 9.6540116 53.7523062, 9.6537356 53.7522605, 9.6531249 53.7520916, 9.6528689 53.7520235, 9.6522358 53.7518604, 9.6521634 53.7518422, 9.6519266 53.7517825)",yes,
160507400,2,B 431,Gerberstraße,primary,50,False,False,65.858,"LINESTRING (9.64786 53.7538617, 9.6477481 53.7538491, 9.6476671 53.7538452, 9.6476183 53.7538429, 9.6475162 53.7538381, 9.6472141 53.7538635, 9.6468754 53.7539157)",,
"[232222707, 317971076]","['2', '3']",B 431,Wedenkamp,primary,50,False,True,168.613,"LINESTRING (9.64786 53.7538617, 9.6478785 53.7538016, 9.6479067 53.7537285, 9.6479462 53.7536259, 9.6480203 53.7535209, 9.6481237 53.7534172, 9.6485582 53.7528329, 9.6486432 53.7526978, 9.648734 53.7525365, 9.6487943 53.7524555)",,
"[317070616, 115947862]",3,B 431,Gerberstraße,secondary,50,False,True,79.30499999999999,"LINESTRING (9.64786 53.7538617, 9.6480318 53.7538726, 9.6481421 53.753881, 9.6482781 53.7538917, 9.6485608 53.7539177, 9.6489276 53.7539458, 9.6490556 53.7539556)",,
42375434,,,Reeperbahn,residential,30,True,False,215.12699999999998,"LINESTRING (9.6463074 53.7540667, 9.6463686 53.7541588, 9.6464136 53.7542266, 9.6461946 53.7545077, 9.6460514 53.7547091, 9.6460173 53.7547545, 9.6455876 53.7553356, 9.6454909 53.7554557, 9.6452041 53.7558378)",,
160507400,2,B 431,Gerberstraße,primary,50,False,True,40.944,"LINESTRING (9.6463074 53.7540667, 9.6465334 53.7540066, 9.6468754 53.7539157)",,
