osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,junction,tunnel
30683805,Bonnstraße,residential,False,False,8.138,"LINESTRING (6.878601 50.8810402, 6.8787169 50.8810371)",,,,
26298807,Theodor-Heuss-Straße,living_street,False,False,9.99,"LINESTRING (6.8697549 50.8796602, 6.8697366 50.8795711)",,,,
26298807,Theodor-Heuss-Straße,living_street,False,True,48.956,"LINESTRING (6.8697549 50.8796602, 6.8697707 50.8797369, 6.8698133 50.8799433, 6.8698449 50.8800968)",,,,
26298807,Theodor-Heuss-Straße,living_street,False,True,9.99,"LINESTRING (6.8697366 50.8795711, 6.8697549 50.8796602)",,,,
7639986,Elisabeth-Selbert-Weg,living_street,False,True,87.047,"LINESTRING (6.8697366 50.8795711, 6.8698657 50.8795718, 6.8704141 50.8796041, 6.8704466 50.8796302, 6.870512 50.8799482)",,,,
26298807,Theodor-Heuss-Straße,living_street,False,False,46.803000000000004,"LINESTRING (6.8697366 50.8795711, 6.8696923 50.8793562, 6.8696606 50.8792021, 6.8696506 50.8791537)",,,,
26298807,Theodor-Heuss-Straße,living_street,False,True,46.803,"LINESTRING (6.8696506 50.8791537, 6.8696606 50.8792021, 6.8696923 50.8793562, 6.8697366 50.8795711)",,,,
205658277,Theresienhöhe,tertiary,False,False,153.849,"LINESTRING (6.8696506 50.8791537, 6.8699677 50.8791132, 6.8710446 50.8789432, 6.8714251 50.8788803, 6.8716013 50.8788623, 6.8716861 50.8788628, 6.8717876 50.8788721)",50,,,
26298807,Theodor-Heuss-Straße,living_street,False,False,48.955999999999996,"LINESTRING (6.8698449 50.8800968, 6.8698133 50.8799433, 6.8697707 50.8797369, 6.8697549 50.8796602)",,,,
91779187,Carlo-Schmid-Weg,living_street,False,False,103.27199999999999,"LINESTRING (6.8698449 50.8800968, 6.8701101 50.8800282, 6.8702846 50.880006, 6.8704402 50.8800038, 6.8705134 50.8800069, 6.8709977 50.8800367, 6.8712893 50.8800308)",,,,
7639986,Elisabeth-Selbert-Weg,living_street,False,False,87.047,"LINESTRING (6.870512 50.8799482, 6.8704466 50.8796302, 6.8704141 50.8796041, 6.8698657 50.8795718, 6.8697366 50.8795711)",,,,
25760790,Bonnstraße,residential,False,True,40.22,"LINESTRING (6.8810118 50.8810946, 6.881158 50.8810684, 6.8813685 50.8810182, 6.8815408 50.8809589)",30,,,
30683805,Bonnstraße,residential,False,True,162.005,"LINESTRING (6.8810118 50.8810946, 6.8806919 50.8811328, 6.8804087 50.8811376, 6.879975 50.8811161, 6.8794098 50.8810682, 6.8789521 50.8810411, 6.8787169 50.8810371)",,,,
"[35151340, 8093934]",Severinusstraße,residential,False,True,482.901,"LINESTRING (6.8810118 50.8810946, 6.8810219 50.8811682, 6.8810164 50.881468, 6.8809832 50.8817886, 6.8809327 50.8822444, 6.8809365 50.8823031, 6.8809776 50.8823614, 6.8811075 50.8824775, 6.8812973 50.8826434, 6.8818184 50.8830999, 6.8818812 50.8831343, 6.8819532 50.8831504, 6.8820263 50.8831534, 6.8821002 50.8831462, 6.8826112 50.8830326, 6.88276 50.8830034, 6.8828182 50.8829865, 6.8828927 50.8829298, 6.8829023 50.8828877, 6.8829046 50.882826, 6.8828957 50.8824959, 6.8828968 50.8822006, 6.8828926 50.8821048, 6.8828845 50.8819173, 6.8828828 50.8818782, 6.8828826 50.8818433, 6.8828818 50.8817128, 6.8829073 50.8816682, 6.8829611 50.8816204, 6.8830671 50.8815645)",30,,,
205658253,Bonnstraße,residential,False,True,43.660000000000004,"LINESTRING (6.8822767 50.8805883, 6.8821427 50.8806543, 6.8818017 50.8808418)",30,,,
361842023,Friedrich-Ebert-Straße,tertiary,True,False,24.616,"LINESTRING (6.8822767 50.8805883, 6.8822312 50.880575, 6.882192 50.8805553, 6.8821613 50.8805303, 6.8821407 50.8805015, 6.8821314 50.8804704, 6.8821339 50.8804388, 6.8821482 50.8804085)",50,1,roundabout,
7640541,,residential,True,False,14.913999999999998,"LINESTRING (6.8773407 50.8800438, 6.8772913 50.8800561, 6.8772381 50.8800557, 6.8771891 50.8800427, 6.8771514 50.8800191)",,,roundabout,
31004639,Thetforder Straße,residential,False,True,14.504,"LINESTRING (6.8795537 50.8801088, 6.8797594 50.8801218)",,,,
30782005,Thetforder Straße,residential,True,False,155.71999999999997,"LINESTRING (6.8795537 50.8801088, 6.8793116 50.8800833, 6.8790899 50.8800799, 6.8789035 50.8800709, 6.8788644 50.8800707, 6.8775713 50.8800654, 6.8774655 50.880057, 6.8773407 50.8800438)",,,,
31004639,Thetforder Straße,residential,False,False,14.504,"LINESTRING (6.8797594 50.8801218, 6.8795537 50.8801088)",,,,
7640327,Thetforder Straße,residential,False,True,157.562,"LINESTRING (6.8797594 50.8801218, 6.8798706 50.880151, 6.879989 50.8801977, 6.8802235 50.8803176, 6.8804382 50.8804545, 6.8806738 50.8805868, 6.881246 50.8808935, 6.8815408 50.8809589)",30,,,
25760792,Hohlweg,residential,False,False,134.551,"LINESTRING (6.8797594 50.8801218, 6.8797214 50.8802628, 6.8797272 50.8803791, 6.8797031 50.8804651, 6.8796437 50.8805226, 6.8795539 50.880576, 6.8793099 50.8806973, 6.8788737 50.8808903, 6.8787776 50.880939, 6.8787308 50.8809893, 6.8787169 50.8810371)",,,,
7640327,Thetforder Straße,residential,False,False,157.56199999999995,"LINESTRING (6.8815408 50.8809589, 6.881246 50.8808935, 6.8806738 50.8805868, 6.8804382 50.8804545, 6.8802235 50.8803176, 6.879989 50.8801977, 6.8798706 50.880151, 6.8797594 50.8801218)",30,,,
25760790,Bonnstraße,residential,False,False,40.22,"LINESTRING (6.8815408 50.8809589, 6.8813685 50.8810182, 6.881158 50.8810684, 6.8810118 50.8810946)",30,,,
25760791,Bonnstraße,residential,False,False,22.527,"LINESTRING (6.8815408 50.8809589, 6.881716 50.8808892, 6.8818017 50.8808418)",30,,,
"[31004640, 7640398]",Thetforder Straße,residential,True,False,157.17399999999998,"LINESTRING (6.8774032 50.8799579, 6.877494 50.8799715, 6.8781944 50.8799796, 6.8789652 50.879982, 6.8792518 50.8799847, 6.8793195 50.8799853, 6.8793906 50.8799932, 6.8794562 50.8800206, 6.8795537 50.8801088)",,,,
7640541,,residential,True,False,11.038,"LINESTRING (6.8774032 50.8799579, 6.8774006 50.8799909, 6.8773788 50.880021, 6.8773407 50.8800438)",,,roundabout,
7640541,,residential,True,False,10.369,"LINESTRING (6.8773147 50.8798884, 6.8773473 50.8798995, 6.877374 50.8799155, 6.8773931 50.8799354, 6.8774032 50.8799579)",,,roundabout,
"[30751954, 30751941, 564959678]",Spijkenisser Straße,residential,False,True,190.719,"LINESTRING (6.8773147 50.8798884, 6.8773509 50.8798391, 6.8774997 50.8796521, 6.877865 50.8793177, 6.8779196 50.8792562, 6.8779402 50.8792059, 6.8779389 50.8791854, 6.8778777 50.8790928, 6.8777874 50.8790362, 6.8776935 50.879015, 6.8775648 50.8790001, 6.8774133 50.8789978, 6.877241 50.8789956, 6.8769376 50.8789882, 6.8768151 50.8789853, 6.8767533 50.8789821, 6.8766519 50.8789822)",,"['4', '1']",,
"[511021208, 511021203, 141328157]",Spijkenisser Straße,residential,False,True,460.35400000000004,"LINESTRING (6.8720234 50.8789765, 6.8720522 50.8790177, 6.8720687 50.8790548, 6.8720565 50.8792732, 6.8720514 50.8794238, 6.8720492 50.8794892, 6.8720542 50.8796243, 6.8720864 50.8797512, 6.872132 50.8798299, 6.8721963 50.8799027, 6.8722768 50.8799585, 6.8723734 50.8800042, 6.8724887 50.880044, 6.8726456 50.8800702, 6.8727878 50.8800821, 6.8731096 50.8800795, 6.8732625 50.8800787, 6.8733686 50.8800785, 6.8737735 50.8800778, 6.8744829 50.8800406, 6.8750489 50.8800406, 6.8751857 50.880044, 6.875297 50.8800491, 6.8760413 50.8800838, 6.8764986 50.8800829, 6.876862 50.8800651, 6.8770022 50.880051, 6.8770745 50.8800395, 6.8771514 50.8800191)",30,,,
361842033,Theresienhöhe,tertiary,True,False,23.646,"LINESTRING (6.8720234 50.8789765, 6.8719683 50.8789834, 6.8719126 50.8789788, 6.871862 50.8789634, 6.8718218 50.8789387, 6.8717961 50.8789071, 6.8717876 50.8788721)",50,1,roundabout,
7640541,,residential,True,False,24.414,"LINESTRING (6.8771514 50.8800191, 6.8771345 50.8799971, 6.8771278 50.8799731, 6.877132 50.8799488, 6.8771466 50.8799262, 6.8771705 50.8799071, 6.8772019 50.8798929, 6.8772384 50.8798847, 6.877277 50.8798832, 6.8773147 50.8798884)",,,roundabout,
