osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,tunnel,width,junction
92104960,2,L 181,Hüfinger Straße,secondary,50,False,False,30.897,,"LINESTRING (8.4538645 47.9312758, 8.4542781 47.9312555)",,,
"[397928496, 271190536, 29211141, 29211143]",,L 181,Hüfinger Straße,secondary,50,False,True,73.925,yes,"LINESTRING (8.4538645 47.9312758, 8.4537177 47.931282, 8.4536778 47.9312837, 8.4532685 47.9313064, 8.4531938 47.9313167, 8.45306 47.9313539, 8.4529094 47.9314114)",,,
90707735,,K 5739,,secondary,50,True,False,35.964999999999996,,"LINESTRING (8.4538645 47.9312758, 8.4540592 47.931226, 8.4541384 47.93119, 8.4541993 47.931154, 8.454261 47.9311035)",,,
90707730,,K 5740,Hüfinger Straße,tertiary,50,False,False,26.571,,"LINESTRING (8.4524505 47.931301, 8.4520953 47.9312795)",,,
90707736,,K 5740,Hüfinger Straße,tertiary,50,True,False,37.356,,"LINESTRING (8.4524505 47.931301, 8.4526234 47.9313073, 8.4526921 47.9313201, 8.4527546 47.931343, 8.4528469 47.9313799, 8.4529094 47.9314114)",,,
90707730,,K 5740,Hüfinger Straße,tertiary,50,False,False,35.606,,"LINESTRING (8.4520953 47.9312795, 8.4516227 47.9312319)",,,
90707730,,K 5740,Hüfinger Straße,tertiary,50,False,True,26.571,,"LINESTRING (8.4520953 47.9312795, 8.4524505 47.931301)",,,
28428918,,,Widmannstraße,residential,,False,False,143.718,,"LINESTRING (8.4520953 47.9312795, 8.4521383 47.9306778, 8.4521462 47.9303967, 8.452147 47.9303681, 8.4521678 47.930252, 8.4522163 47.9299906)",,,
90707730,,K 5740,Hüfinger Straße,tertiary,50,False,True,35.606,,"LINESTRING (8.4516227 47.9312319, 8.4520953 47.9312795)",,,
30324896,,,Raiffeisenstraße,residential,,False,False,94.58,,"LINESTRING (8.4516227 47.9312319, 8.4514671 47.9316401, 8.4514597 47.9317725, 8.4514902 47.9318403, 8.45148 47.931942, 8.4514258 47.9320606)",,,
90707730,,K 5740,Hüfinger Straße,tertiary,50,False,False,163.473,,"LINESTRING (8.4516227 47.9312319, 8.4514105 47.9311973, 8.4512042 47.9311436, 8.4509686 47.9310664, 8.4507309 47.9309711, 8.4503451 47.9307703, 8.4500143 47.9305599, 8.4499273 47.9305011, 8.4498319 47.9304262)",,,
90707730,,K 5740,Hüfinger Straße,tertiary,50,False,True,17.915,,"LINESTRING (8.4496964 47.9302931, 8.4498319 47.9304262)",,,
30692988,,,Grabenring,residential,,False,True,22.482,,"LINESTRING (8.4496964 47.9302931, 8.4497367 47.9302441, 8.4497676 47.9301776, 8.4497997 47.9301041)",,,
"[90707730, 451076789, 451076790]",1,K 5740,Hüfinger Straße,tertiary,50,False,False,38.609,,"LINESTRING (8.4496964 47.9302931, 8.4495658 47.9302474, 8.449437 47.9302189, 8.449303 47.9302135, 8.4492041 47.9301998)",building_passage,,
52985875,,K 5740,Zähringerstraße,tertiary,50,False,False,5.276,,"LINESTRING (8.4492041 47.9301998, 8.4491343 47.9301918)",,,
"[90707730, 451076789, 451076790]",1,K 5740,Hüfinger Straße,tertiary,50,False,True,38.608999999999995,,"LINESTRING (8.4492041 47.9301998, 8.449303 47.9302135, 8.449437 47.9302189, 8.4495658 47.9302474, 8.4496964 47.9302931)",building_passage,,
1229851184,,,Kirchstraße,tertiary,50,False,True,97.80000000000001,,"LINESTRING (8.4492041 47.9301998, 8.4492038 47.9301799, 8.4492033 47.930148, 8.4491825 47.9295967, 8.4491685 47.9293206)",,,
130676296,2,,Bruggener Straße,tertiary,50,False,True,51.461,,"LINESTRING (8.4472268 47.9300695, 8.4472247 47.9301017, 8.4472154 47.9301344, 8.4471463 47.9301736, 8.4466733 47.930287)",,,
130676298,2,K 5740,Zähringerstraße,tertiary,50,False,False,13.172,,"LINESTRING (8.4472268 47.9300695, 8.4472116 47.9300447, 8.4471792 47.930023, 8.4471007 47.9299922)",,,
1193314718,,K 5740,Zähringerstraße,tertiary,50,False,True,46.468999999999994,,"LINESTRING (8.4472268 47.9300695, 8.4473254 47.9300669, 8.4478477 47.9301027)",,,
128206415,2,K 5739,Dögginger Straße,secondary,50,False,False,180.13500000000002,,"LINESTRING (8.4484055 47.9263468, 8.4484746 47.9263975, 8.4485486 47.9264364, 8.4489286 47.9265501, 8.4492345 47.9267014, 8.4494319 47.9268279, 8.4496379 47.9269602, 8.4498938 47.9271498, 8.4500845 47.9272856, 8.4501693 47.9273275, 8.4502098 47.9273455, 8.4502556 47.9273627)",,6.5,
"[451065753, 451107411]",,,Galgenbergstraße,residential,50,False,True,117.424,,"LINESTRING (8.4484055 47.9263468, 8.4483057 47.9263965, 8.4482635 47.9264205, 8.4482017 47.9264641, 8.4480267 47.926618, 8.4479086 47.9267698, 8.4478085 47.9269298, 8.447718 47.9270524, 8.4476182 47.9271327, 8.4475112 47.9271966)",,,
130676296,2,,Bruggener Straße,tertiary,50,False,False,59.584,,"LINESTRING (8.4456018 47.9308306, 8.4458373 47.9306961, 8.4462071 47.9304804)",,,
130676296,2,,Bruggener Straße,tertiary,50,False,True,165.881,,"LINESTRING (8.4456018 47.9308306, 8.4453912 47.9309277, 8.4451707 47.9310011, 8.4446777 47.9311108, 8.4441485 47.9312171, 8.4438576 47.9312949, 8.4437326 47.9313502, 8.4436574 47.931404, 8.4436121 47.9314479)",,,
131726381,,,Rechstraße,residential,,False,True,79.73100000000001,,"LINESTRING (8.4456018 47.9308306, 8.4458033 47.9310233, 8.4459535 47.9312317, 8.44611 47.931459)",,,
31798787,,,Grabenring,residential,,False,False,94.527,,"LINESTRING (8.4462071 47.9304804, 8.4466398 47.9308558, 8.4468853 47.9311101, 8.4469421 47.9311723)",,,
31798787,,,Grabenring,residential,,False,True,67.42,,"LINESTRING (8.4462071 47.9304804, 8.4458732 47.9302383, 8.4456028 47.9300292)",,,
130676296,2,,Bruggener Straße,tertiary,50,False,False,40.865,,"LINESTRING (8.4462071 47.9304804, 8.4464363 47.93038, 8.4466733 47.930287)",,,
130676296,2,,Bruggener Straße,tertiary,50,False,True,59.584,,"LINESTRING (8.4462071 47.9304804, 8.4458373 47.9306961, 8.4456018 47.9308306)",,,
30324875,,,Sommergasse,residential,,False,True,119.437,,"LINESTRING (8.4466733 47.930287, 8.4469843 47.9306298, 8.4472385 47.9307769, 8.4477455 47.9307779, 8.4479039 47.9307569)",,,
30324876,,,Zwingelgasse,residential,,False,False,66.7,,"LINESTRING (8.4466733 47.930287, 8.4464493 47.9301148, 8.4463624 47.9300346, 8.4462821 47.929951, 8.4461551 47.9298005)",,,
130676296,2,,Bruggener Straße,tertiary,50,False,False,51.461000000000006,,"LINESTRING (8.4466733 47.930287, 8.4471463 47.9301736, 8.4472154 47.9301344, 8.4472247 47.9301017, 8.4472268 47.9300695)",,,
130676296,2,,Bruggener Straße,tertiary,50,False,True,40.865,,"LINESTRING (8.4466733 47.930287, 8.4464363 47.93038, 8.4462071 47.9304804)",,,
31798787,,,Grabenring,residential,,False,False,35.887,,"LINESTRING (8.4458515 47.9292365, 8.4457445 47.9293555, 8.4455542 47.9294879)",,,
52985867,2,K 5740,Gumppstraße,tertiary,50,False,False,28.003,,"LINESTRING (8.4458515 47.9292365, 8.4456692 47.9291994, 8.445487 47.9291767)",,,
130676298,2,K 5740,Zähringerstraße,tertiary,50,False,True,41.84,,"LINESTRING (8.4458515 47.9292365, 8.4459483 47.9292627, 8.4460569 47.9293064, 8.4461492 47.9293591, 8.4463021 47.9294548)",,,
"[1153058333, 1153058334]",,,Grabenring,residential,,False,True,326.271,,"LINESTRING (8.4458515 47.9292365, 8.4458938 47.9291749, 8.4462304 47.9287834, 8.4463591 47.9286798, 8.446548 47.9285878, 8.4469943 47.9284268, 8.447432 47.928306, 8.4482217 47.9280875, 8.4484878 47.9280299, 8.4486594 47.9280069, 8.4488654 47.9280012, 8.4490628 47.9280184, 8.4494645 47.9280828, 8.4495241 47.9280924)",,,
