osmid,lanes,ref,name,highway,maxspeed,width,oneway,reversed,length,geometry,bridge,junction
"[263982925, 5013286]",2,B 107;B 176,"['Bahnhofstraße', 'Lausicker Straße']",primary,50,5.5,False,False,47.278999999999996,"LINESTRING (12.800318 51.1322777, 12.8004045 51.1322683, 12.8004921 51.1322666, 12.8005636 51.1322689, 12.8006378 51.1322778, 12.8007198 51.1322904, 12.8008014 51.132303, 12.8008955 51.1323094, 12.8009873 51.1323071)",,
"[442996584, 442996585]",2,B 176,Lausicker Straße,primary,50,7.0,False,True,46.662,"LINESTRING (12.800318 51.1322777, 12.7999123 51.1322403, 12.7997871 51.1322156, 12.799678 51.1321743)",,
442996587,2,B 107,Leipziger Straße,primary,50,5.0,False,True,45.129000000000005,"LINESTRING (12.800318 51.1322777, 12.8001184 51.1323717, 12.799879 51.1325706)",,
5013287,2,B 107;B 176,Bahnhofstraße,primary,50,6.5,False,False,63.748999999999995,"LINESTRING (12.8009873 51.1323071, 12.8010742 51.1322953, 12.8011337 51.1322739, 12.8011742 51.1322505, 12.8012364 51.1321965, 12.8014446 51.1318468)",,
"[263982925, 5013286]",2,B 107;B 176,"['Bahnhofstraße', 'Lausicker Straße']",primary,50,5.5,False,True,47.279,"LINESTRING (12.8009873 51.1323071, 12.8008955 51.1323094, 12.8008014 51.132303, 12.8007198 51.1322904, 12.8006378 51.1322778, 12.8005636 51.1322689, 12.8004921 51.1322666, 12.8004045 51.1322683, 12.800318 51.1322777)",,
5013287,2,B 107;B 176,Bahnhofstraße,primary,50,6.5,False,False,106.81099999999999,"LINESTRING (12.8014446 51.1318468, 12.8016024 51.1316197, 12.801718 51.1314932, 12.8018457 51.1313748, 12.8020225 51.1312395, 12.802161 51.1311338, 12.8022906 51.1310565)",,
5013287,2,B 107;B 176,Bahnhofstraße,primary,50,6.5,False,True,63.749,"LINESTRING (12.8014446 51.1318468, 12.8012364 51.1321965, 12.8011742 51.1322505, 12.8011337 51.1322739, 12.8010742 51.1322953, 12.8009873 51.1323071)",,
117156553,1,,Forsthof,residential,,,False,False,195.68099999999998,"LINESTRING (12.8014446 51.1318468, 12.8019778 51.1319854, 12.8023962 51.1320695, 12.8025608 51.1320852, 12.8033948 51.1324003, 12.8039444 51.1326156)",,
5013287,2,B 107;B 176,Bahnhofstraße,primary,50,6.5,False,True,106.811,"LINESTRING (12.8022906 51.1310565, 12.802161 51.1311338, 12.8020225 51.1312395, 12.8018457 51.1313748, 12.801718 51.1314932, 12.8016024 51.1316197, 12.8014446 51.1318468)",,
"[5013288, 660993921, 5013290, 227720647]",2,B 176,Wassergasse,primary,50,"['6.0', '6.5']",False,False,130.4,"LINESTRING (12.8022906 51.1310565, 12.8023713 51.1310121, 12.8024395 51.1309826, 12.8033735 51.1306875, 12.8034822 51.1306505, 12.803633 51.1305921, 12.8037299 51.1305538, 12.8039052 51.130473)",yes,
48902729,,,Am Graben,residential,,4,False,True,33.753,"LINESTRING (12.8041093 51.1294412, 12.8041553 51.1294192, 12.8044788 51.1292454)",,
101042152,2,B 176,Wassergasse,primary,50,6.0,False,False,82.681,"LINESTRING (12.8041093 51.1294412, 12.8040517 51.1293957, 12.8033487 51.1288711)",,
"[101042152, 660993920]",2,B 176,Wassergasse,primary,50,6.0,False,True,132.60500000000002,"LINESTRING (12.8041093 51.1294412, 12.8042449 51.1295381, 12.8043057 51.1295915, 12.8043566 51.1296538, 12.8043953 51.1297259, 12.8044144 51.1297653, 12.8044215 51.1298268, 12.8044206 51.1298729, 12.8044163 51.1299371, 12.8043989 51.129992, 12.8043824 51.1300253, 12.8043747 51.1300409, 12.804345 51.1300947, 12.8042962 51.1301724, 12.8042143 51.1302606, 12.8041324 51.1303319, 12.8040703 51.1303792, 12.8039052 51.130473)",,
103294787,2,,Albertberg,residential,30,,False,False,88.782,"LINESTRING (12.8088834 51.1253876, 12.8076393 51.1255544)",,
911570322,2,,Luisastraße,residential,30,6.7,False,True,12.676,"LINESTRING (12.8088834 51.1253876, 12.808876 51.1252737)",,
276742061,2,,Luisastraße,residential,30,,False,False,47.760000000000005,"LINESTRING (12.8088834 51.1253876, 12.8090283 51.1257891, 12.8090346 51.1258065)",,
276742034,2,B 176,Dresdener Straße,primary,50,,False,True,28.045,"LINESTRING (12.8093219 51.1259228, 12.8091919 51.1260509, 12.80914 51.1261458)",,
911570325,2,,Tiergartenstraße,residential,,5.25,False,False,25.991,"LINESTRING (12.809895 51.1291048, 12.8102338 51.1290077)",,
61226298,1,,Tiergartenstraße,residential,,,False,True,176.99600000000004,"LINESTRING (12.809895 51.1291048, 12.8098955 51.1291351, 12.8093988 51.1293757, 12.8092908 51.1293971, 12.8091487 51.1294287, 12.8090012 51.1294582, 12.8088199 51.1294889, 12.8086647 51.1295106, 12.8084877 51.1295238, 12.8083129 51.1295204, 12.8080449 51.12952, 12.8079172 51.1295216, 12.8078487 51.1295224, 12.807704 51.1295311, 12.8075717 51.1295328)",,
228066784,1,,Fürstenweg,residential,,,False,False,88.73899999999999,"LINESTRING (12.809895 51.1291048, 12.8098853 51.1289701, 12.8098912 51.1283069)",,
228066784,1,,Fürstenweg,residential,,,False,True,77.904,"LINESTRING (12.8098969 51.1276063, 12.8098912 51.1283069)",,
24470906,2,,Wettiner Ring,residential,,5.25,False,False,112.117,"LINESTRING (12.8098969 51.1276063, 12.8097807 51.1275888, 12.8096359 51.1275549, 12.8091793 51.1274263, 12.808564 51.1272551, 12.8084159 51.1272187)",,
"[24470906, 1219103090]",2,,Wettiner Ring,residential,,5.25,False,True,190.12700000000004,"LINESTRING (12.8098969 51.1276063, 12.8100164 51.1276118, 12.8100927 51.1276124, 12.8102668 51.1276137, 12.8103741 51.1276147, 12.8105831 51.1276167, 12.8106369 51.1276172, 12.8108759 51.1276252, 12.8110853 51.1276385, 12.8113135 51.1276603, 12.8114943 51.1276811, 12.8116818 51.1277056, 12.8119057 51.1277481, 12.8122692 51.1278295, 12.8124042 51.1278709, 12.8124662 51.1278842, 12.8125586 51.1278868)",,
255835532,2,B 176,Schützenstraße,primary,50,7.0,False,True,6.125,"LINESTRING (12.8069887 51.1260485, 12.8069512 51.1259987)",,
48902731,1,,Schulstraße,residential,,,False,False,119.176,"LINESTRING (12.8069887 51.1260485, 12.8069434 51.1260872, 12.8069182 51.1261144, 12.8067861 51.1262573, 12.8064626 51.1266075, 12.8063409 51.1267391, 12.8061298 51.1269432, 12.806109 51.1269666)",,
276742065,2,B 176,Schützenstraße,primary,50,,False,False,99.669,"LINESTRING (12.8069887 51.1260485, 12.8071135 51.1261842, 12.8073814 51.1264317, 12.8077169 51.1267474, 12.8077711 51.126798)",,
87513253,2,,Am Tiergarten,residential,,,False,True,214.16299999999998,"LINESTRING (12.8125586 51.1278868, 12.8122212 51.1280921, 12.8119716 51.1282104, 12.8114996 51.1283624, 12.8111603 51.1284405, 12.8108288 51.1284919, 12.810739 51.1285126, 12.8106525 51.1285424, 12.8106001 51.1285655, 12.8105578 51.1286073, 12.8102338 51.1290077)",,
