osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,width,access,bridge
"[321089702, 321089703, 321089706, 321089707, 321089708, 331104685, 321089710, 321089711, 321089709, 321089712]","['4', '5', '3']",B 229,Freiheitstraße,primary,50,False,True,309.471,"LINESTRING (7.1876635 51.1772956, 7.1877862 51.1773015, 7.1879334 51.1773078, 7.1881582 51.17733, 7.1883093 51.1773449, 7.188458 51.1773608, 7.1885168 51.1773668, 7.188779 51.1773903, 7.1888208 51.1773941, 7.1889643 51.177409, 7.1896284 51.1774781, 7.1899529 51.1775107, 7.1907028 51.1775897, 7.1908898 51.1776015, 7.1911305 51.1775983, 7.1913753 51.177582, 7.1917127 51.1775307, 7.1918888 51.1774983, 7.1920399 51.1774704)",,,,
"[321150514, 288248348]",3,,Weststraße,tertiary,50,False,True,177.792,"LINESTRING (7.1876635 51.1772956, 7.1879415 51.1772165, 7.1882269 51.1771444, 7.1884027 51.1771083, 7.1886275 51.1770786, 7.1888421 51.1770515, 7.1893683 51.1769752, 7.1894202 51.1769677, 7.1901215 51.1768964)",,,,
24916519,2,,Weststraße,tertiary,50,False,False,35.064,"LINESTRING (7.1934437 51.1758642, 7.1933789 51.1759124, 7.1933087 51.175968, 7.1932649 51.1759992, 7.1931115 51.1761007)",,,,
"[1167426272, 35075812, 1167427094]",2,,Prešover Straße,tertiary,50,False,True,477.71899999999994,"LINESTRING (7.1934437 51.1758642, 7.1934916 51.1758394, 7.1935534 51.1758202, 7.1936344 51.1758172, 7.1937339 51.1758231, 7.1938888 51.175842, 7.1940552 51.175876, 7.1942631 51.1759315, 7.1944808 51.1759737, 7.1959474 51.1762199, 7.1961171 51.1762606, 7.1984365 51.1766959, 7.1990414 51.1767964, 7.199378 51.1768386, 7.1996708 51.1768709, 7.2000334 51.1769048)",,,,
"[1167426272, 35075812, 1167427094]",2,,Prešover Straße,tertiary,50,False,False,477.719,"LINESTRING (7.2000334 51.1769048, 7.1996708 51.1768709, 7.199378 51.1768386, 7.1990414 51.1767964, 7.1984365 51.1766959, 7.1961171 51.1762606, 7.1959474 51.1762199, 7.1944808 51.1759737, 7.1942631 51.1759315, 7.1940552 51.175876, 7.1938888 51.175842, 7.1937339 51.1758231, 7.1936344 51.1758172, 7.1935534 51.1758202, 7.1934916 51.1758394, 7.1934437 51.1758642)",,,,
24916331,4,B 229,Freiheitstraße,primary,50,False,False,28.622,"LINESTRING (7.1969487 51.177593, 7.1965757 51.1774854)",,,,
"[328242445, 321150509, 328242444, 18662253]","['3', '1']",B 229,Freiheitstraße,primary,50,True,False,195.22099999999998,"LINESTRING (7.1969487 51.177593, 7.1973964 51.1776822, 7.1977292 51.1777458, 7.1980623 51.1778063, 7.198274 51.1778435, 7.1984827 51.1778827, 7.198701 51.1779328, 7.1988471 51.1779644, 7.1991517 51.1780366, 7.1992008 51.1780453, 7.1992155 51.1780479, 7.199316 51.1780657, 7.1994587 51.1780817, 7.1996285 51.1780772)",,,,
100675698,3,L 415,Nordstraße,tertiary,50,False,False,10.578,"LINESTRING (7.1995195 51.180481, 7.199509 51.1805759)",,,,
"[100675688, 100675696, 100675685, 100682300]","['2', '3', '1']",L 415,Nordstraße,tertiary,50,True,False,74.105,"LINESTRING (7.1995195 51.180481, 7.1994639 51.1804234, 7.1994316 51.180299, 7.1994049 51.1801713, 7.1993211 51.1800352, 7.1992573 51.1799576, 7.1991735 51.1798597)",,,,
100675697,1,,Kipperstraße,residential,,True,False,41.108,"LINESTRING (7.1995195 51.180481, 7.1996839 51.1804802, 7.1997866 51.1804753, 7.199859 51.1804635, 7.1999195 51.1804422, 7.19999 51.1804105, 7.2000626 51.1803757)",,,,
"[24916512, 319829713, 517813275]",3,,Kirchhofstraße,residential,,False,False,178.255,"LINESTRING (7.1988353 51.1817998, 7.1987016 51.1817216, 7.1986714 51.1817004, 7.1983149 51.1814508, 7.1981386 51.1813161, 7.1977097 51.1810154, 7.1973533 51.1807447, 7.197159 51.1805906)",,,,
"[1267051568, 1184524547, 52505499]",,L 415,Nordstraße,tertiary,50,False,False,540.4350000000001,"LINESTRING (7.1988353 51.1817998, 7.1987289 51.1818981, 7.1986937 51.1819257, 7.1985529 51.1820363, 7.1984134 51.182128, 7.1982351 51.1822201, 7.1981046 51.1822725, 7.1978288 51.1823607, 7.1973715 51.1824918, 7.1972848 51.1825204, 7.1969562 51.1826289, 7.1963158 51.1828576, 7.1962223 51.182891, 7.1959664 51.1829689, 7.1957752 51.1830145, 7.1955649 51.1830401, 7.1952699 51.1830568, 7.1948732 51.1830792, 7.1946749 51.1830953, 7.1946092 51.1831006, 7.1945755 51.1831017, 7.1941965 51.1831517, 7.1936337 51.1832499, 7.1930243 51.1833753, 7.1921969 51.1835278, 7.1918076 51.183567)",,,,
1267051576,,L 415,Nordstraße,tertiary,50,False,True,57.89,"LINESTRING (7.1988353 51.1817998, 7.1989402 51.1816879, 7.19899 51.1816347, 7.1991288 51.1814622, 7.1992102 51.1813362)",,,,
52505499,,L 415,Nordstraße,tertiary,50,False,False,72.381,"LINESTRING (7.1908582 51.1836278, 7.190742 51.1836423, 7.1906058 51.183672, 7.1905028 51.1837071, 7.1904095 51.1837556, 7.1903409 51.183812, 7.1902936 51.1838776, 7.1902621 51.1839297, 7.1902438 51.1839779, 7.1902312 51.1840662)",,,,
52505499,,L 415,Nordstraße,tertiary,50,False,True,66.53,"LINESTRING (7.1908582 51.1836278, 7.1911429 51.183611, 7.1915364 51.1835895, 7.1918076 51.183567)",,,,
18642179,2,,Peterstraße,tertiary,50,True,False,17.682,"LINESTRING (7.1873029 51.1838124, 7.1874733 51.1839302)",,,,
"[319856563, 319856565, 319894334, 773140143]","['2', '3']",,Elberfelder Straße,secondary,50,True,False,239.86800000000002,"LINESTRING (7.1873029 51.1838124, 7.1874167 51.1837267, 7.1875277 51.1836529, 7.187592 51.1836102, 7.1879031 51.1834035, 7.1881586 51.1832345, 7.1882974 51.1831409, 7.18846 51.1830372, 7.1887901 51.1828218, 7.1888248 51.1828052, 7.1890055 51.1827129, 7.189208 51.1826138, 7.1894959 51.1824947, 7.1898367 51.1823729)",,,,
18459089,5,,Elberfelder Straße,secondary,50,False,False,27.622,"LINESTRING (7.1909791 51.1821018, 7.1913446 51.1820058)",,,,
"[319848869, 319848873, 319848876, 319848882, 18459093]","['4', '2', '3']",,Elberfelder Straße,secondary,50,True,False,321.84600000000006,"LINESTRING (7.1909791 51.1821018, 7.1908828 51.1821753, 7.1908337 51.1821886, 7.1907547 51.1822101, 7.190533 51.1822698, 7.1901836 51.1823745, 7.1898847 51.1824684, 7.189466 51.1826585, 7.189362 51.1827089, 7.1892321 51.1827795, 7.1891382 51.1828322, 7.1890407 51.1828928, 7.1888955 51.1829848, 7.188746 51.183084, 7.1886413 51.1831516, 7.1885728 51.1831965, 7.1884802 51.1832582, 7.1883431 51.1833506, 7.1882459 51.1834161, 7.1879176 51.1836345, 7.1876069 51.1838374, 7.1874733 51.1839302)",,,,
71138852,4,,Wansbeckstraße,secondary,50,False,False,4.856,"LINESTRING (7.1958784 51.1811261, 7.1959364 51.1811019)",,,,
"[35412329, 319837852, 38260871]",4,,Wansbeckstraße,secondary,50,False,True,127.21099999999998,"LINESTRING (7.1958784 51.1811261, 7.1957401 51.1811774, 7.1954287 51.1812742, 7.19517 51.1813331, 7.1948883 51.1813847, 7.1946172 51.1814125, 7.1944229 51.1814222, 7.1941445 51.1814235)",,,,
52327113,3,,Elberfelder Straße,secondary,50,True,False,11.021,"LINESTRING (7.1874733 51.1839302, 7.1873793 51.1840099)",,,,
18642180,1,,Peterstraße,residential,,True,False,36.07,"LINESTRING (7.1874733 51.1839302, 7.1875737 51.1840029, 7.1876784 51.1841205, 7.1877268 51.184209)",,,,
18459099,2,L 415,Nordstraße,secondary,50,True,False,31.729999999999997,"LINESTRING (7.2002452 51.1783822, 7.2002088 51.1784811, 7.2001715 51.1785641, 7.2001512 51.1786609)",,,,
"[118851091, 374749983]",2,B 229,Willy-Brandt-Platz,primary,50,True,False,45.387,"LINESTRING (7.2002452 51.1783822, 7.2001152 51.1784434, 7.1999971 51.1784865, 7.1999585 51.1785009, 7.199854 51.1785352, 7.1996691 51.1785597)",roundabout,,,
196671488,3,B 229,Willy-Brandt-Platz,primary,50,True,False,25.488999999999997,"LINESTRING (7.1996691 51.1785597, 7.1996041 51.1785515, 7.1995219 51.1785329, 7.199447 51.1785, 7.1993663 51.1784439)",roundabout,,,
287661635,3,B 229,Willy-Brandt-Platz,primary,50,True,False,14.642,"LINESTRING (7.1993663 51.1784439, 7.1993183 51.1783789, 7.1993144 51.1783189)",roundabout,,,
"[1176165090, 321150507]",3,,Bismarckstraße,tertiary,50,False,True,39.95,"LINESTRING (7.1993663 51.1784439, 7.1992359 51.178485, 7.199038 51.1785454, 7.1988539 51.1786048)",,,,
24916328,1,B 229,Freiheitstraße,primary,50,True,False,145.253,"LINESTRING (7.1993144 51.1783189, 7.1992459 51.1782526, 7.1991923 51.1782172, 7.1991431 51.178202, 7.1987773 51.1781225, 7.1986256 51.1780895, 7.198507 51.178062, 7.1982136 51.1779884, 7.1978566 51.1778962, 7.1974581 51.1777669)",,,,
287661636,2,B 229,Willy-Brandt-Platz,primary,50,True,False,35.801,"LINESTRING (7.1993144 51.1783189, 7.1993342 51.1782694, 7.1993622 51.1782267, 7.1994305 51.1781779, 7.1996285 51.1780772)",roundabout,,,
40429056,3,,Elberfelder Straße,secondary,50,True,False,13.746,"LINESTRING (7.1871863 51.1839121, 7.1873029 51.1838124)",,,,
