osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,bridge,width,access
"[1032848354, 314374741, 1032875597, 35441406]","['2', '3']",B 105,Rostocker Straße,primary,50,False,False,113.76500000000001,"LINESTRING (11.9023762 54.1030887, 11.9025362 54.1030934, 11.9026522 54.1030913, 11.9027527 54.1030852, 11.9032101 54.1030628, 11.903564 54.1030657, 11.903815 54.1030741, 11.9039826 54.1030796, 11.9041179 54.1030836)",,,,
"[1032848352, 316101027, 1032875593, 1032875594, 8015595, 465888315, 86251447, 725155259, 725155260, 28875198, 1032848351]","['4', '2', '3', '1']",,Alexandrinenplatz,tertiary,30,False,False,211.246,"LINESTRING (11.9023762 54.1030887, 11.9024004 54.1031735, 11.9024107 54.1032124, 11.902421 54.1032659, 11.9024313 54.1033224, 11.9024419 54.1034603, 11.9024407 54.1035718, 11.9024111 54.1038552, 11.9024689 54.1039436, 11.9025246 54.1039932, 11.9026539 54.1041084, 11.9026931 54.1042166, 11.9027001 54.104236, 11.9027736 54.1045114, 11.9028477 54.1047608, 11.9029037 54.1049337)",,,,
"[1032848353, 52752587]",3,B 105,Kröpeliner Straße,primary,50,False,False,67.50399999999999,"LINESTRING (11.9023762 54.1030887, 11.9021744 54.1030804, 11.9019735 54.1030563, 11.9018955 54.1030457, 11.9017869 54.1030309, 11.9016005 54.1029928, 11.9013921 54.1029241)",,,,
"[465888321, 725155239, 725155240, 314374736, 8015603]",3,,Friedrich-Franz-Straße,residential,50,False,False,161.236,"LINESTRING (11.9052941 54.1031996, 11.905318 54.1030843, 11.9053693 54.102837, 11.9054461 54.1024661, 11.9054491 54.1024519, 11.9054639 54.1023803, 11.9055662 54.1017995, 11.9055646 54.1017587)",,,,
"[30652691, 314374740]","['2', '3']",B 105,Rostocker Straße,primary,50,False,False,91.282,"LINESTRING (11.9052941 54.1031996, 11.905941 54.1033479, 11.9063521 54.1034416, 11.9065968 54.1035004)",,,,
"[1032875598, 314374742, 314374743]","['2', '3']",B 105,Rostocker Straße,primary,50,False,True,78.09400000000001,"LINESTRING (11.9052941 54.1031996, 11.9050555 54.1031521, 11.9049104 54.1031345, 11.9045742 54.1031054, 11.9043924 54.1030957, 11.9041179 54.1030836)",,,,
8030640,,,Clara-Zetkin-Straße,residential,50,False,False,20.158,"LINESTRING (11.9055646 54.1017587, 11.9058399 54.1016762)",,,,
"[465888321, 725155239, 725155240, 314374736, 8015603]",3,,Friedrich-Franz-Straße,residential,50,False,True,161.236,"LINESTRING (11.9055646 54.1017587, 11.9055662 54.1017995, 11.9054639 54.1023803, 11.9054491 54.1024519, 11.9054461 54.1024661, 11.9053693 54.102837, 11.905318 54.1030843, 11.9052941 54.1031996)",,,,
8030640,,,Clara-Zetkin-Straße,residential,50,False,True,20.158,"LINESTRING (11.9058399 54.1016762, 11.9055646 54.1017587)",,,,
144231619,,,Gartenweg,residential,,False,False,161.998,"LINESTRING (11.9058399 54.1016762, 11.9062975 54.1017285, 11.9073207 54.1017989, 11.9073615 54.101846, 11.9073029 54.1023715)",,,,
"[161220416, 485005241, 713373890, 24536141]",2,,Beethovenstraße,tertiary,50,False,False,247.92900000000006,"LINESTRING (11.9038068 54.10682, 11.9039213 54.1068554, 11.9040876 54.1068809, 11.9042108 54.1068993, 11.9043401 54.1069194, 11.9045925 54.1069709, 11.9050809 54.1070649, 11.9052674 54.1071099, 11.9054044 54.1071677, 11.905617 54.1072957, 11.9058466 54.1074736, 11.9059956 54.1076142, 11.9061237 54.1078019, 11.9062515 54.1080102, 11.9063635 54.1082348)",,,,
477283851,,,Severinstraße,residential,50,False,True,22.13,"LINESTRING (11.9038068 54.10682, 11.9036521 54.1068846, 11.90351 54.1069119)",,,,
"[142499185, 569021727]",2,,August-Bebel-Straße,tertiary,30,False,True,200.361,"LINESTRING (11.9038068 54.10682, 11.9037568 54.1067681, 11.9037274 54.1066689, 11.9036418 54.1062762, 11.9036382 54.1062621, 11.9035723 54.1060087, 11.9035414 54.1059009, 11.9034704 54.105716, 11.9033878 54.1056183, 11.9032828 54.1054758, 11.9030617 54.1052068, 11.9029996 54.1050994)",,,,
24536084,,,Beethovenstraße,tertiary,50,True,False,21.189,"LINESTRING (11.9058422 54.1101159, 11.9058719 54.1101368, 11.9058886 54.1101622, 11.9058906 54.1101894, 11.9058777 54.1102156, 11.9058512 54.1102379, 11.9058139 54.1102542, 11.9057698 54.1102626)",roundabout,,,
33912522,,,Beethovenstraße,tertiary,50,False,True,61.433,"LINESTRING (11.9058422 54.1101159, 11.9058999 54.1100344, 11.9059865 54.1098957, 11.9061167 54.1095885)",,,,
24536084,,,Beethovenstraße,tertiary,50,True,False,15.985,"LINESTRING (11.9057698 54.1102626, 11.9057207 54.110262, 11.9056749 54.1102518, 11.9056376 54.1102331, 11.9056132 54.1102082, 11.9056045 54.1101799)",roundabout,,,
485548668,,,Verbindungsstraße,residential,50,False,False,1.924,"LINESTRING (11.8999012 54.107958, 11.8999301 54.1079545)",,,,
24536233,,,Klosterstraße,residential,30,False,False,110.184,"LINESTRING (11.9063635 54.1082348, 11.9064673 54.1081578, 11.9066418 54.1080077, 11.9067682 54.107904, 11.9071018 54.1077256, 11.9072769 54.1076357, 11.9075609 54.107561)",,,,
"[33912521, 33912522, 30652693, 30652694, 238120472]",2,,Beethovenstraße,tertiary,"['50', '30']",False,False,142.871,"LINESTRING (11.9063635 54.1082348, 11.906375 54.1084506, 11.9063737 54.1085936, 11.9063623 54.1088166, 11.906351 54.1089212, 11.9063143 54.1090928, 11.906276 54.1091997, 11.9061513 54.109507)",,yes,,
"[161220416, 485005241, 713373890, 24536141]",2,,Beethovenstraße,tertiary,50,False,True,247.92899999999995,"LINESTRING (11.9063635 54.1082348, 11.9062515 54.1080102, 11.9061237 54.1078019, 11.9059956 54.1076142, 11.9058466 54.1074736, 11.905617 54.1072957, 11.9054044 54.1071677, 11.9052674 54.1071099, 11.9050809 54.1070649, 11.9045925 54.1069709, 11.9043401 54.1069194, 11.9042108 54.1068993, 11.9040876 54.1068809, 11.9039213 54.1068554, 11.9038068 54.10682)",,,,
24536233,,,Klosterstraße,residential,30,False,True,110.18400000000001,"LINESTRING (11.9075609 54.107561, 11.9072769 54.1076357, 11.9071018 54.1077256, 11.9067682 54.107904, 11.9066418 54.1080077, 11.9064673 54.1081578, 11.9063635 54.1082348)",,,,
144231661,,,Klosterstraße,residential,30,False,False,80.401,"LINESTRING (11.9075609 54.107561, 11.9066636 54.1075927, 11.9063294 54.1075997)",,,,
"[491917121, 491917122]",,,Klosterstraße,residential,30,False,False,92.79299999999999,"LINESTRING (11.9075609 54.107561, 11.9078356 54.1074974, 11.9080014 54.1074531, 11.9084191 54.1073598, 11.9086755 54.1073148, 11.9088953 54.1072727)",,,4.9,
238120474,,,Klosterstraße,residential,30,False,True,16.467,"LINESTRING (11.9091398 54.1072355, 11.9091148 54.1072393, 11.9088953 54.1072727)",,,7.3,
"[24536347, 35441407]",,,Klosterhof,residential,30,False,False,99.456,"LINESTRING (11.9088953 54.1072727, 11.9088471 54.107156, 11.9088224 54.1070343, 11.9088192 54.1068255, 11.908831 54.1066706, 11.9088172 54.1065656, 11.9087731 54.1064726, 11.9087322 54.1063899)",,,,
238120474,,,Klosterstraße,residential,30,False,False,16.467,"LINESTRING (11.9088953 54.1072727, 11.9091148 54.1072393, 11.9091398 54.1072355)",,,7.3,
"[491917121, 491917122]",,,Klosterstraße,residential,30,False,True,92.793,"LINESTRING (11.9088953 54.1072727, 11.9086755 54.1073148, 11.9084191 54.1073598, 11.9080014 54.1074531, 11.9078356 54.1074974, 11.9075609 54.107561)",,,4.9,
"[24536347, 35441407]",,,Klosterhof,residential,30,False,True,99.456,"LINESTRING (11.9087322 54.1063899, 11.9087731 54.1064726, 11.9088172 54.1065656, 11.908831 54.1066706, 11.9088192 54.1068255, 11.9088224 54.1070343, 11.9088471 54.107156, 11.9088953 54.1072727)",,,,
209761711,,,Am Wallbach,residential,30,False,False,100.541,"LINESTRING (11.9060157 54.1043503, 11.9070824 54.1050033)",,,,
24536456,,,Am Wallbach,residential,30,True,False,191.483,"LINESTRING (11.9060157 54.1043503, 11.9058782 54.104271, 11.9051276 54.1038174, 11.9042383 54.1032931, 11.9041256 54.1032289, 11.9041187 54.1031438, 11.9041179 54.1030836)",,,,
24536457,,,Mozartstraße,residential,30,False,False,101.81700000000001,"LINESTRING (11.9060157 54.1043503, 11.9065604 54.1035509, 11.9065968 54.1035004)",,,,
24536457,,,Mozartstraße,residential,30,False,True,101.81700000000001,"LINESTRING (11.9065968 54.1035004, 11.9065604 54.1035509, 11.9060157 54.1043503)",,,,
314374740,2,B 105,Rostocker Straße,primary,50,False,False,75.212,"LINESTRING (11.9065968 54.1035004, 11.9071528 54.1036354, 11.9075108 54.103712, 11.907672 54.103745)",,,,
"[30652691, 314374740]","['2', '3']",B 105,Rostocker Straße,primary,50,False,True,91.282,"LINESTRING (11.9065968 54.1035004, 11.9063521 54.1034416, 11.905941 54.1033479, 11.9052941 54.1031996)",,,,
314374740,2,B 105,Rostocker Straße,primary,50,False,True,14.018,"LINESTRING (11.9078735 54.103789, 11.907672 54.103745)",,,,
24536458,,,Martin-Luther-Straße,residential,30,False,False,144.53900000000002,"LINESTRING (11.9078735 54.103789, 11.9078485 54.1038273, 11.9070824 54.1050033)",,,,
314374740,2,B 105,Rostocker Straße,primary,50,False,False,101.297,"LINESTRING (11.9078735 54.103789, 11.9083245 54.1038673, 11.9087809 54.103928, 11.9093851 54.1039965)",,,,
209761711,,,Am Wallbach,residential,30,False,True,100.541,"LINESTRING (11.9070824 54.1050033, 11.9060157 54.1043503)",,,,
24536458,,,Martin-Luther-Straße,residential,30,False,True,144.53900000000002,"LINESTRING (11.9070824 54.1050033, 11.9078485 54.1038273, 11.9078735 54.103789)",,,,
"[238120475, 209761711]",,,"['Schillerstraße', 'Am Wallbach']",residential,30,False,"[False, True]",166.233,"LINESTRING (11.9070824 54.1050033, 11.9075006 54.1053015, 11.9076486 54.1054095, 11.9080473 54.1052964, 11.908265 54.1052113, 11.9085309 54.1050516, 11.908848 54.104774)",,,4.85,
25390123,,,Neue Reihe,residential,30,False,False,132.235,"LINESTRING (11.8980935 54.1066099, 11.8962622 54.1071213)",,,,
725155237,,,Am Markt,residential,30,True,False,22.996,"LINESTRING (11.8980935 54.1066099, 11.8980905 54.1064031)",,,,
25390123,,,Neue Reihe,residential,30,False,True,28.325,"LINESTRING (11.8958733 54.1072349, 11.8962622 54.1071213)",,,,
376084399,,,Am Markt,residential,30,False,False,24.807,"LINESTRING (11.8994441 54.1064438, 11.8993587 54.1066612)",,,,
378119207,,,Marktstraße,residential,30,True,False,42.638000000000005,"LINESTRING (11.8994441 54.1064438, 11.8994388 54.1062083, 11.8994352 54.1061794, 11.8994219 54.1060607)",,,,
376084399,,,Am Markt,residential,30,False,True,24.807,"LINESTRING (11.8993587 54.1066612, 11.8994441 54.1064438)",,,,
37238611,,,Am Markt,residential,30,True,False,82.67699999999999,"LINESTRING (11.8993587 54.1066612, 11.8986597 54.1066329, 11.8980935 54.1066099)",,,,
"[725155238, 30605983]",,,Am Markt,residential,30,False,True,60.876,"LINESTRING (11.8993587 54.1066612, 11.8994298 54.1066682, 11.899796 54.1067013, 11.9002437 54.1067674, 11.9002726 54.1067709)",,,,
88506316,,,Baumstraße,residential,30,True,False,54.441,"LINESTRING (11.8980905 54.1064031, 11.8972557 54.1063903)",,,,
"[725155234, 25390175]",,,Am Markt,residential,30,True,False,88.35900000000001,"LINESTRING (11.8980905 54.1064031, 11.8981531 54.106405, 11.8986849 54.106421, 11.8994441 54.1064438)",,,,
24536085,,,Severinstraße,residential,50,False,False,155.582,"LINESTRING (11.901127 54.1068358, 11.901433 54.1068456, 11.9016338 54.106852, 11.9019964 54.1068636, 11.9022543 54.1068707, 11.9025434 54.106881, 11.9027311 54.106887, 11.902868 54.1068924, 11.90351 54.1069119)",,,,
"[25390218, 725155222, 725155223]",,,Severinstraße,residential,50,False,False,56.256,"LINESTRING (11.901127 54.1068358, 11.9007823 54.1068234, 11.9006944 54.1068162, 11.900656 54.1068127, 11.9002726 54.1067709)",,,,
25390288,,,Am Kamp,residential,50,True,False,235.47099999999998,"LINESTRING (11.901127 54.1068358, 11.9012255 54.1067056, 11.9012736 54.1066351, 11.9017316 54.1060856, 11.9019928 54.1057488, 11.9023566 54.1053047, 11.902566 54.1050529, 11.9026513 54.1049801, 11.9027385 54.1049559)",,,,
24536083,2,,August-Bebel-Straße,tertiary,30,False,False,19.457,"LINESTRING (11.9029037 54.1049337, 11.9029996 54.1050994)",,,,
475648569,2,,Alexandrinenplatz,residential,50,False,False,11.049,"LINESTRING (11.9029037 54.1049337, 11.9027385 54.1049559)",,,,
"[1032848352, 316101027, 1032875593, 1032875594, 8015595, 725155259, 86251447, 465888315, 725155260, 28875198, 1032848351]","['4', '2', '3', '1']",,Alexandrinenplatz,tertiary,30,False,True,211.24599999999998,"LINESTRING (11.9029037 54.1049337, 11.9028477 54.1047608, 11.9027736 54.1045114, 11.9027001 54.104236, 11.9026931 54.1042166, 11.9026539 54.1041084, 11.9025246 54.1039932, 11.9024689 54.1039436, 11.9024111 54.1038552, 11.9024407 54.1035718, 11.9024419 54.1034603, 11.9024313 54.1033224, 11.902421 54.1032659, 11.9024107 54.1032124, 11.9024004 54.1031735, 11.9023762 54.1030887)",,,,
"[26689225, 465872706]",,,Dr.-Leber-Straße,residential,30,False,False,131.564,"LINESTRING (11.9013921 54.1029241, 11.9013163 54.1029621, 11.8998595 54.1036938)",,,,
52752569,3,B 105,Kröpeliner Straße,primary,50,False,False,31.072000000000003,"LINESTRING (11.9013921 54.1029241, 11.9011939 54.1028392, 11.9010193 54.1027504)",,,,
"[1032848353, 52752587]",3,B 105,Kröpeliner Straße,primary,50,False,True,67.50399999999999,"LINESTRING (11.9013921 54.1029241, 11.9016005 54.1029928, 11.9017869 54.1030309, 11.9018955 54.1030457, 11.9019735 54.1030563, 11.9021744 54.1030804, 11.9023762 54.1030887)",,,,
30618147,,,Maxim-Gorki-Platz,residential,30,False,True,42.442,"LINESTRING (11.8989714 54.1041229, 11.8983206 54.1041136)",,,,
483731308,,,Dr.-Leber-Straße,residential,30,False,True,75.027,"LINESTRING (11.8989714 54.1041229, 11.8998595 54.1036938)",,,,
52752566,,,Dr.-Leber-Straße,residential,30,False,False,129.57999999999998,"LINESTRING (11.8989714 54.1041229, 11.8979749 54.1046067, 11.8977071 54.1047239, 11.8974788 54.1047812, 11.8973698 54.1047943)",,,,
"[30534024, 725155236]",,,Friedhofstraße,residential,30,False,False,137.188,"LINESTRING (11.8953437 54.1042103, 11.8973325 54.1041395, 11.8974441 54.1041355)",,,,
30534028,,,Kastanienstraße,residential,30,False,False,250.434,"LINESTRING (11.8953437 54.1042103, 11.8953417 54.105697, 11.8957954 54.1064148)",,,,
30652692,,,Baumstraße,residential,30,True,False,25.987,"LINESTRING (11.8957954 54.1064148, 11.8953977 54.1064307)",,,,
30534028,,,Kastanienstraße,residential,30,False,True,250.434,"LINESTRING (11.8957954 54.1064148, 11.8953417 54.105697, 11.8953437 54.1042103)",,,,
30534021,,,Mittelstraße,residential,30,True,False,94.646,"LINESTRING (11.8953977 54.1064307, 11.8958733 54.1072349)",,,,
314374740,2,B 105,Rostocker Straße,primary,50,False,False,14.018,"LINESTRING (11.907672 54.103745, 11.9078735 54.103789)",,,,
144231770,,,Wiesenweg,residential,,False,False,121.18299999999999,"LINESTRING (11.907672 54.103745, 11.9077008 54.103707, 11.9084265 54.102749)",,,,
314374740,2,B 105,Rostocker Straße,primary,50,False,True,75.212,"LINESTRING (11.907672 54.103745, 11.9075108 54.103712, 11.9071528 54.1036354, 11.9065968 54.1035004)",,,,
144231661,,,Klosterstraße,residential,30,False,True,80.401,"LINESTRING (11.9063294 54.1075997, 11.9066636 54.1075927, 11.9075609 54.107561)",,,,
24536083,2,,August-Bebel-Straße,tertiary,30,False,True,19.457,"LINESTRING (11.9029996 54.1050994, 11.9029037 54.1049337)",,,,
"[142499185, 569021727]",2,,August-Bebel-Straße,tertiary,30,False,False,200.36100000000005,"LINESTRING (11.9029996 54.1050994, 11.9030617 54.1052068, 11.9032828 54.1054758, 11.9033878 54.1056183, 11.9034704 54.105716, 11.9035414 54.1059009, 11.9035723 54.1060087, 11.9036382 54.1062621, 11.9036418 54.1062762, 11.9037274 54.1066689, 11.9037568 54.1067681, 11.9038068 54.10682)",,,,
"[144231656, 144231682]",,,Rosenwinkel,residential,30,False,False,333.02,"LINESTRING (11.9029996 54.1050994, 11.9031193 54.1050633, 11.9051625 54.1044965, 11.9065056 54.1053783, 11.9065866 54.1053939, 11.9067743 54.1055236, 11.9068579 54.10559, 11.9069025 54.1056423, 11.9069214 54.1056884)",,,,
33912522,,,Beethovenstraße,tertiary,50,False,False,9.339,"LINESTRING (11.9061513 54.109507, 11.9061167 54.1095885)",,,,
"[33912521, 33912522, 30652693, 30652694, 238120472]",2,,Beethovenstraße,tertiary,"['50', '30']",False,True,142.87099999999998,"LINESTRING (11.9061513 54.109507, 11.906276 54.1091997, 11.9063143 54.1090928, 11.906351 54.1089212, 11.9063623 54.1088166, 11.9063737 54.1085936, 11.906375 54.1084506, 11.9063635 54.1082348)",,yes,,
706063656,,,Kammerhof,residential,30,True,False,83.074,"LINESTRING (11.9061513 54.109507, 11.9072312 54.1097371, 11.9071975 54.1098079)",,,,
33912522,,,Beethovenstraße,tertiary,50,False,True,9.339,"LINESTRING (11.9061167 54.1095885, 11.9061513 54.109507)",,,,
33912522,,,Beethovenstraße,tertiary,50,False,False,61.43299999999999,"LINESTRING (11.9061167 54.1095885, 11.9059865 54.1098957, 11.9058999 54.1100344, 11.9058422 54.1101159)",,,,
25390123,,,Neue Reihe,residential,30,False,False,28.325,"LINESTRING (11.8962622 54.1071213, 11.8958733 54.1072349)",,,,
25390123,,,Neue Reihe,residential,30,False,True,132.235,"LINESTRING (11.8962622 54.1071213, 11.8980935 54.1066099)",,,,
"[493098314, 493098315]",,,Feldstraße,residential,30,False,True,129.448,"LINESTRING (11.8962622 54.1071213, 11.8962985 54.1073125, 11.896482 54.1082783)",,,,
24536084,,,Beethovenstraße,tertiary,50,True,False,21.352,"LINESTRING (11.9056045 54.1101799, 11.9056119 54.1101528, 11.9056338 54.1101285, 11.9056677 54.1101097, 11.9057103 54.1100982, 11.9057568 54.1100954, 11.9058024 54.1101015, 11.9058422 54.1101159)",roundabout,,,
30534026,,,Lettowsberg,residential,30,True,False,73.415,"LINESTRING (11.8973698 54.1047943, 11.8974441 54.1041355)",,,,
52752566,,,Dr.-Leber-Straße,residential,30,False,True,129.58,"LINESTRING (11.8973698 54.1047943, 11.8974788 54.1047812, 11.8977071 54.1047239, 11.8979749 54.1046067, 11.8989714 54.1041229)",,,,
30534026,,,Lettowsberg,residential,30,True,False,177.623,"LINESTRING (11.8972557 54.1063903, 11.8973698 54.1047943)",,,,
30652692,,,Baumstraße,residential,30,True,False,95.249,"LINESTRING (11.8972557 54.1063903, 11.8963876 54.1063985, 11.8957954 54.1064148)",,,,
30618147,,,Maxim-Gorki-Platz,residential,30,False,False,57.195,"LINESTRING (11.8974441 54.1041355, 11.8983206 54.1041136)",,,,
"[30534024, 725155236]",,,Friedhofstraße,residential,30,False,True,137.188,"LINESTRING (11.8974441 54.1041355, 11.8973325 54.1041395, 11.8953437 54.1042103)",,,,
30618147,,,Maxim-Gorki-Platz,residential,30,False,False,42.442,"LINESTRING (11.8983206 54.1041136, 11.8989714 54.1041229)",,,,
30618147,,,Maxim-Gorki-Platz,residential,30,False,True,57.195,"LINESTRING (11.8983206 54.1041136, 11.8974441 54.1041355)",,,,
89000077,,,Maxim-Gorki-Platz,residential,30,False,False,55.869,"LINESTRING (11.8983206 54.1041136, 11.8979422 54.1036628)",,,,
89000077,,,Maxim-Gorki-Platz,residential,30,False,True,55.869,"LINESTRING (11.8979422 54.1036628, 11.8983206 54.1041136)",,,,
89000116,,,Lindenstraße,residential,30,False,False,100.45,"LINESTRING (11.8979422 54.1036628, 11.8993087 54.1032455)",,,,
"[30618144, 162691854, 162691855]",,,"['Am Tempelberg', 'Maxim-Gorki-Platz']",residential,30,False,False,170.208,"LINESTRING (11.8979422 54.1036628, 11.8974409 54.1037897, 11.8970787 54.1032352, 11.896115 54.1034825)",,,3,
"[30618144, 162691854, 162691855]",,,"['Maxim-Gorki-Platz', 'Am Tempelberg']",residential,30,False,True,170.208,"LINESTRING (11.896115 54.1034825, 11.8970787 54.1032352, 11.8974409 54.1037897, 11.8979422 54.1036628)",,,3,
30618149,,,Bergstraße,residential,30,False,True,61.436,"LINESTRING (11.8993087 54.1032455, 11.8998595 54.1036938)",,,,
32254088,,,Lindenstraße,residential,30,False,False,76.049,"LINESTRING (11.8993087 54.1032455, 11.8986572 54.1026782)",,,,
89000116,,,Lindenstraße,residential,30,False,True,100.45,"LINESTRING (11.8993087 54.1032455, 11.8979422 54.1036628)",,,,
30618145,,,Lindenstraße,residential,30,True,False,124.374,"LINESTRING (11.8993087 54.1032455, 11.9009188 54.1027795, 11.9010193 54.1027504)",,,,
