osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,junction,bridge,access
5206150,Gipfelstraße,residential,30,False,True,9.292,"LINESTRING (11.622343 52.2471719, 11.622209 52.247156)",,,,,
"[199098059, 1164907302, 1188259614]",Gipfelstraße,residential,"['50', '30']",False,True,249.28,"LINESTRING (11.622343 52.2471719, 11.6224103 52.2471828, 11.6224585 52.2471907, 11.6225908 52.2472115, 11.6228558 52.2472515, 11.6229423 52.2472645, 11.6239718 52.2473724, 11.6248069 52.2473501, 11.6254852 52.2473313, 11.6255367 52.2473299, 11.6259684 52.2473132)",,,,,
"[38072714, 1164907303]",Geschwister-Scholl-Straße,tertiary,50,True,False,157.0,"LINESTRING (11.622343 52.2471719, 11.6223283 52.2473161, 11.6223079 52.2474488, 11.6222479 52.2478015, 11.6222248 52.2479789, 11.6222244 52.2481625, 11.6222308 52.248264, 11.6222473 52.2483733, 11.6223021 52.2485772)",K 1177,,,,
"[8096729, 198642519]",Geschwister-Scholl-Straße,tertiary,50,True,False,147.51800000000003,"LINESTRING (11.6250819 52.2509301, 11.6247886 52.2507857, 11.62402 52.2503249, 11.623802 52.2501945, 11.6237514 52.2501643, 11.6235947 52.2500709, 11.6235125 52.2500168)",K 1177,,,,
"[29289182, 198642518]",Geschwister-Scholl-Straße,tertiary,50,False,True,222.63599999999997,"LINESTRING (11.6250819 52.2509301, 11.6255391 52.2511923, 11.6256397 52.2512478, 11.6257801 52.2513306, 11.6261286 52.2515152, 11.6262957 52.2515985, 11.626472 52.2516864, 11.6265292 52.2517138, 11.6268166 52.2518514, 11.6268354 52.2518605, 11.6270915 52.2519831, 11.627191 52.2520308, 11.6275959 52.2522073)",K 1177,,,,
5548240,Damaschkestraße,residential,30,False,True,134.86599999999999,"LINESTRING (11.6285282 52.2472255, 11.6285799 52.2471177, 11.6286096 52.2470601, 11.6286755 52.2469064, 11.6288012 52.2465978, 11.6288414 52.2464951, 11.6288642 52.2463872, 11.6289092 52.2461545, 11.6289137 52.2460401)",,2,,,
39090508,Triftstraße,residential,30,False,False,164.82,"LINESTRING (11.6285282 52.2472255, 11.6288651 52.2472597, 11.6291203 52.2472813, 11.6302001 52.2474017, 11.6305155 52.2474374, 11.630761 52.247465, 11.6309124 52.2474821)",,2,,,
"[64096682, 161114466, 286484253]","['Friedensstraße', 'Triftstraße']",residential,30,False,True,175.32100000000003,"LINESTRING (11.6285282 52.2472255, 11.6284538 52.2472275, 11.6283567 52.2472362, 11.6282225 52.2472574, 11.6282117 52.2472591, 11.628077 52.2472851, 11.6278898 52.2473037, 11.6277809 52.2473076, 11.6274521 52.2473148, 11.6270994 52.2473082, 11.6263563 52.2473126, 11.6259684 52.2473132)",,2,,,
5549730,Julius-Bremer-Straße,residential,30,False,False,164.939,"LINESTRING (11.6309124 52.2474821, 11.6309074 52.2475816, 11.6309114 52.2477462, 11.6309179 52.2478033, 11.6309479 52.248069, 11.6309633 52.2482168, 11.6309868 52.2484272, 11.6309962 52.2485021, 11.6309956 52.2486044, 11.6310289 52.248963)",,,,,
39090508,Triftstraße,residential,30,False,True,164.81999999999996,"LINESTRING (11.6309124 52.2474821, 11.630761 52.247465, 11.6305155 52.2474374, 11.6302001 52.2474017, 11.6291203 52.2472813, 11.6288651 52.2472597, 11.6285282 52.2472255)",,2,,,
"[53209697, 53209693]",Julius-Bremer-Straße,living_street,5,False,"[False, True]",133.239,"LINESTRING (11.6309124 52.2474821, 11.6309151 52.2474253, 11.6309146 52.2473992, 11.6309135 52.2473383, 11.6308986 52.247274, 11.63089 52.2472213, 11.6308908 52.2471925, 11.6309031 52.2471593, 11.6309221 52.2471378, 11.6309534 52.2471134, 11.6310093 52.247078, 11.6310333 52.2470419, 11.6310499 52.2469965, 11.6310537 52.2469551, 11.6310451 52.2468903, 11.6310454 52.2468267, 11.6311125 52.2467059, 11.6311353 52.2466462, 11.6311456 52.2466116, 11.6311682 52.2465328, 11.631191 52.2464405, 11.631209 52.2463726, 11.6312293 52.2463271)",,,,,
29288381,Amtstor,residential,30,False,False,15.424,"LINESTRING (11.6289137 52.2460401, 11.6286982 52.2459973)",,,,,
5548240,Damaschkestraße,residential,30,False,False,134.86599999999999,"LINESTRING (11.6289137 52.2460401, 11.6289092 52.2461545, 11.6288642 52.2463872, 11.6288414 52.2464951, 11.6288012 52.2465978, 11.6286755 52.2469064, 11.6286096 52.2470601, 11.6285799 52.2471177, 11.6285282 52.2472255)",,2,,,
36002283,Burgstraße,residential,30,False,False,162.92200000000003,"LINESTRING (11.6289137 52.2460401, 11.6290044 52.2460318, 11.629323 52.2460386, 11.6297251 52.2460495, 11.6298553 52.2460562, 11.6300073 52.246074, 11.6301458 52.2460922, 11.6302515 52.246109, 11.6303659 52.2461301, 11.6305596 52.2461814, 11.6308163 52.2462529, 11.630908 52.2462764, 11.6309863 52.2462903, 11.6312293 52.2463271)",,,,,
36002283,Burgstraße,residential,30,False,False,52.67,"LINESTRING (11.6312293 52.2463271, 11.6319797 52.2464423)",,,,,
36002283,Burgstraße,residential,30,False,True,162.92200000000003,"LINESTRING (11.6312293 52.2463271, 11.6309863 52.2462903, 11.630908 52.2462764, 11.6308163 52.2462529, 11.6305596 52.2461814, 11.6303659 52.2461301, 11.6302515 52.246109, 11.6301458 52.2460922, 11.6300073 52.246074, 11.6298553 52.2460562, 11.6297251 52.2460495, 11.629323 52.2460386, 11.6290044 52.2460318, 11.6289137 52.2460401)",,,,,
"[53209697, 53209693]",Julius-Bremer-Straße,living_street,5,False,"[False, True]",133.239,"LINESTRING (11.6312293 52.2463271, 11.631209 52.2463726, 11.631191 52.2464405, 11.6311682 52.2465328, 11.6311456 52.2466116, 11.6311353 52.2466462, 11.6311125 52.2467059, 11.6310454 52.2468267, 11.6310451 52.2468903, 11.6310537 52.2469551, 11.6310499 52.2469965, 11.6310333 52.2470419, 11.6310093 52.247078, 11.6309534 52.2471134, 11.6309221 52.2471378, 11.6309031 52.2471593, 11.6308908 52.2471925, 11.63089 52.2472213, 11.6308986 52.247274, 11.6309135 52.2473383, 11.6309146 52.2473992, 11.6309151 52.2474253, 11.6309124 52.2474821)",,,,,
5549730,Julius-Bremer-Straße,residential,30,False,True,121.484,"LINESTRING (11.6313057 52.2500357, 11.6312751 52.2499606, 11.6312092 52.2498335, 11.6311339 52.2496862, 11.6311088 52.2496281, 11.6310947 52.2495883, 11.6310897 52.2495471, 11.6310604 52.2492899, 11.6310289 52.248963)",,,,,
64096724,Bahnhofstraße,tertiary,50,False,True,87.092,"LINESTRING (11.6313057 52.2500357, 11.6309361 52.2500937, 11.6306282 52.2501418, 11.6302763 52.2502001, 11.6300702 52.2502386)",K 1171,,,,
149904018,Bahnhofstraße,tertiary,50,False,False,103.111,"LINESTRING (11.6313057 52.2500357, 11.6315259 52.2500005, 11.6322097 52.249884, 11.6327688 52.249796)",K 1171,2,,,
28198951,Bahnhofstraße,tertiary,50,False,True,136.125,"LINESTRING (11.6300702 52.2502386, 11.6299384 52.2502575, 11.6298026 52.2502715, 11.6296773 52.2502786, 11.6293055 52.2502868, 11.6284248 52.2502949, 11.6282624 52.2502964, 11.6281989 52.2503039, 11.628136 52.2503185, 11.6280915 52.2503367)",K 1177,,,,
64096724,Bahnhofstraße,tertiary,50,False,False,87.09200000000001,"LINESTRING (11.6300702 52.2502386, 11.6302763 52.2502001, 11.6306282 52.2501418, 11.6309361 52.2500937, 11.6313057 52.2500357)",K 1171,,,,
"[1082590452, 5548239]",Farsleber Straße,tertiary,50,False,False,94.21,"LINESTRING (11.6300702 52.2502386, 11.6301478 52.25033, 11.6302317 52.2504334, 11.6303022 52.2505133, 11.630408 52.2506121, 11.6308085 52.2509529)",K 1171,"['2', '3']",,,
28198951,Bahnhofstraße,tertiary,50,False,False,136.125,"LINESTRING (11.6280915 52.2503367, 11.628136 52.2503185, 11.6281989 52.2503039, 11.6282624 52.2502964, 11.6284248 52.2502949, 11.6293055 52.2502868, 11.6296773 52.2502786, 11.6298026 52.2502715, 11.6299384 52.2502575, 11.6300702 52.2502386)",K 1177,,,,
28199938,Samsweger Straße,residential,50,False,True,79.80800000000002,"LINESTRING (11.6280915 52.2503367, 11.6279589 52.2503439, 11.627826 52.2503531, 11.6278126 52.2503542, 11.6275689 52.2503739, 11.6275276 52.2503684, 11.6274733 52.2503519, 11.6274413 52.2503391, 11.6274182 52.2503197, 11.6273949 52.2502858, 11.627386 52.250242, 11.6273635 52.2501298, 11.6273483 52.2500865, 11.6273302 52.2500409)",,,,,
36002548,August-Bebel-Straße,tertiary,50,False,True,131.792,"LINESTRING (11.6280915 52.2503367, 11.6280568 52.2503807, 11.6280463 52.2504267, 11.6280489 52.2504755, 11.6280985 52.2506818, 11.6281274 52.2508057, 11.6283008 52.2515051)",K 1177,,,,
"[1164907299, 5549731]",Geschwister-Scholl-Straße,tertiary,50,True,False,142.066,"LINESTRING (11.6236996 52.2499731, 11.6237606 52.2500201, 11.6239134 52.2501286, 11.6239917 52.2501807, 11.6241322 52.2502743, 11.6250819 52.2509301)",K 1177,,,,
8096728,Geschwister-Scholl-Straße,tertiary,50,True,False,14.321,"LINESTRING (11.6236996 52.2499731, 11.6236682 52.2499943, 11.6236307 52.2500056, 11.6235865 52.2500168, 11.6235125 52.2500168)",K 1177,,roundabout,,
8096726,Geschwister-Scholl-Straße,tertiary,50,True,False,153.053,"LINESTRING (11.6231475 52.2498108, 11.62307 52.2497205, 11.6228793 52.2495728, 11.6227361 52.2494532, 11.6226512 52.2493764, 11.6225512 52.2492791, 11.6224589 52.2491708, 11.6223684 52.2490491, 11.6223128 52.2489662, 11.6222744 52.2488668, 11.6221787 52.2486701, 11.6221463 52.2485954)",K 1177,1,,,
8096728,Geschwister-Scholl-Straße,tertiary,50,True,False,20.152,"LINESTRING (11.6231475 52.2498108, 11.6231903 52.2497862, 11.6232317 52.2497701, 11.6232791 52.2497643, 11.6234172 52.2497781)",K 1177,,roundabout,,
5206150,Gipfelstraße,residential,30,False,False,9.292,"LINESTRING (11.622209 52.247156, 11.622343 52.2471719)",,,,,
"[35666696, 35666697, 149904021]",Geschwister-Scholl-Straße,tertiary,50,True,False,308.013,"LINESTRING (11.622209 52.247156, 11.6222373 52.2469247, 11.6223929 52.2460091, 11.6224289 52.245814, 11.622469 52.2455758, 11.6226079 52.2447731, 11.6226192 52.244683, 11.6226184 52.2446005, 11.6226093 52.2443989)",K 1177,,,yes,
"[1164907301, 38072710]",Schwimmbadstraße,residential,50,False,True,102.076,"LINESTRING (11.622209 52.247156, 11.622076 52.2471471, 11.6219677 52.2471401, 11.6218132 52.2471348, 11.6216987 52.2471291, 11.6215711 52.2471305, 11.6214095 52.2471412, 11.6212145 52.2471613, 11.6210078 52.2471967, 11.6208908 52.2472233, 11.6207492 52.2472685)",,,,,yes
8096728,Geschwister-Scholl-Straße,tertiary,50,True,False,14.739999999999998,"LINESTRING (11.6235125 52.2500168, 11.6234223 52.2500048, 11.6233007 52.2499893)",K 1177,,roundabout,,
8096728,Geschwister-Scholl-Straße,tertiary,50,True,False,9.859,"LINESTRING (11.623113 52.2498964, 11.6231246 52.2498481, 11.6231475 52.2498108)",K 1177,,roundabout,,
8096728,Geschwister-Scholl-Straße,tertiary,50,True,False,15.353,"LINESTRING (11.6234172 52.2497781, 11.6235262 52.2497958, 11.6236347 52.2498146)",K 1177,,roundabout,,
90702844,Elbeuer Straße,residential,30,False,True,45.15,"LINESTRING (11.6287435 52.2441657, 11.629032 52.2445313)",,,,,
23895179,Elbeuer Straße,residential,30,False,True,43.477,"LINESTRING (11.6287435 52.2441657, 11.6287379 52.2442807, 11.6287101 52.2444613, 11.6286921 52.2445552)",,,,,
23895267,Zur Grube,residential,50,True,False,88.629,"LINESTRING (11.6327503 52.2518709, 11.6338476 52.2514419)",,,,,
40968479,Zur Grube,living_street,,False,False,178.829,"LINESTRING (11.6327503 52.2518709, 11.6328075 52.2519479, 11.6329569 52.2521864, 11.6333824 52.252151, 11.6336395 52.2521263, 11.6337087 52.2521119, 11.6339363 52.252045, 11.633982 52.2520293, 11.6340097 52.2520102, 11.6340322 52.2519801, 11.6340346 52.2519334, 11.633943 52.2515662, 11.6339327 52.251548, 11.6339039 52.251502, 11.6338476 52.2514419)",,,,,
5548239,Farsleber Straße,tertiary,50,False,True,155.371,"LINESTRING (11.6321513 52.2520819, 11.6320687 52.2519944, 11.6319571 52.2518947, 11.6316405 52.2516403, 11.6308085 52.2509529)",K 1171,2,,,
23895267,Zur Grube,residential,50,True,False,47.203,"LINESTRING (11.6321513 52.2520819, 11.6323028 52.2520446, 11.6324859 52.2519794, 11.6327503 52.2518709)",,,,,
464935944,Farsleber Straße,tertiary,50,False,False,47.338,"LINESTRING (11.6321513 52.2520819, 11.6322425 52.2521961, 11.632319 52.2523349, 11.6323787 52.2524478, 11.6323951 52.2524797)",K 1171,,,,
32697921,Lindhorster Weg,residential,50,False,False,26.647,"LINESTRING (11.6218269 52.2508587, 11.621611 52.2510586)",,,,,
32697908,Lindhorster Weg,residential,50,False,True,31.887999999999998,"LINESTRING (11.6218269 52.2508587, 11.6217631 52.250763, 11.6216565 52.2505916)",,,,,
36003227,Samsweger Straße,tertiary,50,False,False,36.772,"LINESTRING (11.6214385 52.2502897, 11.6219728 52.2502411)",K 1177,,,,
32697908,Lindhorster Weg,residential,50,False,False,36.704,"LINESTRING (11.6214385 52.2502897, 11.6215511 52.2504481, 11.6216565 52.2505916)",,,,,
36003227,Samsweger Straße,tertiary,50,False,True,109.005,"LINESTRING (11.6214385 52.2502897, 11.6205686 52.2503458, 11.6204023 52.2503565, 11.619846 52.2503921)",K 1177,,,,
39089307,Heinrich-Heine-Straße,residential,50,False,True,98.38300000000001,"LINESTRING (11.6214385 52.2502897, 11.6214015 52.2502307, 11.6213403 52.2501471, 11.6212649 52.2500114, 11.6211592 52.2498381, 11.6211087 52.249728, 11.6210701 52.2496303, 11.6210306 52.2494451)",,,,,
365737531,Colbitzer Straße,tertiary,50,True,False,10.332,"LINESTRING (11.6281452 52.2525324, 11.6280957 52.2525387, 11.6280452 52.2525366, 11.6279976 52.2525261)",K 1177,,roundabout,,
36001813,Colbitzer Straße,residential,50,True,False,30.110999999999997,"LINESTRING (11.6282665 52.2524386, 11.6283256 52.2525197, 11.6283925 52.2525784, 11.6284627 52.2526801)",,,,,
365737531,Colbitzer Straße,tertiary,50,True,False,13.974,"LINESTRING (11.6282665 52.2524386, 11.6282538 52.252469, 11.6282278 52.2524961, 11.6281907 52.2525178, 11.6281452 52.2525324)",K 1177,,roundabout,,
365737531,Colbitzer Straße,tertiary,50,True,False,7.236000000000001,"LINESTRING (11.6282481 52.2523752, 11.6282649 52.2524061, 11.6282665 52.2524386)",K 1177,,roundabout,,
"[36002547, 592322886]",August-Bebel-Straße,tertiary,50,True,False,22.203,"LINESTRING (11.6281138 52.2523145, 11.628209 52.2522841, 11.6282957 52.2522389, 11.628381 52.2522015)",K 1177,,,,
365737531,Colbitzer Straße,tertiary,50,True,False,11.741999999999999,"LINESTRING (11.6281138 52.2523145, 11.6281683 52.2523257, 11.6282146 52.2523466, 11.6282481 52.2523752)",K 1177,,roundabout,,
37734687,Geschwister-Scholl-Straße,tertiary,50,True,False,30.447000000000003,"LINESTRING (11.627901 52.2524071, 11.6278254 52.2523571, 11.6277527 52.2523172, 11.6275959 52.2522073)",K 1177,,,,
365737531,Colbitzer Straße,tertiary,50,True,False,11.290000000000001,"LINESTRING (11.627901 52.2524071, 11.6279182 52.2523749, 11.6279503 52.2523474, 11.6279942 52.2523268)",K 1177,,roundabout,,
365737531,Colbitzer Straße,tertiary,50,True,False,7.449,"LINESTRING (11.627915 52.2524728, 11.6279 52.2524406, 11.627901 52.2524071)",K 1177,,roundabout,,
37734689,Bauernweg,residential,50,True,False,17.388,"LINESTRING (11.6279976 52.2525261, 11.6279079 52.252593, 11.62782 52.2526375)",,,,,
365737531,Colbitzer Straße,tertiary,50,True,False,8.283999999999999,"LINESTRING (11.6279976 52.2525261, 11.627949 52.2525037, 11.627915 52.2524728)",K 1177,,roundabout,,
37734691,August-Bebel-Straße,tertiary,50,True,False,22.076,"LINESTRING (11.628381 52.2522015, 11.6283715 52.2522715, 11.6283307 52.2523058, 11.6282481 52.2523752)",K 1177,,,,
"[36002548, 682688431]",August-Bebel-Straße,tertiary,50,False,False,78.487,"LINESTRING (11.628381 52.2522015, 11.6284161 52.2521432, 11.6284232 52.2520905, 11.6284237 52.2520276, 11.628404 52.2519244, 11.628375 52.2518053, 11.6283008 52.2515051)",K 1177,,,,
"[198642518, 29289182]",Geschwister-Scholl-Straße,tertiary,50,False,False,222.63600000000002,"LINESTRING (11.6275959 52.2522073, 11.627191 52.2520308, 11.6270915 52.2519831, 11.6268354 52.2518605, 11.6268166 52.2518514, 11.6265292 52.2517138, 11.626472 52.2516864, 11.6262957 52.2515985, 11.6261286 52.2515152, 11.6257801 52.2513306, 11.6256397 52.2512478, 11.6255391 52.2511923, 11.6250819 52.2509301)",K 1177,,,,
36002545,Geschwister-Scholl-Straße,tertiary,50,True,False,30.239,"LINESTRING (11.6275959 52.2522073, 11.6278117 52.2522698, 11.6278439 52.252282, 11.6278922 52.2523004, 11.6279942 52.2523268)",K 1177,,,,
