osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,junction,width,bridge,tunnel
25516955,Kolpingstraße,residential,30,False,False,119.608,"LINESTRING (7.5235061 52.1740336, 7.5235404 52.1739235, 7.5235893 52.1737662, 7.5237533 52.1734049, 7.5238707 52.1732129, 7.5239785 52.1730899, 7.5240508 52.1730189)",,,,,,
25516955,Kolpingstraße,residential,30,False,False,55.626,"LINESTRING (7.5234752 52.1745335, 7.5235061 52.1740336)",,,,,,
25516955,Kolpingstraße,residential,30,False,True,61.318,"LINESTRING (7.5234752 52.1745335, 7.5234432 52.1750846)",,,,,,
25516955,Kolpingstraße,residential,30,False,False,49.113,"LINESTRING (7.5233951 52.1755253, 7.5234432 52.1750846)",,,,,,
550924787,Weststraße,residential,30,False,True,43.124,"LINESTRING (7.5233951 52.1755253, 7.5240256 52.1754952)",,,,,,
25516955,Kolpingstraße,residential,30,False,True,152.965,"LINESTRING (7.5233951 52.1755253, 7.523434 52.1759558, 7.5235822 52.1768959)",,,,,,
25618314,Josefstraße,residential,30,False,True,156.086,"LINESTRING (7.5240256 52.1754952, 7.5243012 52.1768887)",,,,,,
550924787,Weststraße,residential,30,False,False,43.124,"LINESTRING (7.5240256 52.1754952, 7.5233951 52.1755253)",,,,,,
550924787,Weststraße,residential,30,False,True,51.568,"LINESTRING (7.5240256 52.1754952, 7.524776 52.1754377)",,,,,,
25618315,Edmund-Kohl-Straße,residential,30,False,False,152.352,"LINESTRING (7.5240256 52.1754952, 7.5239413 52.1751, 7.5240361 52.1747026, 7.5240353 52.1746768, 7.5240202 52.1742091, 7.5240647 52.1741378)",,,,,,
25618314,Josefstraße,residential,30,False,False,156.086,"LINESTRING (7.5243012 52.1768887, 7.5240256 52.1754952)",,,,,,
25516949,Lange Straße,residential,30,False,False,53.762,"LINESTRING (7.5243012 52.1768887, 7.5244777 52.1769174, 7.5248306 52.1769718, 7.5250708 52.1769897)",,,,,,
25516949,Lange Straße,residential,30,False,True,49.248000000000005,"LINESTRING (7.5243012 52.1768887, 7.5240458 52.1768715, 7.5235822 52.1768959)",,,,,,
25618315,Edmund-Kohl-Straße,residential,30,False,True,152.35199999999998,"LINESTRING (7.5240647 52.1741378, 7.5240202 52.1742091, 7.5240353 52.1746768, 7.5240361 52.1747026, 7.5239413 52.1751, 7.5240256 52.1754952)",,,,,,
25618814,Brookweg,residential,30,False,True,39.582,"LINESTRING (7.5229856 52.1706215, 7.5234082 52.1708655)",,,,,,
550902073,Münsterstraße,tertiary,30,False,False,87.172,"LINESTRING (7.5362842 52.1739579, 7.5369379 52.1732842)",2,,,,,
1150654325,Münsterstraße,tertiary,30,False,True,13.608,"LINESTRING (7.5362842 52.1739579, 7.5361638 52.1740555)",2,,,,,
550902077,Marienstraße,residential,30,False,False,104.502,"LINESTRING (7.5362842 52.1739579, 7.5361993 52.1739227, 7.5361273 52.1738565, 7.5359497 52.1735866, 7.5355564 52.1731414)",,,,5,,
25645913,Marienstraße,residential,30,False,True,52.833,"LINESTRING (7.5341519 52.1708594, 7.534154 52.1709631, 7.5342838 52.1713259)",,,,5,,
"[25694560, 1042931940, 30950314, 30950316, 48903215]",Bachstraße,residential,30,False,False,362.711,"LINESTRING (7.5341519 52.1708594, 7.5331114 52.171134, 7.5330312 52.171156, 7.5327871 52.1712467, 7.5324789 52.1714514, 7.5323367 52.1716529, 7.5323047 52.1717887, 7.5322952 52.171909, 7.5322715 52.1721475, 7.5321986 52.1723776, 7.5320178 52.1727855, 7.5319853 52.1728596, 7.5319554 52.1728812, 7.5318461 52.1729526, 7.5317029 52.1730414, 7.531637 52.173083, 7.5314807 52.1731506, 7.5313639 52.1731906, 7.5312199 52.17324)",,,,,yes,
25406889,Im Hagenkamp,residential,,False,False,128.635,"LINESTRING (7.5358951 52.1742206, 7.5359519 52.1742679, 7.536055 52.1743183, 7.5362321 52.1743909, 7.5363931 52.1744531, 7.5365799 52.1745253, 7.5367123 52.1745666, 7.5371169 52.1746825, 7.5372997 52.1747406, 7.5373446 52.174755, 7.5375069 52.1748068)",,,,,,
"[92294162, 700141094]",Münsterstraße,tertiary,30,False,True,166.4,"LINESTRING (7.5358951 52.1742206, 7.5356933 52.1742775, 7.5355817 52.1743067, 7.5353153 52.1743471, 7.5352049 52.1743544, 7.5350788 52.1743577, 7.5349259 52.1743561, 7.5346972 52.1743541, 7.533727 52.1743423, 7.5334947 52.174331)",2,,,,yes,
1150654325,Münsterstraße,tertiary,30,False,False,26.052000000000003,"LINESTRING (7.5358951 52.1742206, 7.5359908 52.1741753, 7.5361313 52.1740819, 7.5361638 52.1740555)",2,,,,,
1067852979,In der Lauge,tertiary,50,False,False,34.493,"LINESTRING (7.5270351 52.1787355, 7.527401 52.1785213)",2,,,,,
"[1026093560, 25672309]",Beckstraße,residential,30,False,False,163.368,"LINESTRING (7.5270351 52.1787355, 7.5271294 52.1787924, 7.5274446 52.1789827, 7.5275694 52.1790106, 7.5277111 52.1789856, 7.5279765 52.1788191, 7.5286091 52.1784223, 7.5288561 52.1783801)",,,,,,
1067852979,In der Lauge,tertiary,50,False,True,34.493,"LINESTRING (7.527401 52.1785213, 7.5270351 52.1787355)",2,,,,,
25672311,Delpstraße,residential,30,False,False,72.75200000000001,"LINESTRING (7.527401 52.1785213, 7.5272916 52.1784479, 7.5268885 52.1781775, 7.5267112 52.1780586, 7.5266811 52.1780384)",,,,,,
"[30475606, 1067853055]",In der Lauge,tertiary,50,False,False,132.42,"LINESTRING (7.527401 52.1785213, 7.5280346 52.1781413, 7.5284402 52.1778981, 7.5286729 52.1777626, 7.5287953 52.1776924)","['2', '3']",,,,,
25672312,Wannenmacherstraße,residential,30,False,False,163.431,"LINESTRING (7.5277341 52.1766158, 7.527369 52.1767588, 7.527241 52.1768284, 7.5266115 52.1771775, 7.5265397 52.1772162, 7.5263232 52.1773355, 7.5259435 52.1775855)",,,,,,
25672964,Immermannstraße,residential,30,False,True,80.464,"LINESTRING (7.5247783 52.1702501, 7.5237988 52.1703823, 7.5236461 52.1704371)",,,,,,
25618814,Brookweg,residential,30,False,False,39.582,"LINESTRING (7.5234082 52.1708655, 7.5229856 52.1706215)",,,,,,
25618818,Hohe Straße,residential,30,False,False,11.312,"LINESTRING (7.5234082 52.1708655, 7.5233667 52.170964)",,,,,,
1041153210,Schulstraße,residential,30,False,False,16.72,"LINESTRING (7.5234082 52.1708655, 7.5236208 52.1709404)",,,,,,
25672961,Wibbeltstraße,residential,30,False,False,50.676,"LINESTRING (7.5234082 52.1708655, 7.5235455 52.1705443, 7.5236461 52.1704371)",,,,,,
25672961,Wibbeltstraße,residential,30,False,True,50.676,"LINESTRING (7.5236461 52.1704371, 7.5235455 52.1705443, 7.5234082 52.1708655)",,,,,,
25672964,Immermannstraße,residential,30,False,False,80.464,"LINESTRING (7.5236461 52.1704371, 7.5237988 52.1703823, 7.5247783 52.1702501)",,,,,,
25618818,Hohe Straße,residential,30,False,True,38.351,"LINESTRING (7.5228548 52.1711068, 7.5233667 52.170964)",,,,,,
25618818,Hohe Straße,residential,30,False,False,38.351,"LINESTRING (7.5233667 52.170964, 7.5228548 52.1711068)",,,,,,
25618818,Hohe Straße,residential,30,False,True,11.312,"LINESTRING (7.5233667 52.170964, 7.5234082 52.1708655)",,,,,,
899191586,Südstraße,living_street,,False,False,110.56099999999999,"LINESTRING (7.5233667 52.170964, 7.5235702 52.1712797, 7.5238038 52.1715909, 7.524073 52.1718559)",,,,,,
24877827,Buckhoffstraße,tertiary,50,False,True,14.099,"LINESTRING (7.5245411 52.1728056, 7.5244663 52.1728246, 7.52435 52.172854)",2,L 592,,,,
1027136733,Buckhoffstraße,tertiary,50,False,False,73.253,"LINESTRING (7.5245411 52.1728056, 7.5247415 52.1727495, 7.5249357 52.1726951, 7.5251858 52.1726323, 7.5253305 52.172596, 7.5255306 52.1725498)",2,L 592,,,,
"[25672968, 1041153210, 1041153211]",Schulstraße,residential,30,False,True,244.959,"LINESTRING (7.5262878 52.1724114, 7.526139 52.1723069, 7.5259882 52.1721959, 7.5258016 52.1720951, 7.5255543 52.1719615, 7.5251625 52.1717489, 7.524329 52.1712967, 7.5237238 52.1709922, 7.5236208 52.1709404)",,,,,,
"[1017417339, 26796444]",Schulstraße,residential,20,False,False,108.622,"LINESTRING (7.5262878 52.1724114, 7.5267427 52.1727018, 7.5268203 52.1727317, 7.527398 52.1729548, 7.5275525 52.1729844)",,,,,,
"[48852051, 700141084]",Buckhoffstraße,tertiary,,False,False,88.488,"LINESTRING (7.5262878 52.1724114, 7.5266684 52.172363, 7.5268444 52.1723505, 7.527573 52.1723091)",3,L 592,,,,
1036588693,Buckhoffstraße,tertiary,50,False,True,53.894,"LINESTRING (7.5262878 52.1724114, 7.525903 52.172478, 7.525852 52.1724891, 7.5257809 52.1725006, 7.5255306 52.1725498)",2,L 592,,,,
25516955,Kolpingstraße,residential,30,False,False,129.016,"LINESTRING (7.5233894 52.178043, 7.5233516 52.1779772, 7.5235822 52.1768959)",,,,,,
25516955,Kolpingstraße,residential,30,False,True,15.109,"LINESTRING (7.5233894 52.178043, 7.5234304 52.1780949, 7.5235228 52.1781488)",,,,,,
25516955,Kolpingstraße,residential,30,False,False,61.318,"LINESTRING (7.5234432 52.1750846, 7.5234752 52.1745335)",,,,,,
25516955,Kolpingstraße,residential,30,False,True,49.113,"LINESTRING (7.5234432 52.1750846, 7.5233951 52.1755253)",,,,,,
25645913,Marienstraße,residential,30,False,False,52.833,"LINESTRING (7.5342838 52.1713259, 7.534154 52.1709631, 7.5341519 52.1708594)",,,,5,,
25645913,Marienstraße,residential,30,False,True,91.545,"LINESTRING (7.5342838 52.1713259, 7.5343716 52.1714653, 7.5344736 52.1716341, 7.534741 52.1720999)",,,,5,,
27633730,Marienstraße,residential,30,False,False,92.27,"LINESTRING (7.5342838 52.1713259, 7.5348332 52.1712233, 7.535153 52.1712046, 7.53561 52.1711921)",,,,,,
"[25694560, 1042931940, 30950314, 30950316, 48903215]",Bachstraße,residential,30,False,True,362.711,"LINESTRING (7.5312199 52.17324, 7.5313639 52.1731906, 7.5314807 52.1731506, 7.531637 52.173083, 7.5317029 52.1730414, 7.5318461 52.1729526, 7.5319554 52.1728812, 7.5319853 52.1728596, 7.5320178 52.1727855, 7.5321986 52.1723776, 7.5322715 52.1721475, 7.5322952 52.171909, 7.5323047 52.1717887, 7.5323367 52.1716529, 7.5324789 52.1714514, 7.5327871 52.1712467, 7.5330312 52.171156, 7.5331114 52.171134, 7.5341519 52.1708594)",,,,,yes,
"[700141089, 700141090, 48852050, 700141087]",Mühlenstraße,tertiary,50,False,False,280.754,"LINESTRING (7.5312199 52.17324, 7.5310968 52.1731421, 7.5308733 52.1730046, 7.5307031 52.1729122, 7.5306164 52.1728652, 7.5304305 52.172778, 7.5303825 52.1727555, 7.5303019 52.1727227, 7.5301596 52.1726647, 7.5298945 52.1725749, 7.5298323 52.1725538, 7.5295731 52.1724858, 7.529244 52.1724089, 7.5290901 52.1723826, 7.5290311 52.1723727, 7.5289887 52.1723678, 7.5289078 52.1723582, 7.5288387 52.1723501, 7.5286362 52.1723377, 7.528455 52.1723285, 7.5278429 52.1723032, 7.5277837 52.1723045, 7.527573 52.1723091)","['2', '3']",,,,,
"[700141091, 1124721371, 35272239]",Mühlenstraße,tertiary,50,False,True,149.711,"LINESTRING (7.5312199 52.17324, 7.5314015 52.1733885, 7.5316939 52.1737158, 7.5318628 52.1739278, 7.5320461 52.1741577, 7.5321909 52.1743394, 7.5322567 52.1744237)","['2', '3']",,,,,
25869667,Moorbrückenstraße,residential,30,False,True,26.106,"LINESTRING (7.533243 52.177682, 7.5332244 52.1774475)",,,,,,
"[25869667, 1113008167]",Moorbrückenstraße,residential,30,False,False,112.714,"LINESTRING (7.533243 52.177682, 7.5332 52.1779352, 7.533167 52.17813, 7.5331461 52.1781776, 7.5331253 52.1782249, 7.533088 52.17831, 7.533045 52.17836, 7.5326771 52.1785874)",,,,,,
28443047,Enge Straße,residential,,False,False,112.87999999999998,"LINESTRING (7.533243 52.177682, 7.532063 52.1780202, 7.5318812 52.1780958, 7.5317963 52.1781588)",,,,,,
"[55338328, 35272240, 1124721373, 55338327]",Münsterstraße,tertiary,30,False,"[False, True]",71.265,"LINESTRING (7.5334947 52.174331, 7.5334338 52.1743197, 7.5333666 52.1743097, 7.5332269 52.1743001, 7.533094 52.1743118, 7.5329546 52.1743581, 7.5328486 52.1744116, 7.5326903 52.1744632, 7.5325412 52.1745026)",2,,,,yes,
"[1113008172, 700141093]",Moorbrückenstraße,residential,30,False,False,94.554,"LINESTRING (7.5334947 52.174331, 7.5334722 52.1744081, 7.5334413 52.1744981, 7.5333174 52.1748673, 7.5332763 52.1750223, 7.533319 52.175166)",,,,,yes,
"[92294162, 700141094]",Münsterstraße,tertiary,30,False,False,166.39999999999998,"LINESTRING (7.5334947 52.174331, 7.533727 52.1743423, 7.5346972 52.1743541, 7.5349259 52.1743561, 7.5350788 52.1743577, 7.5352049 52.1743544, 7.5353153 52.1743471, 7.5355817 52.1743067, 7.5356933 52.1742775, 7.5358951 52.1742206)",2,,,,yes,
26233642,Brede,residential,30,False,False,70.178,"LINESTRING (7.5366104 52.176341, 7.5368272 52.1764112, 7.5374524 52.1767013)",,,,,,
"[49224306, 49224308, 29110726]",Nordring,primary,50,False,False,181.25300000000001,"LINESTRING (7.5366104 52.176341, 7.5369443 52.1757561, 7.5369889 52.1756779, 7.5371352 52.1754271, 7.5374029 52.175006, 7.5375069 52.1748068)",2,B 481,,,yes,
26233642,Brede,residential,30,False,True,70.178,"LINESTRING (7.5374524 52.1767013, 7.5368272 52.1764112, 7.5366104 52.176341)",,,,,,
"[26493322, 700141086]",Nordwalder Straße,residential,20,False,True,77.205,"LINESTRING (7.5275525 52.1729844, 7.5276178 52.1729086, 7.527675 52.1727544, 7.5276719 52.1726647, 7.527573 52.1723091)",3,,,,,
26493387,Sandufer,residential,20,False,False,72.819,"LINESTRING (7.5275525 52.1729844, 7.5274391 52.1730692, 7.5272707 52.1733551, 7.5271138 52.1735763)",,,,,,
31157224,Frauenstraße,residential,20,False,True,52.406,"LINESTRING (7.5275525 52.1729844, 7.5278423 52.1730927, 7.5280404 52.1731846, 7.5281846 52.1732514)",,,,,,
"[1017417339, 26796444]",Schulstraße,residential,20,False,True,108.62199999999999,"LINESTRING (7.5275525 52.1729844, 7.527398 52.1729548, 7.5268203 52.1727317, 7.5267427 52.1727018, 7.5262878 52.1724114)",,,,,,
550601878,Wilhelmstraße,secondary,50,False,False,10.449,"LINESTRING (7.5256171 52.1745064, 7.5256754 52.1745933)",2,L 590,,,,
24442554,Wilhelmstraße,secondary,50,False,True,22.831000000000003,"LINESTRING (7.5256171 52.1745064, 7.5255087 52.1743684, 7.5254751 52.1743205)",2,L 590,,,,
26493345,Kirchstraße,residential,20,False,False,145.456,"LINESTRING (7.5247347 52.1732203, 7.5254632 52.1733938, 7.5257157 52.1734499, 7.5263399 52.1736462, 7.5266793 52.173753)",,,,,,
26493334,Karlstraße,residential,20,True,False,111.572,"LINESTRING (7.5266793 52.173753, 7.5258232 52.1744261, 7.5256171 52.1745064)",1,,,,,
26493345,Kirchstraße,residential,20,False,True,145.45600000000002,"LINESTRING (7.5266793 52.173753, 7.5263399 52.1736462, 7.5257157 52.1734499, 7.5254632 52.1733938, 7.5247347 52.1732203)",,,,,,
"[26493387, 550601879]","['Sandufer', 'Kirchstraße']",residential,20,False,"[False, True]",56.342,"LINESTRING (7.5266793 52.173753, 7.5269885 52.1738466, 7.5269959 52.1738404, 7.5270626 52.1737819, 7.5271275 52.1737102, 7.5271138 52.1735763)",,,,,,
109980639,Münsterstraße,residential,30,False,False,53.559,"LINESTRING (7.5369379 52.1732842, 7.5373307 52.1728671)",,,,,,
550902073,Münsterstraße,tertiary,30,False,True,87.172,"LINESTRING (7.5369379 52.1732842, 7.5362842 52.1739579)",2,,,,,
24878055,Nordwalder Straße,secondary,50,False,True,80.935,"LINESTRING (7.5273387 52.1709798, 7.52738 52.1713627, 7.5273816 52.17138, 7.5273849 52.1714217, 7.5274023 52.1715946, 7.5274124 52.1716547, 7.5274262 52.1717054)",2,L 592,,,,
"[26796441, 1041153214]",Heidberge,residential,30,False,False,40.599000000000004,"LINESTRING (7.5273387 52.1709798, 7.5269491 52.1709708, 7.5267438 52.1709661)",,,,,,
26796441,Heidberge,residential,30,False,True,133.304,"LINESTRING (7.52479 52.1709721, 7.5251524 52.1709572, 7.5260806 52.1709608, 7.5261384 52.1709613, 7.5267438 52.1709661)",,,,,,
26796443,Friedhofstraße,residential,30,False,False,168.588,"LINESTRING (7.52479 52.1709721, 7.5248543 52.1711179, 7.5249504 52.1711709, 7.5251024 52.1712051, 7.5268798 52.1716294, 7.5269052 52.1716357)",,,,,,
1041153213,Heidberge,residential,30,False,False,80.441,"LINESTRING (7.52479 52.1709721, 7.5242452 52.1709935, 7.523849 52.1709408, 7.5236208 52.1709404)",,,,,,
1041153210,Schulstraße,residential,30,False,True,16.72,"LINESTRING (7.5236208 52.1709404, 7.5234082 52.1708655)",,,,,,
"[25672968, 1041153210, 1041153211]",Schulstraße,residential,30,False,False,244.95899999999997,"LINESTRING (7.5236208 52.1709404, 7.5237238 52.1709922, 7.524329 52.1712967, 7.5251625 52.1717489, 7.5255543 52.1719615, 7.5258016 52.1720951, 7.5259882 52.1721959, 7.526139 52.1723069, 7.5262878 52.1724114)",,,,,,
1041153213,Heidberge,residential,30,False,True,80.441,"LINESTRING (7.5236208 52.1709404, 7.523849 52.1709408, 7.5242452 52.1709935, 7.52479 52.1709721)",,,,,,
26796446,Pankratiusgasse,living_street,,False,False,119.98599999999999,"LINESTRING (7.5262164 52.1750922, 7.5264355 52.1749854, 7.5265891 52.174911, 7.5267904 52.1748265, 7.5271902 52.1747006, 7.5277295 52.174553)",,,,,,
"[700141080, 185894350, 700141079]",Wilhelmstraße,secondary,30,False,False,79.662,"LINESTRING (7.5262164 52.1750922, 7.5264582 52.1752719, 7.5266107 52.1753919, 7.5267863 52.1755203, 7.5269591 52.1756451)","['2', '3']",L 590,,,,
"[700141082, 700141083]",Wilhelmstraße,secondary,30,False,True,37.674,"LINESTRING (7.5262164 52.1750922, 7.5260505 52.1749511, 7.5259 52.1748145)","['2', '3']",L 590,,,,
28114694,Wilhelmstraße,residential,20,True,False,129.119,"LINESTRING (7.5269591 52.1756451, 7.5267984 52.1756728, 7.5264874 52.1754522, 7.5263975 52.1753884, 7.5261407 52.175194, 7.525864 52.1749388, 7.5259 52.1748145)",,,,,,
185894350,Wilhelmstraße,secondary,30,False,False,41.95,"LINESTRING (7.5269591 52.1756451, 7.5271489 52.1757879, 7.5272719 52.1758749, 7.5273552 52.1759337)",3,L 590,,,,
"[700141080, 185894350, 700141079]",Wilhelmstraße,secondary,30,False,True,79.662,"LINESTRING (7.5269591 52.1756451, 7.5267863 52.1755203, 7.5266107 52.1753919, 7.5264582 52.1752719, 7.5262164 52.1750922)","['2', '3']",L 590,,,,
