osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,lanes
91742343,L 117,Jülicher Straße,secondary,50,False,False,44.822,"LINESTRING (6.2214054 51.0509225, 6.2208181 51.0510843)",,
37631763,,Haagstraße,residential,30,False,True,149.262,"LINESTRING (6.2214054 51.0509225, 6.2214274 51.0509844, 6.2221488 51.0515214, 6.2227477 51.0519574)",,
135694316,L 117,Roermonder Straße,secondary,50,False,True,36.868,"LINESTRING (6.2190815 51.051637, 6.2195288 51.0514613)",,
185303123,,,unclassified,,True,False,41.937,"LINESTRING (6.2190815 51.051637, 6.2192026 51.0515173, 6.2192707 51.0514148, 6.2192715 51.0513596, 6.2192725 51.0512906)",,
10357442,,Haagstraße,residential,30,False,True,219.53300000000002,"LINESTRING (6.2234769 51.0523539, 6.2237589 51.0524423, 6.2238179 51.0524608, 6.2241423 51.0525221, 6.2246792 51.0526024, 6.2247816 51.052623, 6.2249104 51.0526425, 6.2263529 51.0529041, 6.2264735 51.0529306)",,
24436266,,Parkhofstraße,unclassified,20,True,False,160.51600000000002,"LINESTRING (6.2234769 51.0523539, 6.2234163 51.0524258, 6.2233999 51.052534, 6.2233833 51.0526435, 6.2233428 51.052962, 6.223333 51.0531107, 6.2233557 51.0537857)",,
37631763,,Haagstraße,residential,30,False,False,67.52,"LINESTRING (6.2234769 51.0523539, 6.2232754 51.0522535, 6.222967 51.0520998, 6.2229491 51.0520881, 6.2227477 51.0519574)",,
170217263,,Parkhofstraße,residential,30,False,True,124.809,"LINESTRING (6.2234769 51.0523539, 6.2235668 51.0522151, 6.2236298 51.0521178, 6.22383 51.0517548, 6.2238537 51.0517149, 6.223943 51.0515398, 6.2240749 51.0512967)",,
"[24436266, 762320499]",,Parkhofstraße,unclassified,20,True,False,344.054,"LINESTRING (6.2233557 51.0537857, 6.2233856 51.0540871, 6.2233787 51.0546731, 6.2233774 51.0547423, 6.2233769 51.0548145, 6.223376 51.0549593, 6.2233485 51.0550241, 6.2232694 51.0551564, 6.2231943 51.0552321, 6.2231495 51.0552836, 6.2229126 51.0555088, 6.2224491 51.0559632, 6.2218147 51.056603)",,
199394578,,Harbigstraße,unclassified,,False,False,182.65800000000002,"LINESTRING (6.2233557 51.0537857, 6.2221805 51.0537707, 6.2221747 51.0546745)",,
