osmid,name,highway,oneway,reversed,length,maxspeed,geometry,ref,bridge,lanes,width,junction
"[34127064, 26207241]","['Butterweg', 'St. Johanner Weg']",residential,False,"[False, True]",688.9759999999999,50,"LINESTRING (7.3710514 49.1851173, 7.371112 49.1851204, 7.3711489 49.185116, 7.3711965 49.1851055, 7.3712592 49.1850852, 7.3718423 49.184825, 7.3720468 49.1847377, 7.3722493 49.1846663, 7.3724002 49.1846299, 7.3725712 49.1845984, 7.3728199 49.1845646, 7.3729795 49.1845348, 7.3730848 49.184512, 7.3734018 49.1844454, 7.3736459 49.184401, 7.3739372 49.1843664, 7.374056 49.1843877, 7.3741047 49.1844296, 7.3741074 49.18447, 7.37409 49.184498, 7.3740564 49.1845339, 7.3737292 49.1847285, 7.3736353 49.1847943, 7.3735481 49.1848688, 7.3733644 49.1850783, 7.3732869 49.1851554, 7.3731887 49.1852352, 7.3731368 49.1852659, 7.3729285 49.1853726, 7.3725155 49.1855972, 7.3723955 49.1856794, 7.3722726 49.1857619, 7.3719924 49.1860107, 7.3715499 49.1864037, 7.3706178 49.1872109, 7.3704844 49.1873416, 7.3703912 49.1874367, 7.3703536 49.187491, 7.3703295 49.1875335)",,,,,
"[1072265683, 161569885]",Hauptstraße,primary,False,False,81.942,50,"LINESTRING (7.3710514 49.1851173, 7.3710617 49.1850897, 7.3710658 49.1850568, 7.3710544 49.1850248, 7.3710328 49.184997, 7.3709806 49.184956, 7.3708863 49.1848917, 7.3706406 49.1847307, 7.3705099 49.1846361, 7.3704556 49.1845883, 7.3704267 49.184537)",B 424,,,,
274753863,Hauptstraße,primary,False,True,11.116,50,"LINESTRING (7.3710514 49.1851173, 7.3710242 49.185144, 7.3709528 49.1851933)",B 424,,,,
176028308,Hauptstraße,primary,False,True,20.712,50,"LINESTRING (7.3703898 49.1843523, 7.3704267 49.184537)",B 424,,,,
176028309,Mühlstraße,secondary,False,True,17.886,,"LINESTRING (7.3703898 49.1843523, 7.3701619 49.184413)",L 479,,,,
1072265682,Bitscher Straße,primary,False,False,10.484,50,"LINESTRING (7.3703898 49.1843523, 7.3703724 49.1842587)",B 424,,,,
38153038,Bahnhofstraße,secondary,False,True,68.12,50,"LINESTRING (7.3661839 49.1877022, 7.3661171 49.1876869, 7.3660519 49.1876606, 7.3660031 49.1876273, 7.3659537 49.1875702, 7.3658562 49.187319, 7.365822 49.1872451, 7.3657759 49.1871839)",L 478,,,,
"[112175840, 118986260, 118986262]",Lauerstraße,secondary,False,False,83.59899999999999,50,"LINESTRING (7.3661839 49.1877022, 7.3662599 49.1877176, 7.3663218 49.1877265, 7.3665677 49.1877618, 7.3666656 49.1877627, 7.3668026 49.1877545, 7.3673179 49.1877084)",L 478,yes,,,
"[1030677854, 1030677855]",Zinselstraße,residential,False,False,267.277,50,"LINESTRING (7.3661839 49.1877022, 7.3661607 49.1877474, 7.3661198 49.1878044, 7.3657818 49.1882023, 7.3657215 49.1882514, 7.365643 49.1882917, 7.3653218 49.1884087, 7.3649007 49.1885564, 7.3647284 49.1886077, 7.3644407 49.1886581, 7.364312 49.1886811, 7.3641825 49.188726, 7.36397 49.1888251, 7.3638808 49.1888566, 7.3637997 49.1888706, 7.3637252 49.188868, 7.3636404 49.188855, 7.3635676 49.1888259, 7.3634839 49.1887823, 7.3634215 49.1887291, 7.3633759 49.1886708)",,,,,
"[1072265686, 25136383]",Bahnhofstraße,residential,False,False,317.91299999999995,,"LINESTRING (7.3657759 49.1871839, 7.365847 49.1871569, 7.3659018 49.1871255, 7.3659494 49.1870731, 7.3659722 49.187012, 7.3660326 49.1865614, 7.3660956 49.1861608, 7.3661211 49.1859426, 7.3661345 49.1857988, 7.3661198 49.1856349, 7.3660784 49.185437, 7.3659553 49.184741, 7.3659255 49.1845243, 7.365928 49.1844743, 7.3659417 49.184391)",,,,,
38153038,Bahnhofstraße,secondary,False,False,68.12,50,"LINESTRING (7.3657759 49.1871839, 7.365822 49.1872451, 7.3658562 49.187319, 7.3659537 49.1875702, 7.3660031 49.1876273, 7.3660519 49.1876606, 7.3661171 49.1876869, 7.3661839 49.1877022)",L 478,,,,
"[1095600284, 161966404]",Altheimer Straße,secondary,False,True,391.0,50,"LINESTRING (7.3657759 49.1871839, 7.3656528 49.1870798, 7.3654539 49.1868785, 7.3654137 49.1868213, 7.3653721 49.1867398, 7.3653547 49.1866793, 7.3653524 49.1865811, 7.3654071 49.1863885, 7.3654204 49.1863011, 7.3654202 49.1861966, 7.3653998 49.1861039, 7.365352 49.1860105, 7.3652993 49.1859373, 7.3651974 49.1858256, 7.3650119 49.1856639, 7.3648921 49.1855734, 7.3646258 49.1854351, 7.3641001 49.1851949, 7.3634402 49.1849451, 7.363285 49.1848736, 7.3631623 49.1847795, 7.3630808 49.1846917, 7.3630269 49.184584, 7.3629869 49.1844672)",L 478,,,,
70540490,Brenschelbacher Straße,residential,False,False,318.046,,"LINESTRING (7.368401 49.1846628, 7.3683447 49.1848399, 7.3682899 49.1850208, 7.3682602 49.1851773, 7.3681676 49.1857822, 7.3680711 49.1866061, 7.3680577 49.1867438, 7.3680711 49.1868419, 7.3682052 49.1872846, 7.3682521 49.1874029, 7.368283 49.1874397, 7.3683417 49.1874734)",,,,,
"[1095697026, 1095697027, 112175372]",An der Tuchbleiche,residential,False,False,181.279,,"LINESTRING (7.368401 49.1846628, 7.3679582 49.1846148, 7.3678343 49.1846014, 7.3676183 49.184578, 7.3659417 49.184391)",,yes,,,
8746458,Pirmasenser Straße,secondary,False,True,62.031000000000006,50,"LINESTRING (7.373655 49.1876405, 7.3735266 49.1877176, 7.3733953 49.1877833, 7.3732063 49.1878726, 7.372971 49.1879725)",L 478,,2,,
100681751,Kirschbacher Weg,residential,False,True,164.89600000000002,50,"LINESTRING (7.373655 49.1876405, 7.3737292 49.1876943, 7.373929 49.1878289, 7.3741101 49.1879385, 7.374275 49.1880195, 7.3744602 49.1880774, 7.3746985 49.1881357, 7.3750428 49.1881961, 7.3753265 49.1882575, 7.3756067 49.1883329)",,,,,
118986260,Lauerstraße,secondary,False,False,76.029,50,"LINESTRING (7.3673179 49.1877084, 7.3676209 49.1876807, 7.3678098 49.1876534, 7.3680416 49.1876124, 7.3683326 49.1875493)",L 478,,,,
"[112175840, 118986260, 118986262]",Lauerstraße,secondary,False,True,83.59899999999999,50,"LINESTRING (7.3673179 49.1877084, 7.3668026 49.1877545, 7.3666656 49.1877627, 7.3665677 49.1877618, 7.3663218 49.1877265, 7.3662599 49.1877176, 7.3661839 49.1877022)",L 478,yes,,,
34127067,Turnhallstraße,residential,False,False,26.582,50,"LINESTRING (7.3736913 49.1905609, 7.3736608 49.1904417, 7.3736125 49.1903278)",,,,4,
34127067,Turnhallstraße,residential,False,True,152.97,50,"LINESTRING (7.3736913 49.1905609, 7.3737077 49.19066, 7.3736916 49.1907853, 7.3736581 49.190873, 7.3736092 49.1909606, 7.3735294 49.1910719, 7.3734476 49.1911499, 7.3733376 49.1912455, 7.373241 49.191323, 7.3731284 49.1913971, 7.373005 49.1914602, 7.3725852 49.1916302)",,,,4,
58416881,Denkmalstraße,residential,False,False,137.383,,"LINESTRING (7.3736913 49.1905609, 7.3732504 49.1906551, 7.3729241 49.1907284, 7.3726855 49.1907785, 7.3725235 49.1908268, 7.3724162 49.190925, 7.3721938 49.1910982, 7.372092 49.1911425)",,,,,
112175413,Zweibrücker Straße,primary,False,False,5.83,50,"LINESTRING (7.372112 49.1885523, 7.3721554 49.1885082)",B 424,,2,,
"[1096833792, 112175413]",Zweibrücker Straße,primary,False,True,426.00399999999996,50,"LINESTRING (7.372112 49.1885523, 7.3720211 49.1886389, 7.3719332 49.1887188, 7.3717545 49.1888812, 7.3713192 49.1892699, 7.3710108 49.1895346, 7.3708311 49.1896713, 7.3706178 49.1898177, 7.3704824 49.1898957, 7.3702866 49.189979, 7.3700117 49.1900692, 7.3698722 49.1901104, 7.3691936 49.1903006, 7.3688838 49.1903786, 7.3687068 49.1904163, 7.3684707 49.190454, 7.3680624 49.1905022, 7.3674468 49.1905697)",B 424,,2,,
1095703273,Turnhallstraße,residential,False,True,98.42699999999999,30,"LINESTRING (7.372112 49.1885523, 7.3722889 49.18863, 7.3724605 49.1887177, 7.3725235 49.1887624, 7.3725758 49.1888097, 7.372887 49.1892493)",,,,4,
176028309,Mühlstraße,secondary,False,False,17.886,,"LINESTRING (7.3701619 49.184413, 7.3703898 49.1843523)",L 479,,,,
32805434,Mühlstraße,secondary,False,False,24.857000000000003,,"LINESTRING (7.3701619 49.184413, 7.3702236 49.1844735, 7.3702695 49.1845034, 7.3703215 49.184519, 7.3704267 49.184537)",L 479,,,,
176028308,Hauptstraße,primary,False,False,20.712,50,"LINESTRING (7.3704267 49.184537, 7.3703898 49.1843523)",B 424,,,,
32805434,Mühlstraße,secondary,False,True,24.857000000000003,,"LINESTRING (7.3704267 49.184537, 7.3703215 49.184519, 7.3702695 49.1845034, 7.3702236 49.1844735, 7.3701619 49.184413)",L 479,,,,
"[1072265683, 161569885]",Hauptstraße,primary,False,True,81.94200000000001,50,"LINESTRING (7.3704267 49.184537, 7.3704556 49.1845883, 7.3705099 49.1846361, 7.3706406 49.1847307, 7.3708863 49.1848917, 7.3709806 49.184956, 7.3710328 49.184997, 7.3710544 49.1850248, 7.3710658 49.1850568, 7.3710617 49.1850897, 7.3710514 49.1851173)",B 424,,,,
8746309,,primary,True,False,12.826,50,"LINESTRING (7.3723853 49.1879988, 7.3724141 49.1879948, 7.3724435 49.1879941, 7.3724726 49.1879968, 7.3725006 49.1880027, 7.3725266 49.1880117, 7.3725498 49.1880235)",B 424,,1,,roundabout
"[34127065, 1095600317]",Grabenstraße,residential,False,False,312.4220000000001,,"LINESTRING (7.3709528 49.1851933, 7.3712001 49.1854198, 7.3712844 49.1855183, 7.3713554 49.18562, 7.3713809 49.1856928, 7.3713903 49.1857734, 7.3713844 49.1858293, 7.3713796 49.1858751, 7.3713434 49.1859706, 7.3712561 49.1860775, 7.3708606 49.1864885, 7.3707117 49.1866465, 7.370296 49.1871224, 7.3701538 49.187289, 7.3699996 49.1874473, 7.3703295 49.1875335)",,,,,
274753863,Hauptstraße,primary,False,False,11.116,50,"LINESTRING (7.3709528 49.1851933, 7.3710242 49.185144, 7.3710514 49.1851173)",B 424,,,,
"[274753864, 38153108]",Hauptstraße,primary,False,"[False, True]",34.536,"['50', '10']","LINESTRING (7.3709528 49.1851933, 7.3708238 49.1852812, 7.3707721 49.1853088, 7.3706791 49.1853421, 7.3705794 49.1853809)",B 424,,1,,
"[58528570, 1072265684, 1072265709]",Stadtgraben,residential,False,False,134.409,,"LINESTRING (7.3709528 49.1851933, 7.3708275 49.1851398, 7.370634 49.1850394, 7.3704048 49.1849216, 7.3703032 49.1848795, 7.3701724 49.184835, 7.3699259 49.1847939, 7.3697214 49.1847793, 7.3695568 49.1847949, 7.3693036 49.18485)",,,,,
58416886,Schmalscheidstraße,residential,False,True,32.641,50,"LINESTRING (7.3754069 49.1885958, 7.3756067 49.1883329)",,,,,
"[58416878, 274736663]","['Im Hofgarten', 'Am Schelmenkopf']",residential,False,False,193.834,50,"LINESTRING (7.3754069 49.1885958, 7.3760527 49.1889066, 7.3760929 49.1889355, 7.3760983 49.1889622, 7.3760822 49.1889907, 7.3757871 49.1892712, 7.375714 49.1893124, 7.3756128 49.1893496, 7.3754123 49.1894106, 7.3748785 49.1895823, 7.3747893 49.1896051, 7.3747189 49.1896161)",,,,,
58416886,Schmalscheidstraße,residential,False,False,97.52499999999999,50,"LINESTRING (7.3754069 49.1885958, 7.3752715 49.1887431, 7.3748611 49.1891752, 7.374786 49.1892795, 7.3747511 49.1893576)",,,,,
58416886,Schmalscheidstraße,residential,False,False,43.608000000000004,50,"LINESTRING (7.3747189 49.1896161, 7.3747028 49.1898317, 7.3747049 49.1899281, 7.3747243 49.190007)",,,,,
58416886,Schmalscheidstraße,residential,False,True,28.866,50,"LINESTRING (7.3747189 49.1896161, 7.374735 49.1894259, 7.3747511 49.1893576)",,,,,
"[58416878, 274736663]","['Im Hofgarten', 'Am Schelmenkopf']",residential,False,True,193.83399999999997,50,"LINESTRING (7.3747189 49.1896161, 7.3747893 49.1896051, 7.3748785 49.1895823, 7.3754123 49.1894106, 7.3756128 49.1893496, 7.375714 49.1893124, 7.3757871 49.1892712, 7.3760822 49.1889907, 7.3760983 49.1889622, 7.3760929 49.1889355, 7.3760527 49.1889066, 7.3754069 49.1885958)",,,,,
58416879,Im Hoffeld,residential,False,False,88.32,50,"LINESTRING (7.3736125 49.1903278, 7.3747243 49.190007)",,,,,
34127067,Turnhallstraße,residential,False,False,131.014,50,"LINESTRING (7.3736125 49.1903278, 7.3735535 49.1902314, 7.3734462 49.1900675, 7.3731941 49.1897064, 7.372887 49.1892493)",,,,4,
34127067,Turnhallstraße,residential,False,True,26.582,50,"LINESTRING (7.3736125 49.1903278, 7.3736608 49.1904417, 7.3736913 49.1905609)",,,,4,
58416879,Im Hoffeld,residential,False,True,88.32,50,"LINESTRING (7.3747243 49.190007, 7.3736125 49.1903278)",,,,,
58416886,Schmalscheidstraße,residential,False,True,43.608000000000004,50,"LINESTRING (7.3747243 49.190007, 7.3747049 49.1899281, 7.3747028 49.1898317, 7.3747189 49.1896161)",,,,,
58416882,Zinselstraße,residential,False,True,104.465,,"LINESTRING (7.3633759 49.1886708, 7.3634811 49.1886673, 7.3635637 49.1886576, 7.3636945 49.1886325, 7.36383 49.1886005, 7.3639601 49.1885519, 7.3641934 49.188452, 7.3642726 49.1884126, 7.3643905 49.1883486, 7.3645435 49.188282, 7.3646368 49.1882544)",,,,,
"[1030677854, 1030677855]",Zinselstraße,residential,False,True,267.277,50,"LINESTRING (7.3633759 49.1886708, 7.3634215 49.1887291, 7.3634839 49.1887823, 7.3635676 49.1888259, 7.3636404 49.188855, 7.3637252 49.188868, 7.3637997 49.1888706, 7.3638808 49.1888566, 7.36397 49.1888251, 7.3641825 49.188726, 7.364312 49.1886811, 7.3644407 49.1886581, 7.3647284 49.1886077, 7.3649007 49.1885564, 7.3653218 49.1884087, 7.365643 49.1882917, 7.3657215 49.1882514, 7.3657818 49.1882023, 7.3661198 49.1878044, 7.3661607 49.1877474, 7.3661839 49.1877022)",,,,,
34127067,Turnhallstraße,residential,False,True,131.01399999999998,50,"LINESTRING (7.372887 49.1892493, 7.3731941 49.1897064, 7.3734462 49.1900675, 7.3735535 49.1902314, 7.3736125 49.1903278)",,,,4,
58416883,Buchholzgarten,residential,False,False,495.44999999999993,50,"LINESTRING (7.372887 49.1892493, 7.3726228 49.1893707, 7.3725074 49.1894321, 7.3724145 49.1895008, 7.3723156 49.189574, 7.3721038 49.1897327, 7.372083 49.1897594, 7.3720803 49.1897826, 7.3720917 49.1898229, 7.3722754 49.1900684, 7.3722855 49.190103, 7.3722841 49.1901358, 7.3722634 49.1901727, 7.3722178 49.1902025, 7.3717263 49.1903664, 7.3704395 49.1908107, 7.3700599 49.1909317, 7.3697988 49.1910101, 7.3695275 49.1910868, 7.3693364 49.1911385, 7.3691701 49.1911784, 7.3689475 49.1912244, 7.3687443 49.1912604, 7.3685123 49.1912858, 7.3683232 49.1913015, 7.3681053 49.1913125, 7.3676473 49.1913211)",,,,,
1095703273,Turnhallstraße,residential,False,False,98.427,30,"LINESTRING (7.372887 49.1892493, 7.3725758 49.1888097, 7.3725235 49.1887624, 7.3724605 49.1887177, 7.3722889 49.18863, 7.372112 49.1885523)",,,,4,
58416883,Buchholzgarten,residential,False,True,495.44999999999993,50,"LINESTRING (7.3676473 49.1913211, 7.3681053 49.1913125, 7.3683232 49.1913015, 7.3685123 49.1912858, 7.3687443 49.1912604, 7.3689475 49.1912244, 7.3691701 49.1911784, 7.3693364 49.1911385, 7.3695275 49.1910868, 7.3697988 49.1910101, 7.3700599 49.1909317, 7.3704395 49.1908107, 7.3717263 49.1903664, 7.3722178 49.1902025, 7.3722634 49.1901727, 7.3722841 49.1901358, 7.3722855 49.190103, 7.3722754 49.1900684, 7.3720917 49.1898229, 7.3720803 49.1897826, 7.372083 49.1897594, 7.3721038 49.1897327, 7.3723156 49.189574, 7.3724145 49.1895008, 7.3725074 49.1894321, 7.3726228 49.1893707, 7.372887 49.1892493)",,,,,
58416886,Schmalscheidstraße,residential,False,False,32.641,50,"LINESTRING (7.3756067 49.1883329, 7.3754069 49.1885958)",,,,,
100681751,Kirschbacher Weg,residential,False,False,164.89600000000002,50,"LINESTRING (7.3756067 49.1883329, 7.3753265 49.1882575, 7.3750428 49.1881961, 7.3746985 49.1881357, 7.3744602 49.1880774, 7.374275 49.1880195, 7.3741101 49.1879385, 7.373929 49.1878289, 7.3737292 49.1876943, 7.373655 49.1876405)",,,,,
58416886,Schmalscheidstraße,residential,False,False,28.866,50,"LINESTRING (7.3747511 49.1893576, 7.374735 49.1894259, 7.3747189 49.1896161)",,,,,
58416886,Schmalscheidstraße,residential,False,True,97.525,50,"LINESTRING (7.3747511 49.1893576, 7.374786 49.1892795, 7.3748611 49.1891752, 7.3752715 49.1887431, 7.3754069 49.1885958)",,,,,
