osmid,name,highway,maxspeed,width,oneway,reversed,length,geometry,ref,lanes
28864679,Am Steinbüschel,residential,,,False,True,203.789,"LINESTRING (12.9624914 50.6468912, 12.9630763 50.647768, 12.9631193 50.6478284, 12.9631579 50.6478507, 12.9632304 50.6478614, 12.9633038 50.6478514, 12.9634183 50.6478339, 12.9635324 50.647807, 12.9637319 50.6477417, 12.9638119 50.6477017, 12.9639047 50.6476601, 12.963967 50.6476141, 12.9639697 50.6475754, 12.9638658 50.6474337)",,
"[187201570, 187428407]","['Am Steinbüschel', 'Greifensteinstraße']",residential,,,False,False,121.61800000000002,"LINESTRING (12.9624914 50.6468912, 12.9627529 50.6468258, 12.9627999 50.6468088, 12.9628312 50.6467814, 12.9628508 50.6467578, 12.9628629 50.646734, 12.9628575 50.6466974, 12.9628374 50.6466507, 12.9627046 50.646461, 12.9626046 50.6463359, 12.9625274 50.6462025, 12.9624797 50.645984)",,
11290389,Greifensteinstraße,tertiary,50,,False,False,30.627,"LINESTRING (12.9636997 50.645871, 12.9632699 50.6459108)",K 7170,
11290389,Greifensteinstraße,tertiary,50,,False,True,26.959,"LINESTRING (12.9636997 50.645871, 12.9640754 50.645826)",K 7170,
"[28864680, 71177058]",Greifensteinstraße,residential,,,False,False,180.152,"LINESTRING (12.9636997 50.645871, 12.9635189 50.6450702, 12.9622524 50.6451843)",,
28864681,Greifensteinstraße,residential,,,False,False,18.296,"LINESTRING (12.9622524 50.6451843, 12.9620878 50.6450571)",,
28864682,Greifensteinstraße,residential,,,False,False,90.355,"LINESTRING (12.9622524 50.6451843, 12.9624797 50.645984)",,
"[28864680, 71177058]",Greifensteinstraße,residential,,,False,True,180.152,"LINESTRING (12.9622524 50.6451843, 12.9635189 50.6450702, 12.9636997 50.645871)",,
28864681,Greifensteinstraße,residential,,,False,True,18.296,"LINESTRING (12.9620878 50.6450571, 12.9622524 50.6451843)",,
145313728,Steinbüschelstraße,residential,,8,True,False,104.419,"LINESTRING (12.9671386 50.6475487, 12.9685429 50.6472505)",,
25814309,Albertstraße,residential,,8,True,False,66.236,"LINESTRING (12.9688878 50.6480975, 12.9698252 50.6480584)",,
782212053,Schillerstraße,residential,50,8,False,False,97.271,"LINESTRING (12.9688878 50.6480975, 12.9685429 50.6472505)",,
161552545,Annaberger Straße,primary,50,,False,False,12.493,"LINESTRING (12.9663628 50.6414683, 12.9663108 50.6413609)",B 95,2
28579439,Pochwerkstraße,residential,50,6,False,True,187.57299999999998,"LINESTRING (12.9663628 50.6414683, 12.966065 50.6416266, 12.9659369 50.6417186, 12.9658358 50.6418297, 12.9657816 50.6419832, 12.9657591 50.6421686, 12.9657047 50.6425016, 12.9656087 50.6427471, 12.9655835 50.6430051)",,
161552545,Annaberger Straße,primary,50,,False,True,210.368,"LINESTRING (12.9663628 50.6414683, 12.9664664 50.6416873, 12.9669458 50.6427652, 12.9670513 50.6429954, 12.9671849 50.6432869)",B 95,2
60500346,Wettinstraße,secondary,50,,False,False,71.46600000000001,"LINESTRING (12.9714173 50.6483764, 12.9713273 50.6482262, 12.9710606 50.6477748)",S 229,
118340085,Feldstraße,living_street,,,False,True,50.197,"LINESTRING (12.9657093 50.6481636, 12.965659 50.6477133)",,
"[513976473, 513976468]",Steinbüschelstraße,living_street,,,False,"[False, True]",82.464,"LINESTRING (12.9657093 50.6481636, 12.9654041 50.6481594, 12.9653317 50.6481016, 12.9651795 50.647721, 12.9652589 50.6476568)",,
118340085,Feldstraße,living_street,,,False,False,50.197,"LINESTRING (12.965659 50.6477133, 12.9657093 50.6481636)",,
60500366,Steinbüschelstraße,residential,,8,True,False,59.605,"LINESTRING (12.965659 50.6477133, 12.9658473 50.6477203, 12.9661051 50.6477214, 12.9663362 50.6477079, 12.9664995 50.6476861)",,
121562360,Greifensteinstraße,residential,,,False,True,39.508,"LINESTRING (12.9631903 50.6455591, 12.9632699 50.6459108)",,
11290389,Greifensteinstraße,tertiary,50,,False,False,56.308,"LINESTRING (12.9632699 50.6459108, 12.9624797 50.645984)",K 7170,
11290389,Greifensteinstraße,tertiary,50,,False,True,30.627,"LINESTRING (12.9632699 50.6459108, 12.9636997 50.645871)",K 7170,
121562360,Greifensteinstraße,residential,,,False,False,39.508,"LINESTRING (12.9632699 50.6459108, 12.9631903 50.6455591)",,
146901287,Lange Gasse,residential,,,False,False,164.24499999999998,"LINESTRING (12.9689076 50.6414412, 12.9689567 50.6414972, 12.9692933 50.641652, 12.9695758 50.6417819, 12.9700073 50.6420253, 12.9703444 50.6421812, 12.9705459 50.6423128, 12.9706914 50.6423794)",,
300808169,Pochwerkstraße,residential,,6,False,False,97.05199999999999,"LINESTRING (12.9689076 50.6414412, 12.9692092 50.6414654, 12.9692738 50.641471, 12.9696554 50.6415448, 12.9700076 50.6415783, 12.9702592 50.6415872)",,
300808169,Pochwerkstraße,residential,,6,False,True,184.63700000000003,"LINESTRING (12.9689076 50.6414412, 12.9683656 50.6413906, 12.9678066 50.641379, 12.967635 50.6413753, 12.9667671 50.6413071, 12.9665569 50.6413229, 12.9664178 50.6413444, 12.9663357 50.6413571, 12.9663108 50.6413609)",,
28525620,Saubergstraße,residential,,,False,False,20.481,"LINESTRING (12.9706914 50.6423794, 12.9706613 50.6425626)",,
28525620,Saubergstraße,residential,,,False,True,79.966,"LINESTRING (12.9706914 50.6423794, 12.9707002 50.6422416, 12.970685 50.6421612, 12.9706492 50.6419896, 12.9706068 50.6418721, 12.9705008 50.6416767)",,
146901287,Lange Gasse,residential,,,False,True,164.24499999999998,"LINESTRING (12.9706914 50.6423794, 12.9705459 50.6423128, 12.9703444 50.6421812, 12.9700073 50.6420253, 12.9695758 50.6417819, 12.9692933 50.641652, 12.9689567 50.6414972, 12.9689076 50.6414412)",,
11290389,Greifensteinstraße,tertiary,50,,False,False,102.87,"LINESTRING (12.9655223 50.6457293, 12.9650603 50.6457321, 12.9647993 50.6457452, 12.9645425 50.6457772, 12.9640754 50.645826)",K 7170,
11290389,Greifensteinstraße,tertiary,50,,False,True,118.773,"LINESTRING (12.9655223 50.6457293, 12.9657499 50.6457281, 12.9659607 50.6457273, 12.9661292 50.6457217, 12.966452 50.645672, 12.9666153 50.6456432, 12.9668372 50.645604, 12.9671611 50.6455281)",K 7170,
1185897059,Max-Wenzel-Straße,residential,,,False,True,35.833,"LINESTRING (12.9655223 50.6457293, 12.9655382 50.6458022, 12.9656857 50.6460326)",,
60500366,Steinbüschelstraße,residential,,8,True,False,5.622,"LINESTRING (12.9670638 50.6475662, 12.9671386 50.6475487)",,
146901286,Max-Wenzel-Straße,residential,,,False,False,198.74899999999997,"LINESTRING (12.9670638 50.6475662, 12.9665325 50.6472222, 12.9658011 50.646161, 12.9656857 50.6460326)",,
71176551,Am Steinbüschel,residential,,,False,False,227.04399999999998,"LINESTRING (12.9616476 50.6472517, 12.9608187 50.6468599, 12.9607878 50.6468299, 12.9607978 50.6467921, 12.9609356 50.6466951, 12.9611248 50.6466004, 12.9613796 50.6464984, 12.9616119 50.6464374, 12.9616932 50.6464333, 12.9617481 50.6464575, 12.9621771 50.6469744)",,
187201570,Am Steinbüschel,residential,,,False,False,48.425,"LINESTRING (12.9616476 50.6472517, 12.9618329 50.6471583, 12.9621771 50.6469744)",,
71176551,Am Steinbüschel,residential,,,False,True,100.61699999999999,"LINESTRING (12.9616476 50.6472517, 12.9619416 50.6475013, 12.9621597 50.6477935, 12.9623983 50.6480172)",,
71176551,Am Steinbüschel,residential,,,False,False,100.61699999999999,"LINESTRING (12.9623983 50.6480172, 12.9621597 50.6477935, 12.9619416 50.6475013, 12.9616476 50.6472517)",,
561921441,Chemnitzer Straße,primary,50,,False,False,8.174,"LINESTRING (12.9700497 50.6468107, 12.9700434 50.6467373)",B 95,2
145313718,Chemnitzer Straße,primary,50,,False,True,140.385,"LINESTRING (12.9700497 50.6468107, 12.9700781 50.64696, 12.9700672 50.6471146, 12.9700359 50.6472942, 12.9700156 50.6473534, 12.9698874 50.6477262, 12.9698252 50.6480584)",B 95,2
510249634,Steinbüschelstraße,residential,50,,True,False,116.957,"LINESTRING (12.9700497 50.6468107, 12.9699814 50.6468306, 12.9695029 50.6469703, 12.9685429 50.6472505)",,
28858589,Rathausstraße,residential,30,,False,False,100.79399999999998,"LINESTRING (12.9714686 50.6460445, 12.9712506 50.6461206, 12.97046 50.6463731, 12.9701996 50.6464616)",,
510249638,Untere Kirchstraße,residential,,,False,True,108.08,"LINESTRING (12.9717931 50.6478601, 12.9712574 50.6469494)",,
146901286,Max-Wenzel-Straße,residential,,,False,True,198.74899999999997,"LINESTRING (12.9656857 50.6460326, 12.9658011 50.646161, 12.9665325 50.6472222, 12.9670638 50.6475662)",,
513976502,,living_street,,,False,True,197.667,"LINESTRING (12.9656857 50.6460326, 12.9656187 50.6460777, 12.9655999 50.6461134, 12.9656106 50.6461508, 12.9657742 50.6465063, 12.9663885 50.6473967, 12.9664995 50.6476861)",,
1185897059,Max-Wenzel-Straße,residential,,,False,False,35.833,"LINESTRING (12.9656857 50.6460326, 12.9655382 50.6458022, 12.9655223 50.6457293)",,
28864679,Am Steinbüschel,residential,,,False,False,203.78900000000002,"LINESTRING (12.9638658 50.6474337, 12.9639697 50.6475754, 12.963967 50.6476141, 12.9639047 50.6476601, 12.9638119 50.6477017, 12.9637319 50.6477417, 12.9635324 50.647807, 12.9634183 50.6478339, 12.9633038 50.6478514, 12.9632304 50.6478614, 12.9631579 50.6478507, 12.9631193 50.6478284, 12.9630763 50.647768, 12.9624914 50.6468912)",,
